Compound Id	S
11029	0.36
11794	0.36
11732	0.36
10511	0.36
21011	0.36
11678	0.36
7533	0.36
3644	0.36
6320	0.36
10947	0.36
6164	0.36
11729	0.36
9254	0.37
9251	0.37
6307	0.37
62589	0.37
7686	0.37
13837280	0.37
9253	0.38
13255	0.38
10512	0.38
13837797	0.38
16641	0.38
6098	0.38
10536	0.38
7827	0.38
9233	0.38
18607	0.38
5730	0.38
3441	0.39
83734	0.39
217	0.39
56559	0.39
9053802	0.39
10787	0.39
29000	0.39
11793	0.39
10526	0.39
120464	0.39
7434	0.39
7459	0.39
11024	0.39
6312	0.39
8398	0.39
24590970	0.39
7733	0.39
56144	0.4
23055	0.4
6130	0.4
7850	0.4
11865	0.4
7714	0.4
10437	0.4
6097	0.4
12219	0.4
7848	0.4
61487	0.4
11863	0.4
7810	0.4
7766	0.4
7711	0.4
7552	0.4
6092	0.4
7791	0.4
12010	0.4
11830	0.4
10497	0.4
31029	0.4
6100	0.4
12228	0.407
6042	0.41
553742	0.41
13836713	0.41
13803	0.418
11898	0.42
72522	0.42
7928	0.42
14348	0.42
2581	0.42
11891	0.42
7917	0.42
7915	0.42
7901	0.42
7892	0.42
7882	0.42
8574	0.42
932	0.42
7812	0.42
7837	0.42
6040	0.42
258	0.42
1004	0.42
682	0.42
7815	0.42
7560	0.42
6103	0.42
6635	0.42
14829	0.43
6087	0.43
11525	0.43
7721	0.43
6083	0.43
1039	0.43
6088	0.43
864	0.44
13837281	0.44
937	0.45
56232	0.45
71390	0.45
5979	0.457
13837190	0.46
7074	0.46
15077490	0.46
13872989	0.46
13638	0.46
7170	0.46
10534	0.46
6128	0.47
9391	0.47
6086	0.47
10410	0.47
68503	0.478
10675065	0.48
14694	0.48
7090	0.48
7028	0.48
63156	0.48
12626	0.48
62597	0.48
15803	0.48
10487	0.48
13492	0.48
15747	0.48
8356	0.48
13849981	0.482
12933	0.486
6105	0.49
18971812	0.49
14688	0.49
6125	0.49
13835977	0.49
5977	0.49
71876	0.49
7128	0.49
7183	0.49
7088	0.49
15461	0.49
13299573	0.5
107412	0.5
7073	0.5
455353	0.5
16778	0.5
7705	0.5
2340753	0.5
7728	0.5
8554	0.5
10340	0.5
21112738	0.5
4481813	0.5
13487	0.5
7385	0.5
8531	0.5
7448	0.5
4514586	0.5
764	0.501
10325184	0.51
6406	0.51
12066	0.51
7738	0.51
7098	0.51
10404	0.51
7419	0.51
7219	0.51
11660	0.51
6999	0.517
5026296	0.52
18688	0.52
7737	0.52
13871721	0.52
1108	0.52
236	0.52
7521	0.52
7641	0.52
7659	0.52
11871	0.52
55130	0.53
10433	0.53
11992	0.53
13836399	0.53
7703	0.53
10253	0.53
60886	0.534
83962	0.54
12161	0.54
7671	0.54
10446	0.54
62249	0.54
11526	0.54
13571291	0.54
71312	0.54
7026	0.54
7678	0.54
9970	0.54
7672	0.54
7786	0.54
8335	0.54
6301	0.55
10606755	0.55
7657	0.55
22453	0.55
7065	0.55
11193	0.55
13836591	0.55
13875283	0.55
7553	0.55
11409	0.55
13249	0.56
3631	0.56
13835836	0.56
55084	0.56
7694	0.56
7482	0.56
11716	0.56
11045	0.56
7515	0.56
13836549	0.56
7546	0.56
7677	0.56
13836674	0.56
2293678	0.56
6967	0.56
6977	0.56
21168808	0.56
960	0.561
6177	0.57
61213	0.57
20545	0.57
7472	0.57
11207996	0.57
29016	0.57
7747	0.57
7627	0.57
10571	0.57
7076	0.57
6649	0.57
8012	0.57
7003	0.57
13854944	0.57
6104	0.57
4937830	0.57
61191	0.57
9614	0.57
7739	0.57
8883	0.57
7757	0.58
7511	0.58
7509	0.58
29005	0.58
10420	0.58
7478	0.58
7475	0.58
7463	0.58
6333	0.58
21111806	0.58
10364	0.58
21111820	0.58
21171407	0.58
3210	0.584
10756	0.584
11910	0.59
7469	0.59
7064	0.59
60329	0.59
13842001	0.59
13850082	0.6
21106169	0.6
7872	0.6
7875	0.6
7913	0.6
7670	0.6
8568	0.6
14846	0.6
7800	0.6
11843	0.6
29012	0.6
10797	0.6
7538	0.6
7536	0.6
11755	0.6
7706	0.6
7761	0.6
10492	0.6
11680	0.6
11706	0.6
10653	0.6
68179	0.6
10001	0.6
6341	0.6
11727	0.6
7727	0.6
3951	0.6
21108550	0.6
13836021	0.6
9724	0.6
11731	0.6
8950	0.6
14866	0.6
6720	0.61
13850142	0.61
558917	0.61
11153	0.61
7559	0.61
558928	0.61
415	0.61
390927	0.61
10236	0.61
7012	0.62
11065	0.62
28981	0.62
99681	0.62
8525	0.62
6176	0.62
7081	0.62
6313	0.62
13837702	0.62
9903	0.62
13849989	0.625
55123	0.63
12012	0.63
7534	0.63
10791	0.63
11125	0.63
7782	0.63
8552	0.63
7701	0.63
6316	0.63
9325	0.63
13866593	0.63
11911	0.63
55091	0.63
552744	0.639
7888	0.64
12013	0.64
123860	0.64
28986	0.64
2863	0.64
6335	0.64
7803	0.64
259	0.64
7616	0.64
171	0.64
24641	0.64
7129	0.64
7866	0.65
3756	0.65
10033	0.65
30713	0.65
10788	0.65
7621	0.65
8329688	0.65
10777	0.65
441	0.65
7838	0.65
5949	0.65
370	0.65
29029	0.65
7772	0.65
256	0.65
512	0.65
1005	0.65
2018460	0.65
21169510	0.65
48024	0.65
7013	0.65
7676	0.65
13875281	0.65
7220	0.65
7248	0.65
11661	0.65
12674	0.65
8097	0.65
12071	0.66
10035	0.66
12972	0.66
9976	0.66
7514	0.66
215929	0.66
11025	0.66
7734	0.66
7016	0.66
1087	0.66
60524	0.66
72551	0.66
763	0.66
1095	0.66
6179	0.66
2038738	0.66
11154	0.66
12259	0.66
3973	0.67
13836589	0.67
172	0.67
13836520	0.67
22191	0.67
75951	0.67
72793	0.67
13835336	0.67
13875230	0.67
18219	0.67
4514549	0.67
10801109	0.671
15016	0.672
29004	0.68
7871	0.68
21153	0.68
7802	0.68
12218	0.68
12632	0.68
7760	0.68
11095	0.68
21106173	0.68
7607	0.68
13866746	0.68
7577	0.68
7506	0.68
13835861	0.68
6326	0.68
9228	0.68
29036	0.68
13838404	0.68
7239	0.68
11647	0.69
7530	0.69
21106535	0.69
6119	0.69
10251740	0.69
9326	0.69
2916	0.69
558875	0.69
6106	0.69
3544	0.696
1266019	0.7
109838	0.7
6321	0.7
175	0.7
13874867	0.7
6314	0.7
4510484	0.7
68832	0.7
62530	0.7
13842613	0.7
7391	0.7
7984	0.7
11809	0.71
7242	0.71
58234	0.714
26325086	0.72
13862665	0.72
15443	0.72
124968	0.72
9581	0.72
66809	0.72
221082	0.72
13875320	0.72
6642	0.72
62826	0.73
13835376	0.73
127750	0.73
12442	0.73
13857694	0.73
7673	0.73
7443	0.73
7662	0.73
1609	0.74
363458	0.74
7684	0.74
61111	0.74
13875196	0.74
11042	0.74
24972	0.74
28992	0.74
13875160	0.74
13875258	0.74
73479	0.74
8935	0.74
15093	0.748
9994	0.75
29015	0.75
278	0.75
4446445	0.75
4444608	0.75
394562	0.75
13839199	0.75
18724	0.75
7238	0.75
21105959	0.75
13866817	0.75
13875392	0.75
13839575	0.76
6322	0.76
558020	0.76
733	0.76
6342	0.76
21132380	0.76
7551	0.76
12244	0.76
1266393	0.76
13677	0.76
124	0.761
132	0.769
21106015	0.77
65750	0.77
63903	0.77
10940	0.77
13865438	0.77
7223	0.77
13868640	0.777
29001	0.78
59674	0.78
21106135	0.78
10248	0.78
13837988	0.78
8528	0.78
8900	0.785
10400	0.786
8067	0.788
13839109	0.79
13837537	0.79
21105905	0.79
11077	0.79
13839123	0.79
9911	0.79
13839174	0.79
906	0.795
7630	0.8
13865426	0.8
13884973	0.8
10710415	0.8
8543	0.8
13835604	0.8
6093	0.8
59447	0.8
21106560	0.8
20843	0.8
15965	0.8
70682	0.8
13658	0.8
11862	0.8
7710	0.8
7809	0.8
7765	0.8
69177	0.8
21111822	0.8
6794	0.8
7681	0.8
26516	0.8
17131	0.804
10772140	0.805
7190	0.806
63054	0.81
18801	0.81
68156	0.81
21106520	0.81
16119	0.81
10244	0.81
924	0.81
13862559	0.81
6788	0.81
7131	0.819
7466	0.82
13861343	0.82
73412	0.82
8904	0.82
13874733	0.82
24535	0.82
25552	0.82
10437215	0.82
12225	0.82
13839151	0.82
13848808	0.82
8140	0.82
11087	0.82
10909	0.82
10918	0.82
15489	0.825
2441	0.829
12499	0.83
7480	0.83
10939	0.83
7018	0.83
11784	0.83
13839128	0.83
8868	0.83
7518	0.83
21106019	0.832
7528	0.84
24533	0.84
1020	0.84
2039535	0.84
13839110	0.84
21105998	0.84
13865680	0.84
11604	0.84
8374	0.845
21106586	0.85
11756	0.85
8733	0.85
13835459	0.85
71089	0.85
7688	0.85
8902	0.85
10937	0.85
6897	0.85
773	0.85
17443	0.85
6883	0.85
11785	0.85
15495	0.85
1141	0.85
7240	0.85
503239	0.85
13860641	0.85
6974	0.85
21106571	0.85
10908	0.85
3463	0.85
16388	0.856
6828	0.858
7161	0.86
592	0.86
8141	0.86
7679	0.86
4444456	0.86
83866	0.86
66996	0.86
21105897	0.86
15427	0.86
5830	0.86
13840690	0.86
13839105	0.86
11667	0.86
13835772	0.86
61538	0.86
238	0.86
13864445	0.86
21108548	0.86
13047	0.86
21106163	0.86
967	0.86
13876103	0.865
2018165	0.87
14256731	0.87
6311	0.87
11699	0.87
12643	0.87
83850	0.87
30595	0.87
13839082	0.87
13865424	0.87
13853758	0.87
13860335	0.871
4366810	0.88
10422	0.88
11695	0.88
13229	0.88
24099	0.88
11576	0.88
7175	0.88
7157	0.88
12060	0.88
14678	0.88
11021	0.88
21105871	0.88
466305	0.88
13837686	0.88
61411	0.88
917	0.88
21106519	0.88
65	0.88
13029	0.88
13875356	0.88
19766	0.88
12044	0.88
12682	0.88
10181341	0.882
748	0.89
71628	0.89
7568	0.89
13839553	0.89
9363	0.89
6296	0.89
9574	0.89
971	0.89
13846663	0.89
21106091	0.89
10246	0.89
70715	0.89
13871718	0.892
2654	0.896
9547	0.9
92731	0.9
62632	0.9
78998	0.9
11884	0.9
16177	0.9
15853	0.9
67360	0.9
11866	0.9
15846	0.9
7566	0.9
29026	0.9
11846	0.9
7770	0.9
7717	0.9
6102	0.9
21109330	0.9
10948	0.9
13835293	0.9
13835224	0.9
13839441	0.9
13835235	0.9
62808	0.9
7236	0.9
11589	0.9
79969	0.9
21106366	0.9
62310	0.9
7420	0.9
28982	0.9
19709	0.9
21168831	0.9
55443	0.9
453675	0.9
60121	0.9
69340	0.9
10992	0.9
6633	0.9
16804	0.9
21159695	0.9
455090	0.9
57726	0.9
7234	0.9
6630	0.9
71437	0.9
13063	0.9
558878	0.901
2005981	0.908
25886	0.91
71430	0.91
7736	0.91
447	0.91
21106525	0.91
18707	0.91
559096	0.91
13868660	0.91
707	0.91
7140	0.914
8070	0.917
387	0.92
10018	0.92
61001	0.92
13854136	0.92
1664	0.92
20570	0.92
13854248	0.92
7001	0.92
11366	0.92
21106540	0.92
21106570	0.92
15855	0.929
7790	0.93
13835209	0.93
8903	0.93
62489	0.93
8899	0.93
13634	0.93
13630	0.93
13869434	0.93
553578	0.938
66565	0.94
10437135	0.94
66021	0.94
7221	0.94
10857	0.94
7383	0.94
13030	0.94
6339	0.94
6736	0.94
10851	0.94
10850	0.94
23977588	0.94
434	0.945
24043	0.95
12069	0.95
191367	0.95
11799	0.95
7615	0.95
6338	0.95
11265	0.95
6135	0.95
72056	0.95
34095	0.95
18685	0.95
62628	0.95
67653	0.95
11875	0.95
21106032	0.95
7021	0.95
1348	0.95
66896	0.95
62534	0.95
62408	0.95
7389	0.95
13848467	0.95
72556	0.95
13835151	0.95
10991	0.95
13860692	0.95
13869462	0.95
38364	0.95
12045	0.95
2003	0.95
17784	0.96
12637	0.96
13839416	0.96
11694	0.96
29008	0.96
2606	0.96
21106524	0.96
12823	0.96
5889	0.96
81815	0.96
13840647	0.96
13875212	0.96
9579	0.963
21105859	0.967
19475	0.97
9874	0.97
13647	0.97
9350	0.97
21168826	0.97
10801842	0.97
65785	0.97
13860491	0.97
6780	0.97
10841	0.97
5593	0.971
25889	0.98
25890	0.98
10227261	0.98
220998	0.98
12954	0.98
9454	0.98
9360	0.98
13851576	0.98
21105848	0.98
12047	0.98
16736498	0.98
913	0.981
6478	0.983
6745	0.984
8912	0.99
12229	0.99
6898	0.99
10849	0.99
11038	0.99
89076	0.991
21105870	0.994
199342	0.995
19477	1
6287	1
13811	1
14169248	1
1019	1
10437074	1
21105878	1
21168813	1
235	1
8186	1
11596	1
13860775	1
6674	1
11083	1
2206	1
13872122	1
8098	1
10328	1
6737	1
6789	1
15861	1
7600	1.006
4445317	1.007
11632	1.01
7961	1.01
13885245	1.01
8674	1.01
7132	1.01
13856352	1.01
8071	1.01
11783	1.01
10980	1.01
21106172	1.01
27488	1.01
10813	1.01
7202	1.015
30516	1.02
26325090	1.02
21112023	1.02
13876539	1.02
21106018	1.02
68676	1.02
551	1.02
11776	1.02
66895	1.026
66887	1.026
9893	1.026
63518	1.026
59482	1.026
6881	1.026
13839308	1.03
10586285	1.03
218253	1.03
8341	1.032
20198	1.04
7689	1.04
63310	1.04
7299	1.04
10829	1.04
191	1.042
12957	1.05
84036	1.05
68152	1.05
24041	1.05
19953955	1.05
13835630	1.05
14556	1.05
21106140	1.05
13863618	1.05
13837787	1.05
1361549	1.05
10831	1.05
23886	1.05
33421	1.05
992	1.057
70714	1.06
13875432	1.06
12640	1.06
6480	1.06
15755	1.06
14995	1.06
14994	1.06
67470	1.06
15476	1.06
15756	1.06
1906	1.061
6592	1.061
21943	1.07
10106	1.07
19956441	1.07
11930	1.07
10384035	1.07
65936	1.07
14227	1.07
11584	1.07
13867714	1.07
6706	1.07
6916	1.071
19957731	1.08
10205670	1.08
120489	1.08
13875219	1.08
7302	1.08
70660	1.083
16387	1.086
502245	1.086
5708	1.09
16159	1.09
13648	1.09
9349	1.09
63889	1.09
13835126	1.09
10437210	1.09
768	1.09
34863	1.09
23730	1.1
23621376	1.1
11332993	1.1
21106146	1.1
12231	1.1
13837760	1.1
10008	1.1
10972	1.1
2079	1.1
13869451	1.1
4759	1.1
33617	1.1
11961	1.1
15619	1.1
6739	1.1
953	1.104
331	1.109
15789876	1.11
7224	1.11
11600	1.11
21106144	1.11
13863774	1.11
10243171	1.11
7138	1.11
4878	1.11
6604	1.11
25677	1.11
6840	1.111
4590	1.117
12816	1.12
21111781	1.12
123207	1.12
776	1.12
15475	1.12
15477	1.12
15478	1.12
15524	1.12
2297441	1.12
158870	1.12
157093	1.12
83374	1.12
457144	1.12
135925	1.12
457145	1.12
8807	1.122
8182	1.129
19476	1.13
13871489	1.13
28969	1.13
13863629	1.13
7278	1.13
13644	1.13
21106014	1.13
13869480	1.13
42330	1.13
13869339	1.13
13875441	1.13
30881	1.13
14620	1.13
6852	1.13
6735	1.13
30572	1.135
392447	1.136
67465	1.14
4962	1.14
21106013	1.14
577	1.14
26260	1.14
4932499	1.14
4575338	1.14
12586	1.15
7964	1.15
6193	1.15
86394	1.15
13860817	1.15
21111772	1.15
15620	1.15
11708	1.15
6079	1.159
13859497	1.159
9943	1.16
28973	1.16
62517	1.16
456015	1.16
63906	1.16
1446	1.16
12133	1.16
15621	1.16
11632871	1.17
13856009	1.17
79280	1.17
27296	1.17
11651	1.17
8657	1.17
8665	1.17
4575	1.17
13842573	1.17
8876	1.17
63908	1.18
10181339	1.18
86435	1.18
21106020	1.18
15488	1.18
84188	1.18
136000	1.18
135983	1.18
136001	1.18
136002	1.18
136003	1.18
84235	1.18
10438331	1.18
82755	1.18
82712	1.18
157094	1.18
103011	1.18
102798	1.18
82762	1.18
13849665	1.189
24326358	1.189
5894	1.19
15702	1.19
221226	1.19
5976	1.19
68437	1.19
26010	1.19
30600	1.19
33455	1.19
33934	1.19
33932	1.19
5807	1.19
34866	1.19
34665	1.19
34664	1.19
37904	1.19
34864	1.19
34188	1.19
34865	1.19
11974	1.19
10771217	1.2
33416	1.2
15409	1.2
21106036	1.2
120548	1.2
11591	1.2
11778	1.2
44152	1.2
11954	1.2
8855	1.2
11769	1.2
18941	1.2
29282	1.2
6586	1.2
2915	1.2
13328	1.2
8960	1.21
10772050	1.21
7225	1.21
70652	1.21
7685	1.21
7208	1.21
21111817	1.21
20124	1.21
7406	1.213
10498	1.22
70988	1.22
9564	1.22
2923	1.22
21106470	1.22
10432	1.22
56793	1.22
454495	1.22
40191	1.22
56791	1.22
35581	1.22
56774	1.22
82765	1.22
7042	1.23
2185	1.23
4760	1.23
12874	1.23
13853953	1.24
6988	1.24
13869414	1.24
13860720	1.24
11294	1.24
457140	1.24
27793	1.24
82754	1.24
457138	1.24
102897	1.24
457139	1.24
102947	1.24
97173	1.24
102720	1.24
102801	1.24
102833	1.24
102721	1.24
102856	1.24
102933	1.24
103066	1.24
97172	1.24
64016	1.247
4450907	1.25
120621	1.25
12445	1.25
20119	1.25
7030	1.25
13835932	1.25
13257	1.25
2937774	1.25
62484	1.25
1015	1.25
87265	1.25
12699	1.25
21429023	1.25
10892	1.258
376	1.26
13837303	1.26
78	1.26
13837329	1.26
11595	1.26
4745	1.26
4768	1.26
20848	1.26
65701	1.26
8273	1.26
12705	1.26
8183	1.261
11563	1.27
59577	1.27
61707	1.27
11610	1.27
7397	1.27
6675	1.27
11588	1.27
2283071	1.27
8319	1.27
11003	1.277
13104	1.28
6334	1.28
206561	1.28
64699	1.28
21106008	1.282
5091	1.285
55205	1.29
13816	1.29
11244	1.29
247721	1.29
71	1.29
2169	1.29
13303	1.29
13302	1.29
4489	1.295
13835706	1.3
26765	1.3
192642	1.3
122446	1.3
21181	1.3
11752	1.3
2275	1.3
10464	1.3
6330	1.3
11795	1.3
173	1.3
3918	1.3
6790	1.3
106355	1.3
102741	1.3
97055	1.3
97198	1.3
5993	1.31
693	1.31
28682	1.31
191058	1.31
5596	1.31
18	1.31
6807	1.31
13856959	1.316
553649	1.318
13848341	1.32
10864	1.32
5027	1.32
2271976	1.32
10169	1.32
8860	1.32
10986	1.33
5915	1.33
7146	1.33
6838	1.33
34874	1.33
36972	1.33
56788	1.33
533188	1.33
35579	1.33
16182	1.33
46262	1.33
35580	1.33
82818	1.33
56790	1.33
56795	1.33
33458	1.33
82777	1.33
35584	1.33
56785	1.33
56792	1.33
34189	1.33
34859	1.33
84346	1.33
56760	1.33
56755	1.33
33666	1.33
8030	1.332
8060	1.338
13867413	1.34
7310	1.34
6781	1.34
21106365	1.343
13865630	1.35
26325085	1.35
26325087	1.35
26325088	1.35
7241	1.35
12061	1.35
61765	1.35
15473	1.35
17099	1.35
17098	1.35
33933	1.35
15474	1.35
34868	1.35
37905	1.35
34869	1.35
37918	1.35
37915	1.35
34867	1.35
25605	1.35
26011	1.35
34870	1.35
34666	1.35
21924	1.35
36973	1.35
37744	1.35
46894	1.35
45444	1.35
56769	1.35
56780	1.35
34847	1.35
39406	1.35
35081	1.35
56781	1.35
56771	1.35
3584	1.35
6842	1.352
4624	1.356
10101	1.36
10025	1.36
5004	1.36
28994	1.36
9218	1.36
13835351	1.36
6773	1.36
102834	1.36
102722	1.36
154865	1.36
96948	1.36
102743	1.36
102857	1.36
154866	1.36
106356	1.36
102787	1.36
97240	1.36
102742	1.36
136966	1.368
13054	1.37
7636	1.37
71787	1.37
21105795	1.37
11629	1.37
13853943	1.37
21105699	1.37
5439	1.38
29107	1.38
7029	1.38
19231	1.38
67460	1.38
299166	1.38
9873	1.382
17868	1.39
13860434	1.392
123	1.395
2157	1.398
13850879	1.4
6524	1.4
8243	1.4
6528	1.4
13837319	1.4
8241	1.4
11422	1.4
6855	1.4
13839012	1.4
2927	1.4
69982	1.405
6774	1.41
9965	1.41
8262	1.41
10903	1.41
206493	1.418
97257	1.42
97224	1.42
102923	1.42
96868	1.42
96864	1.42
97234	1.42
97233	1.42
154062	1.42
97142	1.42
4777	1.43
2075	1.43
18177	1.437
6665	1.44
21106148	1.44
6023	1.44
65763	1.44
56782	1.44
36977	1.44
83414	1.44
84348	1.44
82823	1.44
13846749	1.443
11107	1.45
11586	1.45
21106518	1.45
9120	1.45
3277	1.45
1278	1.45
6907	1.452
844	1.46
62472	1.46
6950	1.46
744	1.46
4444102	1.468
26563	1.47
6035	1.47
3548	1.47
392	1.47
21108576	1.47
1151	1.47
10628694	1.47
36975	1.47
56778	1.47
43354	1.47
37779	1.47
45445	1.47
36974	1.47
35585	1.47
34848	1.47
84344	1.47
34850	1.47
82819	1.47
56772	1.47
82820	1.47
16415	1.47
56779	1.47
56768	1.47
56777	1.47
84345	1.47
34668	1.47
16736486	1.47
8470	1.473
8111	1.478
10616	1.48
21106900	1.48
1577	1.48
642951	1.48
12730	1.48
6835	1.48
13300034	1.48
96965	1.48
33198	1.48
82783	1.48
34852	1.48
37000	1.48
37019	1.48
56765	1.48
39198	1.48
82740	1.48
56761	1.48
56756	1.48
56766	1.48
83413	1.48
34851	1.48
36976	1.48
56767	1.48
56763	1.48
1143	1.49
11460	1.49
11465	1.49
1448	1.49
5775	1.499
10254	1.5
10411	1.5
2241	1.5
62466	1.5
62485	1.5
7189	1.5
21106145	1.5
6658	1.5
11422351	1.5
25472	1.5
7150	1.5
32555	1.5
13854242	1.502
10181338	1.508
1078	1.51
56787	1.51
35583	1.51
82807	1.51
56794	1.51
33386	1.51
33457	1.51
47912	1.51
82817	1.51
46893	1.51
33280	1.51
35582	1.51
33304	1.51
46263	1.51
553171	1.511
10488	1.52
11488212	1.52
34667	1.52
34871	1.52
34873	1.52
56784	1.52
34872	1.52
970	1.521
556589	1.522
29153	1.522
11917	1.526
62467	1.53
3008	1.532
204209	1.539
10996	1.54
880	1.54
21106581	1.54
15827	1.54
70806	1.54
11369	1.54
4437893	1.542
5882	1.547
9824	1.548
12821	1.55
71193	1.55
67270	1.55
6033	1.55
7092	1.55
63968	1.55
2908	1.55
33407	1.55
36985	1.55
35205	1.55
15637	1.55
82821	1.55
8329	1.551
15753	1.56
17339596	1.56
6371	1.56
10664	1.57
2625	1.57
4333	1.574
6593	1.578
86007	1.579
13835344	1.58
76154	1.58
3534	1.58
7044	1.584
73390	1.59
7279	1.59
10343	1.59
185	1.59
7155	1.595
16359	1.597
84971	1.6
388391	1.6
11773	1.6
11582	1.6
7172	1.6
96749	1.6
2068	1.6
5236	1.6
21782117	1.6
2991	1.609
34853	1.61
37745	1.61
36978	1.61
34190	1.61
34191	1.61
36771	1.61
36710	1.61
56757	1.61
549017	1.61
84347	1.61
56764	1.61
56758	1.61
47914	1.61
56762	1.61
33984	1.61
33983	1.61
34860	1.61
82738	1.61
36982	1.61
36979	1.61
47915	1.61
56783	1.61
36981	1.61
37004	1.61
36980	1.61
222538	1.62
13848793	1.62
6492	1.62
7176	1.622
12478	1.63
7211	1.63
65523	1.64
11080	1.64
13090	1.64
230	1.646
194092	1.65
11625	1.65
8282	1.65
76394	1.66
82751	1.66
36989	1.66
8800	1.665
62060	1.666
2975965	1.667
33282	1.67
46285	1.67
46284	1.67
82806	1.67
56776	1.67
47913	1.67
32952	1.67
45446	1.67
43353	1.67
