Compound Id	40-h Tetrahymena toxicity as log(1/IGC50)
1	-1.26
2	-0.87
3	-0.65
4	-0.39
5	0.13
6	0.97
7	1.06
8	1.31
9	1.37
10	1.80
11	0.66
12	1.11
13	0.28
14	0.37
15	0.75
16	1.06
17	1.17
18	1.03
19	0.85
20	0.44
21	0.88
22	1.18
23	0.47
24	1.86
25	1.41
26	1.34
27	1.28
28	1.26
29	1.68
30	2.11
31	1.84
32	2.01
33	0.71
34	1.81
35	1.70
36	0.98
37	2.20
38	-0.44
