ID,InchiCode
Mipafox,"InChI=1S/C6H16FN2OP/c1-5(2)8-11(7,10)9-6(3)4/h5-6H,1-4H3,(H2,8,9,10)"
Paraoxon,"InChI=1S/C10H14NO6P/c1-3-15-18(14,16-4-2)17-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3"
Malaoxon,"InChI=1S/C10H19O7PS/c1-5-16-9(11)7-8(10(12)17-6-2)19-18(13,14-3)15-4/h8H,5-7H2,1-4H3"
Chlorpyrifos-oxon,"InChI=1S/C9H11Cl3NO4P/c1-3-15-18(14,16-4-2)17-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3"
Dichlorovos,"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3"
Trichlorfon,"InChI=1S/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3"
DFP,"InChI=1S/C6H15O4P/c1-5(2)9-11(7,8)10-6(3)4/h5-6H,1-4H3,(H,7,8)"
TSP,"InChI=1S/3Na.H3O4P.12H2O/c;;;1-5(2,3)4;;;;;;;;;;;;/h;;;(H3,1,2,3,4);12*1H2/q3*+1;;;;;;"
PSP,"InChI=1S/C13H12O2.H3O4P/c14-13-9-5-4-6-11(13)10-15-12-7-2-1-3-8-12;1-5(2,3)4/h1-9,14H,10H2;(H3,1,2,3,4)"
DBVP,"InChI=1S/C10H15Cl2O6P/c1-3-5-9(13)17-19(15,16-7-8(11)12)18-10(14)6-4-2/h7H,3-6H2,1-2H3"
DOVP,"InChI=1S/C18H35Cl2O4P/c1-3-5-7-9-11-13-15-22-25(21,24-17-18(19)20)23-16-14-12-10-8-6-4-2/h17H,3-16H2,1-2H3"
