Compound Id	BPol
13837650	5.212828
29015	12.5776560
258	10.93207
7714	10.258863
7882	24.0505540
7837	17.4913120
7812	15.304898
932	19.6777260
6040	13.118484
1004	8.7456560
10445	19.677726
6320	10.93207
6312	10.93207
6146	10.93207
21011	13.118484
3644	8.745656
29000	13.118484
175	7.5172420
6102	3.939621
236	6.5592420
7224	6.126035
7673	6.7560350
6321	9.703656
29012	15.9924840
5730	1.68000
7676	5.886035
5977	2.3532070
7787	13.1184840
7679	11.89007
14840	24.0505540
8569	21.5937260
121365	22.3889330
6104	3.0264140
3168	12.84807
12181	17.149691
7890	28.4233820
682	6.559242
8525	11.619656
7219	10.93207
9614	6.6690350
8560	17.4913120
7767	15.304898
864	4.372828
6335	9.433242
14672	15.034484
7674	15.3048980
7641	10.93207
11752	11.456863
11815	9.270449
13014	14.9632770
6334	9.2704490
28994	7.084035
12814	12.7768630
7849	21.86414
349	19.6777260
6967	10.93207
7712	13.118484
7636	11.349242
7521	10.93207
29080	15.2216560
7737	10.661656
1108	8.745656
13619	26.2369680
