Compound Id	ChiPath [SP-1]
13837650	1.914
29015	3.0
258	2.414
7714	2.414
7882	5.414
7837	3.914
7812	3.414
932	4.414
6040	2.914
1004	1.914
10445	3.417
6320	2.270
6312	2.270
6146	2.0
21011	2.770
3644	1.732
29000	2.770
175	1.732
6102	1.414
236	3.0
7224	3.932
7673	3.394
6321	2.270
29012	3.770
5730	2.0
7676	3.394
5977	1.732
7787	3.0
7679	3.394
14840	4.914
8569	4.414
121365	5.308
6104	1.414
3168	2.414
12181	3.719
7890	5.914
682	1.414
8525	2.770
7219	3.932
9614	3.394
8560	3.414
7767	2.914
864	1.0
6335	2.270
14672	2.561
7674	3.394
7641	3.788
11752	2.770
11815	2.414
13014	3.805
6334	2.270
28994	1.914
12814	3.305
7849	4.414
349	3.914
6967	3.805
7712	2.414
7636	3.288
7521	3.788
29080	3.207
7737	2.5
1108	3.394
13619	5.414
