Compound Id	MDE [MDEC-22]
13837650	1.0
29015	3.302
258	2.381
7714	2.381
7882	13.185
7837	7.473
7812	5.676
932	9.333
6040	3.965
1004	1.0
10445	0.0
6320	0.0
6312	0.0
6146	0.0
21011	1.0
3644	0.0
29000	1.0
175	0.0
6102	0.0
236	9.125
7224	7.732
7673	6.084
6321	0.0
29012	2.381
5730	0.0
7676	6.084
5977	0.0
7787	9.125
7679	6.084
14840	11.241
8569	6.120
121365	5.296
6104	0.0
3168	0.5
12181	0.5
7890	15.160
682	0.0
8525	0.0
7219	7.732
9614	6.084
8560	5.676
7767	3.965
864	0.0
6335	0.0
14672	0.0
7674	6.084
7641	3.533
11752	0.0
11815	0.5
13014	3.965
6334	0.0
28994	0.0
12814	2.381
7849	9.333
349	7.473
6967	3.965
7712	2.381
7636	0.0
7521	3.302
29080	4.243
7737	4.243
1108	6.084
13619	13.185
