Compound Id	KappaShapeIndices [Kier2]
13837650	3.0
29015	2.222
258	4.0
7714	4.0
7882	10.0
7837	7.0
7812	6.0
932	8.0
6040	5.0
1004	3.0
10445	2.52
6320	2.25
6312	2.25
6146	1.0
21011	3.2
3644	1.333
29000	3.2
175	1.333
6102	2.0
236	2.222
7224	3.111
7673	2.344
6321	2.25
29012	5.143
5730	1.0
7676	2.344
5977	1.333
7787	2.222
7679	2.344
14840	9.0
8569	8.0
121365	8.1
6104	2.0
3168	4.0
12181	3.938
7890	11.0
682	2.0
8525	3.2
7219	3.111
9614	2.344
8560	6.0
7767	5.0
864	0.0
6335	2.25
14672	1.633
7674	2.344
7641	2.52
11752	3.2
11815	4.0
13014	2.52
6334	2.25
28994	3.0
12814	1.852
7849	8.0
349	7.0
6967	2.52
7712	4.0
7636	1.852
7521	2.52
29080	1.5
7737	1.44
1108	2.344
13619	10.0
