Compound Id	BCUT [BCUTp-1h]
13837650	6.810751817170441
29015	5.416276895855405
258	5.991011473097236
7714	6.768657217860176
7882	7.435724374222289
7837	7.072083164750612
7812	6.816523803511402
932	7.22929843810176
6040	6.502135287709115
1004	5.362254857609961
10445	8.904306430972863
6320	6.2262573575037194
6312	6.62849600050671
6146	6.863064332185252
21011	6.619767242492457
3644	5.611286875288899
29000	7.138265701628056
175	5.155392081531515
6102	4.1173001610695215
236	6.393429401635799
7224	7.680381430379791
7673	9.370701415127964
6321	5.928446327461174
29012	6.502824697521297
5730	10.43944041993718
7676	8.221868342879695
5977	8.484762270265772
7787	6.653832404222108
7679	6.763458649128784
14840	7.407268786675993
8569	6.581505328277782
121365	7.365608115140721
6104	6.531726307075431
3168	5.299943910247673
12181	8.07075406354176
7890	7.525212172115983
682	4.351780764345299
8525	5.371655696427743
7219	8.152912710186573
9614	6.326917147410349
8560	7.013266964501183
7767	6.699886583200144
864	3.11158088417472
6335	5.0014760885062755
14672	7.483752676732259
7674	7.826777999927923
7641	7.821811792552899
11752	6.184511653024761
11815	5.676058915836593
13014	7.611259077016634
6334	5.609100853335291
28994	4.937727132549885
12814	7.248508045983084
7849	7.32766003133685
349	7.171461661790898
6967	8.135706971070546
7712	6.384508432323282
7636	6.35907789531827
7521	7.664895631753855
29080	8.783034279034233
7737	5.821520937835033
1108	7.507837413550558
13619	7.484885086502145
