Compound Id	ChiPath [SP-4]
13837650	0.0
29015	1.061
258	0.354
7714	0.354
7882	1.384
7837	0.854
7812	0.677
932	1.030
6040	0.5
1004	0.0
10445	1.225
6320	0.0
6312	0.0
6146	0.0
21011	0.577
3644	0.0
29000	0.577
175	0.0
6102	0.0
236	1.061
7224	1.595
7673	1.307
6321	0.0
29012	0.803
5730	0.0
7676	1.307
5977	0.0
7787	1.061
7679	1.307
14840	1.207
8569	1.030
121365	1.440
6104	0.0
3168	0.354
12181	1.231
7890	1.561
682	0.0
8525	0.577
7219	1.595
9614	1.307
8560	0.677
7767	0.5
864	0.0
6335	0.0
14672	0.0
7674	1.307
7641	1.737
11752	0.577
11815	0.354
13014	1.502
6334	0.0
28994	0.0
12814	1.331
7849	1.030
349	0.854
6967	1.502
7712	0.354
7636	1.492
7521	1.427
29080	1.332
7737	0.884
1108	1.307
13619	1.384
