Compound Id	ChiPath [VP-4]
13837650	0.0
29015	0.440
258	0.158
7714	0.401
7882	1.246
7837	0.715
7812	0.539
932	0.892
6040	0.362
1004	0.0
10445	1.225
6320	0.0
6312	0.0
6146	0.0
21011	0.418
3644	0.0
29000	0.258
175	0.0
6102	0.0
236	0.385
7224	0.513
7673	0.720
6321	0.0
29012	0.360
5730	0.0
7676	0.560
5977	0.0
7787	1.061
7679	0.946
14840	1.207
8569	0.595
121365	0.830
6104	0.0
3168	0.204
12181	0.669
7890	1.561
682	0.0
8525	0.203
7219	0.714
9614	0.415
8560	0.677
7767	0.5
864	0.0
6335	0.0
14672	0.0
7674	1.307
7641	0.807
11752	0.249
11815	0.083
13014	0.941
6334	0.0
28994	0.0
12814	0.783
7849	1.030
349	0.854
6967	0.663
7712	0.354
7636	0.418
7521	0.637
29080	1.585
7737	0.510
1108	0.534
13619	1.384
