Compound Id	BCUT [BCUTw-1l]
13837650	11.999
29015	11.997
258	11.996
7714	11.890
7882	11.890
7837	11.89
7812	11.890
932	11.890
6040	11.89
1004	11.997
10445	11.890
6320	11.89
6312	11.890
6146	11.890
21011	11.89
3644	11.890
29000	11.890
175	11.890
6102	11.953
236	11.850
7224	11.953
7673	11.850
6321	11.89
29012	11.89
5730	11.999
7676	11.850
5977	11.999
7787	11.9
7679	11.9
14840	11.890
8569	11.890
121365	11.890
6104	11.999
3168	11.890
12181	11.890
7890	11.890
682	11.997
8525	11.890
7219	11.85
9614	11.850
8560	11.890
7767	11.890
864	11.997
6335	11.890
14672	11.996
7674	11.9
7641	11.890
11752	11.890
11815	11.890
13014	11.9
6334	11.89
28994	11.994
12814	11.9
7849	11.890
349	11.89
6967	11.89
7712	11.890
7636	11.997
7521	11.890
29080	11.9
7737	11.9
1108	11.890
13619	11.890
