Compound Id	AutocorrelationCharge [ATSc2]
502855	-0.337
6191	-0.238
26325183	-0.287
5709	-0.124
6153	-0.314
16425	-0.187
8521	-0.383
23150	-0.053
8520	-0.274
66656	-0.062
26824	-0.358
18019	-0.647
26325084	-0.939
6190	-0.213
11919	0.0
10696	-0.434
26325083	-0.831
10451	-0.543
23101	-0.166
122090	-0.183
26325082	-0.722
26325081	-0.613
10449	-0.651
26325080	-0.505
66655	-0.060
14021447	-0.396
67991	-0.146
109705	-0.483
17619	-0.071
692	-0.078
291	0.0
6084	0.0
6094	0.0
7555	0.0
6120	0.0
7712	0.0
6308	0.0
9646	0.0
10781	0.0
15802	0.0
17976	0.0
7767	0.0
7604	0.0
7010	0.0
6163	0.0
6340	0.0
8560	0.0
11094	0.0
11023	0.0
11055	0.0
10786	0.0
7619	0.0
10755	0.0
11551	0.0
349	0.0
11035	0.0
11104	0.0
10795	0.0
10445	0.0
7849	0.0
17558	0.0
13439	0.0
13402	0.0
14840	0.0
13448	0.0
13619	0.0
7890	0.0
11882	0.0
11883	0.0
10540	0.0
7929	0.0
11897	0.0
11899	0.0
12017	0.0
12072	0.0
11900	0.0
11901	0.0
11146	0.0
11902	0.0
10542	0.0
11906	0.0
8878	0.0
11585	-0.190
11557190	-0.288
10452	-0.326
108106	-0.440
127983	-0.014
78828	-0.179
68328	-0.068
67414	-0.330
13837650	-0.025
13853215	-0.187
9392	-0.193
10765	0.0
7674	0.0
14998	-0.072
10614293	0.0
6156	0.0
12201	0.0
11109	0.0
24142	0.0
13622	0.0
16180	0.0
7891	0.0
12446	-0.002
29025	0.0
12635	0.0
11121	0.0
7713	0.0
12809	0.0
7833	0.0
7556	0.0
7954	-0.001
555074	-0.001
7957	-0.002
4516601	-0.001
56442	-0.001
4483639	-0.001
4516599	0.0
4512361	-0.001
4483638	-0.001
4449912	-0.001
4512642	0.0
18410	0.0
22408	0.0
66675	0.0
10113	-0.002
9484	-0.158
6085	0.0
7024	0.0
15438	0.0
8896	0.0
14751	0.0
221117	0.0
7787	0.0
8908	0.0
8909	0.0
8910	0.0
71433	0.0
22814	0.0
9095782	-0.101
6151	-0.213
6188	-0.167
11099	-0.002
73583	-0.155
7340	-0.056
8158	-0.055
11110	0.0
9642	0.0
11996	-0.071
10756390	-0.498
62827	-0.116
7626	-0.068
10265264	0.0
56117	-0.2
11230	-0.067
63631	-0.062
11086	-0.001
11841	-0.092
6402	-0.001
1406720	-0.001
1114	-0.073
14692	-0.001
10179173	0.0
21800	0.0
8544	0.0
7788	0.0
4927801	-0.550
10325078	-0.186
55188	-0.087
68224	-0.495
24263	-0.001
6364	-0.001
11749	-0.107
14672	-0.087
11228	-0.095
11857	0.0
391428	-0.001
10733068	-0.622
454638	-0.001
9990	-0.008
6309	0.0
7557	0.0
558883	-0.001
56020	-0.001
10124	-0.001
6111	0.0
10265270	0.0
14198	-0.001
7180	0.0
9411	-0.298
6149	-0.174
15765	0.0
553642	0.0
15413	-0.403
7182	-0.003
10669	0.0
8569	-0.091
12220	-0.091
7823	-0.091
11849	-0.091
10441	-0.106
3168	-0.091
11833	-0.106
455420	-0.106
10709	-0.106
10179239	0.0
11761	-0.011
6108	-0.007
69914	-0.371
59573	-0.230
11671339	-0.373
7956	-0.121
55090	-0.009
10053	-0.006
28993	-0.001
10054	-0.009
9461	-0.221
16791	-0.006
11117	0.0
205483	-0.107
10979	-0.005
61346	-0.221
6186	-0.150
69371	-0.007
69569	-0.255
7181	-0.006
99596	-0.119
11351244	-0.004
16841	-0.175
61266	-0.045
6187	-0.147
2656	-0.051
6827	0.0
20939	-0.002
7817	-0.079
11788	-0.061
13835316	-0.032
6270	-0.699
454209	-0.071
9633	-0.038
9377	-0.038
9243	-0.037
11148	-0.054
923	0.0
6121	-0.012
6315	-0.013
6118	-0.008
8577	-0.005
14349	-0.005
7852	-0.005
14680	-0.005
7776	-0.005
7330	-0.002
6122	-0.003
7732	-0.078
11729	-0.017
6307	-0.012
13255	-0.067
10512	-0.018
13837797	-0.114
6098	-0.011
10536	-0.015
7827	-0.015
9233	-0.015
18607	-0.017
5730	-0.140
10526	-0.018
120464	-0.009
24590970	-0.119
7733	-0.067
7850	-0.018
11865	-0.018
7714	-0.018
10437	-0.018
6097	-0.018
12219	-0.012
7848	-0.012
61487	-0.006
11863	-0.012
7810	-0.012
7766	-0.012
7711	-0.012
7552	-0.012
6092	-0.012
12010	-0.004
11830	-0.004
10497	-0.004
31029	-0.004
6100	-0.004
12228	0.0
6042	-0.076
13836713	-0.008
13803	-0.446
7815	-0.005
7560	-0.005
6103	-0.005
6635	-0.043
6087	-0.025
7721	-0.005
6083	-0.017
1039	-0.019
6088	-0.005
13837281	-0.045
56232	-0.014
5979	-0.110
13837190	-0.305
7074	-0.189
7170	0.0
10534	-0.002
10410	0.0
68503	-0.474
14694	-0.119
7090	-0.163
7028	-0.078
10487	-0.013
13492	0.0
15747	0.0
8356	0.0
18971812	-0.088
14688	-0.014
71876	-0.189
7128	0.0
7183	0.0
7088	0.0
15461	0.0
13299573	-0.213
7073	-0.169
2340753	-0.118
8554	-0.091
10340	-0.078
13487	0.0
7385	0.0
8531	0.0
7448	0.0
764	-0.044
10325184	-0.108
6406	-0.203
12066	-0.274
7738	-0.090
10404	0.0
7419	0.0
7219	0.0
11660	0.0
6999	0.0
18688	-0.170
7737	-0.090
1108	0.0
236	0.0
7521	0.0
7641	0.0
7659	0.0
11871	-0.003
55130	-0.157
10433	-0.167
11992	-0.157
10253	0.0
60886	-0.045
83962	-0.156
12161	-0.752
7671	-0.155
10446	-0.148
62249	-0.184
11526	-0.422
7672	-0.009
7786	-0.003
8335	0.0
7657	-0.167
22453	-0.168
7065	-0.168
13875283	-0.027
7553	-0.018
11409	0.0
3631	-0.476
13835836	-0.225
55084	-0.167
7694	-0.167
7482	-0.167
11716	-0.167
11045	-0.167
7515	-0.167
13836549	0.0
13836674	-0.025
6967	0.0
6977	0.0
21168808	-0.013
960	-0.093
61213	-0.068
7472	-0.155
11207996	-0.136
29016	-0.165
7747	-0.166
7627	-0.155
10571	-0.182
7076	-0.189
7003	-0.199
9614	-0.027
7739	-0.015
8883	0.0
7757	-0.167
7511	-0.167
7509	-0.167
29005	-0.167
10420	-0.167
7478	-0.396
7475	-0.167
7463	-0.167
21111806	-0.042
21111820	-0.015
21171407	-0.007
11910	-0.046
13850082	-0.153
7872	-0.165
7875	-0.165
7913	-0.165
7670	-0.024
8568	-0.165
14846	-0.181
7800	-0.181
11843	-0.165
29012	-0.165
10797	-0.025
7538	-0.181
7536	-0.181
11755	-0.227
7706	-0.165
7761	-0.237
10492	-0.237
11680	-0.181
11706	-0.181
10653	-0.181
68179	-0.189
11727	-0.198
21108550	-0.049
9724	0.0
11731	-0.007
8950	0.0
14866	0.0
6720	-0.025
7559	-0.056
10236	0.0
7012	-0.045
11065	-0.044
28981	-0.045
99681	-0.148
8525	-0.165
6176	-0.025
7081	-0.045
6313	-0.045
9903	0.0
55123	-0.237
12012	-0.237
7534	-0.024
10791	-0.025
11125	-0.237
7782	-0.237
6316	-0.022
9325	-0.038
123860	-0.183
28986	-0.024
6335	-0.179
7616	-0.150
7129	-0.001
10788	-0.024
7621	-0.024
8329688	-0.066
10777	-0.024
441	-0.044
7838	-0.044
5949	-0.044
29029	-0.044
7772	-0.044
256	-0.044
512	-0.044
21169510	-0.220
7676	-0.013
13875281	-0.013
7220	0.0
7248	0.0
11661	0.0
12674	0.0
8097	0.0
12972	-0.024
9976	-0.024
7514	-0.024
215929	-0.024
11025	-0.024
7734	-0.236
7016	-0.024
1095	-0.015
2038738	-0.123
12259	0.0
13836589	-0.212
172	-0.043
13836520	-0.179
13875230	-0.013
18219	-0.008
10801109	-0.566
29004	-0.389
7871	-0.023
21153	-0.023
7802	-0.023
12218	-0.023
12632	-0.023
7760	-0.023
11095	-0.023
21106173	-0.389
7607	-0.023
13866746	-0.025
7577	-0.250
7506	-0.046
9228	-0.037
7239	-0.015
11647	-0.155
7530	-0.129
1266019	-0.180
109838	-0.197
6321	-0.023
13874867	-0.177
6314	-0.060
4510484	-0.062
62530	-0.031
13842613	-0.027
7391	-0.080
7242	-0.031
26325086	-0.405
13862665	-0.175
15443	-0.045
124968	-0.194
9581	-0.114
66809	-0.165
221082	0.0
13875320	-0.009
6642	0.0
13835376	-0.182
127750	-0.198
13857694	-0.021
7673	-0.009
7662	-0.024
363458	-0.115
7684	-0.158
61111	-0.056
13875196	-0.118
11042	-0.031
24972	-0.058
28992	-0.062
13875160	-0.013
13875258	-0.009
9994	-0.084
29015	-0.182
4446445	-0.058
4444608	-0.058
394562	-0.058
13839199	-0.031
18724	-0.035
7238	-0.095
21105959	-0.096
13866817	-0.024
13875392	-0.009
13839575	-0.303
6322	-0.030
558020	-0.127
21132380	-0.031
13677	0.0
65750	-0.035
63903	-0.035
10940	-0.031
13865438	-0.095
13868640	-0.016
29001	-0.030
21106135	-0.095
13837988	-0.018
10400	-0.038
8067	0.0
13839109	-0.253
21105905	-0.035
11077	-0.035
906	0.0
13865426	-0.163
10710415	-0.324
21106560	-0.035
20843	-0.062
15965	-0.169
70682	-0.024
13658	-0.054
11862	-0.024
7710	-0.020
7809	-0.024
7765	-0.023
6794	-0.051
26516	-0.004
17131	-0.449
21106520	-0.035
924	-0.062
13862559	-0.024
6788	0.0
13861343	-0.096
73412	-0.029
8904	-0.069
13874733	-0.035
24535	-0.062
25552	-0.062
10437215	-0.186
11087	-0.003
