Compound Id	LargestPiSystem
6083	0
1039	0
6088	0
13837281	2
56232	2
5979	0
13837190	0
7074	5
7170	6
10534	6
10410	6
68503	1
14694	0
7090	6
7028	0
10487	0
13492	6
15747	6
8356	6
18971812	0
14688	2
71876	5
7128	6
7183	6
7088	6
15461	6
13299573	0
7073	3
2340753	0
8554	0
10340	5
13487	6
7385	6
8531	6
7448	6
764	8
10325184	0
6406	5
12066	0
7738	5
10404	6
7419	6
7219	6
11660	6
6999	6
18688	3
7737	0
1108	6
236	6
7521	6
7641	6
7659	6
11871	0
55130	3
10433	3
11992	3
10253	6
60886	10
83962	3
12161	0
7671	3
10446	3
62249	3
11526	4
7672	0
7786	0
8335	6
7657	3
22453	3
7065	3
13875283	6
7553	2
11409	6
3631	0
13835836	0
55084	3
7694	3
7482	3
11716	3
11045	3
7515	3
13836549	6
13836674	2
6967	6
6977	6
21168808	5
960	2
61213	0
7472	3
11207996	2
29016	3
7747	3
7627	3
10571	3
7076	5
7003	5
9614	6
7739	5
8883	0
7757	3
7511	3
7509	3
29005	3
10420	3
7478	4
7475	3
7463	3
21111806	6
21111820	5
21171407	2
11910	2
13850082	3
7872	3
7875	3
7913	3
7670	2
8568	3
14846	3
7800	3
11843	3
29012	3
10797	2
7538	3
7536	3
11755	3
7706	3
7761	3
10492	3
11680	3
11706	3
10653	3
68179	3
11727	3
21108550	6
9724	0
11731	0
8950	6
14866	8
6720	2
7559	4
10236	6
7012	2
11065	2
28981	2
99681	3
8525	3
6176	2
7081	2
6313	1
9903	6
55123	3
12012	3
7534	2
10791	2
11125	3
7782	3
6316	0
9325	6
123860	0
28986	2
6335	3
7616	5
7129	8
10788	2
7621	2
8329688	0
10777	2
441	1
7838	2
5949	2
29029	1
7772	2
256	2
512	1
21169510	3
7676	6
13875281	6
7220	8
7248	8
11661	8
12674	6
8097	6
12972	2
9976	2
7514	2
215929	2
11025	2
7734	3
7016	2
1095	0
2038738	8
12259	6
13836589	0
172	1
13836520	2
13875230	6
18219	0
10801109	1
29004	0
7871	2
21153	2
7802	2
12218	2
12632	2
7760	2
11095	2
21106173	0
7607	2
13866746	6
7577	3
7506	2
9228	6
7239	6
11647	3
7530	0
1266019	3
109838	0
6321	1
13874867	3
6314	4
4510484	4
62530	6
13842613	6
7391	7
7242	6
26325086	0
13862665	3
15443	2
124968	6
9581	7
66809	7
221082	8
13875320	6
6642	6
13835376	0
127750	0
13857694	6
7673	6
7662	6
363458	0
7684	0
61111	6
13875196	7
11042	6
24972	6
28992	6
13875160	6
13875258	6
9994	0
29015	0
4446445	4
4444608	4
394562	4
13839199	6
18724	6
7238	7
21105959	7
13866817	6
13875392	6
13839575	0
6322	4
558020	6
21132380	6
13677	10
65750	6
63903	6
10940	6
13865438	7
13868640	6
29001	1
21106135	7
13837988	6
10400	14
8067	6
13839109	3
21105905	6
11077	6
906	10
13865426	3
10710415	5
21106560	6
20843	6
15965	9
70682	0
13658	6
11862	0
7710	0
7809	0
7765	0
6794	7
26516	6
17131	6
21106520	6
924	7
13862559	6
6788	10
13861343	2
73412	0
8904	6
13874733	6
24535	6
25552	6
10437215	7
11087	6
10909	10
10918	10
15489	12
2441	2
10939	2
11784	6
8868	9
7518	6
21106019	8
24533	6
1020	6
2039535	7
8374	9
21106586	3
11756	4
71089	6
7688	6
8902	6
10937	6
6897	9
17443	7
6883	9
11785	6
7240	8
503239	7
21106571	6
10908	10
3463	2
16388	5
6828	12
7161	4
8141	1
7679	1
4444456	2
66996	6
13840690	6
11667	7
13864445	6
21108548	6
21106163	6
14256731	2
6311	2
30595	9
13865424	8
13229	3
7175	9
7157	9
917	6
13875356	6
12044	12
12682	10
71628	2
9363	6
6296	4
70715	6
62632	2
78998	2
11884	2
16177	2
15853	2
67360	2
11866	2
15846	2
29026	2
11846	2
7770	2
7717	1
62808	6
21106366	6
7420	6
21168831	6
455090	7
71437	0
13063	10
558878	4
25886	3
71430	0
559096	0
13868660	6
707	0
387	2
10018	0
61001	8
20570	7
21106540	6
15855	4
7790	0
8903	6
62489	7
8899	5
13634	8
13630	6
553578	4
66565	6
10437135	7
66021	6
7221	8
7383	6
6339	0
6736	10
10851	10
10850	10
23977588	4
24043	5
12069	3
191367	3
11799	3
7615	3
11265	3
67653	0
21106032	0
1348	5
66896	8
62534	9
62408	9
7389	9
38364	6
12045	12
2003	2
17784	3
12637	3
21106524	8
13875212	6
19475	5
13647	3
21168826	8
6780	10
10841	10
25889	3
25890	3
10227261	2
220998	3
12954	3
13851576	6
12047	12
16736498	4
6478	10
8912	0
10849	10
11038	6
89076	15
199342	6
19477	3
6287	5
13811	4
14169248	3
10437074	6
21105878	8
21168813	8
235	8
8186	8
13872122	6
8098	10
6737	10
6789	10
15861	10
4445317	4
11632	3
13885245	6
8674	8
7132	8
11783	6
27488	6
10813	10
7202	9
30516	3
26325090	1
21112023	8
13876539	6
68676	9
551	13
11776	6
66895	8
66887	8
9893	8
63518	8
59482	8
6881	8
13839308	6
10586285	11
218253	12
7689	6
63310	8
7299	6
10829	10
12957	3
84036	3
68152	3
24041	3
19953955	1
14556	9
21106140	8
1361549	10
10831	10
23886	12
33421	12
70714	6
15755	10
14995	10
14994	10
67470	10
15476	10
15756	10
6592	12
21943	3
10106	5
19956441	1
11930	4
10384035	7
65936	8
14227	8
11584	9
13867714	12
19957731	1
120489	7
7302	13
16387	0
502245	12
5708	3
16159	1
13648	8
13835126	8
34863	12
23730	3
23621376	1
21106146	9
12231	7
15619	10
15789876	2
7224	8
11600	7
21106144	9
13863774	9
7138	9
6604	10
25677	12
6840	13
12816	8
21111781	9
15475	10
15477	10
15478	10
15524	10
158870	10
157093	10
83374	10
457144	10
135925	10
457145	10
8807	12
19476	3
28969	9
13863629	7
7278	6
13644	8
21106014	8
6852	11
6735	10
30572	2
21106013	9
26260	10
4932499	10
12586	1
7964	3
6193	3
15620	10
11708	6
13859497	10
9943	8
456015	6
63906	8
15621	10
11632871	0
13856009	8
8876	10
21106020	9
15488	12
84188	10
136000	10
135983	10
136001	10
136002	10
136003	10
84235	10
82755	10
82712	10
157094	10
103011	10
102798	10
82762	10
13849665	3
24326358	7
5894	3
68437	10
26010	12
30600	12
33455	12
33934	12
33932	12
34866	12
34665	12
34664	12
37904	12
34864	12
34188	12
34865	12
11974	6
33416	0
15409	6
21106036	9
8855	10
2915	13
13328	2
7225	8
7685	6
21111817	8
20124	10
2923	8
21106470	10
56793	12
454495	12
40191	12
56791	12
35581	12
56774	12
82765	12
2185	14
13853953	9
457140	10
27793	10
82754	10
457138	10
102897	10
457139	10
102947	10
97173	10
102720	10
102801	10
102833	10
102721	10
102856	10
102933	10
103066	10
97172	10
7030	4
62484	9
87265	8
12699	14
21429023	2
13837303	12
78	8
13837329	12
65701	8
59577	3
2283071	10
13104	3
21106008	10
247721	6
4489	8
13835706	3
2275	3
3918	6
106355	10
102741	10
97055	10
97198	10
5993	3
28682	8
13856959	9
553649	14
13848341	3
10864	9
10169	6
8860	14
6838	17
34874	12
36972	12
56788	12
533188	12
35579	12
16182	12
46262	12
35580	12
82818	12
56790	12
56795	12
33458	12
82777	12
35584	12
56785	12
56792	12
34189	12
34859	12
84346	12
56760	12
56755	12
33666	12
13867413	3
6781	10
13865630	3
7241	8
12061	6
15473	12
17099	12
17098	12
33933	12
15474	12
34868	12
37905	12
34869	12
37918	12
37915	12
34867	12
25605	12
26011	12
34870	12
34666	12
21924	12
36973	12
37744	12
46894	12
45444	12
56769	12
56780	12
34847	12
39406	12
35081	12
56781	12
56771	12
6842	6
10101	5
13835351	12
6773	12
102834	10
102722	10
154865	10
96948	10
102743	10
102857	10
154866	10
106356	10
102787	10
97240	10
102742	10
136966	6
13054	6
7636	4
21105699	12
29107	3
7029	3
19231	3
67460	6
9873	14
17868	12
6524	12
8243	12
6528	12
13837319	12
8241	12
11422	9
6855	12
69982	2
97257	10
97224	10
102923	10
96868	10
96864	10
97234	10
97233	10
154062	10
97142	10
2075	14
21106148	10
6023	8
65763	11
56782	12
36977	12
83414	12
84348	12
82823	12
11586	12
1278	14
62472	12
26563	0
36975	12
56778	12
43354	12
37779	12
45445	12
36974	12
35585	12
34848	12
84344	12
34850	12
82819	12
56772	12
82820	12
16415	12
56779	12
56768	12
56777	12
84345	12
34668	12
16736486	2
8111	14
642951	12
13300034	10
96965	10
33198	10
82783	12
34852	12
37000	12
37019	12
56765	12
39198	12
82740	12
56761	12
56756	12
56766	12
83413	12
34851	12
36976	12
56767	12
56763	12
5775	2
21106145	11
11422351	10
56787	12
35583	12
82807	12
56794	12
33386	12
33457	12
47912	12
82817	12
46893	12
33280	12
35582	12
33304	12
46263	12
553171	8
10488	3
34667	12
34871	12
34873	12
56784	12
34872	12
970	14
556589	11
29153	16
11917	6
204209	15
21106581	11
15827	10
70806	16
4437893	11
9824	14
2908	17
33407	12
36985	12
35205	12
15637	12
82821	12
8329	16
2625	13
86007	3
13835344	9
76154	10
73390	9
11773	10
11582	11
7172	12
2991	14
34853	12
37745	12
36978	12
34190	12
34191	12
36771	12
36710	12
56757	12
549017	12
84347	12
56764	12
56758	12
47914	12
56762	12
33984	12
33983	12
34860	12
82738	12
36982	12
36979	12
47915	12
56783	12
36981	12
37004	12
36980	12
222538	9
13848793	9
7176	10
7211	12
65523	9
13090	14
82751	12
36989	12
8800	16
62060	3
2975965	8
33282	12
46285	12
46284	12
82806	12
56776	12
47913	12
32952	12
45446	12
43353	12
56773	12
26325089	13
6588	13
2849146	9
10437335	9
33281	12
56786	12
56789	12
33456	12
46264	12
9187483	18
5978	3
10257	12
2699	13
5739	18
6577	15
8816	18
659	1
13835294	16
8817	18
526	11
7199	9
6514	16
36990	12
35912	12
45448	12
36987	12
36988	12
13860	8
33986	12
36983	12
36986	12
45447	12
35566	12
47916	12
46137	12
550258	12
33985	12
2928	6
8788	20
15484	12
20132	6
7315	16
6453	16
6753	15
9797	15
192748	15
8799	20
10437836	8
2121	12
34854	12
46136	12
82736	12
56759	12
36984	12
6621	9
17347	9
15517	11
56775	12
56770	12
11283	6
36029	7
35206	12
64155	10
34192	12
82822	12
8763	22
8804	20
5557	9
75956	8
6775	10
2246	20
5113	9
26325182	13
11672	10
105291	8
35108	12
29117	15
33316	12
5678	22
156255	0
18336	8
4449	0
12549	20
374462	0
13662	10
10437239	8
8351654	9
83191	4
5774	4
5145918	11
58496	3
92468	4
11439687	10
92494	4
91432	11
8124942	11
24722	8
133166	4
8101973	11
509179	8
67594	14
4228778	8
10162	9
4444479	6
4444107	22
21108577	10
5552	6
21486195	8
4911	20
75995	8
2424	11
4444362	11
14441700	0
23055	0
14829	0
6093	0
13848808	10
21105897	10
6898	8
4268	14
8058	16
8060	10
7566	1
62310	10
6338	2
10498	1
6057	6
21105848	10
518	0
7546	0
7013	0
10292746	2
13835550	0
6128	0
175	1
6745	6
10343	13
2041618	0
10784857	0
274	2
6106	0
62826	0
8543	0
6630	7
13837787	10
10772140	2
6148	0
62589	0
7686	0
56144	0
7791	0
6105	0
13837537	0
21106570	6
6135	2
2927	14
8262	13
3548	9
11434292	0
7624	0
38403	0
2282428	0
9251	0
13571291	4
71312	0
11153	0
3973	0
75951	2
68832	2
92731	0
6102	1
76894	0
4624	11
7794	0
70850	0
11811	0
7777	0
15482	0
7856	0
8562	0
7730	0
654	0
2062437	0
13837280	2
72551	2
7630	5
23208	3
11864	1
11845	2
454215	0
9254	0
9253	0
83734	0
553742	2
15077490	0
2018460	0
22191	2
72793	2
12442	0
2018165	0
7406	7
2271976	6
1448	13
21782117	2
12209	1
9286	0
391	0
4514529	0
16641	1
6125	0
6104	0
11911	0
6119	0
7551	0
15427	6
9256	0
4444553	21
10652594	0
21106179	0
71390	0
107412	0
558928	2
24641	2
2916	0
558875	2
2297441	10
29282	8
9120	13
12730	8
4471584	21
9088156	0
12456	1
17880	2
11806	2
7558	2
6095	2
6086	1
2293678	0
10364	8
29036	0
21111822	6
7681	6
13863618	9
12874	8
59483	0
2056044	0
3441	0
13638	0
11154	0
6326	0
10801842	4
4768	8
6774	9
20848	8
5932	4
10756	2
61149	0
6130	0
5977	0
13838404	0
7223	6
15495	10
5198	17
21105594	14
58234	0
21105591	14
12577	0
6145	0
6310	0
7606	0
23255	0
6123	0
8576	0
7851	0
15387	0
7811	0
7835	0
7769	0
7716	0
7564	0
6101	0
6089	0
217	0
13835977	2
7703	0
60329	0
7727	0
1609	0
6342	0
13869414	8
21106077	14
10481872	8
6179	0
7234	7
18941	8
4760	8
12705	8
11003	13
2169	8
10837	13
6916	10
8093	8
8030	6
12197	4
30713	0
6790	11
5027	8
552744	5
21112738	2
7677	0
48024	0
8319	11
26286843	19
29040	0
6132	0
6301	2
13850142	2
390927	2
19709	8
60121	8
13869434	7
13869462	7
13840647	7
13860491	7
9349	7
14620	9
14916	18
992	12
9016	0
8935	6
21106519	7
12133	9
4103087	14
5376	9
2760	4
9786472	4
196288	4
139025	4
60858	16
12933	0
10181341	6
7736	5
447	8
4759	9
33617	9
30881	9
4447447	8
28552	8
3438	8
3544	6
4444102	21
21106059	6
10675065	0
4514586	0
13854944	0
13860641	7
13853758	7
21159695	7
21106525	7
13854136	7
13835151	7
10991	7
13860692	7
29008	0
13860775	8
4745	10
13303	8
7466	4
11699	4
4366810	4
10422	4
11695	4
13869480	8
10892	10
13849981	2
15093	6
206493	11
13842001	0
13854248	7
11961	7
6002	4
7480	3
21106058	14
13836399	0
5889	7
299166	9
6835	13
3534	6
5162	14
75662	19
21106365	13
499714	3
558917	2
11629	10
14627	11
512621	0
3693	14
5026296	0
13836021	0
1087	3
4514549	0
13302	8
256210	11
13849989	2
15016	0
13836591	0
2654	6
13856352	6
15520	10
3841535	19
18717	0
455353	0
16778	0
7705	0
7728	0
59447	0
7528	0
13835459	0
13848467	7
13869451	7
13871489	3
13869339	7
13860817	7
21111772	7
13853943	10
21106518	9
6658	10
11369	7
11180	0
11739	0
11056	0
6146	0
11194	0
6165	0
11216	0
62230	0
11210	0
11732	0
7459	0
11024	0
5830	6
57726	0
72556	7
11610	9
124	7
238	9
15803	0
7026	0
7678	0
9970	0
13837686	7
10008	7
6807	13
21108576	9
11488212	10
27749	11
3216	11
4470736	11
4343	11
8103122	20
3652	11
49179	4
5791	4
70660	4
15954	0
11819	0
7622	0
99440	0
11239	0
11543	0
10790	0
15486	0
18920	0
11861	0
123993	0
11036	0
11029	0
11794	0
10511	0
21011	0
11678	0
3644	0
6320	0
10947	0
10787	0
11793	0
7236	3
55443	6
453675	6
69340	6
10992	6
5439	4
71193	10
2700	20
10251740	8
7190	9
11525	1
4481813	3
13871721	2
6974	7
16804	7
11778	7
11954	7
13860720	7
76394	9
7131	6
13876103	8
13871718	6
4575338	8
2937774	10
206561	10
7310	10
5233	11
197564	4
193441	4
9579	9
7533	0
6164	0
56559	0
9053802	0
29000	0
7434	0
6312	0
8398	0
11898	0
72522	0
7928	0
14348	0
2581	0
11891	0
7917	0
7915	0
7901	0
7892	0
7882	0
8574	0
932	0
7812	0
7837	0
6040	0
258	0
1004	0
682	0
9391	0
63156	1
12626	1
60524	3
59674	2
10248	7
16119	7
12643	2
11752	3
21106900	10
15753	9
3210	2
392447	11
13854242	10
7600	2
13872989	2
62597	1
4937830	3
69177	7
10244	7
8733	0
7568	1
6633	7
12229	7
31006	7
13860434	10
5551	4
13866593	0
21106015	0
13839174	7
11021	6
8960	1
11465	9
4590	10
2157	12
11809	0
748	1
12823	6
10328	7
120621	3
12445	3
20119	3
6334	3
55205	3
13816	3
26765	3
192642	3
122446	3
21181	3
28994	3
11460	9
7145	10
6550	11
106796	21
5550	4
5633	4
13860335	6
24099	0
15702	10
10996	10
7279	10
5091	3
1262	11
880	9
13837702	0
21106535	0
12225	0
773	5
864	0
415	0
1141	6
1664	7
21361761	16
21105998	7
12640	0
6480	7
10437210	10
776	9
8273	13
7397	6
71787	6
4777	11
9219586	16
2457	18
1266393	4
7021	4
11694	4
11244	4
13850879	3
6600	10
62964	10
3322	14
13047	7
10438331	13
5976	8
13846959	10
6688	16
5542	4
19232037	4
19232038	4
18547147	4
21587143	4
11286	14
8070	9
55091	2
733	0
25472	10
18801	0
68156	0
10857	7
589165	10
6610	16
8470	10
953	10
6593	13
21105870	8
63889	7
123207	7
123	9
2241	9
62466	9
62485	9
63968	13
13839128	7
83866	0
18707	7
7961	0
4450907	8
10254	9
62467	9
5236	11
5660	7
305	2
3741	14
12244	7
13839151	7
13257	7
32555	8
13835336	0
13835861	0
73479	9
13839123	7
9911	7
13865680	7
11604	7
13835772	7
61538	7
194092	6
8528	8
3008	10
7140	9
4611	6
21105859	7
13846658	13
66567	0
8140	7
1019	2
67465	9
79280	8
5807	6
11595	10
2068	11
6646	0
7443	9
83850	0
12060	7
14678	7
61411	7
28982	7
6330	3
11795	3
173	3
67270	10
6033	10
7092	10
58563	10
2925	13
8341	11
13839105	7
65	7
13846663	7
21106091	7
65785	10
11596	10
10243171	9
62517	8
86435	7
70652	7
70988	7
10464	3
13839012	13
4333	16
21106169	0
13839110	7
13839082	7
21105871	7
9874	6
11332993	9
28973	8
27296	8
11651	8
8665	8
61707	3
3584	18
4744	10
466305	10
10246	7
21109330	0
10948	0
13835224	0
13835235	0
81815	3
2206	8
86394	8
54833	12
7155	15
230	7
11576	9
2606	0
2079	8
42330	8
8657	8
10903	13
6907	10
11193	3
20545	3
6649	3
8012	3
6333	5
971	7
9454	6
577	4
10181339	6
44152	8
137720	11
13846749	10
8900	2
6177	3
7469	3
7064	3
10001	3
6341	3
259	2
1005	2
9326	7
967	7
11589	9
5596	8
13249	3
3951	5
8552	2
7701	3
7888	3
12013	3
2863	3
7803	3
171	2
7866	3
3756	3
10033	3
370	2
12071	3
10035	3
13884973	0
13029	7
6706	10
4962	7
4575	8
11591	11
9218	9
11107	4
3277	12
8183	12
79969	9
9350	7
10980	9
11588	9
9574	9
6674	9
10972	9
11563	9
693	3
10411	9
11625	9
331	10
7018	0
768	9
6586	13
64699	3
191058	11
5593	9
6739	11
10986	11
392	8
28947	12
21106018	7
13835630	0
13875219	7
13842573	7
6950	9
14299946	0
13030	7
9360	7
8071	9
10432	7
11294	11
4963	10
13875432	7
434	9
5139	18
19766	7
9547	9
13835293	0
13875441	7
11769	7
65272	1
191	2
10181338	10
7151	10
5541	6
592	2
13839441	0
13835209	0
13839416	0
63908	8
221226	8
26325085	0
61765	8
7001	7
6675	9
21105795	9
17339596	0
11080	8
4380	15
16359	12
63054	7
72056	0
34095	0
18685	0
62628	0
11875	0
48085	4
5026	17
1906	10
278	2
10606755	0
13839553	0
18177	12
5882	12
763	1
1015	9
12499	7
5915	10
7189	9
10664	10
7044	12
12478	9
68568	10
89258	15
10205670	2
26325087	0
26325088	0
6035	9
6013	6
937	0
13835604	0
21106172	7
7042	13
10628694	10
10616	12
955	10
1143	3
61191	7
12821	9
7098	7
9564	8
84971	0
388391	0
1710	6
6079	9
5554	7
13837760	8
132	10
2005981	3
10771217	2
18	11
1151	11
185	10
11083	7
8182	12
6988	7
6492	12
913	9
78467	7
9965	7
1577	2
440	0
120548	8
3513	15
744	9
7745	3
1078	3
11366	7
844	2
6371	7
10772050	2
7208	12
61739	12
11489	8
63863	0
5142	11
13835932	0
10975	13
1446	11
5553	7
6066	9
3350	11
40130	3
4878	8
8282	12
376	3
10025	3
5004	3
7142	10
10870	13
20198	3
1253	6
71	11
65234	11
6665	10
29400	19
1043	16
4067	20
62265	15
7150	12
55075	8
4444100	20
789	5
541032	8
96749	1
7984	0
3102535	7
64016	17
7146	11
361	12
6045	5
10197150	8
4599	8
472932	5
5768	0
