Compound Id	AromaticAtomsCount
15965	6
70682	0
13658	6
11862	0
7710	0
7809	0
7765	0
6794	6
26516	6
17131	6
21106520	6
924	6
13862559	6
6788	10
13861343	0
73412	0
8904	6
13874733	6
24535	6
25552	6
10437215	6
11087	6
10909	10
10918	10
15489	12
2441	0
10939	0
11784	6
8868	9
7518	6
21106019	6
24533	6
1020	6
2039535	6
8374	6
21106586	0
11756	0
71089	6
7688	6
8902	6
10937	6
6897	6
17443	6
6883	6
11785	6
7240	6
503239	6
21106571	6
10908	10
3463	0
16388	0
6828	12
7161	0
8141	0
7679	0
4444456	0
66996	6
13840690	6
11667	6
13864445	6
21108548	6
21106163	6
14256731	0
6311	0
30595	6
13865424	6
13229	0
7175	6
7157	6
917	6
13875356	6
12044	12
12682	10
71628	0
9363	6
6296	0
70715	6
62632	0
78998	0
11884	0
16177	0
15853	0
67360	0
11866	0
15846	0
29026	0
11846	0
7770	0
7717	0
62808	6
21106366	6
7420	6
21168831	6
455090	6
71437	0
13063	10
558878	0
25886	0
71430	0
559096	0
13868660	6
707	0
387	0
10018	0
61001	6
20570	6
21106540	6
15855	0
7790	0
8903	6
62489	6
8899	5
13634	6
13630	6
553578	0
66565	6
10437135	6
66021	6
7221	6
7383	6
6339	0
6736	10
10851	10
10850	10
23977588	0
24043	0
12069	0
191367	0
11799	0
7615	0
11265	0
67653	0
21106032	0
1348	5
66896	6
62534	6
62408	6
7389	6
38364	6
12045	12
2003	0
17784	0
12637	0
21106524	6
13875212	6
19475	0
13647	0
21168826	6
6780	10
10841	10
25889	0
25890	0
10227261	0
220998	0
12954	0
13851576	6
12047	12
16736498	0
6478	10
8912	0
10849	10
11038	6
89076	12
199342	6
19477	0
6287	0
13811	0
14169248	0
10437074	6
21105878	6
21168813	6
235	6
8186	6
13872122	6
8098	10
6737	10
6789	10
15861	10
4445317	0
11632	0
13885245	6
8674	6
7132	6
11783	6
27488	6
10813	10
7202	6
30516	0
26325090	0
21112023	6
13876539	6
68676	6
551	13
11776	6
66895	6
66887	6
9893	6
63518	6
59482	6
6881	6
13839308	6
10586285	9
218253	12
7689	6
63310	0
7299	12
10829	10
12957	0
84036	0
68152	0
24041	0
19953955	0
14556	6
21106140	6
1361549	6
10831	10
23886	12
33421	12
70714	6
15755	10
14995	10
14994	10
67470	10
15476	10
15756	10
6592	12
21943	0
10106	0
19956441	0
11930	0
10384035	6
65936	6
14227	6
11584	6
13867714	12
19957731	0
120489	6
7302	12
16387	0
502245	6
5708	0
16159	0
13648	6
13835126	6
34863	12
23730	0
23621376	0
21106146	6
12231	0
15619	10
15789876	0
7224	6
11600	5
21106144	6
13863774	6
7138	6
6604	10
25677	12
6840	12
12816	6
21111781	6
15475	10
15477	10
15478	10
15524	10
158870	10
157093	10
83374	10
457144	10
135925	10
457145	10
8807	10
19476	0
28969	6
13863629	5
7278	6
13644	6
21106014	6
6852	10
6735	10
30572	0
21106013	6
26260	10
4932499	10
12586	0
7964	0
6193	0
15620	10
11708	6
13859497	6
9943	6
456015	6
63906	6
15621	10
11632871	0
13856009	6
8876	10
21106020	6
15488	12
84188	10
136000	10
135983	10
136001	10
136002	10
136003	10
84235	10
82755	10
82712	10
157094	10
103011	10
102798	10
82762	10
13849665	0
24326358	6
5894	0
68437	10
26010	12
30600	12
33455	12
33934	12
33932	12
34866	12
34665	12
34664	12
37904	12
34864	12
34188	12
34865	12
11974	6
33416	0
15409	6
21106036	6
8855	10
2915	13
13328	0
7225	6
7685	6
21111817	6
20124	10
2923	6
21106470	10
56793	12
454495	12
40191	12
56791	12
35581	12
56774	12
82765	12
2185	12
13853953	6
457140	10
27793	10
82754	10
457138	10
102897	10
457139	10
102947	10
97173	10
102720	10
102801	10
102833	10
102721	10
102856	10
102933	10
103066	10
97172	10
7030	0
62484	6
87265	6
12699	14
21429023	0
13837303	6
78	6
13837329	6
65701	6
59577	0
2283071	10
13104	0
21106008	6
247721	6
4489	0
13835706	0
2275	0
3918	6
106355	10
102741	10
97055	10
97198	10
5993	0
28682	6
13856959	12
553649	12
13848341	0
10864	6
10169	18
8860	14
6838	17
34874	12
36972	12
56788	12
533188	12
35579	12
16182	12
46262	12
35580	12
82818	12
56790	12
56795	12
33458	12
82777	12
35584	12
56785	12
56792	12
34189	12
34859	12
84346	12
56760	12
56755	12
33666	12
13867413	0
6781	6
13865630	0
7241	6
12061	6
15473	12
17099	12
17098	12
33933	12
15474	12
34868	12
37905	12
34869	12
37918	12
37915	12
34867	12
25605	12
26011	12
34870	12
34666	12
21924	12
36973	12
37744	12
46894	12
45444	12
56769	12
56780	12
34847	12
39406	12
35081	12
56781	12
56771	12
6842	12
10101	0
13835351	6
6773	6
102834	10
102722	10
154865	10
96948	10
102743	10
102857	10
154866	10
106356	10
102787	10
97240	10
102742	10
136966	6
13054	6
7636	0
21105699	12
29107	0
7029	0
19231	0
67460	6
9873	12
17868	12
6524	6
8243	6
6528	6
13837319	6
8241	6
11422	6
6855	10
69982	0
97257	10
97224	10
102923	10
96868	10
96864	10
97234	10
97233	10
154062	10
97142	10
2075	12
21106148	6
6023	6
65763	6
56782	12
36977	12
83414	12
84348	12
82823	12
11586	6
1278	14
62472	6
26563	0
36975	12
56778	12
43354	12
37779	12
45445	12
36974	12
35585	12
34848	12
84344	12
34850	12
82819	12
56772	12
82820	12
16415	12
56779	12
56768	12
56777	12
84345	12
34668	12
16736486	0
8111	14
642951	6
13300034	6
96965	10
33198	10
82783	12
34852	12
37000	12
37019	12
56765	12
39198	12
82740	12
56761	12
56756	12
56766	12
83413	12
34851	12
36976	12
56767	12
56763	12
5775	0
21106145	6
11422351	6
56787	12
35583	12
82807	12
56794	12
33386	12
33457	12
47912	12
82817	12
46893	12
33280	12
35582	12
33304	12
46263	12
553171	0
10488	0
34667	12
34871	12
34873	12
56784	12
34872	12
970	14
556589	6
29153	16
11917	24
204209	12
21106581	6
15827	10
70806	14
4437893	12
9824	12
2908	12
33407	12
36985	12
35205	12
15637	12
82821	12
8329	12
2625	12
86007	0
13835344	6
76154	6
73390	6
11773	6
11582	6
7172	6
2991	12
34853	12
37745	12
36978	12
34190	12
34191	12
36771	12
36710	12
56757	12
549017	12
84347	12
56764	12
56758	12
47914	12
56762	12
33984	12
33983	12
34860	12
82738	12
36982	12
36979	12
47915	12
56783	12
36981	12
37004	12
36980	12
222538	6
13848793	6
7176	6
7211	6
65523	6
13090	12
82751	12
36989	12
8800	16
62060	0
2975965	12
33282	12
46285	12
46284	12
82806	12
56776	12
47913	12
32952	12
45446	12
43353	12
56773	12
26325089	12
6588	10
2849146	6
10437335	6
33281	12
56786	12
56789	12
33456	12
46264	12
9187483	18
5978	0
10257	6
2699	12
5739	18
6577	12
8816	18
659	0
13835294	12
8817	18
526	6
7199	6
6514	12
36990	12
35912	12
45448	12
36987	12
36988	12
13860	6
33986	12
36983	12
36986	12
45447	12
35566	12
47916	12
46137	12
550258	12
33985	12
2928	12
8788	20
15484	12
20132	12
7315	12
6453	12
6753	12
9797	9
192748	6
8799	20
10437836	5
2121	6
34854	12
46136	12
82736	12
56759	12
36984	12
6621	6
17347	6
15517	6
56775	12
56770	12
11283	18
36029	11
35206	12
64155	6
34192	12
82822	12
8763	22
8804	20
5557	6
75956	6
6775	6
2246	20
5113	6
26325182	6
11672	6
105291	5
35108	12
29117	12
33316	12
5678	22
156255	0
18336	6
4449	0
12549	18
374462	0
13662	6
10437239	5
8351654	0
83191	0
5774	0
5145918	6
58496	0
92468	0
11439687	0
92494	0
91432	6
8124942	6
24722	12
133166	0
8101973	6
509179	6
67594	12
4228778	6
10162	12
4444479	0
4444107	12
21108577	6
5552	0
21486195	11
4911	12
75995	12
2424	5
4444362	12
14441700	0
23055	0
14829	0
6093	0
13848808	6
21105897	6
6898	6
4268	6
8058	12
8060	12
7566	0
62310	6
6338	0
10498	0
6057	12
21105848	6
518	0
7546	0
7013	0
10292746	0
13835550	0
6128	0
175	0
6745	6
10343	6
2041618	0
10784857	0
274	0
6106	0
62826	0
8543	0
6630	6
13837787	6
10772140	0
6148	0
62589	0
7686	0
56144	0
7791	0
6105	0
13837537	0
21106570	6
6135	0
2927	12
8262	10
3548	6
11434292	0
7624	0
38403	0
2282428	0
9251	0
13571291	0
71312	0
11153	0
3973	0
75951	0
68832	0
92731	0
6102	0
76894	0
4624	12
7794	0
70850	0
11811	0
7777	0
15482	0
7856	0
8562	0
7730	0
654	0
2062437	0
13837280	0
72551	0
7630	0
23208	0
11864	0
11845	0
454215	0
9254	0
9253	0
83734	0
553742	0
15077490	0
2018460	0
22191	0
72793	0
12442	0
2018165	0
7406	6
2271976	6
1448	6
21782117	0
12209	0
9286	0
391	0
4514529	0
16641	0
6125	0
6104	0
11911	0
6119	0
7551	0
15427	6
9256	0
4444553	11
10652594	0
21106179	0
71390	0
107412	0
558928	0
24641	0
2916	0
558875	0
2297441	6
29282	6
9120	6
12730	6
4471584	11
9088156	0
12456	0
17880	0
11806	0
7558	0
6095	0
6086	0
2293678	0
10364	6
29036	0
21111822	6
7681	6
13863618	6
12874	6
59483	0
2056044	0
3441	0
13638	0
11154	0
6326	0
10801842	0
4768	6
6774	6
20848	6
5932	0
10756	0
61149	0
6130	0
5977	0
13838404	0
7223	6
15495	6
5198	12
21105594	25
58234	0
21105591	20
12577	0
6145	0
6310	0
7606	0
23255	0
6123	0
8576	0
7851	0
15387	0
7811	0
7835	0
7769	0
7716	0
7564	0
6101	0
6089	0
217	0
13835977	0
7703	0
60329	0
7727	0
1609	0
6342	0
13869414	6
21106077	26
10481872	11
6179	0
7234	6
18941	6
4760	6
12705	6
11003	12
2169	6
10837	6
6916	6
8093	12
8030	12
12197	0
30713	0
6790	10
5027	6
552744	0
21112738	0
7677	0
48024	0
8319	10
26286843	12
29040	0
6132	0
6301	0
13850142	0
390927	0
19709	6
60121	6
13869434	6
13869462	6
13840647	6
13860491	6
9349	6
14620	6
14916	12
992	6
9016	0
8935	6
21106519	6
12133	6
4103087	6
5376	12
2760	0
9786472	0
196288	0
139025	0
60858	12
12933	0
10181341	6
7736	5
447	6
4759	6
33617	6
30881	6
4447447	6
28552	6
3438	12
3544	6
4444102	12
21106059	11
10675065	0
4514586	0
13854944	0
13860641	6
13853758	6
21159695	6
21106525	6
13854136	6
13835151	6
10991	6
13860692	6
29008	0
13860775	6
4745	6
13303	6
7466	0
11699	0
4366810	0
10422	0
11695	0
13869480	6
10892	6
13849981	0
15093	6
206493	6
13842001	0
13854248	6
11961	6
6002	0
7480	0
21106058	14
13836399	0
5889	6
299166	6
6835	12
3534	6
5162	6
75662	12
21106365	12
499714	0
558917	0
11629	6
14627	10
512621	0
3693	12
5026296	0
13836021	0
1087	0
4514549	0
13302	6
256210	10
13849989	0
15016	0
13836591	0
2654	0
13856352	6
15520	18
3841535	12
18717	0
455353	0
16778	0
7705	0
7728	0
59447	0
7528	0
13835459	0
13848467	6
13869451	6
13871489	0
13869339	6
13860817	6
21111772	6
13853943	6
21106518	6
6658	6
11369	6
11180	0
11739	0
11056	0
6146	0
11194	0
6165	0
11216	0
62230	0
11210	0
11732	0
7459	0
11024	0
5830	6
57726	0
72556	6
11610	6
124	6
238	6
15803	0
7026	0
7678	0
9970	0
13837686	6
10008	6
6807	12
21108576	6
11488212	6
27749	6
3216	6
4470736	6
4343	6
8103122	12
3652	9
49179	0
5791	0
70660	0
15954	0
11819	0
7622	0
99440	0
11239	0
11543	0
10790	0
15486	0
18920	0
11861	0
123993	0
11036	0
11029	0
11794	0
10511	0
21011	0
11678	0
3644	0
6320	0
10947	0
10787	0
11793	0
7236	0
55443	6
453675	6
69340	6
10992	6
5439	0
71193	6
2700	12
10251740	5
7190	6
11525	0
4481813	0
13871721	0
6974	6
16804	6
11778	6
11954	6
13860720	6
76394	6
7131	6
13876103	6
13871718	6
4575338	6
2937774	6
206561	6
7310	6
5233	6
197564	0
193441	0
9579	6
7533	0
6164	0
56559	0
9053802	0
29000	0
7434	0
6312	0
8398	0
11898	0
72522	0
7928	0
14348	0
2581	0
11891	0
7917	0
7915	0
7901	0
7892	0
7882	0
8574	0
932	0
7812	0
7837	0
6040	0
258	0
1004	0
682	0
9391	0
63156	0
12626	0
60524	0
59674	0
10248	6
16119	6
12643	0
11752	0
21106900	6
15753	6
3210	0
392447	6
13854242	6
7600	0
13872989	0
62597	0
4937830	0
69177	6
10244	6
8733	0
7568	0
6633	6
12229	6
31006	6
13860434	6
5551	0
13866593	0
21106015	0
13839174	6
11021	6
8960	0
11465	6
4590	6
2157	6
11809	0
748	0
12823	6
10328	6
120621	0
12445	0
20119	0
6334	0
55205	0
13816	0
26765	0
192642	0
122446	0
21181	0
28994	0
11460	6
7145	6
6550	6
106796	17
5550	0
5633	0
13860335	6
24099	0
15702	6
10996	6
7279	6
5091	0
1262	10
880	6
13837702	0
21106535	0
12225	0
773	5
864	0
415	0
1141	0
1664	6
21361761	12
21105998	6
12640	0
6480	6
10437210	6
776	9
8273	10
7397	6
71787	0
4777	10
9219586	16
2457	12
1266393	0
7021	0
11694	0
11244	0
13850879	0
6600	10
62964	6
3322	11
13047	6
10438331	10
5976	0
13846959	6
6688	6
5542	0
19232037	0
19232038	0
18547147	0
21587143	0
11286	6
8070	6
55091	0
733	0
25472	6
18801	0
68156	0
10857	6
589165	6
6610	12
8470	6
953	6
6593	13
21105870	6
63889	6
123207	6
123	6
2241	6
62466	6
62485	6
63968	12
13839128	6
83866	0
18707	6
7961	0
4450907	6
10254	6
62467	6
5236	5
5660	6
305	0
3741	12
12244	6
13839151	6
13257	6
32555	0
13835336	0
13835861	0
73479	6
13839123	6
9911	6
13865680	6
11604	6
13835772	6
61538	6
194092	6
8528	6
3008	6
7140	6
4611	6
21105859	6
13846658	12
66567	0
8140	6
1019	0
67465	6
79280	6
5807	0
11595	6
2068	5
6646	0
7443	6
83850	0
12060	6
14678	6
61411	6
28982	6
6330	0
11795	0
173	0
67270	6
6033	6
7092	6
58563	6
2925	12
8341	10
13839105	6
65	6
13846663	6
21106091	6
65785	6
11596	6
10243171	6
62517	6
86435	6
70652	6
70988	6
10464	0
13839012	12
4333	12
21106169	0
13839110	6
13839082	6
21105871	6
9874	6
11332993	6
28973	6
27296	6
11651	6
8665	6
61707	0
3584	15
4744	6
466305	6
10246	6
21109330	0
10948	0
13835224	0
13835235	0
81815	0
2206	0
86394	0
54833	12
7155	6
230	0
11576	6
2606	0
2079	0
42330	0
8657	6
10903	12
6907	6
11193	0
20545	0
6649	0
8012	0
6333	0
971	6
9454	6
577	0
10181339	6
44152	0
137720	10
13846749	6
8900	0
6177	0
7469	0
7064	0
10001	0
6341	0
259	0
1005	0
9326	6
967	6
11589	6
5596	6
13249	0
3951	0
8552	0
7701	0
7888	0
12013	0
2863	0
7803	0
171	0
7866	0
3756	0
10033	0
370	0
12071	0
10035	0
13884973	0
13029	6
6706	6
4962	6
4575	0
11591	6
9218	6
11107	0
3277	12
8183	6
79969	6
9350	6
10980	6
11588	6
9574	6
6674	6
10972	6
11563	6
693	0
10411	6
11625	6
331	6
7018	0
768	5
6586	10
64699	0
191058	6
5593	9
6739	10
10986	6
392	6
28947	6
21106018	6
13835630	0
13875219	6
13842573	6
6950	6
14299946	0
13030	6
9360	6
8071	6
10432	6
11294	10
4963	6
13875432	6
434	6
5139	12
19766	6
9547	6
13835293	0
13875441	6
11769	6
65272	0
191	0
10181338	6
7151	6
5541	0
592	0
13839441	0
13835209	0
13839416	0
63908	6
221226	6
26325085	0
61765	6
7001	6
6675	6
21105795	6
17339596	0
11080	6
4380	6
16359	6
63054	6
72056	0
34095	0
18685	0
62628	0
11875	0
48085	0
5026	12
1906	6
278	0
10606755	0
13839553	0
18177	6
5882	6
763	0
1015	9
12499	6
5915	6
7189	6
10664	6
7044	6
12478	6
68568	6
89258	6
10205670	0
26325087	0
26325088	0
6035	6
6013	6
937	0
13835604	0
21106172	6
7042	6
10628694	9
10616	6
955	6
1143	0
61191	6
12821	6
7098	6
9564	6
84971	0
388391	0
1710	12
6079	6
5554	6
13837760	6
132	6
2005981	0
10771217	0
18	6
1151	9
185	9
11083	6
8182	6
6988	6
6492	10
913	6
78467	6
9965	6
1577	0
440	0
120548	6
3513	6
744	5
7745	0
1078	0
11366	6
844	0
6371	12
10772050	0
7208	6
61739	10
11489	6
63863	0
5142	6
13835932	0
10975	6
1446	6
5553	6
6066	9
3350	6
40130	0
4878	6
8282	10
376	0
10025	0
5004	0
7142	6
10870	6
20198	0
1253	6
71	6
65234	12
6665	6
29400	12
1043	6
4067	12
62265	6
7150	6
55075	6
4444100	12
789	0
541032	6
96749	0
7984	0
3102535	6
64016	12
7146	6
361	6
6045	0
10197150	0
4599	6
472932	5
5768	0
