Compound Id	KappaShapeIndices [Kier2]
502855	5.778
6191	1.75
26325183	6.630
5709	3.240
6153	1.0
16425	0.667
8521	6.246
23150	2.320
8520	4.938
66656	2.52
26824	4.938
18019	6.246
26325084	14.006
6190	1.75
11919	3.92
10696	3.75
26325083	12.701
10451	5.025
23101	3.63
122090	4.245
26325082	11.396
26325081	10.092
10449	6.311
26325080	8.789
66655	2.939
14021447	7.486
67991	2.320
109705	4.836
17619	3.061
692	0.0
291	0.0
6084	0.0
6094	2.0
7555	3.0
6120	1.333
7712	4.0
6308	2.25
9646	1.0
10781	2.52
15802	6.125
17976	3.240
7767	5.0
7604	3.2
7010	3.2
6163	1.633
6340	2.222
8560	6.0
11094	4.167
11023	4.167
11055	2.344
10786	3.061
7619	3.061
10755	2.344
11551	4.167
349	7.0
11035	5.143
11104	3.938
10795	3.111
10445	2.52
7849	8.0
17558	6.125
13439	2.320
13402	3.92
14840	9.0
13448	2.939
13619	10.0
7890	11.0
11882	12.0
11883	13.0
10540	15.0
7929	19.0
11897	20.0
11899	21.0
12017	22.0
12072	23.0
11900	24.0
11901	25.0
11146	26.0
11902	27.0
10542	31.0
11906	35.0
8878	1.240
11585	4.133
11557190	6.185
10452	2.494
108106	8.590
127983	0.0
78828	4.888
68328	3.6
67414	5.970
13837650	3.0
13853215	1.75
9392	1.75
10765	2.25
7674	2.344
14998	2.344
10614293	2.52
6156	1.0
12201	3.2
11109	5.0
24142	14.0
13622	13.0
16180	12.0
7891	11.0
12446	3.2
29025	8.0
12635	10.0
11121	6.0
7713	4.0
12809	9.0
7833	7.0
7556	3.0
7954	2.0
555074	6.0
7957	1.333
4516601	7.0
56442	3.0
4483639	4.0
4516599	7.0
4512361	7.0
4483638	4.0
4449912	3.0
4512642	7.0
18410	4.760
22408	0.0
66675	1.75
10113	2.25
9484	1.0
6085	0.0
7024	1.633
15438	3.111
8896	1.44
14751	3.111
221117	2.52
7787	2.222
8908	3.061
8909	3.938
8910	5.76
71433	1.633
22814	0.0
9095782	1.75
6151	1.0
6188	1.75
11099	4.0
73583	1.75
7340	10.083
8158	4.167
11110	5.0
9642	2.0
11996	2.344
10756390	6.012
62827	2.52
7626	3.061
10265264	2.52
56117	3.92
11230	2.25
63631	2.222
11086	2.344
11841	4.840
6402	1.778
1406720	2.813
1114	1.333
14692	9.0
10179173	2.52
21800	2.52
8544	1.44
7788	2.222
4927801	11.228
10325078	1.75
55188	2.344
68224	6.012
24263	1.778
6364	1.778
11749	3.2
14672	1.633
11228	2.25
11857	3.061
391428	1.778
10733068	7.935
454638	2.813
9990	3.0
6309	2.25
7557	3.0
558883	4.0
56020	4.0
10124	2.222
6111	0.222
10265270	2.939
14198	1.778
7180	3.408
9411	3.240
6149	1.0
15765	2.52
553642	3.938
15413	5.625
7182	3.408
10669	3.408
8569	8.0
12220	10.0
7823	6.0
11849	6.0
10441	3.0
3168	4.0
11833	5.0
455420	8.0
10709	4.0
10179239	2.939
11761	3.061
6108	2.0
69914	4.108
59573	2.344
11671339	4.108
7956	2.0
55090	1.633
10053	1.0
28993	5.76
10054	1.0
9461	3.111
16791	7.0
11117	2.222
205483	4.133
10979	3.408
61346	2.320
6186	1.75
69371	2.320
69569	3.63
7181	3.408
99596	1.852
11351244	1.240
16841	1.852
61266	6.481
6187	1.75
2656	2.025
6827	4.297
20939	3.408
7817	6.0
11788	2.344
13835316	1.333
6270	7.408
454209	1.633
9633	8.0
9377	6.0
9243	2.0
11148	0.0
923	2.0
6121	1.333
6315	2.25
6118	1.333
8577	10.0
14349	9.0
7852	8.0
14680	7.0
7776	5.0
7330	1.44
6122	1.333
7732	4.0
11729	3.0
6307	2.25
13255	1.852
10512	5.0
13837797	6.0
6098	2.0
10536	8.0
7827	6.0
9233	4.0
18607	4.0
5730	1.0
10526	6.0
120464	2.344
24590970	1.852
7733	4.0
7850	8.0
11865	7.0
7714	4.0
10437	3.0
6097	2.0
12219	9.0
7848	8.0
61487	1.633
11863	7.0
7810	6.0
7766	5.0
7711	4.0
7552	3.0
6092	2.0
12010	6.0
11830	5.0
10497	4.0
31029	3.0
6100	2.0
12228	2.344
6042	1.0
13836713	3.0
13803	3.111
7815	6.0
7560	3.0
6103	2.0
6635	4.0
6087	0.0
7721	4.0
6083	0.0
1039	2.0
6088	0.0
13837281	2.222
56232	6.509
5979	1.75
13837190	4.0
7074	4.760
7170	4.297
10534	3.061
10410	4.0
68503	3.92
14694	1.633
7090	2.939
7028	1.633
10487	2.344
13492	7.408
15747	8.32
8356	4.0
18971812	1.75
14688	10.173
71876	8.592
7128	3.240
7183	3.408
7088	2.939
15461	3.6
13299573	2.320
7073	4.760
2340753	1.633
8554	2.222
10340	1.633
13487	6.509
7385	3.92
8531	4.0
7448	4.0
764	2.52
10325184	1.633
6406	3.061
12066	1.44
7738	1.44
10404	5.625
7419	4.760
7219	3.111
11660	3.240
6999	2.939
18688	3.240
7737	1.44
1108	2.344
236	2.222
7521	2.52
7641	2.52
7659	2.722
11871	7.0
55130	4.840
10433	4.840
11992	3.938
10253	3.408
60886	4.836
83962	2.995
12161	3.92
7671	4.760
10446	2.52
62249	2.52
11526	3.2
7672	2.344
7786	5.0
8335	4.0
7657	4.840
22453	4.840
7065	3.938
13875283	2.52
7553	3.0
11409	3.240
3631	3.408
13835836	5.143
55084	8.1
7694	7.111
7482	6.125
11716	7.111
11045	6.125
7515	5.143
13836549	3.395
13836674	3.0
6967	2.52
6977	2.722
21168808	1.633
960	15.059
61213	1.633
7472	3.938
11207996	3.938
29016	4.840
7747	3.938
7627	3.061
10571	3.061
7076	5.76
7003	4.840
9614	2.344
7739	1.44
8883	1.778
7757	11.077
7511	9.091
7509	8.1
29005	7.111
10420	6.125
7478	5.143
7475	5.143
7463	4.167
21111806	2.52
21111820	1.633
21171407	3.0
11910	1.633
13850082	6.478
7872	9.091
7875	11.077
7913	13.067
7670	4.760
8568	7.111
14846	9.091
7800	8.1
11843	6.125
29012	5.143
10797	3.111
7538	7.111
7536	6.125
11755	3.2
7706	4.167
7761	5.143
10492	4.167
11680	4.167
11706	5.143
10653	3.2
68179	8.0
11727	3.0
21108550	2.52
9724	1.778
11731	3.0
8950	3.92
14866	3.806
6720	3.6
7559	3.0
10236	2.722
7012	3.2
11065	3.2
28981	6.125
99681	4.68
8525	3.2
6176	1.852
7081	4.167
6313	2.25
9903	2.320
55123	8.0
12012	7.0
7534	4.840
10791	3.061
11125	6.0
7782	5.0
6316	2.25
9325	2.52
123860	9.0
28986	5.143
6335	2.25
7616	3.2
7129	3.240
10788	3.061
7621	3.061
8329688	1.633
10777	2.222
441	8.0
7838	7.0
5949	6.0
29029	9.0
7772	5.0
256	4.0
512	3.0
21169510	3.240
7676	2.344
13875281	2.52
7220	3.111
7248	3.240
11661	3.240
12674	4.297
8097	2.939
12972	9.091
9976	7.111
7514	5.143
215929	6.125
11025	4.167
7734	4.0
7016	3.2
1095	1.44
2038738	3.111
12259	3.164
13836589	5.0
172	2.0
13836520	3.111
13875230	2.52
18219	4.0
10801109	8.187
29004	2.722
7871	9.091
21153	10.083
7802	6.125
12218	8.1
12632	7.111
7760	5.143
11095	4.167
21106173	2.722
7607	3.2
13866746	3.164
7577	3.0
7506	6.694
9228	2.52
7239	3.111
11647	4.0
7530	2.52
1266019	8.32
109838	6.0
6321	2.25
13874867	3.938
6314	2.25
4510484	6.125
62530	3.92
13842613	2.52
7391	3.92
7242	3.111
26325086	2.320
13862665	4.167
15443	3.111
124968	2.344
9581	3.240
66809	3.111
221082	3.92
13875320	2.52
6642	3.395
13835376	7.0
127750	7.0
13857694	2.52
7673	2.344
7662	2.722
363458	2.344
7684	2.344
61111	2.344
13875196	3.240
11042	2.52
24972	2.722
28992	2.52
13875160	2.52
13875258	2.52
9994	0.75
29015	2.222
4446445	8.0
4444608	6.0
394562	4.0
13839199	2.344
18724	2.939
7238	3.111
21105959	3.240
13866817	2.52
13875392	2.52
13839575	8.0
6322	2.25
558020	2.344
21132380	2.52
13677	3.806
65750	5.625
63903	3.92
10940	2.52
13865438	3.240
13868640	2.52
29001	3.061
21106135	3.240
13837988	2.52
10400	5.778
8067	3.395
13839109	6.125
21105905	3.111
11077	2.52
906	2.939
13865426	4.840
10710415	4.840
21106560	3.111
20843	2.52
15965	5.612
70682	9.0
13658	2.939
11862	7.0
7710	4.0
7809	6.0
7765	5.0
6794	4.793
26516	3.92
17131	5.024
21106520	2.344
924	3.240
13862559	2.722
6788	3.164
13861343	1.852
73412	5.0
8904	2.222
13874733	2.344
24535	4.133
25552	4.0
10437215	4.760
11087	2.344
10909	3.395
10918	3.395
15489	4.481
