Compound Id	ChiPath [VP-0]
502855	7.942
6191	3.268
26325183	11.969
5709	4.612
6153	2.012
16425	3.493
8521	21.133
23150	9.408
8520	17.225
66656	N/A
26824	17.225
18019	21.133
26325084	41.243
6190	4.024
11919	8.328
10696	15.633
26325083	37.335
10451	19.541
23101	13.316
122090	13.601
26325082	33.427
26325081	29.518
10449	23.449
26325080	25.610
66655	9.693
14021447	21.702
67991	9.676
109705	8.134
17619	N/A
692	1.115
291	0.0
6084	2.0
6094	2.707
7555	3.414
6120	3.577
7712	4.121
6308	4.284
9646	4.5
10781	6.784
15802	7.113
17976	7.492
7767	4.828
7604	4.992
7010	4.992
6163	5.207
6340	5.155
8560	5.536
11094	5.699
11023	5.699
11055	5.914
10786	5.862
7619	5.862
10755	5.914
11551	5.699
349	6.243
11035	6.406
11104	6.569
10795	6.732
10445	6.784
7849	6.950
17558	7.113
13439	7.707
13402	7.328
14840	7.657
13448	8.414
13619	8.364
7890	9.071
11882	9.778
11883	10.485
10540	11.899
7929	14.728
11897	15.435
11899	16.142
12017	16.849
12072	17.556
11900	18.263
11901	18.971
11146	19.678
11902	20.385
10542	23.213
11906	26.042
8878	4.690
11585	6.203
11557190	17.794
10452	11.725
108106	21.290
127983	0.908
78828	13.885
68328	9.977
67414	15.967
13837650	3.682
13853215	4.780
9392	4.780
10765	3.862
7674	5.113
14998	6.615
10614293	6.784
6156	5.5
12201	4.569
11109	4.406
24142	10.770
13622	10.063
16180	9.356
7891	8.648
12446	4.621
29025	6.527
12635	7.941
11121	5.113
7713	3.699
12809	7.234
7833	5.820
7556	2.992
7954	2.284
555074	5.276
7957	3.207
4516601	5.983
56442	3.155
4483639	3.862
4516599	5.983
4512361	5.983
4483638	3.862
4449912	3.155
4512642	5.983
18410	7.234
22408	3.674
66675	9.0
10113	4.077
9484	2.634
6085	1.414
7024	4.406
15438	5.820
8896	3.536
14751	5.820
221117	5.983
7787	4.243
8908	4.950
8909	5.657
8910	7.071
71433	5.784
22814	2.121
9095782	4.512
6151	3.524
6188	5.536
11099	3.276
73583	5.402
7340	9.811
8158	5.569
11110	3.983
9642	1.914
11996	5.615
10756390	16.771
62827	3.674
7626	5.563
10265264	5.983
56117	7.731
11230	4.154
63631	5.025
11086	4.906
11841	6.977
6402	7.146
1406720	10.475
1114	3.447
14692	6.812
10179173	5.983
21800	5.983
8544	3.276
7788	3.983
4927801	26.612
10325078	5.610
55188	5.615
68224	16.771
24263	7.146
6364	6.983
11749	4.693
14672	4.908
11228	3.986
11857	4.690
391428	7.146
10733068	20.964
454638	10.638
9990	3.0
6309	3.492
7557	2.569
558883	3.439
56020	3.439
10124	4.414
6111	2.121
10265270	6.812
14198	6.983
7180	7.094
9411	4.657
6149	4.280
15765	5.983
553642	5.397
15413	8.846
7182	7.146
10669	6.931
8569	6.651
12220	8.065
7823	5.237
11849	5.237
10441	3.115
3168	3.822
11833	4.530
455420	6.651
10709	3.822
10179239	6.812
11761	6.379
6108	2.949
69914	12.578
59573	6.316
11671339	12.578
7956	2.408
55090	5.341
10053	5.464
28993	6.983
10054	4.634
9461	4.034
16791	5.828
11117	3.724
205483	6.295
10979	7.199
61346	4.731
6186	6.292
69371	10.225
69569	13.584
7181	7.146
99596	5.101
11351244	4.276
16841	3.723
61266	9.780
6187	6.292
2656	7.814
6827	8.226
20939	6.983
7817	4.814
11788	4.983
13835316	3.475
6270	9.961
454209	3.963
9633	6.328
9377	4.913
9243	2.085
11148	1.378
923	1.154
6121	3.711
6315	4.418
6118	4.541
8577	8.706
14349	7.998
7852	7.291
14680	6.584
7776	5.170
7330	3.017
6122	5.113
7732	3.4
11729	3.932
6307	5.248
13255	4.977
10512	4.962
13837797	4.391
6098	2.418
10536	7.467
7827	6.053
9233	4.639
18607	4.639
5730	5.036
10526	5.669
120464	6.048
24590970	5.931
7733	2.977
7850	7.084
11865	6.377
7714	4.255
10437	3.548
6097	2.841
12219	8.621
7848	7.914
61487	6.171
11863	7.207
7810	6.499
7766	5.792
7711	5.085
7552	4.378
6092	3.671
12010	7.071
11830	6.364
10497	5.657
31029	4.950
6100	4.243
12228	N/A
6042	4.902
13836713	3.333
13803	6.725
7815	5.877
7560	3.756
6103	3.049
6635	8.803
6087	2.134
7721	4.463
6083	2.964
1039	3.225
6088	3.535
13837281	5.536
56232	8.657
5979	7.803
13837190	3.524
7074	6.808
7170	8.464
10534	4.171
10410	6.671
68503	7.009
14694	4.231
7090	5.021
7028	4.107
10487	5.247
13492	8.629
15747	9.336
8356	6.671
18971812	5.268
14688	11.485
71876	8.766
7128	5.964
7183	6.887
7088	6.887
15461	7.594
13299573	5.561
7073	7.178
2340753	5.061
8554	3.944
10340	3.640
13487	7.922
7385	5.801
8531	6.724
7448	6.724
764	4.204
10325184	5.061
6406	4.524
12066	2.938
7738	2.718
10404	7.215
7419	6.508
7219	5.094
11660	6.017
6999	7.155
18688	6.524
7737	3.237
1108	4.387
236	3.464
7521	5.309
7641	5.309
7659	6.232
11871	6.948
55130	6.308
10433	6.308
11992	5.601
10253	6.887
60886	8.024
83962	9.593
12161	7.133
7671	7.178
10446	5.816
62249	5.816
11526	3.725
7672	6.077
7786	5.534
8335	6.724
7657	6.308
22453	6.308
7065	5.601
13875283	4.687
7553	3.956
11409	6.017
3631	5.087
13835836	5.808
55084	7.559
7694	6.852
7482	6.145
11716	6.852
11045	6.145
7515	5.438
13836549	5.268
13836674	3.125
6967	5.309
6977	6.232
21168808	4.457
960	12.255
61213	4.097
7472	5.601
11207996	4.9
29016	6.308
7747	5.601
7627	4.894
10571	4.894
7076	6.645
7003	5.515
9614	3.765
7739	3.534
8883	6.552
7757	9.680
7511	8.266
7509	7.559
29005	6.852
10420	6.145
7478	5.139
7475	5.438
7463	4.731
21111806	4.065
21111820	4.457
21171407	4.527
11910	4.486
13850082	9.593
7872	8.266
7875	9.680
7913	11.095
7670	7.477
8568	6.852
14846	8.266
7800	7.559
11843	6.145
29012	5.438
10797	6.063
7538	6.852
7536	6.145
11755	3.971
7706	4.731
7761	5.385
10492	4.678
11680	4.731
