Compound Id	ChiPath [VP-6]
502855	0.236
6191	0.0
26325183	1.238
5709	0.062
6153	0.0
16425	0.0
8521	12.079
23150	0.0
8520	8.472
66656	N/A
26824	15.188
18019	30.375
26325084	29.427
6190	0.0
11919	0.0
10696	14.427
26325083	25.820
10451	18.034
23101	5.063
122090	5.063
26325082	22.214
26325081	18.607
10449	21.641
26325080	15.0
66655	0.0
14021447	11.393
67991	0.0
109705	0.384
17619	N/A
692	0.0
291	0.0
6084	0.0
6094	0.0
7555	0.0
6120	0.0
7712	0.0
6308	0.0
9646	0.0
10781	0.0
15802	0.204
17976	0.0
7767	0.0
7604	0.0
7010	0.0
6163	0.0
6340	0.0
8560	0.177
11094	0.0
11023	0.0
11055	0.0
10786	0.0
7619	0.0
10755	0.0
11551	0.0
349	0.25
11035	0.144
11104	0.0
10795	0.0
10445	0.0
7849	0.338
17558	0.306
13439	0.0
13402	0.0
14840	0.427
13448	0.0
13619	0.515
7890	0.604
11882	0.692
11883	0.780
10540	0.957
7929	1.311
11897	1.399
11899	1.487
12017	1.576
12072	1.664
11900	1.753
11901	1.841
11146	1.929
11902	2.018
10542	2.371
11906	2.725
8878	0.354
11585	0.172
11557190	7.787
10452	9.506
108106	22.563
127983	0.0
78828	4.196
68328	0.153
67414	15.608
13837650	0.0
13853215	0.0
9392	0.0
10765	0.0
7674	0.204
14998	0.0
10614293	0.0
6156	0.0
12201	0.0
11109	0.0
24142	0.8
13622	0.711
16180	0.623
7891	0.535
12446	0.0
29025	0.269
12635	0.446
11121	0.102
7713	0.0
12809	0.358
7833	0.174
7556	0.0
7954	0.0
555074	0.118
7957	0.0
4516601	0.167
56442	0.0
4483639	0.0
4516599	0.167
4512361	0.167
4483638	0.0
4449912	0.0
4512642	0.167
18410	0.637
22408	0.0
66675	0.0
10113	0.0
9484	0.0
6085	0.0
7024	0.0
15438	0.348
8896	0.0
14751	0.348
221117	0.333
7787	0.0
8908	0.619
8909	0.707
8910	0.884
71433	0.0
22814	0.0
9095782	0.0
6151	0.0
6188	0.0
11099	0.0
73583	0.0
7340	0.642
8158	0.0
11110	0.0
9642	0.0
11996	0.0
10756390	12.296
62827	0.0
7626	0.0
10265264	0.333
56117	0.125
11230	0.0
63631	0.0
11086	0.144
11841	0.272
6402	0.845
1406720	2.959
1114	0.0
14692	0.289
10179173	0.333
21800	0.333
8544	0.0
7788	0.0
4927801	28.204
10325078	0.0
55188	0.0
68224	12.698
24263	0.961
6364	0.918
11749	0.0
14672	0.0
11228	0.0
11857	0.412
391428	0.961
10733068	15.724
454638	2.896
9990	0.0
6309	0.0
7557	0.0
558883	0.0
56020	0.0
10124	0.0
6111	0.0
10265270	1.140
14198	0.872
7180	0.514
9411	0.0
6149	0.0
15765	0.333
553642	0.498
15413	0.375
7182	0.523
10669	0.495
8569	0.195
12220	0.297
7823	0.102
11849	0.102
10441	0.0
3168	0.0
11833	0.0
455420	0.248
10709	0.0
10179239	1.140
11761	0.0
6108	0.0
69914	8.209
59573	0.0
11671339	7.955
7956	0.0
55090	0.0
10053	0.0
28993	0.215
10054	0.0
9461	0.0
16791	0.125
11117	0.0
205483	0.189
10979	0.524
61346	0.0
6186	0.0
69371	0.0
69569	5.524
7181	0.519
99596	0.0
11351244	0.177
16841	0.0
61266	0.511
6187	0.0
2656	1.288
6827	1.179
20939	0.543
7817	0.059
11788	0.158
13835316	0.0
6270	0.75
454209	0.0
9633	0.261
9377	0.067
9243	0.0
11148	0.0
923	0.0
6121	0.0
6315	0.0
6118	0.0
8577	0.558
14349	0.469
7852	0.381
14680	0.293
7776	0.0
7330	0.0
6122	0.0
7732	0.0
11729	0.0
6307	0.0
13255	0.0
10512	0.0
13837797	0.034
6098	0.0
10536	0.586
7827	0.306
9233	0.0
18607	0.0
5730	0.0
10526	0.2
120464	0.0
24590970	0.0
7733	0.0
7850	0.355
11865	0.267
7714	0.0
10437	0.0
6097	0.0
12219	0.547
7848	0.459
61487	0.0
11863	0.370
7810	0.347
7766	0.0
7711	0.0
7552	0.0
6092	0.0
12010	0.448
11830	0.0
10497	0.0
31029	0.0
6100	0.0
12228	N/A
6042	0.0
13836713	0.0
13803	0.0
7815	0.237
7560	0.0
6103	0.0
6635	0.0
6087	0.0
7721	0.0
6083	0.0
1039	0.0
6088	0.0
13837281	0.0
56232	0.552
5979	0.0
13837190	0.0
7074	0.142
7170	0.495
10534	0.183
10410	0.248
68503	0.0
14694	0.0
7090	0.095
7028	0.0
10487	0.231
13492	0.542
15747	0.630
8356	0.225
18971812	0.0
14688	0.905
71876	0.320
7128	0.165
7183	0.391
7088	0.199
15461	0.251
13299573	0.0
7073	0.192
2340753	0.0
8554	0.0
10340	0.0
13487	0.443
7385	0.197
8531	0.311
7448	0.381
764	0.050
10325184	0.0
6406	0.0
12066	0.0
7738	0.0
10404	0.397
7419	0.287
7219	0.124
11660	0.281
6999	0.239
18688	0.0
7737	0.0
1108	0.064
236	0.0
7521	0.111
7641	0.159
7659	0.269
11871	0.562
55130	0.118
10433	0.118
11992	0.0
10253	0.207
60886	0.463
83962	1.388
12161	0.0
7671	0.136
10446	0.0
62249	0.0
11526	0.0
7672	0.401
7786	0.0
8335	0.225
7657	0.118
22453	0.059
7065	0.0
13875283	0.077
7553	0.0
11409	0.168
3631	0.0
13835836	0.048
55084	0.204
7694	0.168
7482	0.102
11716	0.159
11045	0.132
7515	0.072
13836549	0.098
13836674	0.0
6967	0.111
6977	0.186
21168808	0.0
960	0.970
61213	0.0
7472	0.0
11207996	0.0
29016	0.166
7747	0.0
7627	0.0
10571	0.0
7076	0.127
7003	0.050
9614	0.024
7739	0.0
8883	2.203
7757	0.524
7511	0.347
7509	0.248
29005	0.189
10420	0.102
7478	0.042
7475	0.072
7463	0.0
21111806	0.049
21111820	0.0
21171407	0.0
11910	0.0
13850082	0.372
7872	0.372
7875	0.549
7913	0.726
7670	0.333
8568	0.180
14846	0.399
7800	0.311
11843	0.123
29012	0.102
10797	0.0
7538	0.212
7536	0.153
11755	0.0
7706	0.0
7761	0.056
10492	0.0
11680	0.0
11706	0.072
10653	0.0
68179	0.141
11727	0.0
21108550	0.042
9724	1.146
11731	0.0
8950	0.146
14866	0.422
6720	0.829
7559	0.0
10236	0.192
7012	0.0
11065	0.0
28981	0.192
99681	0.795
8525	0.0
6176	0.0
7081	0.0
6313	0.0
9903	0.398
55123	0.138
12012	0.083
7534	0.102
10791	0.0
11125	0.034
7782	0.0
6316	0.0
9325	0.042
123860	0.142
28986	0.125
6335	0.0
7616	0.0
7129	0.127
10788	0.0
7621	0.0
8329688	0.0
10777	0.0
441	0.239
7838	0.144
5949	0.059
29029	0.327
7772	0.0
256	0.0
512	0.0
21169510	0.0
7676	0.073
13875281	0.119
7220	0.082
7248	0.155
11661	0.195
12674	0.644
8097	0.537
12972	0.466
9976	0.239
7514	0.125
215929	0.228
11025	0.0
7734	0.0
7016	0.0
1095	0.0
2038738	0.038
12259	0.320
13836589	0.0
172	0.0
13836520	0.093
13875230	0.173
18219	0.0
10801109	0.905
29004	0.175
7871	0.489
21153	0.577
7802	0.213
12218	0.4
12632	0.312
7760	0.176
11095	0.0
21106173	0.175
7607	0.0
13866746	0.088
7577	0.0
7506	0.346
9228	0.084
7239	0.215
11647	0.260
7530	0.2
1266019	0.402
109838	0.059
6321	0.0
13874867	0.0
