Compound Id	BCUT [BCUTw-1l]
502855	11.890
6191	11.998
26325183	11.994
5709	11.996
6153	11.998
16425	18.997
8521	11.998
23150	11.998
8520	11.998
66656	11.998
26824	11.998
18019	11.998
26325084	11.790
6190	11.998
11919	11.890
10696	11.998
26325083	11.790
10451	11.998
23101	11.998
122090	11.998
26325082	11.790
26325081	11.79
10449	11.998
26325080	11.790
66655	11.998
14021447	11.790
67991	11.998
109705	11.997
17619	11.998
692	11.989
291	12.0
6084	11.890
6094	11.890
7555	11.890
6120	11.89
7712	11.890
6308	11.890
9646	11.890
10781	11.890
15802	11.890
17976	11.890
7767	11.890
7604	11.890
7010	11.890
6163	11.890
6340	11.890
8560	11.890
11094	11.890
11023	11.890
11055	11.890
10786	11.890
7619	11.890
10755	11.890
11551	11.890
349	11.89
11035	11.89
11104	11.890
10795	11.890
10445	11.890
7849	11.890
17558	11.890
13439	11.890
13402	11.890
14840	11.890
13448	11.890
13619	11.890
7890	11.890
11882	11.890
11883	11.890
10540	11.890
7929	11.890
11897	11.890
11899	11.890
12017	11.890
12072	11.890
11900	11.890
11901	11.890
11146	11.890
11902	11.89
10542	11.890
11906	11.890
8878	11.9
11585	11.85
11557190	11.790
10452	11.998
108106	11.890
127983	13.981
78828	11.998
68328	11.79
67414	11.89
13837650	11.999
13853215	11.998
9392	11.998
10765	11.890
7674	11.9
14998	11.998
10614293	11.890
6156	11.998
12201	11.890
11109	11.790
24142	11.890
13622	11.890
16180	11.890
7891	11.790
12446	11.890
29025	11.890
12635	11.890
11121	11.890
7713	11.790
12809	11.790
7833	11.89
7556	11.790
7954	11.79
555074	11.890
7957	11.89
4516601	11.890
56442	11.890
4483639	11.890
4516599	11.89
4512361	11.890
4483638	11.890
4449912	11.890
4512642	11.89
18410	11.890
22408	74.922
66675	11.998
10113	11.890
9484	11.89
6085	11.790
7024	11.9
15438	11.9
8896	11.9
14751	11.9
221117	11.89
7787	11.9
8908	11.9
8909	11.9
8910	11.9
71433	11.790
22814	30.974
9095782	11.998
6151	11.998
6188	11.998
11099	11.790
73583	11.998
7340	11.890
8158	11.890
11110	11.790
9642	11.790
11996	11.890
10756390	11.790
62827	11.998
7626	11.89
10265264	11.9
56117	11.998
11230	11.994
63631	11.994
11086	11.9
11841	11.890
6402	11.890
1406720	11.890
1114	11.994
14692	11.790
10179173	11.9
21800	11.89
8544	11.9
7788	11.9
4927801	11.890
10325078	11.998
55188	11.996
68224	11.998
24263	11.890
6364	11.9
11749	11.996
14672	11.996
11228	11.996
11857	11.9
391428	11.890
10733068	11.790
454638	11.890
9990	11.890
6309	11.790
7557	11.790
558883	11.890
56020	11.890
10124	11.890
6111	11.9
10265270	11.9
14198	11.890
7180	11.89
9411	11.890
6149	11.998
15765	11.89
553642	11.9
15413	11.998
7182	11.890
10669	11.9
8569	11.890
12220	11.890
7823	11.890
11849	11.890
10441	11.997
3168	11.890
11833	11.996
455420	11.996
10709	11.996
10179239	11.9
11761	11.890
6108	11.998
69914	11.998
59573	11.998
11671339	11.790
7956	11.997
55090	11.890
10053	11.890
28993	11.890
10054	11.890
9461	11.790
16791	11.890
11117	11.9
205483	11.993
10979	11.890
61346	11.998
6186	11.998
69371	11.998
69569	11.998
7181	11.9
99596	11.998
11351244	11.8
16841	11.998
61266	11.997
6187	11.998
2656	11.890
6827	11.9
20939	11.890
7817	11.890
11788	11.995
13835316	11.999
6270	11.890
454209	11.89
9633	11.890
9377	11.890
9243	11.890
11148	11.998
923	13.997
6121	11.890
6315	11.890
6118	11.890
8577	11.89
14349	11.998
7852	11.998
14680	11.890
7776	11.890
7330	11.9
6122	11.890
7732	11.89
11729	11.999
6307	11.89
13255	11.890
10512	11.890
13837797	11.790
6098	11.790
10536	11.890
7827	11.890
9233	11.890
18607	11.999
5730	11.999
10526	11.890
120464	11.890
24590970	11.999
7733	11.790
7850	11.890
11865	11.890
7714	11.890
10437	11.89
6097	11.890
12219	11.890
7848	11.890
61487	11.89
11863	11.89
7810	11.890
7766	11.89
7711	11.890
7552	11.890
6092	11.890
12010	11.890
11830	11.89
10497	11.890
31029	11.890
6100	11.890
12228	N/A
6042	11.890
13836713	11.999
13803	11.998
7815	11.890
7560	11.890
6103	11.999
6635	11.999
6087	11.999
7721	11.890
6083	12.0
1039	11.999
6088	12.0
13837281	11.999
56232	11.993
5979	11.999
13837190	11.997
7074	11.89
7170	11.89
10534	11.9
10410	11.890
68503	11.996
14694	11.998
7090	11.997
7028	11.997
10487	11.9
13492	11.890
15747	11.890
8356	11.89
18971812	11.998
14688	11.993
71876	11.890
7128	11.850
7183	11.89
7088	11.89
15461	11.89
13299573	11.998
7073	11.89
2340753	11.998
8554	11.997
10340	11.994
13487	11.890
7385	11.890
8531	11.890
7448	11.890
764	11.850
10325184	11.999
6406	11.890
12066	11.997
7738	11.850
10404	11.890
7419	11.890
7219	11.85
11660	11.890
6999	11.890
18688	11.890
7737	11.9
1108	11.850
236	11.850
7521	11.890
7641	11.890
7659	11.890
11871	11.89
55130	11.890
10433	11.890
11992	11.89
10253	11.89
60886	11.997
83962	11.890
12161	11.996
7671	11.890
10446	11.89
62249	11.890
11526	11.997
7672	11.9
7786	11.890
8335	11.890
7657	11.89
22453	11.890
7065	11.890
13875283	11.850
7553	11.999
11409	11.890
3631	11.998
13835836	11.89
55084	11.89
7694	11.89
7482	11.890
11716	11.89
11045	11.890
7515	11.89
13836549	11.998
13836674	11.999
6967	11.89
6977	11.89
21168808	11.998
960	11.996
61213	11.890
7472	11.89
11207996	11.989
29016	11.890
7747	11.89
7627	11.890
10571	11.890
7076	11.89
7003	11.89
9614	11.850
7739	11.850
8883	11.9
7757	11.890
7511	11.89
7509	11.89
29005	11.89
10420	11.890
7478	11.89
7475	11.890
7463	11.890
21111806	11.850
21111820	11.850
21171407	11.999
11910	11.890
13850082	11.89
7872	11.890
7875	11.890
7913	11.890
7670	11.89
8568	11.890
14846	11.89
7800	11.89
11843	11.890
29012	11.890
10797	11.890
7538	11.89
7536	11.890
11755	11.89
7706	11.890
7761	11.890
10492	11.890
11680	11.890
11706	11.89
10653	11.89
68179	11.890
11727	11.994
21108550	11.85
9724	11.89
11731	11.999
8950	11.850
14866	11.790
6720	11.89
7559	11.989
10236	11.89
7012	11.89
11065	11.890
28981	11.890
99681	11.890
8525	11.890
6176	11.890
7081	11.890
6313	11.989
9903	11.9
55123	11.890
12012	11.89
7534	11.890
10791	11.89
11125	11.890
7782	11.89
6316	11.890
9325	11.998
123860	11.89
28986	11.89
6335	11.890
7616	11.790
7129	11.850
10788	11.890
7621	11.89
8329688	11.890
10777	11.890
441	11.989
7838	11.89
5949	11.890
29029	11.989
7772	11.89
256	11.89
512	11.989
21169510	11.890
7676	11.999
13875281	11.999
7220	11.85
7248	11.890
11661	11.890
12674	11.9
8097	11.9
12972	11.890
9976	11.890
7514	11.89
215929	11.890
11025	11.890
7734	11.89
7016	11.89
1095	11.999
2038738	11.953
12259	11.890
13836589	11.996
172	11.989
13836520	11.997
13875230	11.850
18219	11.999
10801109	11.890
29004	11.997
7871	11.89
21153	11.89
7802	11.890
12218	11.890
12632	11.890
7760	11.89
11095	11.890
21106173	11.997
7607	11.89
13866746	11.998
7577	11.997
7506	11.890
9228	11.850
7239	11.998
11647	11.9
7530	11.995
1266019	11.890
109838	11.890
6321	11.890
13874867	11.996
6314	11.890
4510484	11.890
62530	11.890
13842613	11.989
7391	11.890
7242	11.890
26325086	11.890
13862665	11.790
15443	11.9
124968	11.998
9581	11.850
66809	11.996
221082	11.89
13875320	11.999
6642	11.890
13835376	11.89
127750	11.890
13857694	11.850
7673	11.999
7662	11.850
363458	11.997
7684	11.995
61111	11.998
13875196	11.850
11042	11.890
24972	11.89
28992	11.890
13875160	11.999
13875258	11.850
9994	11.997
29015	11.997
4446445	11.890
4444608	11.989
394562	11.89
13839199	11.989
18724	11.89
7238	11.85
21105959	11.996
13866817	11.850
13875392	11.850
13839575	11.996
6322	11.790
558020	11.998
21132380	11.850
13677	11.850
65750	11.850
63903	11.85
10940	11.890
13865438	11.850
13868640	11.850
29001	11.89
21106135	11.850
13837988	11.999
10400	11.850
8067	11.999
13839109	11.890
21105905	11.850
11077	11.890
906	11.850
13865426	11.890
10710415	11.996
21106560	11.850
20843	11.890
15965	11.850
70682	11.999
13658	11.890
11862	11.999
7710	11.999
7809	11.999
7765	11.999
6794	11.890
26516	11.850
17131	11.850
21106520	11.850
924	11.993
13862559	11.850
6788	11.89
13861343	12.0
73412	11.999
8904	11.989
13874733	11.850
24535	11.89
25552	11.89
10437215	11.989
11087	11.999
10909	11.89
10918	11.89
15489	11.850
2441	11.89
10939	11.89
11784	11.850
8868	11.994
7518	11.850
21106019	11.850
24533	11.89
1020	11.85
