Compound Id	AutocorrelationMass [ATSm1]
502855	17.098
6191	17.012
26325183	29.397
5709	10.909
6153	11.008
16425	22.140
8521	46.437
23150	18.710
8520	37.195
66656	17.710
26824	37.195
18019	46.437
26325084	94.649
6190	23.223
11919	13.468
10696	36.970
26325083	85.407
10451	46.212
23101	27.953
122090	28.953
26325082	76.165
26325081	66.922
10449	55.454
26325080	57.680
66655	19.710
14021447	48.437
67991	34.136
109705	31.518
17619	16.710
692	2.774
291	1.0
6084	2.0
6094	3.0
7555	4.0
6120	4.0
7712	5.0
6308	5.0
9646	5.0
10781	8.0
15802	9.0
17976	9.0
7767	6.0
7604	6.0
7010	6.0
6163	6.0
6340	6.0
8560	7.0
11094	7.0
11023	7.0
11055	7.0
10786	7.0
7619	7.0
10755	7.0
11551	7.0
349	8.0
11035	8.0
11104	8.0
10795	8.0
10445	8.0
7849	9.0
17558	9.0
13439	9.0
13402	9.0
14840	10.0
13448	10.0
13619	11.0
7890	12.0
11882	13.0
11883	14.0
10540	16.0
7929	20.0
11897	21.0
11899	22.0
12017	23.0
12072	24.0
11900	25.0
11901	26.0
11146	27.0
11902	28.0
10542	32.0
11906	36.0
8878	7.0
11585	12.909
11557190	39.195
10452	27.727
108106	44.970
127983	3.134
78828	29.953
68328	20.710
67414	33.727
13837650	19.426
13853215	29.434
9392	29.434
10765	5.0
7674	7.0
14998	12.242
10614293	8.0
6156	9.468
12201	6.0
11109	6.0
24142	15.0
13622	14.0
16180	13.0
7891	12.0
12446	6.0
29025	9.0
12635	11.0
11121	7.0
7713	5.0
12809	10.0
7833	8.0
7556	4.0
7954	3.0
555074	7.0
7957	4.0
4516601	8.0
56442	4.0
4483639	5.0
4516599	8.0
4512361	8.0
4483638	5.0
4449912	4.0
4512642	8.0
18410	10.0
22408	38.911
66675	16.936
10113	5.0
9484	9.506
6085	2.0
7024	6.0
15438	8.0
8896	5.0
14751	8.0
221117	8.0
7787	6.0
8908	7.0
8909	8.0
8910	10.0
71433	10.468
22814	6.650
9095782	14.008
6151	23.430
6188	35.644
11099	5.0
73583	27.932
7340	13.360
8158	7.360
11110	6.0
9642	3.0
11996	7.774
10756390	40.970
62827	15.510
7626	7.774
10265264	8.0
56117	15.017
11230	5.360
63631	6.360
11086	7.0
11841	9.774
6402	10.0
1406720	15.0
1114	4.360
14692	10.0
10179173	8.0
21800	8.0
8544	5.0
7788	6.0
4927801	56.212
10325078	64.979
55188	7.774
68224	40.970
24263	10.0
6364	10.0
11749	6.774
14672	6.774
11228	5.774
11857	7.0
391428	10.0
10733068	51.212
454638	15.0
9990	4.0
6309	5.0
7557	4.0
558883	5.0
56020	5.0
10124	6.0
6111	3.0
10265270	10.0
14198	10.0
7180	10.0
9411	15.055
6149	29.640
15765	8.0
553642	8.0
15413	17.791
7182	10.0
10669	10.0
8569	9.774
12220	11.774
7823	7.774
11849	7.774
10441	4.774
3168	5.774
11833	6.774
455420	9.774
10709	5.774
10179239	10.0
11761	13.128
6108	15.256
69914	30.727
59573	13.017
11671339	30.727
7956	3.774
55090	13.713
10053	48.258
28993	10.0
10054	12.713
9461	13.281
16791	8.0
11117	6.0
205483	12.494
10979	10.0
61346	24.223
6186	41.855
69371	24.064
69569	43.378
7181	10.0
99596	25.430
11351244	7.0
16841	20.721
61266	37.020
6187	41.855
2656	11.774
6827	12.0
20939	10.0
7817	7.774
11788	7.360
13835316	19.426
6270	20.566
454209	9.004
9633	10.502
9377	8.502
9243	4.502
11148	3.502
923	4.494
6121	11.713
6315	12.713
6118	47.258
8577	17.128
14349	16.128
7852	15.128
14680	14.128
7776	12.128
7330	5.0
6122	114.639
7732	5.774
11729	10.128
6307	48.258
13255	7.774
10512	13.713
13837797	7.774
6098	10.713
10536	15.128
7827	13.128
9233	11.128
18607	11.128
5730	35.851
10526	14.713
120464	14.713
24590970	60.975
7733	5.774
7850	16.713
11865	15.713
7714	12.713
10437	11.713
6097	10.713
12219	53.258
7848	52.258
61487	49.258
11863	51.258
7810	50.258
7766	49.258
7711	48.258
7552	47.258
6092	46.258
12010	117.639
11830	116.639
10497	115.639
31029	114.639
6100	113.639
12228	11.468
6042	28.138
13836713	10.128
13803	14.791
7815	13.128
7560	10.128
6103	9.128
6635	56.277
6087	9.713
7721	11.128
6083	45.258
1039	9.128
6088	112.639
13837281	36.851
56232	13.134
5979	54.277
13837190	6.549
7074	11.549
7170	12.0
10534	7.0
10410	10.0
68503	15.791
14694	24.430
7090	14.506
7028	6.774
10487	14.713
13492	13.0
15747	14.0
8356	10.0
18971812	20.219
14688	17.134
71876	14.549
7128	9.0
7183	10.0
7088	10.0
15461	11.0
13299573	59.768
7073	11.549
2340753	59.975
8554	6.774
10340	6.774
13487	12.0
7385	9.0
8531	10.0
7448	10.0
764	9.549
10325184	59.975
6406	8.549
12066	6.549
7738	5.774
10404	11.0
7419	10.0
7219	8.0
11660	9.0
6999	10.0
18688	10.549
7737	5.774
1108	7.0
236	6.0
7521	8.0
7641	8.0
7659	9.0
11871	20.256
55130	10.549
10433	10.549
11992	9.549
10253	10.0
60886	30.016
83962	15.549
12161	16.566
7671	11.549
10446	9.549
62249	9.549
11526	8.323
7672	50.258
7786	18.256
8335	10.0
7657	10.549
22453	10.549
7065	9.549
13875283	9.502
