Compound Id	PetitjeanShapeIndex [topoShape]
11795	0.667
173	1.0
67270	0.667
6033	1.0
7092	0.667
58563	1.0
2925	0.8
8341	1.0
13839105	0.667
65	0.667
13846663	1.0
21106091	0.75
65785	1.0
11596	1.0
10243171	0.75
62517	1.0
86435	0.8
70652	1.0
70988	0.8
10464	1.0
13839012	0.75
4333	0.8
21106169	0.5
13839110	0.333
13839082	0.667
21105871	0.333
9874	1.0
11332993	1.0
28973	0.8
27296	1.0
11651	0.75
8665	1.0
61707	0.5
3584	1.0
4744	0.833
466305	1.0
10246	0.667
21109330	0.5
10948	1.0
13835224	0.5
13835235	0.5
81815	1.0
2206	1.0
86394	1.0
54833	0.875
7155	0.5
230	1.0
11576	1.0
2606	0.5
2079	1.0
42330	0.75
8657	0.667
10903	0.75
6907	0.8
11193	1.0
20545	0.889
6649	1.0
8012	1.0
6333	0.5
971	0.333
9454	0.75
577	0.333
10181339	0.75
44152	0.75
137720	1.0
13846749	1.0
8900	0.0
6177	0.5
7469	0.667
7064	0.667
10001	1.0
6341	0.5
259	1.0
1005	0.5
9326	0.333
967	0.25
11589	0.75
5596	0.333
13249	0.875
3951	0.5
8552	1.0
7701	0.667
7888	0.833
12013	0.857
2863	1.0
7803	0.75
171	1.0
7866	0.8
3756	1.0
10033	0.889
370	1.0
12071	0.9
10035	1.0
13884973	1.0
13029	0.667
6706	0.667
4962	0.667
4575	1.0
11591	0.75
9218	1.0
11107	1.0
3277	1.0
8183	1.0
79969	0.8
9350	0.667
10980	1.0
11588	1.0
9574	0.667
6674	0.667
10972	0.667
11563	0.667
693	1.0
10411	0.75
11625	1.0
331	0.667
7018	1.0
768	0.333
6586	1.0
64699	0.667
191058	1.0
5593	0.333
6739	0.667
10986	0.75
392	0.667
28947	0.75
21106018	0.667
13835630	1.0
13875219	0.667
13842573	0.667
6950	0.333
14299946	0.5
13030	0.667
9360	0.333
8071	0.667
10432	0.667
11294	0.667
4963	0.667
13875432	0.333
434	0.667
5139	1.0
19766	0.667
9547	0.667
13835293	1.0
13875441	0.333
11769	0.333
65272	1.0
191	0.75
10181338	0.75
7151	0.5
5541	1.0
592	0.5
13839441	1.0
13835209	0.667
13839416	0.75
63908	1.0
221226	0.75
26325085	1.0
61765	1.0
7001	0.667
6675	0.667
21105795	0.667
17339596	0.8
11080	0.333
4380	0.833
16359	1.0
63054	0.667
72056	0.857
34095	0.833
18685	1.0
62628	0.8
11875	1.0
48085	0.857
5026	1.0
1906	0.75
278	1.0
10606755	1.0
13839553	1.0
18177	1.0
5882	0.75
763	0.0
1015	0.333
12499	0.25
5915	1.0
7189	1.0
10664	0.667
7044	1.0
12478	1.0
68568	1.0
89258	0.5
10205670	0.5
26325087	1.0
26325088	1.0
6035	0.75
6013	1.0
937	N/A
13835604	1.0
21106172	0.667
7042	1.0
10628694	0.667
10616	0.667
955	1.0
1143	1.0
61191	1.0
12821	0.667
7098	0.667
9564	0.667
84971	1.0
388391	1.0
1710	1.0
6079	1.0
5554	1.0
13837760	0.333
132	1.0
2005981	1.0
10771217	0.5
18	0.667
1151	0.667
185	0.333
11083	0.333
8182	1.0
6988	0.667
6492	0.667
913	0.667
78467	0.75
9965	1.0
1577	0.5
440	0.75
120548	1.0
3513	0.75
744	0.667
7745	0.667
1078	0.667
11366	0.667
844	1.0
6371	1.0
10772050	0.5
7208	0.75
61739	1.0
11489	0.667
63863	1.0
5142	1.0
13835932	0.667
10975	0.5
1446	1.0
5553	1.0
6066	1.0
3350	0.667
40130	0.75
4878	0.333
8282	1.0
376	1.0
10025	0.8
5004	0.833
7142	0.667
10870	1.0
20198	1.0
1253	1.0
71	1.0
65234	0.833
6665	1.0
29400	1.0
1043	0.833
4067	0.889
62265	1.0
7150	0.75
55075	0.25
4444100	1.0
789	0.667
541032	0.667
96749	0.75
7984	1.0
3102535	0.333
64016	1.0
7146	0.667
361	0.5
6045	1.0
10197150	0.667
4599	1.0
472932	0.667
5768	1.0
