Compound Id	ZagrebIndex
21106091	58.0
65785	62.0
11596	54.0
10243171	50.0
62517	44.0
86435	58.0
70652	62.0
70988	58.0
10464	20.0
13839012	64.0
4333	102.0
21106169	24.0
13839110	42.0
13839082	36.0
21105871	36.0
9874	50.0
11332993	50.0
28973	52.0
27296	48.0
11651	44.0
8665	40.0
61707	22.0
3584	132.0
4744	76.0
466305	68.0
10246	48.0
21109330	38.0
10948	20.0
13835224	16.0
13835235	10.0
81815	36.0
2206	64.0
86394	60.0
54833	160.0
7155	72.0
230	58.0
11576	52.0
2606	30.0
2079	78.0
42330	68.0
8657	40.0
10903	64.0
6907	58.0
11193	34.0
20545	78.0
6649	30.0
8012	26.0
6333	16.0
971	30.0
9454	50.0
577	36.0
10181339	48.0
44152	68.0
137720	86.0
13846749	54.0
8900	20.0
6177	30.0
7469	30.0
7064	30.0
10001	26.0
6341	22.0
259	20.0
1005	16.0
9326	36.0
967	60.0
11589	50.0
5596	36.0
13249	64.0
3951	22.0
8552	28.0
7701	24.0
7888	48.0
12013	56.0
2863	44.0
7803	32.0
171	12.0
7866	40.0
3756	52.0
10033	72.0
370	36.0
12071	80.0
10035	84.0
13884973	34.0
13029	48.0
6706	52.0
4962	40.0
4575	78.0
11591	50.0
9218	50.0
11107	28.0
3277	90.0
8183	56.0
79969	58.0
9350	36.0
10980	46.0
11588	46.0
9574	46.0
6674	46.0
10972	46.0
11563	46.0
693	6.0
10411	50.0
11625	50.0
331	46.0
7018	20.0
768	52.0
6586	66.0
64699	38.0
191058	56.0
5593	46.0
6739	56.0
10986	56.0
392	36.0
28947	60.0
21106018	42.0
13835630	36.0
13875219	36.0
13842573	36.0
6950	46.0
14299946	88.0
13030	48.0
9360	36.0
8071	46.0
10432	36.0
11294	62.0
4963	46.0
13875432	36.0
434	46.0
5139	96.0
19766	54.0
9547	46.0
13835293	28.0
13875441	36.0
11769	36.0
65272	196.0
191	38.0
10181338	50.0
7151	58.0
5541	168.0
592	22.0
13839441	22.0
13835209	18.0
13839416	26.0
63908	40.0
221226	44.0
26325085	60.0
61765	44.0
7001	48.0
6675	46.0
21105795	40.0
17339596	92.0
11080	36.0
4380	122.0
16359	62.0
63054	54.0
72056	50.0
34095	42.0
18685	38.0
62628	34.0
11875	30.0
48085	150.0
5026	86.0
1906	50.0
278	6.0
10606755	48.0
13839553	14.0
18177	60.0
5882	56.0
763	2.0
1015	46.0
12499	60.0
5915	44.0
7189	46.0
10664	46.0
7044	62.0
12478	40.0
68568	46.0
89258	78.0
10205670	16.0
26325087	58.0
26325088	58.0
6035	50.0
6013	132.0
937	0.0
13835604	22.0
21106172	48.0
7042	62.0
10628694	52.0
10616	56.0
955	46.0
1143	12.0
61191	54.0
12821	40.0
7098	54.0
9564	42.0
84971	40.0
388391	40.0
1710	102.0
6079	46.0
5554	118.0
13837760	36.0
132	46.0
2005981	12.0
10771217	22.0
18	52.0
1151	58.0
185	52.0
11083	42.0
8182	56.0
6988	42.0
6492	62.0
913	40.0
78467	50.0
9965	54.0
1577	26.0
440	50.0
120548	46.0
3513	94.0
744	58.0
7745	30.0
1078	30.0
11366	48.0
844	26.0
6371	88.0
10772050	30.0
7208	56.0
61739	62.0
11489	52.0
63863	42.0
5142	54.0
13835932	30.0
10975	62.0
1446	52.0
5553	124.0
6066	76.0
3350	52.0
40130	66.0
4878	36.0
8282	62.0
376	42.0
10025	46.0
5004	54.0
7142	46.0
10870	62.0
20198	74.0
1253	50.0
71	52.0
65234	118.0
6665	70.0
29400	220.0
1043	144.0
4067	160.0
62265	72.0
7150	62.0
55075	60.0
4444100	108.0
789	36.0
541032	54.0
96749	50.0
7984	36.0
3102535	30.0
64016	94.0
7146	52.0
361	58.0
6045	314.0
10197150	30.0
4599	88.0
472932	40.0
5768	120.0
