Compound Id	AutocorrelationCharge [ATSc4]
502855	-0.030
6191	0.238
26325183	0.227
5709	0.015
6153	0.0
16425	0.0
8521	-0.177
23150	0.018
8520	-0.094
66656	0.017
26824	-0.078
18019	-0.205
26325084	-0.609
6190	0.211
11919	0.0
10696	-0.334
26325083	-0.525
10451	-0.417
23101	-0.007
122090	-0.008
26325082	-0.442
26325081	-0.359
10449	-0.5
26325080	-0.275
66655	0.018
14021447	-0.192
67991	-0.012
109705	0.181
17619	0.016
692	0.0
291	0.0
6084	0.0
6094	0.0
7555	0.0
6120	0.0
7712	0.0
6308	0.0
9646	0.0
10781	0.0
15802	0.0
17976	0.0
7767	0.0
7604	0.0
7010	0.0
6163	0.0
6340	0.0
8560	0.0
11094	0.0
11023	0.0
11055	0.0
10786	0.0
7619	0.0
10755	0.0
11551	0.0
349	0.0
11035	0.0
11104	0.0
10795	0.0
10445	0.0
7849	0.0
17558	0.0
13439	0.0
13402	0.0
14840	0.0
13448	0.0
13619	0.0
7890	0.0
11882	0.0
11883	0.0
10540	0.0
7929	0.0
11897	0.0
11899	0.0
12017	0.0
12072	0.0
11900	0.0
11901	0.0
11146	0.0
11902	0.0
10542	0.0
11906	0.0
8878	0.0
11585	-0.030
11557190	-0.108
10452	-0.050
108106	-0.378
127983	0.0
78828	-0.022
68328	0.018
67414	-0.083
13837650	0.025
13853215	0.187
9392	0.186
10765	0.0
7674	0.0
14998	0.016
10614293	0.0
6156	0.0
12201	0.0
11109	0.0
24142	0.0
13622	0.0
16180	0.0
7891	0.0
12446	0.0
29025	0.0
12635	0.0
11121	0.0
7713	0.0
12809	0.0
7833	0.0
7556	0.0
7954	0.0
555074	0.001
7957	0.0
4516601	0.001
56442	0.001
4483639	0.001
4516599	0.0
4512361	0.001
4483638	0.001
4449912	0.001
4512642	0.0
18410	0.0
22408	0.0
66675	0.0
10113	0.002
9484	0.0
6085	0.0
7024	0.0
15438	0.0
8896	0.0
14751	0.0
221117	0.0
7787	0.0
8908	0.0
8909	0.0
8910	0.0
71433	0.0
22814	0.0
9095782	0.101
6151	0.0
6188	0.165
11099	0.0
73583	0.102
7340	0.006
8158	0.008
11110	0.0
9642	0.0
11996	0.016
10756390	-0.413
62827	0.050
7626	0.015
10265264	0.0
56117	-0.048
11230	0.003
63631	0.006
11086	0.001
11841	0.005
6402	0.001
1406720	0.0
1114	0.0
14692	0.0
10179173	0.0
21800	0.0
8544	0.0
7788	0.0
4927801	-0.472
10325078	0.175
55188	0.014
68224	-0.410
24263	0.001
6364	0.0
11749	0.003
14672	0.015
11228	0.011
11857	0.001
391428	0.001
10733068	-0.516
454638	0.001
9990	0.008
6309	0.0
7557	0.0
558883	0.0
56020	0.0
10124	0.001
6111	0.0
10265270	0.0
14198	0.0
7180	0.0
9411	0.313
6149	0.0
15765	0.0
553642	0.0
15413	-0.202
7182	0.002
10669	-0.001
8569	0.007
12220	0.007
7823	0.007
11849	0.009
10441	0.006
3168	0.010
11833	0.005
455420	0.005
10709	0.005
10179239	0.0
11761	0.002
6108	0.0
69914	-0.090
59573	-0.075
11671339	-0.090
7956	0.0
55090	0.0
10053	0.0
28993	0.001
10054	0.0
9461	0.217
16791	0.005
11117	0.0
205483	-0.020
10979	0.008
61346	-0.370
6186	0.143
69371	0.003
69569	-0.096
7181	0.006
99596	0.054
11351244	0.0
16841	0.157
61266	-0.065
6187	0.147
2656	0.013
6827	0.0
20939	0.001
7817	0.007
11788	0.005
13835316	0.0
6270	-0.461
454209	-0.002
9633	-0.001
9377	-0.001
9243	0.0
11148	0.0
923	0.0
6121	0.0
6315	0.0
6118	0.0
8577	0.0
14349	0.0
7852	0.0
14680	0.0
7776	0.0
7330	0.0
6122	0.0
7732	0.008
11729	0.001
6307	0.0
13255	0.010
10512	0.0
13837797	0.004
6098	0.0
10536	0.001
7827	0.001
9233	0.001
18607	0.001
5730	0.0
10526	0.0
120464	0.0
24590970	0.043
7733	0.007
7850	0.0
11865	0.0
7714	0.0
10437	0.0
6097	0.0
12219	0.0
7848	0.0
61487	0.0
11863	0.0
7810	0.0
7766	0.0
7711	0.0
7552	0.0
6092	0.0
12010	0.0
11830	0.0
10497	0.0
31029	0.0
6100	0.0
12228	0.0
6042	0.0
13836713	0.0
13803	-0.286
7815	0.0
7560	0.0
6103	0.0
6635	-0.003
6087	0.0
7721	0.0
6083	0.0
1039	0.0
6088	0.0
13837281	0.045
56232	0.0
5979	0.110
13837190	-0.115
7074	-0.047
7170	0.0
10534	0.0
10410	0.0
68503	-0.306
14694	0.068
7090	-0.009
7028	0.006
10487	-0.001
13492	0.0
15747	0.0
8356	0.0
18971812	0.086
14688	0.0
71876	-0.046
7128	0.0
7183	0.0
7088	0.0
15461	0.0
13299573	-0.352
7073	-0.032
2340753	0.055
8554	0.007
10340	0.006
13487	0.0
7385	0.0
8531	0.0
7448	0.0
764	-0.006
10325184	0.065
6406	-0.062
12066	0.0
7738	0.0
10404	0.0
7419	0.0
7219	0.0
11660	0.0
6999	0.0
18688	-0.036
7737	0.0
1108	0.0
236	0.0
7521	0.0
7641	0.0
7659	0.0
11871	0.003
55130	-0.009
10433	-0.025
11992	-0.009
10253	0.0
60886	0.006
83962	-0.007
12161	-0.636
7671	-0.003
10446	0.009
62249	-0.052
11526	-0.189
7672	0.0
7786	0.003
8335	0.0
7657	-0.021
22453	-0.029
7065	-0.029
13875283	-0.001
7553	0.0
11409	0.0
3631	0.232
13835836	-0.060
55084	-0.023
7694	-0.023
7482	-0.023
11716	-0.024
11045	-0.024
7515	-0.024
13836549	-0.161
13836674	0.0
6967	0.0
6977	0.0
21168808	0.001
960	-0.004
61213	0.051
7472	-0.003
11207996	-0.005
29016	-0.016
7747	-0.017
7627	-0.002
10571	-0.045
7076	-0.046
7003	-0.057
9614	-0.001
7739	0.0
8883	0.0
7757	-0.022
7511	-0.022
7509	-0.022
29005	-0.022
10420	-0.022
7478	-0.128
7475	-0.022
7463	-0.022
21111806	-0.069
21111820	0.0
21171407	0.0
11910	-0.007
13850082	-0.010
7872	-0.016
7875	-0.016
7913	-0.016
7670	-0.003
8568	-0.016
14846	-0.037
7800	-0.037
11843	-0.016
29012	-0.016
10797	-0.008
7538	-0.037
7536	-0.037
11755	-0.008
7706	-0.016
7761	-0.027
10492	-0.029
11680	-0.037
11706	-0.037
10653	-0.037
68179	-0.025
11727	-0.041
21108550	-0.008
9724	0.0
11731	0.007
8950	0.0
14866	0.0
6720	-0.005
7559	-0.001
10236	0.0
7012	-0.005
11065	-0.002
28981	-0.004
99681	-0.001
8525	-0.014
6176	-0.005
7081	-0.004
6313	-0.005
9903	0.0
55123	-0.027
12012	-0.027
7534	-0.004
10791	-0.006
11125	-0.027
7782	-0.028
6316	0.021
9325	0.038
123860	0.182
28986	-0.004
6335	-0.029
7616	-0.012
7129	0.0
10788	-0.003
7621	-0.002
8329688	0.041
10777	-0.004
441	-0.002
7838	-0.002
5949	-0.002
29029	-0.002
7772	-0.002
256	-0.002
512	-0.003
21169510	0.203
7676	-0.001
13875281	-0.001
7220	0.0
7248	0.0
11661	0.0
12674	0.0
8097	0.0
12972	-0.004
9976	-0.004
7514	-0.004
215929	-0.004
11025	-0.004
7734	-0.026
7016	-0.004
1095	0.0
2038738	0.102
12259	0.0
13836589	0.182
172	0.0
13836520	0.091
13875230	0.0
18219	-0.012
10801109	0.345
29004	-0.122
7871	-0.002
21153	-0.002
7802	-0.002
12218	-0.002
12632	-0.002
7760	-0.002
11095	-0.002
21106173	-0.122
7607	-0.002
13866746	-0.111
7577	-0.047
7506	0.001
9228	-0.005
7239	0.001
11647	-0.004
7530	0.121
1266019	-0.003
109838	0.183
6321	-0.002
13874867	-0.172
6314	-0.010
4510484	0.007
62530	0.004
13842613	0.005
7391	0.011
7242	0.004
26325086	-0.124
13862665	-0.026
15443	-0.004
124968	-0.058
9581	-0.063
66809	-0.051
221082	0.0
13875320	-0.001
6642	0.0
13835376	0.185
127750	0.182
13857694	-0.032
7673	0.0
7662	-0.096
363458	0.108
7684	0.156
61111	0.056
13875196	-0.010
11042	0.004
24972	0.058
28992	0.062
13875160	-0.001
13875258	0.0
9994	0.0
29015	0.182
4446445	0.013
4444608	0.013
394562	0.014
13839199	0.004
18724	0.003
7238	0.009
21105959	0.007
13866817	-0.003
13875392	0.0
13839575	0.363
6322	-0.001
558020	0.104
21132380	0.004
13677	0.0
65750	0.003
63903	0.003
10940	0.004
13865438	0.009
13868640	-0.002
29001	-0.071
21106135	0.009
13837988	0.018
10400	0.003
8067	-0.075
13839109	0.156
21105905	0.002
11077	0.002
906	0.0
13865426	-0.159
10710415	-0.163
21106560	0.003
20843	0.062
15965	-0.030
70682	0.0
13658	0.054
11862	0.0
7710	-0.029
7809	0.004
7765	0.006
6794	0.009
26516	0.0
17131	-0.310
21106520	0.002
924	0.005
13862559	-0.015
6788	0.0
13861343	0.067
73412	0.007
8904	0.069
13874733	0.003
24535	0.062
25552	0.062
10437215	0.110
11087	0.0
10909	0.0
10918	0.0
15489	-0.001
2441	-0.007
10939	-0.005
11784	0.039
8868	0.004
7518	-0.002
21106019	0.009
24533	0.065
1020	0.003
2039535	0.112
8374	-0.030
21106586	-0.176
11756	-0.030
71089	-0.025
7688	0.065
8902	0.006
10937	0.002
6897	-0.029
17443	0.103
6883	-0.044
11785	-0.047
7240	0.003
503239	0.119
21106571	-0.059
10908	0.0
3463	-0.153
16388	-0.349
6828	0.0
7161	-0.008
8141	-0.005
7679	-0.004
4444456	-0.037
66996	-0.047
13840690	-0.001
11667	-0.003
13864445	0.006
21108548	-0.002
21106163	-0.029
14256731	-0.025
6311	-0.009
30595	-0.044
13865424	-0.004
13229	-0.022
7175	-0.044
7157	-0.044
917	-0.023
13875356	-0.022
12044	0.0
12682	0.0
71628	-0.033
9363	-0.013
6296	0.015
70715	-0.043
62632	-0.004
78998	-0.004
11884	-0.004
16177	-0.004
15853	-0.004
67360	-0.004
11866	-0.004
15846	-0.004
29026	-0.004
11846	-0.004
7770	-0.004
7717	-0.004
62808	0.077
21106366	-0.002
7420	0.0
21168831	0.0
455090	-0.141
71437	0.0
13063	0.0
558878	0.027
25886	-0.034
71430	-0.284
559096	-0.048
13868660	-0.001
707	-0.075
387	-0.017
10018	-0.077
61001	0.021
20570	-0.050
21106540	-0.008
15855	-0.008
7790	-0.266
8903	-0.030
62489	-0.065
8899	0.0
13634	0.008
13630	-0.038
553578	0.027
66565	-0.083
10437135	0.158
66021	0.092
7221	-0.006
7383	0.0
6339	0.047
6736	0.0
10851	0.0
10850	0.0
23977588	-0.249
24043	-0.019
12069	-0.008
191367	-0.008
11799	-0.008
7615	-0.008
11265	-0.013
67653	-0.001
21106032	0.009
1348	-0.008
66896	-0.005
62534	-0.012
62408	-0.013
7389	-0.012
38364	0.008
12045	0.0
2003	-0.128
17784	-0.013
12637	-0.049
21106524	-0.004
13875212	0.012
19475	-0.023
13647	-0.015
21168826	-0.004
6780	0.003
10841	0.0
25889	-0.016
25890	-0.021
10227261	-0.030
220998	-0.021
12954	-0.021
13851576	0.0
12047	0.0
16736498	-0.249
6478	0.0
8912	0.727
10849	0.0
11038	-0.001
89076	0.016
199342	-0.005
19477	-0.021
6287	-0.304
13811	-0.123
14169248	-0.011
10437074	0.043
21105878	-0.008
21168813	-0.003
235	-0.004
8186	-0.003
13872122	0.0
8098	0.002
6737	-0.001
6789	0.0
15861	0.0
4445317	0.011
11632	-0.021
13885245	-0.021
8674	-0.049
7132	-0.003
11783	0.033
27488	-0.001
10813	0.0
7202	-0.005
30516	-0.021
26325090	-0.045
21112023	0.011
13876539	-0.002
68676	-0.002
551	0.006
11776	-0.064
66895	-0.005
66887	-0.005
9893	-0.005
63518	-0.005
59482	-0.005
6881	-0.005
13839308	-0.004
10586285	0.283
218253	-0.001
7689	-0.007
63310	-0.315
7299	0.0
10829	0.0
12957	-0.026
84036	-0.021
68152	-0.016
24041	-0.026
19953955	0.029
14556	-0.016
21106140	0.164
1361549	0.006
10831	0.0
23886	0.005
33421	-0.033
70714	0.030
15755	-0.033
14995	-0.002
14994	0.006
67470	0.005
15476	0.005
15756	0.004
6592	0.0
21943	-0.026
10106	-0.310
19956441	0.030
11930	-0.184
10384035	-0.126
65936	0.082
14227	0.001
11584	-0.030
13867714	0.061
19957731	0.030
120489	-0.146
7302	0.010
16387	-0.221
