Compound Id	Path/Walk-2 Randic shape index
1	0.61
2	0.61
3	0.6
4	0.6
5	0.6
6	0.6
7	0.59
8	0.59
9	0.6
10	0.59
11	0.6
12	0.6
13	0.59
14	0.58
15	0.59
16	0.59
17	0.57
18	0.59
19	0.58
20	0.59
21	0.58
22	0.59
23	0.59
24	0.59
25	0.59
26	0.59
27	0.59
28	0.6
29	0.6
30	0.6
31	0.6
32	0.6
33	0.6
34	0.59
35	0.59
36	0.59
37	0.59
38	0.59
39	0.61
40	0.6
41	0.61
42	0.57
43	0.58
44	0.59
45	0.59
46	0.59
47	0.58
48	0.59
