Compound Id	Hydrophobicity
1	0.26
2	0.40
3	0.48
4	0.74
5	0.86
6	1.10
7	1.23
8	1.23
9	1.32
10	1.49
11	1.32
12	1.83
13	2.06
14	2.40
15	2.57
16	2.90
17	3.57
18	4.10
19	4.63
20	5.16
21	5.68
22	0.64
23	0.84
24	1.33
25	0.08
26	0.70
27	-1.31
28	-0.96
29	-0.99
30	-1.12
31	-0.46
32	-1.06
33	-0.30
34	0.07
35	-0.53
36	-0.79
37	0.60
38	-0.01
39	0.47
40	0.47
41	0.47
42	-0.94
43	-0.46
44	0.07
45	0.41
46	-1.02
47	-0.42
48	-1.43
49	-1.04
