Compound Id	AutocorrelationCharge [ATSc2]
937	0.0
127983	-0.014
217	0.0
692	-0.078
763	0.0
748	-0.059
23208	0.0
291	0.0
11148	-0.054
391	0.0
274	-0.217
923	0.0
6105	-0.147
21106179	-0.238
6086	0.0
864	-0.048
8960	0.0
22814	0.0
6153	-0.314
518	0.0
278	-0.152
1087	-0.149
16641	-0.008
6085	0.0
6089	-0.017
4514529	0.0
22408	0.0
9642	0.0
13571291	-0.025
693	-0.102
6087	-0.025
11153	-0.105
6084	0.0
6102	-0.016
7568	-0.037
172	-0.043
6132	-0.187
9243	-0.037
2275	-0.147
12066	-0.274
10205670	-0.103
10441	-0.106
4937830	-0.023
6111	0.0
6135	-0.001
6083	-0.017
6128	-0.101
6123	-0.008
9484	-0.158
6095	-0.006
7956	-0.121
682	-0.033
1019	-0.003
9990	-0.008
4514586	0.0
12577	-0.155
9286	-0.147
11727	-0.198
16425	-0.187
7577	-0.250
171	-0.091
1143	-0.116
6098	-0.011
9256	-0.194
9994	-0.084
7954	-0.001
6101	-0.012
654	-0.046
6108	-0.007
6104	-0.070
8900	-0.103
6191	-0.238
21106169	-0.153
21112738	-0.040
7559	-0.056
4481813	0.002
28994	-0.144
173	-0.059
6088	-0.005
13835235	-0.048
6130	-0.147
6097	-0.018
6314	-0.060
11228	-0.095
13836713	-0.008
6151	-0.213
6094	0.0
70850	-0.037
11811	-0.041
6145	-0.006
6310	-0.012
773	-0.102
7738	-0.090
5978	-0.029
12197	-0.002
7566	-0.016
6093	-0.058
512	-0.044
13872989	-0.043
175	-0.023
2018165	-0.096
6148	-0.127
12640	-0.099
8902	-0.006
13835336	-0.034
6103	-0.005
1039	-0.019
7030	-0.387
6333	-0.107
71390	-0.131
6338	0.004
6092	-0.012
2005981	-0.031
21106015	-0.037
19475	-0.030
23730	-0.037
7736	-0.035
12442	-0.037
16841	-0.175
7557	0.0
7558	-0.004
10772140	-0.092
11154	-0.037
13835977	-0.018
1004	-0.034
3644	-0.023
13835550	-0.017
13835316	-0.032
553742	-0.016
558928	-0.016
1577	-0.135
7790	-0.533
2916	-0.047
8899	-0.070
6190	-0.213
7734	-0.236
1005	-0.093
6335	-0.179
5894	-0.041
13836674	-0.025
659	-0.002
29008	-0.035
11749	-0.107
11910	-0.046
7012	-0.045
11065	-0.044
6164	-0.034
11239	-0.024
5977	-0.110
7330	-0.002
62827	-0.116
7546	-0.081
7737	-0.090
11756	-0.096
4514549	0.0
3102535	-0.008
363458	-0.115
7556	0.0
56442	-0.001
4449912	-0.001
7957	-0.002
7564	-0.012
1114	-0.073
7777	-0.041
7606	-0.012
8904	-0.069
8903	-0.101
6149	-0.174
6125	-0.049
29040	-0.169
454215	-0.158
7029	-0.162
7739	-0.015
9391	-0.150
7733	-0.067
394562	-0.058
6322	-0.030
60524	0.006
6330	-0.061
6334	-0.096
5993	-0.180
6100	-0.004
13837190	-0.305
13835224	-0.041
7728	-0.131
13839553	-0.055
558020	-0.127
62808	-0.116
124968	-0.194
14829	-0.1
21111820	-0.015
10437	-0.018
6121	-0.012
558875	-0.009
8544	0.0
7553	-0.018
11526	-0.422
592	-0.095
10771217	-0.110
10498	-0.018
6119	-0.096
81815	-0.118
14694	-0.119
30713	-0.105
7555	0.0
6120	0.0
24043	-0.026
19476	-0.042
6177	-0.097
8012	-0.095
12957	-0.037
13875283	-0.027
