Compound Id	PetitjeanShapeIndex [topoShape]
2056044	0.667
61149	0.667
5889	0.333
21106520	0.333
13874733	0.333
13839199	0.333
1078	0.667
13836549	0.25
1015	0.333
7770	0.667
11525	1.0
12626	0.667
7772	0.667
10777	0.5
7016	1.0
7607	1.0
73583	0.5
7241	0.667
7225	0.667
78	0.667
60329	0.667
1609	0.667
13854944	1.0
13835861	0.5
24099	0.667
12816	0.667
9943	0.667
10772050	0.5
13837760	0.333
4878	0.333
17443	0.667
120489	0.667
9349	0.667
11600	0.667
764	0.667
21106535	1.0
7721	1.0
9233	1.0
18607	1.0
13837281	0.5
66567	1.0
7676	0.333
156255	0.5
9547	0.667
6406	1.0
13862665	0.667
29001	1.0
7024	0.5
7787	0.0
15077490	0.5
63054	0.667
11799	0.667
7466	0.667
10053	1.0
6307	0.5
7711	1.0
18971812	0.5
10781	1.0
11783	0.333
7685	0.333
13630	0.333
63889	0.667
9228	0.667
1108	0.333
10534	0.0
7679	0.333
12643	0.333
7684	0.333
12499	0.25
24590970	0.5
6950	0.333
56144	1.0
11110	0.667
12209	0.667
10124	0.5
24041	0.75
25886	1.0
19477	1.0
17784	1.0
3973	1.0
7224	0.667
11833	0.667
29000	1.0
8398	1.0
6040	0.667
14672	0.5
21011	1.0
10947	1.0
6165	0.5
13837702	0.667
235	0.667
55091	0.5
66809	0.667
62489	0.667
11080	0.333
5596	0.333
392	0.667
13257	0.667
12231	0.333
2606	0.5
8528	0.333
8878	0.5
19231	0.667
7681	0.333
11911	0.5
6342	0.5
18219	1.0
7248	0.667
11661	1.0
7710	1.0
768	0.333
11125	1.0
10492	0.667
7463	0.667
7706	0.667
11680	0.667
7701	0.667
10001	1.0
7627	1.0
10571	1.0
5708	1.0
19953955	1.0
13848341	0.75
76394	1.0
13835604	1.0
7138	0.667
7443	1.0
913	0.667
5709	0.667
7673	0.333
13875432	0.333
13875219	0.667
13837686	0.333
7013	1.0
92731	1.0
13874867	0.667
71787	0.667
7745	0.667
7678	0.333
13255	1.0
59447	0.333
48024	0.333
8868	0.333
5593	0.333
13835932	0.667
28981	1.0
4510484	1.0
7534	1.0
215929	0.75
13662	1.0
123207	0.667
7090	0.667
12201	1.0
11109	0.667
12446	1.0
7769	0.667
63631	0.5
24263	0.667
6364	0.333
7221	0.667
7240	0.667
6186	0.5
6187	0.5
7238	0.667
13835772	0.333
13839082	0.667
21105871	0.333
13860335	0.667
24533	0.667
28992	0.667
20843	0.333
21106032	0.667
6156	1.0
789	0.667
13836520	1.0
10628694	0.667
185	0.333
21106036	1.0
4444608	1.0
13837797	1.0
7794	1.0
11795	0.667
120621	1.0
20119	0.667
26765	0.667
192642	1.0
12821	0.667
12478	1.0
7389	1.0
10497	1.0
109838	1.0
16778	1.0
7705	0.667
13835293	1.0
13839441	1.0
13863618	0.667
28682	0.667
238	0.667
123	1.0
63908	1.0
9581	0.667
13875196	1.0
2018460	1.0
10512	0.667
55090	0.5
456015	0.667
13869451	0.333
13854248	0.333
13869339	0.667
1151	0.667
9574	0.667
11086	0.333
11857	0.0
7677	0.333
11788	0.333
62589	0.333
7686	0.333
776	0.333
7478	1.0
15802	0.75
17976	0.667
9579	1.0
10664	0.667
955	1.0
13837787	0.667
1266393	0.667
13875441	0.333
13842573	0.667
6974	0.333
10437239	1.0
7767	0.667
7604	1.0
7010	1.0
6163	0.5
6340	0.5
7234	0.667
13854136	0.333
13835151	0.667
13860692	0.333
21105905	0.667
21106560	0.667
7242	0.667
11077	0.333
11042	0.667
10940	0.333
10937	0.333
13842613	0.333
21132380	0.333
7223	0.667
11582	1.0
6774	1.0
9218	1.0
7236	0.667
7480	0.333
499714	1.0
13857694	0.333
13866817	0.667
13837988	0.333
12228	0.333
83866	0.333
83850	0.333
6621	0.667
7671	1.0
7074	1.0
62467	0.667
30516	0.75
10487	0.333
11846	1.0
7098	0.667
61191	1.0
73412	0.667
6176	0.5
10791	1.0
10788	1.0
7621	1.0
11025	0.667
11095	0.667
5949	1.0
63156	1.0
10101	1.0
68156	1.0
9377	1.0
5026296	1.0
13648	0.667
2241	0.667
13644	0.667
13856009	0.667
11087	0.333
8657	0.667
8665	1.0
9564	0.667
447	0.667
2039535	1.0
10384035	1.0
4962	0.667
10437135	1.0
7776	0.667
7180	1.0
7182	1.0
10669	1.0
8531	1.0
8335	0.667
10253	0.667
10979	1.0
7181	1.0
13875160	0.667
13875281	0.333
13875230	0.333
13840690	0.667
4449	0.333
744	0.667
68832	0.667
7674	0.333
8908	0.0
191367	1.0
11695	1.0
7766	0.667
61487	0.5
331	0.667
7142	0.667
132	1.0
7145	0.667
13846959	1.0
13853943	0.667
222538	1.0
65523	1.0
2849146	1.0
10437210	1.0
21108548	0.667
21106019	1.0
21106014	0.667
16159	1.0
7786	0.667
7219	0.667
7521	0.667
7641	0.333
6967	0.333
9874	1.0
13054	0.75
15443	0.667
10939	0.333
6179	0.5
21106470	0.667
8855	0.667
11861	1.0
11845	1.0
13839308	1.0
10536	1.0
7823	1.0
7812	1.0
11793	0.667
7622	1.0
7459	0.667
11024	0.667
11794	0.667
11678	0.667
10787	1.0
7626	1.0
11996	1.0
55188	1.0
11732	1.0
10790	1.0
11056	1.0
11180	0.5
13866593	1.0
7703	0.667
21106020	1.0
13853953	0.667
21106013	0.667
256210	1.0
7518	0.667
13876539	1.0
7132	0.667
21106524	0.667
21168826	0.667
13865424	1.0
71433	0.5
455090	0.667
503239	0.667
13860775	0.667
13869480	0.667
13869414	1.0
11849	1.0
11083	0.333
6988	0.667
8140	0.667
65	0.667
10857	0.333
6633	0.333
21111822	0.667
7239	0.667
6550	0.667
26325086	0.333
71430	1.0
21106173	0.333
7765	0.667
13859497	1.0
6775	0.667
11672	0.75
11773	1.0
12012	0.75
7761	1.0
8552	1.0
62249	1.0
7515	1.0
7475	1.0
29012	1.0
11706	1.0
7064	0.667
11992	0.667
10446	1.0
7065	0.667
11207996	0.667
7747	0.667
11193	1.0
19956441	0.75
11107	1.0
11694	1.0
11930	1.0
9903	0.333
4963	0.667
953	1.0
21106146	0.667
21106144	0.667
13863774	1.0
73479	1.0
58563	1.0
299166	1.0
13875320	0.333
13875258	0.667
13875392	0.333
21112023	1.0
13851576	0.667
11769	0.333
10432	0.667
10328	0.333
63310	0.667
59573	1.0
7161	1.0
6720	1.0
13850142	1.0
390927	1.0
206493	1.0
11667	1.0
21106018	0.667
12823	1.0
55205	1.0
69982	0.667
10710415	1.0
13865426	1.0
6780	0.667
8098	0.667
6658	0.667
9970	0.333
7528	0.667
7530	0.667
11489	0.667
526	0.75
6339	0.5
7984	1.0
21111817	0.667
63906	1.0
3350	0.667
1446	1.0
18	0.667
71	1.0
7146	0.667
11121	1.0
555074	1.0
7811	1.0
8562	1.0
7624	1.0
8158	1.0
6079	1.0
434	0.667
8071	0.667
21105959	0.667
13865438	1.0
21106135	0.667
7391	1.0
28982	1.0
13839110	0.333
13839151	0.333
13865680	0.667
11604	0.667
13839128	0.667
13839174	0.333
13839105	0.667
13839123	0.667
11021	1.0
20570	0.667
7131	0.667
5830	1.0
24972	0.667
10992	0.667
553171	0.75
13860817	0.667
11778	0.333
13860720	0.667
136966	1.0
13848793	1.0
30572	1.0
7866	0.8
19957731	1.0
10257	0.667
7211	0.75
7172	1.0
13875356	0.333
13875212	0.333
13868640	0.667
10864	0.667
21181	1.0
12445	1.0
122446	1.0
62534	0.75
62408	1.0
11830	0.667
13835836	1.0
13835376	0.75
127750	0.75
13836399	0.75
13884973	1.0
13839416	0.75
21109330	0.5
18707	0.667
6883	1.0
7189	1.0
28969	1.0
61765	1.0
21111781	0.667
5915	1.0
68568	1.0
64699	0.667
7140	0.667
8070	0.667
7190	1.0
10181341	1.0
221226	0.75
10526	1.0
120464	1.0
7150	0.75
12259	0.667
13860	0.667
11563	0.667
7003	1.0
7662	0.333
13862559	0.667
13864445	0.333
13865630	0.8
553642	0.0
8876	0.667
906	0.667
13638	0.0
6480	0.667
11866	0.75
13839109	0.75
11591	0.75
9454	0.75
21106148	0.75
6781	0.667
206561	0.75
13803	1.0
8560	1.0
11094	0.667
11023	0.667
11055	1.0
10786	1.0
7619	1.0
10755	1.0
11551	1.0
221082	1.0
7129	0.667
8950	1.0
15965	1.0
13868660	0.667
7092	0.667
924	0.667
13860641	0.667
21106525	1.0
10991	0.667
13869434	0.667
6630	0.333
13840647	0.333
13860491	0.667
13869462	0.667
63903	1.0
62530	1.0
13856352	1.0
551	0.5
14627	0.667
191	0.75
558917	1.0
6301	0.75
10616	0.667
5882	0.75
8183	1.0
6646	1.0
84971	1.0
388391	1.0
10980	1.0
10972	0.667
6674	0.667
361	0.5
13063	0.75
10797	1.0
28986	1.0
7760	1.0
7838	0.75
230	1.0
13842001	0.667
18801	0.75
21108576	1.0
21106518	0.667
62466	0.667
62485	1.0
11460	1.0
10254	0.667
21169510	0.667
880	1.0
7397	1.0
8674	1.0
62517	1.0
11651	0.75
10437215	0.75
60121	1.0
21105859	0.75
13848467	0.75
120548	1.0
2923	0.667
28947	0.75
21105878	0.75
11625	1.0
7815	1.0
7827	1.0
11761	1.0
14998	1.0
21168831	1.0
15482	1.0
10975	0.5
10870	1.0
10837	1.0
9120	0.75
1448	1.0
22191	1.0
15438	0.667
14751	0.667
8909	0.0
10265264	0.667
10179173	0.667
21800	0.333
15765	0.333
11699	0.75
7810	1.0
12069	0.75
13839575	1.0
1253	1.0
7176	0.75
10181338	0.75
21105848	1.0
10892	0.667
124	0.75
87265	1.0
13848808	1.0
13860434	1.0
11629	0.75
73390	0.75
10437335	0.75
38364	0.333
27488	0.333
14227	0.667
13835126	1.0
17347	0.667
7385	1.0
7128	0.667
11660	1.0
11409	0.667
7659	0.333
6977	0.667
10236	0.333
11366	0.667
21106172	0.667
7001	0.667
13029	0.667
13030	0.667
11422351	0.667
6665	1.0
8341	1.0
6739	0.667
7208	0.75
992	0.667
8182	1.0
11038	0.667
16791	0.75
11864	0.75
12161	1.0
12061	0.75
7837	0.75
18717	1.0
15954	0.667
11029	1.0
10511	1.0
11819	0.667
99440	1.0
11543	0.667
11739	0.667
11194	1.0
11216	0.667
11210	1.0
7202	0.75
21168813	0.667
6881	1.0
8186	1.0
21105870	0.75
21106366	1.0
15517	0.667
25890	0.8
13811	1.0
7809	1.0
7042	1.0
6706	0.667
68179	1.0
5979	0.5
55123	1.0
7803	0.75
18688	0.667
7482	0.75
10420	0.75
11843	0.75
7536	0.75
55130	1.0
10433	1.0
7657	1.0
22453	1.0
11045	0.75
29016	1.0
14169248	1.0
11632	1.0
11265	1.0
65763	1.0
392447	0.75
8097	0.667
11585	0.75
78467	0.75
1906	0.75
11488212	1.0
14556	0.75
7383	1.0
6642	0.25
589165	1.0
11961	0.667
21111772	0.667
11954	0.667
21106586	1.0
6790	1.0
8319	0.667
21106581	0.75
21106145	1.0
6023	1.0
11588	1.0
6675	0.667
8883	0.333
68503	1.0
10614293	1.0
7833	0.75
4516601	0.75
4516599	0.75
4512361	0.75
4512642	0.75
7835	0.75
15093	0.75
11286	1.0
5142	1.0
96749	0.75
61538	0.667
10246	0.667
12244	0.667
10248	0.667
9911	0.667
16119	0.667
13871718	0.75
25552	0.667
13658	0.667
12060	0.75
11647	1.0
61739	1.0
8282	1.0
6492	0.667
21106571	0.667
21106163	0.667
21106540	0.667
6737	0.667
6789	1.0
61001	1.0
4446445	1.0
71628	1.0
59577	0.667
11875	1.0
12010	1.0
455353	1.0
205483	0.75
7278	0.75
11576	1.0
6897	0.75
6035	0.75
13835344	0.75
10181339	0.75
11589	0.75
30595	1.0
7175	0.75
7157	1.0
8807	0.667
11865	0.75
20124	1.0
17619	1.0
2068	0.25
5236	1.0
4103087	0.5
6736	0.667
6788	1.0
83962	1.0
7044	1.0
16359	1.0
10986	0.75
191058	1.0
13835630	1.0
2937774	1.0
11708	0.667
86394	1.0
10411	0.75
349	0.75
11035	1.0
11104	0.667
10795	1.0
305	1.0
10445	1.0
71193	1.0
67270	0.667
6033	1.0
21159695	0.75
13853758	1.0
18724	0.667
15427	0.75
10996	0.75
6296	0.333
11776	0.333
17868	0.75
13867714	0.75
21105699	0.75
376	1.0
11586	1.0
62472	0.75
11584	0.75
29026	1.0
57726	0.333
7802	0.75
441	1.0
9633	1.0
11465	0.75
10243171	0.75
11332993	1.0
11610	0.75
11422	1.0
194092	1.0
7199	0.75
26516	1.0
27296	1.0
72556	1.0
19709	1.0
391428	0.667
14198	0.333
6402	0.333
14680	0.75
6478	0.667
8262	1.0
8273	0.75
7888	0.833
6735	0.667
6588	1.0
7420	0.75
10343	0.5
19766	0.667
13047	0.667
11294	0.667
75951	0.75
72793	0.75
7076	0.75
10422	0.75
11863	0.75
13846749	1.0
21108577	1.0
7406	1.0
21106008	0.75
65701	1.0
21105897	0.75
11596	1.0
21106900	1.0
9965	1.0
10410	1.0
7419	0.75
8356	1.0
6999	0.667
7088	0.667
7448	0.75
7183	1.0
7155	0.5
11871	0.75
13835351	1.0
6773	1.0
6852	0.75
2157	1.0
6604	1.0
17880	1.0
99681	1.0
67460	1.0
18920	0.75
11841	1.0
8569	1.0
455420	1.0
7533	0.667
7434	1.0
932	1.0
123993	0.667
62230	0.667
9893	0.75
10586285	0.75
6688	0.5
109705	0.5
7151	0.5
9724	0.333
10265270	0.667
10179239	0.667
6586	1.0
13872122	0.75
11862	0.75
440	0.75
7694	1.0
11716	1.0
29005	1.0
8568	1.0
7538	1.0
370	1.0
7073	1.0
26325090	0.8
6898	0.75
556589	0.75
13854242	1.0
7310	1.0
11595	0.75
6593	0.5
2441	1.0
56117	1.0
68676	0.75
6635	0.667
62265	1.0
20939	1.0
6828	0.75
6577	1.0
13104	1.0
21106570	0.667
18177	1.0
15755	1.0
67470	1.0
15756	1.0
15524	0.75
14995	0.667
14994	0.667
15475	1.0
15478	0.5
15476	1.0
15477	0.667
62484	0.75
29025	1.0
7851	1.0
7856	1.0
454638	1.0
1406720	0.667
21105998	1.0
61411	0.667
69177	0.667
10244	0.667
15855	1.0
24535	1.0
14678	1.0
13846663	1.0
69340	1.0
63863	1.0
63968	1.0
70660	0.75
62628	0.8
123860	0.8
4611	1.0
13885245	1.0
6745	1.0
13876103	0.75
7279	0.75
6592	0.5
3756	1.0
13850082	1.0
1266019	1.0
7850	1.0
541032	0.667
58234	1.0
218253	0.75
8912	0.0
2424	0.5
66656	1.0
71437	0.333
10831	0.667
10829	0.667
10851	1.0
10813	0.667
13677	1.0
10849	1.0
10850	1.0
10909	0.75
10918	1.0
10841	1.0
10908	0.5
642951	0.75
917	1.0
9824	0.5
1278	0.75
10437836	1.0
2206	1.0
7849	1.0
17558	0.75
13439	1.0
13402	1.0
76154	1.0
2915	0.5
6794	1.0
21106519	1.0
65750	1.0
12637	0.833
20198	1.0
7302	1.0
10903	0.75
13839012	0.75
6855	0.75
7315	1.0
13846658	1.0
26325182	0.75
10025	0.8
967	0.25
28993	0.75
15846	0.8
29029	0.8
7670	1.0
9976	1.0
12632	1.0
6287	1.0
23886	0.75
33421	0.75
67465	1.0
15753	1.0
79280	1.0
28973	0.8
7852	1.0
72551	1.0
24641	1.0
18410	0.75
8910	0.0
4366810	1.0
7848	1.0
14256731	1.0
6907	0.8
8860	0.75
62310	1.0
70988	0.8
86435	0.8
6840	0.75
10801842	1.0
11974	0.667
15461	1.0
10404	1.0
89258	0.5
192748	0.75
6835	1.0
11003	1.0
10756	1.0
2656	0.333
13837329	0.75
502855	0.8
34863	0.75
6753	0.75
14692	0.8
12456	0.8
10438331	0.75
8574	0.8
18336	0.75
59482	1.0
8935	0.75
60886	0.75
66675	0.5
15488	0.75
15489	1.0
558878	1.0
553578	1.0
55084	0.8
7509	0.8
7800	0.8
12954	1.0
13229	1.0
158870	1.0
157093	1.0
83374	0.75
457144	1.0
135925	0.667
457145	1.0
84188	1.0
136000	1.0
135983	0.75
136001	1.0
136002	1.0
136003	0.5
84235	0.75
457140	0.5
12674	0.75
64155	1.0
970	0.75
4590	0.8
8111	0.75
12013	0.857
12044	0.75
12045	0.75
12047	1.0
7299	1.0
21106140	1.0
25677	0.75
67991	1.0
15803	1.0
502245	0.8
10227261	0.833
44152	0.75
12809	0.8
15387	0.8
8470	1.0
5027	1.0
21106365	0.75
21106091	0.75
16804	0.25
55443	0.8
67653	0.8
2185	0.8
2991	1.0
137720	1.0
11919	1.0
26010	0.75
30600	0.75
33455	1.0
33934	1.0
33932	0.75
6600	0.75
2121	0.75
13849989	1.0
13849981	0.75
7506	1.0
18685	1.0
3741	1.0
8374	0.8
247721	0.8
15409	0.8
79969	0.8
13871489	0.8
23150	1.0
6807	1.0
15620	0.667
15621	1.0
26260	1.0
68437	1.0
15619	0.75
15861	0.5
12682	0.75
42330	0.75
15413	1.0
34866	0.75
34665	1.0
34664	0.75
37904	0.75
34864	0.75
34188	1.0
34865	1.0
14840	0.8
13448	0.667
14866	0.75
20132	1.0
10400	0.8
13835294	0.75
67360	1.0
12218	0.8
55075	0.25
9873	0.75
14349	0.8
6842	0.75
6066	1.0
512621	1.0
13090	1.0
15702	1.0
11369	0.667
12219	0.8
56793	0.75
454495	0.75
40191	1.0
56791	1.0
35581	0.75
15495	0.8
466305	1.0
65785	1.0
6916	1.0
70652	1.0
12133	0.6
17131	1.0
13487	0.8
7170	1.0
553649	0.8
8816	0.4
15473	0.75
17099	1.0
17098	1.0
33933	0.75
15474	0.8
82755	0.75
82712	1.0
157094	0.75
103011	1.0
102798	0.667
82762	0.5
27793	0.5
82754	0.5
457138	0.75
102897	0.75
457139	0.5
102947	1.0
97173	0.75
102720	1.0
102801	1.0
102833	0.75
102721	1.0
102856	1.0
102933	0.75
103066	0.75
97172	0.75
106355	1.0
15486	0.8
12220	1.0
7882	1.0
63518	0.8
707	0.25
8067	0.25
6827	0.75
5807	0.8
8800	0.5
29153	0.75
70682	0.8
11439687	1.0
56774	0.75
82765	1.0
7511	1.0
7872	1.0
14846	1.0
2863	1.0
7600	1.0
12699	0.75
8058	0.8
3918	1.0
24326358	1.0
3008	1.0
13835706	1.0
66655	0.667
34868	0.75
37905	1.0
34869	1.0
37918	0.75
37915	1.0
34867	0.75
25605	1.0
26011	1.0
34870	1.0
34666	0.75
21924	0.8
29117	1.0
8241	0.833
69371	1.0
70806	0.75
1710	1.0
12635	1.0
8576	1.0
25472	1.0
2169	1.0
453675	1.0
40130	0.75
2297441	0.6
34095	0.833
8329	0.8
60858	0.8
6610	0.8
34874	0.75
36972	1.0
56788	1.0
533188	0.75
35579	0.75
16182	0.8
46262	1.0
35580	1.0
82818	0.75
56790	1.0
56795	1.0
33458	0.75
82777	1.0
35584	1.0
56785	0.75
56792	0.8
34189	0.75
2283071	0.5
4932499	0.75
6453	0.75
13249	0.875
4450907	1.0
7964	1.0
13619	1.0
13303	0.6
13302	0.75
5004	0.833
15853	0.833
12972	1.0
7871	1.0
36973	0.75
37744	1.0
46894	1.0
45444	1.0
56769	0.75
56780	0.75
34847	0.75
39406	1.0
35081	0.8
56781	1.0
56771	1.0
56232	0.8
27749	0.8
8030	1.0
8093	0.8
13856959	1.0
8577	1.0
71876	1.0
34667	1.0
34871	0.75
34873	0.8
56784	1.0
34872	1.0
14620	0.6
102741	1.0
97055	0.75
97198	0.75
102834	0.5
102722	0.75
154865	0.75
96948	0.75
102743	0.5
102857	0.75
154866	0.75
106356	0.75
102787	0.75
97240	1.0
102742	1.0
68328	1.0
4268	1.0
4599	1.0
33416	0.0
13492	1.0
13837303	0.8
34859	0.75
84346	1.0
56760	1.0
56755	0.75
33666	0.8
6838	1.0
6270	1.0
7892	0.833
66887	1.0
89076	0.833
5026	1.0
36975	1.0
56778	0.75
56787	1.0
35583	1.0
82807	0.75
56794	0.75
33386	0.8
33457	1.0
47912	1.0
82817	1.0
46893	1.0
33280	1.0
35582	0.75
33304	0.8
46263	1.0
67594	1.0
3513	0.75
220998	1.0
17339596	0.8
8060	1.0
5233	0.8
14916	0.8
7891	0.833
10452	0.333
61266	0.8
20848	1.0
4768	1.0
43354	0.8
37779	1.0
45445	1.0
36974	0.75
35585	1.0
34848	0.8
84344	1.0
34850	1.0
82819	0.75
56772	0.75
82820	0.8
16415	1.0
56779	1.0
56768	0.8
56777	1.0
84345	1.0
34668	1.0
28552	0.8
3544	0.8
21361761	1.0
1262	1.0
4333	0.8
4575	1.0
2079	1.0
6193	1.0
82783	1.0
34852	1.0
37000	0.75
37019	0.75
56765	0.8
39198	0.8
82740	1.0
56761	1.0
56756	1.0
56766	1.0
83413	1.0
34851	1.0
36976	0.75
56767	0.8
56763	0.8
7890	0.833
12705	0.6
26325183	1.0
16387	0.8
6514	0.8
2457	0.75
15789876	1.0
3841535	0.833
16177	1.0
33281	0.8
56786	1.0
56789	1.0
33456	0.75
46264	0.8
13300034	0.8
21153	0.833
10106	1.0
1361549	1.0
32555	1.0
97257	0.75
97224	0.75
102923	0.5
96868	0.75
96864	0.75
97234	0.75
97233	0.75
154062	0.75
97142	0.75
5739	0.8
8817	0.8
56782	1.0
36977	0.75
83414	0.8
84348	1.0
82823	1.0
33617	0.6
4759	0.6
30881	0.8
3277	1.0
11632871	0.0
15747	0.833
4444100	1.0
10033	0.889
33282	0.8
46285	1.0
46284	1.0
82806	1.0
56776	0.75
47913	0.8
32952	0.8
45446	1.0
43353	0.8
56773	1.0
7901	1.0
66895	0.833
199342	0.8
6371	1.0
86007	0.833
12549	1.0
7757	1.0
7875	1.0
59483	0.333
34853	0.8
37745	1.0
36978	1.0
34190	0.75
34191	0.8
36771	1.0
36710	1.0
56757	0.8
549017	1.0
84347	1.0
56764	1.0
56758	1.0
47914	0.75
56762	0.8
33984	0.8
33983	0.8
91432	0.8
2700	0.8
16180	1.0
12933	0.75
7340	1.0
4445317	0.75
204209	0.833
4444102	1.0
72056	0.857
4437893	1.0
34860	1.0
82738	1.0
36982	1.0
36979	0.75
47915	0.8
56783	0.8
