Compound Id	BCUT [BCUTp-1h]
2062437	8.1035
13867413	6.0171
10675065	5.5738
7630	5.5325
7026	6.6671
8554	6.3570
7028	6.6615
13835459	6.3523
29004	6.6842
13634	8.1502
6106	13.4217
10765	7.1893
7713	6.5533
4483639	6.4160
4483638	6.4160
10113	7.0568
7469	7.8401
7472	7.2499
6649	8.0383
21943	6.9679
84036	7.2109
68152	8.5398
25889	7.5966
7018	6.8110
7716	6.3008
23255	6.8458
11230	6.6610
7730	6.0235
13838404	11.9543
971	6.7196
10008	7.0067
7688	7.0087
1664	7.25
71089	6.8425
8543	7.0830
6316	8.0668
62826	7.4748
10197150	6.3826
10488	6.4375
21168808	9.1280
13647	7.7749
221117	8.4455
7220	8.3198
10364	7.8984
7672	9.6732
59674	6.0474
11752	6.1845
13816	6.2210
29107	6.8133
61707	7.0980
10464	6.4618
65936	7.2102
2038738	7.0134
31029	9.9013
6122	10.5336
13836589	5.5194
13836591	5.5184
10948	6.4673
13835209	6.1096
13861343	9.6850
4489	6.9529
11351244	8.0911
577	6.8445
9360	6.6911
9350	6.7025
9326	6.6741
9253	8.6685
83734	8.6263
71312	8.3605
2293678	9.9590
23055	8.3193
10054	8.3459
7714	6.7687
6315	7.7118
13299573	7.3650
7689	7.8927
11784	8.0520
11785	8.1368
9411	5.3458
3631	6.7428
7788	6.7889
21105795	7.7960
7791	6.5931
13866746	6.0956
70714	9.0285
70715	8.6955
7514	7.1743
11036	7.3266
472932	7.1860
105291	6.8143
5976	6.7848
6188	8.5809
99596	7.97
7712	6.3845
6308	7.0133
9646	7.6484
2056044	5.4155
61149	5.3473
5889	7.3396
21106520	7.3615
13874733	7.4478
13839199	7.1939
1078	6.3511
13836549	6.0117
1015	7.8696
7770	6.4743
11525	7.0238
12626	6.6709
7772	6.4590
10777	7.1815
7016	6.3885
7607	6.5455
73583	8.9025
7241	7.3850
7225	7.6241
78	7.5136
60329	5.8281
1609	6.2216
13854944	6.7699
13835861	7.7098
24099	6.4184
12816	7.5941
9943	7.5083
10772050	10.1338
13837760	6.9547
4878	6.8373
17443	6.8424
120489	6.6756
9349	7.3220
11600	6.8489
764	6.8585
21106535	7.5535
7721	7.8191
9233	7.8254
18607	8.1335
13837281	9.7972
66567	6.5820
7676	8.2046
156255	7.8316
9547	7.8516
6406	7.1468
13862665	6.1611
29001	6.7065
7024	7.4640
7787	6.6538
15077490	9.8255
63054	6.5774
11799	6.3583
7466	5.7484
10053	9.5018
6307	8.24
7711	7.9256
18971812	7.5337
10781	9.2184
11783	9.2026
7685	9.0389
13630	9.2866
63889	8.1990
9228	8.1880
1108	7.5348
10534	7.3104
7679	6.7180
12643	7.2217
7684	7.2690
12499	6.5660
24590970	9.1323
6950	7.8439
56144	6.7645
11110	6.9530
12209	6.5699
10124	7.8730
24041	7.1478
25886	7.6940
19477	7.3681
17784	8.8541
3973	8.2401
7224	7.6804
11833	6.3054
29000	7.1383
8398	7.2485
6040	6.5021
14672	7.4838
21011	6.6198
10947	6.8550
6165	7.4838
13837702	6.5743
235	7.6499
55091	10.4435
66809	7.0091
62489	7.2593
11080	7.4571
5596	7.5686
392	7.3922
13257	7.5075
12231	7.8705
2606	10.2080
8528	7.2789
8878	7.8994
19231	7.4164
7681	9.2556
11911	10.7188
6342	9.7416
18219	11.2445
7248	8.6128
11661	8.4556
7710	8.3960
768	8.2101
11125	6.3426
10492	6.9791
7463	6.0061
7706	5.9924
11680	6.4664
7701	6.5826
10001	7.2186
7627	6.6211
10571	7.1026
5708	6.8965
19953955	6.4503
13848341	6.8227
76394	7.68
13835604	6.2588
7138	7.4484
7443	7.2844
913	7.7525
5709	7.8138
7673	9.3616
13875432	8.3170
13875219	8.2582
13837686	8.4396
7013	9.0390
92731	9.4308
13874867	6.6274
71787	6.5765
7745	6.8158
7678	7.0294
13255	6.9838
59447	7.5665
48024	7.4084
8868	8.1301
5593	8.2031
13835932	6.8154
28981	8.2626
4510484	8.3061
7534	8.1941
215929	7.3315
13662	7.4480
123207	9.3560
7090	7.3644
12201	7.4188
11109	6.8676
12446	7.3711
7769	6.6570
63631	7.4745
24263	9.2610
6364	10.3135
7221	8.2349
7240	7.9649
6186	10.6245
6187	9.6043
7238	7.3809
13835772	7.7361
13839082	7.5968
21105871	7.6185
13860335	7.7361
24533	7.6294
28992	7.1657
20843	7.6363
21106032	7.2238
6156	6.5844
789	7.6511
13836520	6.2483
10628694	8.0583
185	8.4146
21106036	7.3915
4444608	6.9049
13837797	6.2810
7794	7.5650
11795	6.7762
120621	7.2406
20119	6.6119
26765	6.7761
192642	7.4117
12821	7.8259
12478	7.7717
7389	7.7811
10497	10.2156
109838	5.8328
16778	5.9707
7705	6.6083
13835293	8.1125
13839441	6.6198
13863618	7.8851
28682	7.7904
238	7.9235
123	7.7419
63908	7.3423
9581	7.3199
13875196	7.3313
2018460	9.66
10512	7.0481
55090	8.9693
456015	9.2116
13869451	8.4719
13854248	8.7491
13869339	8.3356
1151	8.1637
9574	7.9011
11086	7.8743
11857	7.1380
7677	7.6615
11788	7.4721
62589	7.7694
7686	7.6438
776	8.4399
7478	5.4510
15802	8.4279
17976	8.9043
9579	7.9118
10664	7.6087
955	7.5072
13837787	7.5816
1266393	8.9885
13875441	9.4740
13842573	9.4152
6974	9.5966
10437239	7.4348
7767	6.6999
7604	7.3276
7010	7.6420
6163	8.2708
6340	7.6486
7234	7.9876
13854136	8.0459
13835151	7.6792
13860692	7.8018
21105905	7.9828
21106560	8.0677
7242	7.7961
11077	7.6553
11042	7.4983
10940	7.9690
10937	8.0523
13842613	7.5228
21132380	7.7821
7223	8.0459
11582	8.03
6774	7.8537
9218	8.3343
7236	7.6417
7480	7.0299
499714	8.2423
13857694	8.7308
13866817	8.4734
13837988	9.1819
12228	N/A
83866	7.2646
83850	7.2646
6621	8.4474
7671	7.8786
7074	7.4604
62467	8.6961
30516	7.6824
10487	8.5199
11846	6.7887
7098	7.5164
61191	7.4646
73412	8.1701
6176	8.4370
10791	7.4953
10788	7.8030
7621	7.4149
11025	6.8599
11095	6.8599
5949	6.7734
63156	6.9265
10101	4.9188
68156	6.7746
9377	6.6876
5026296	10.6340
13648	7.9571
2241	8.2069
13644	8.2073
13856009	8.1425
11087	11.6516
8657	7.4603
8665	7.4014
9564	7.6839
447	7.5779
2039535	7.1568
10384035	7.0195
4962	7.9714
10437135	7.3510
7776	7.9763
7180	9.4821
7182	9.3568
10669	9.4399
8531	8.6022
8335	9.0738
10253	9.3871
10979	9.3688
7181	9.3568
13875160	8.3616
13875281	8.8327
13875230	8.5138
13840690	8.4789
4449	8.1939
744	8.1529
68832	7.0209
7674	7.8268
8908	7.0166
191367	6.6858
11695	6.2626
7766	8.0828
61487	10.1263
331	8.1324
7142	8.0395
132	7.9842
7145	7.7789
13846959	7.4827
13853943	7.9934
222538	7.8987
65523	7.7336
2849146	7.5663
10437210	7.8019
21108548	11.6350
21106019	8.3752
21106014	8.9072
16159	9.8485
7786	9.8109
7219	8.1529
7521	7.6649
7641	7.8218
6967	8.1357
9874	8.9565
13054	8.5785
15443	7.9742
10939	7.9781
6179	11.6964
21106470	8.5155
8855	8.5323
11861	7.3865
11845	6.8843
13839308	8.2194
10536	8.9990
7823	6.0701
7812	6.8165
11793	7.3933
7622	7.4520
7459	7.5629
11024	7.7596
11794	6.9341
11678	7.1744
10787	7.8773
7626	6.8632
11996	7.7981
55188	8.1125
11732	8.3937
10790	7.5694
11056	7.7981
11180	8.1167
13866593	6.9295
7703	7.1184
21106020	8.35
13853953	8.8065
21106013	8.5006
256210	8.8662
7518	9.6009
13876539	8.2266
7132	8.3122
21106524	8.2786
21168826	7.9897
13865424	7.8456
71433	7.3755
455090	7.9239
503239	8.2574
13860775	7.8878
13869480	7.6750
13869414	7.4793
11849	6.4626
11083	8.8444
6988	9.2992
8140	8.9236
65	8.6791
10857	9.4126
6633	8.9246
21111822	9.4071
7239	9.8786
6550	8.7236
26325086	7.6188
71430	6.8269
21106173	6.6842
7765	8.3214
13859497	7.9834
6775	8.3999
11672	7.8610
11773	8.0941
12012	6.6780
7761	7.3137
8552	6.8970
62249	8.3580
7515	6.1496
7475	6.6236
29012	6.5028
11706	6.7808
7064	7.7239
11992	6.7783
10446	7.8786
7065	7.2594
11207996	7.7918
7747	7.1316
11193	8.6670
19956441	6.7647
11107	6.8844
11694	6.6823
11930	7.3654
9903	8.5740
4963	8.4421
953	8.0646
21106146	7.8267
21106144	8.1034
13863774	7.6527
73479	7.9755
58563	8.2657
299166	8.2903
13875320	9.9897
13875258	9.5136
13875392	9.6708
21112023	8.3006
13851576	9.0574
11769	11.7727
10432	11.7103
10328	11.8816
63310	8.0930
59573	6.2685
7161	9.5746
6720	9.3869
13850142	9.5486
390927	9.5486
206493	8.6999
11667	8.3628
21106018	8.8869
12823	8.3860
55205	6.9263
69982	9.4505
10710415	6.6623
13865426	6.7846
6780	8.7872
8098	8.7824
6658	11.1936
9970	7.4238
7528	7.7236
7530	7.5943
11489	8.2420
526	7.8005
6339	13.2116
7984	8.5830
21111817	10.0642
63906	9.5322
3350	8.25
1446	8.1912
18	8.25
71	8.0999
7146	8.1606
11121	7.0976
555074	7.1820
7811	6.9714
8562	6.6896
7624	7.4814
8158	7.9098
6079	8.4061
434	8.6128
8071	9.0307
21105959	8.0505
13865438	7.6805
21106135	7.8040
7391	7.6570
28982	8.1884
13839110	7.9857
13839151	8.3705
13865680	8.3649
11604	8.2473
13839128	7.8933
13839174	8.0515
13839105	8.2473
13839123	8.0505
11021	7.8933
20570	8.2574
7131	8.3649
5830	8.2473
24972	7.9438
10992	8.0505
553171	6.8542
13860817	9.2334
11778	8.9950
13860720	9.4499
136966	8.5566
13848793	8.2841
30572	7.6610
7866	7.3772
19957731	7.3441
10257	8.0519
7211	7.6443
7172	7.7506
13875356	10.1626
13875212	10.9170
13868640	9.7645
10864	9.9635
21181	7.0905
12445	8.4981
122446	8.6674
62534	7.9096
62408	8.3811
11830	10.3728
13835836	6.6968
13835376	5.9910
127750	6.0493
13836399	6.4920
13884973	7.9201
13839416	6.8763
21109330	8.3520
18707	9.9042
6883	8.2339
7189	8.3494
28969	7.7665
61765	8.4083
21111781	8.1995
5915	8.3151
68568	8.3431
64699	10.8694
7140	8.2115
8070	8.5259
7190	8.0543
10181341	8.3489
221226	7.6566
10526	7.2054
120464	9.5980
7150	8.5308
12259	9.3871
13860	10.4186
11563	12.0598
7003	7.4030
7662	9.2070
13862559	9.6664
13864445	10.1591
13865630	7.0585
553642	7.2685
8876	8.8668
906	8.8668
13638	7.1671
6480	8.7229
11866	7.0581
13839109	6.0705
11591	8.1058
9454	8.3164
21106148	7.5858
6781	7.9980
206561	8.2111
13803	6.1106
8560	7.0133
11094	7.4848
11023	7.9564
11055	8.5851
10786	8.2708
7619	7.6488
10755	8.8995
11551	8.2708
221082	8.6128
7129	8.9556
8950	8.5477
15965	8.4673
13868660	11.90
7092	10.5752
924	8.5909
13860641	8.6746
21106525	8.2929
10991	8.4021
13869434	8.2765
6630	8.5909
13840647	8.6798
13860491	8.4021
13869462	8.3603
63903	8.3793
62530	8.1105
13856352	8.4021
551	9.4554
14627	8.8657
191	6.9971
558917	8.4812
6301	8.9537
10616	8.4996
5882	8.0478
8183	8.1984
6646	7.5608
84971	7.5608
388391	7.5608
10980	9.5631
10972	9.7698
6674	10.1877
361	8.2216
13063	9.3373
10797	7.8093
28986	7.0191
7760	7.0938
7838	7.0505
230	8.2633
13842001	8.0274
18801	7.0302
21108576	8.4269
21106518	8.5822
62466	8.5213
62485	8.3641
11460	8.5407
10254	8.8356
21169510	10.6053
880	8.3570
7397	8.5024
8674	7.6185
62517	7.7746
11651	7.7158
10437215	7.3384
60121	7.8923
21105859	7.8735
13848467	7.7158
120548	8.5905
2923	9.6364
28947	8.6583
21105878	7.5289
11625	9.8971
7815	8.0549
7827	8.6061
11761	9.3956
14998	6.7403
21168831	8.6373
15482	7.2791
10975	7.8683
10870	8.1685
10837	7.9859
9120	7.8343
1448	7.9849
22191	7.1781
15438	8.4006
14751	8.4505
8909	7.1980
10265264	7.9888
10179173	7.9888
21800	8.4455
15765	8.4455
11699	6.6509
7810	8.1614
12069	7.0001
13839575	5.9712
1253	8.5821
7176	8.2703
10181338	8.0345
21105848	8.16
10892	8.4468
124	8.4089
87265	11.8222
13848808	8.4468
13860434	7.9835
11629	7.9505
73390	7.8892
10437335	7.7220
38364	10.8234
27488	11.3161
14227	8.7796
13835126	8.5351
17347	10.6486
7385	8.4440
7128	8.7760
11660	8.2868
11409	8.7584
7659	8.1360
6977	8.4440
10236	8.7584
11366	10.2178
21106172	9.4136
7001	9.7291
13029	9.9016
13030	9.7879
11422351	11.5080
6665	8.0846
8341	8.9834
6739	9.1215
7208	8.1049
992	8.7250
8182	8.3593
11038	12.0452
16791	7.0415
11864	7.1060
12161	5.9450
12061	8.5086
7837	7.0721
18717	8.8253
15954	8.1916
11029	7.4838
10511	7.1309
11819	7.5502
99440	8.7078
11543	7.8025
11739	7.9553
11194	8.7413
11216	8.4269
11210	8.7413
7202	8.6522
21168813	8.6354
6881	8.6238
8186	8.4478
21105870	8.6716
21106366	8.5439
15517	9.1871
25890	7.9182
13811	8.9311
7809	8.2841
7042	8.4336
6706	9.8417
68179	7.0761
5979	12.6745
55123	6.9923
7803	7.1123
18688	8.5150
7482	6.7022
10420	6.9380
11843	6.8172
7536	7.0542
55130	6.8569
10433	7.2102
7657	7.4539
22453	7.8811
11045	6.5814
29016	7.3868
14169248	8.2254
11632	7.5253
11265	8.1540
65763	9.0533
392447	8.7298
8097	8.9367
11585	8.3735
78467	8.5622
1906	8.4158
11488212	8.5655
14556	8.3046
7383	8.9246
6642	9.5508
589165	9.4283
11961	9.7234
21111772	9.8026
11954	10.4314
21106586	8.0421
6790	9.1595
8319	9.4772
21106581	8.4413
21106145	8.5919
6023	9.0689
11588	11.8531
6675	12.4777
8883	8.7926
68503	6.9008
10614293	8.9043
7833	7.2549
4516601	7.3392
4516599	7.2030
4512361	7.3392
4512642	7.2030
7835	7.1496
15093	8.5723
11286	9.3251
5142	10.7011
96749	7.9124
61538	8.8760
10246	8.8172
12244	8.5617
10248	8.3707
9911	8.5028
16119	8.6793
13871718	8.5028
25552	8.5735
13658	8.1076
12060	8.5028
11647	8.0610
61739	9.2356
8282	9.1598
6492	9.2196
21106571	10.3999
21106163	9.9158
21106540	10.6481
6737	9.8438
6789	9.3548
61001	8.5709
4446445	7.3765
71628	8.2690
59577	8.3851
11875	7.1309
12010	10.4514
455353	6.8064
205483	8.6575
7278	8.5047
11576	8.5484
6897	8.3895
6035	8.6638
13835344	8.4280
10181339	8.5623
11589	8.3364
30595	8.8403
7175	8.3687
7157	8.5259
8807	10.0423
11865	7.3451
20124	9.8582
17619	4.7875
2068	8.9276
5236	9.2419
4103087	8.2574
6736	9.4945
6788	9.1801
83962	11.1458
7044	9.0086
16359	9.1777
10986	8.4974
191058	8.7041
13835630	8.2626
2937774	8.3683
11708	12.3329
86394	9.8963
10411	8.6015
349	7.1715
11035	8.1136
11104	7.6491
10795	8.8995
305	8.9087
10445	8.9043
71193	10.8889
67270	10.8793
6033	10.7221
21159695	8.5803
13853758	8.9144
18724	9.5033
15427	8.5803
10996	9.1185
6296	9.5540
11776	10.9320
17868	9.2062
13867714	8.9126
21105699	9.2882
376	7.2114
11586	8.3621
62472	8.5128
11584	9.6074
29026	7.2154
57726	9.2525
7802	7.2510
441	7.2078
9633	7.1649
11465	8.6967
10243171	8.5142
11332993	8.6714
11610	8.5142
11422	8.8528
194092	9.1114
7199	8.7667
26516	10.8506
27296	7.8730
72556	7.8436
19709	8.2066
391428	9.2610
14198	9.8161
6402	9.8161
14680	8.0942
6478	9.9298
8262	9.4638
8273	9.3343
7888	7.5097
6735	10.7387
6588	9.4987
7420	8.7066
10343	8.3443
19766	10.7654
13047	10.1472
11294	10.0122
75951	7.3717
72793	7.4925
7076	7.4212
10422	7.4676
11863	8.2007
13846749	8.4494
21108577	8.3747
7406	8.4894
21106008	8.2439
65701	11.9023
21105897	8.6039
11596	8.1068
21106900	8.6243
9965	8.6221
10410	8.7584
7419	8.6012
8356	9.0728
6999	8.6073
7088	9.5450
7448	8.3664
7183	8.9156
7155	8.4996
11871	10.2824
13835351	8.7584
6773	9.0147
6852	9.1406
2157	8.6442
6604	9.9215
17880	7.2632
99681	10.0604
67460	8.6422
18920	7.2881
11841	7.2558
8569	6.5815
455420	7.1507
7533	8.5060
7434	8.3488
932	7.2293
123993	8.8204
62230	9.0556
9893	8.7798
10586285	9.4185
6688	8.2872
109705	7.9269
7151	10.6721
9724	9.7216
10265270	9.2390
10179239	9.2390
6586	9.6926
13872122	8.8503
11862	8.2654
440	7.9350
7694	6.7415
11716	6.8958
29005	7.1328
8568	7.0724
7538	7.2114
370	7.2695
7073	7.4163
26325090	7.0613
6898	8.8024
556589	9.1996
13854242	8.5286
7310	8.4166
11595	8.7976
6593	9.7521
2441	10.5598
56117	6.8962
68676	9.6734
6635	11.8670
62265	9.3265
20939	9.4941
6828	9.4138
6577	9.4364
13104	9.7010
21106570	11.1334
18177	8.5637
15755	10.0883
67470	10.0883
15756	9.8645
15524	9.6226
14995	10.3338
14994	10.3338
15475	10.4886
15478	9.8371
15476	10.3497
15477	10.8442
62484	11.8924
29025	7.3699
7851	7.3067
7856	7.0826
454638	12.0701
1406720	11.7917
21105998	9.1508
61411	9.1904
69177	9.0332
10244	8.8417
15855	9.5746
24535	8.8869
14678	8.66
13846663	9.5701
69340	8.6492
63863	5.8552
63968	9.4003
70660	8.0973
62628	7.2597
123860	6.2268
4611	8.6691
13885245	8.5635
6745	9.3082
13876103	8.8620
7279	8.6295
6592	9.8358
3756	7.5490
13850082	9.9773
1266019	8.7315
7850	7.4238
541032	12.6489
58234	10.6340
218253	10.3776
8912	6.2119
2424	9.5563
66656	6.4198
71437	11.8948
10831	9.8099
10829	9.8099
10851	9.6517
10813	10.1233
13677	9.8089
10849	9.8089
10850	9.6517
10909	9.3383
10918	9.4945
10841	9.8089
10908	9.3383
642951	9.0479
917	9.7307
9824	9.9276
1278	9.6777
10437836	8.0635
2206	10.5210
7849	7.3277
17558	7.6027
13439	9.2186
13402	10.1570
76154	11.2027
2915	11.3612
6794	9.2197
21106519	8.7374
65750	8.6135
12637	7.2658
20198	10.9919
7302	8.3136
10903	9.5172
13839012	9.6348
6855	9.3776
7315	7.9612
13846658	9.4584
26325182	9.6838
10025	7.3201
967	11.1922
28993	8.5267
15846	7.3501
29029	7.3463
7670	7.8041
9976	7.4111
12632	7.3679
6287	5.8619
23886	10.8764
33421	11.3556
67465	8.9858
15753	9.6145
79280	8.0104
28973	7.9516
7852	8.1212
72551	7.5289
24641	7.6496
18410	8.6274
8910	7.4701
4366810	7.5580
7848	8.2204
14256731	7.7082
6907	8.5272
8860	9.3556
62310	8.6825
70988	8.5297
86435	8.6805
6840	9.1844
10801842	10.6754
11974	12.0994
15461	10.1733
10404	8.6798
89258	9.1284
192748	8.8140
6835	9.5358
11003	8.9282
10756	9.7871
2656	9.3988
13837329	9.1966
502855	8.3983
34863	11.8446
6753	9.3446
14692	7.4706
12456	7.3740
10438331	10.5961
8574	7.3571
18336	10.0139
59482	8.8408
8935	9.1090
60886	8.6620
66675	7.4057
15488	9.8886
15489	9.6441
558878	8.4381
553578	8.4381
55084	7.0558
7509	7.29
7800	7.3481
12954	7.8396
13229	8.1540
158870	10.8361
157093	10.3498
83374	10.5773
457144	11.0663
135925	11.3531
457145	10.8361
84188	10.8218
136000	10.8218
135983	10.6109
136001	10.8218
136002	11.3315
136003	10.5980
84235	10.1148
457140	10.9776
12674	9.7163
64155	8.8369
970	10.1780
4590	8.5337
8111	9.5244
12013	7.5760
12044	10.0283
12045	9.7139
12047	9.5568
7299	9.0948
21106140	8.9406
25677	12.3346
67991	7.7091
15803	9.4612
502245	8.6030
10227261	7.7968
44152	10.9198
12809	7.4485
15387	7.3959
8470	8.8740
5027	8.5245
21106365	11.2401
21106091	10.1988
16804	9.4460
55443	8.7126
67653	7.5383
2185	8.3979
2991	9.2549
137720	9.6815
11919	9.0930
26010	10.8666
30600	10.6221
33455	10.6221
33934	10.4998
33932	10.8666
6600	10.0676
2121	10.0413
13849989	8.4756
13849981	8.9537
7506	8.3943
18685	7.3865
3741	10.8737
8374	8.5063
247721	8.7081
15409	8.6793
79969	8.8079
13871489	7.7642
23150	6.8371
6807	9.9474
15620	10.4376
15621	10.1233
26260	10.2804
68437	10.1233
15619	9.9661
15861	9.9661
12682	9.6517
42330	10.8354
15413	7.0521
34866	11.3556
34665	11.1111
34664	11.3556
37904	11.8446
34864	11.6001
34188	11.6001
34865	11.4778
14840	7.4073
13448	9.0616
14866	9.6692
20132	8.9894
10400	8.8507
13835294	9.8071
67360	7.4288
12218	7.4466
55075	13.4272
9873	11.3931
14349	8.1310
6842	12.1942
6066	9.7260
512621	7.6680
13090	11.3769
15702	8.9098
11369	14.5841
12219	8.2302
56793	12.3336
454495	12.0891
40191	12.0891
56791	11.9668
35581	12.0891
15495	8.7218
466305	8.4926
65785	8.1036
6916	8.5662
70652	8.8088
12133	8.3102
17131	8.1096
13487	8.7191
7170	9.3881
553649	9.1032
8816	10.8432
15473	10.1341
17099	10.1331
17098	10.0108
33933	10.3776
15474	9.7673
82755	11.0797
82712	11.5553
157094	10.8404
103011	11.3108
102798	11.9498
82762	11.0833
27793	11.3035
82754	11.2221
457138	11.0998
102897	11.2221
457139	11.5553
102947	11.5553
97173	11.0673
102720	11.3108
102801	11.7998
102833	11.0673
102721	11.3108
102856	11.7998
102933	11.0832
103066	11.5553
97172	10.3561
106355	11.7998
15486	7.7588
12220	6.9155
7882	7.4357
63518	8.8801
707	11.6941
8067	11.3838
6827	9.7885
5807	9.1046
8800	10.7764
29153	10.9553
70682	8.2514
11439687	9.9352
56774	12.8226
82765	12.5781
7511	7.3875
7872	7.3572
14846	7.4268
2863	7.4558
7600	8.38
12699	10.4913
8058	8.9214
3918	11.9545
24326358	10.2466
3008	9.7778
13835706	8.1153
66655	7.6284
34868	11.1111
37905	11.2445
34869	10.9888
37918	11.3556
37915	10.8666
34867	11.1111
25605	11.1111
26011	10.9888
34870	10.7443
34666	10.8808
21924	10.7443
29117	11.6065
8241	9.5502
69371	9.3708
70806	10.5286
1710	12.4936
12635	7.5060
8576	7.4744
25472	9.4247
2169	8.8378
453675	8.7443
40130	9.7088
2297441	10.0953
34095	7.4514
8329	9.1755
60858	9.1291
6610	9.2312
34874	11.6011
36972	11.6001
56788	11.4778
533188	11.8446
35579	11.6011
16182	11.2439
46262	11.6001
