Compound Id	KierHallSmarts [khs.dO]
11761	0
14998	0
21168831	0
15482	0
10975	2
10870	2
10837	2
9120	2
1448	2
22191	2
15438	0
14751	0
8909	0
10265264	0
10179173	0
21800	0
15765	0
11699	1
7810	0
12069	1
13839575	0
1253	1
7176	1
10181338	1
21105848	1
10892	1
124	1
87265	1
13848808	1
13860434	1
11629	1
73390	1
10437335	1
38364	0
27488	0
14227	1
13835126	1
17347	2
7385	0
7128	0
11660	0
11409	0
7659	0
6977	0
10236	0
11366	0
21106172	0
7001	0
13029	0
13030	0
11422351	2
6665	1
8341	0
6739	0
7208	2
992	2
8182	2
11038	0
16791	0
11864	0
12161	0
12061	0
7837	0
18717	0
15954	0
11029	0
10511	0
11819	0
99440	0
11543	0
11739	0
11194	0
11216	0
11210	0
7202	1
21168813	1
6881	1
8186	1
21105870	0
21106366	1
15517	2
25890	1
13811	1
7809	0
7042	2
6706	1
68179	1
5979	0
55123	1
7803	1
18688	1
7482	1
10420	1
11843	1
7536	1
55130	1
10433	1
7657	1
22453	1
11045	1
29016	1
14169248	1
11632	1
11265	1
65763	2
392447	1
8097	0
11585	1
78467	1
1906	1
11488212	1
14556	1
7383	0
6642	0
589165	0
11961	0
21111772	0
11954	0
21106586	2
6790	0
8319	0
21106581	2
21106145	2
6023	1
11588	1
6675	1
8883	0
68503	0
10614293	0
7833	0
4516601	0
4516599	0
4512361	0
4512642	0
7835	0
15093	1
11286	3
5142	2
96749	1
61538	0
10246	0
12244	0
10248	0
9911	0
16119	0
13871718	0
25552	0
13658	0
12060	0
11647	1
61739	0
8282	0
6492	0
21106571	0
21106163	0
21106540	0
6737	0
6789	0
61001	1
4446445	1
71628	0
59577	1
11875	0
12010	0
455353	0
205483	1
7278	1
11576	1
6897	1
6035	1
13835344	1
10181339	1
11589	1
30595	1
7175	1
7157	1
8807	0
11865	0
20124	0
17619	0
2068	2
5236	2
4103087	2
6736	0
6788	0
83962	1
7044	2
16359	2
10986	2
191058	2
13835630	0
2937774	1
11708	0
86394	3
10411	1
349	0
11035	0
11104	0
10795	0
305	3
10445	0
71193	2
67270	2
6033	2
21159695	0
13853758	0
18724	0
15427	0
10996	1
6296	1
11776	0
17868	0
13867714	0
21105699	0
376	2
11586	2
62472	2
11584	1
29026	0
57726	0
7802	1
441	1
9633	0
11465	1
10243171	1
11332993	1
11610	1
11422	1
194092	1
7199	1
26516	0
27296	0
72556	0
19709	0
391428	0
14198	0
6402	0
14680	0
6478	0
8262	1
8273	1
7888	1
6735	0
6588	1
7420	0
10343	2
19766	0
13047	0
11294	0
75951	2
72793	2
7076	1
10422	1
11863	0
13846749	1
21108577	1
7406	1
21106008	1
65701	1
21105897	1
11596	1
21106900	1
9965	1
10410	0
7419	0
8356	0
6999	0
7088	0
7448	0
7183	0
7155	3
11871	0
13835351	2
6773	2
6852	0
2157	2
6604	0
17880	0
99681	1
67460	0
18920	0
11841	0
8569	0
455420	0
7533	0
7434	0
932	0
123993	0
62230	0
9893	1
10586285	1
6688	3
109705	0
7151	1
9724	0
10265270	0
10179239	0
6586	1
13872122	0
11862	0
440	0
7694	1
11716	1
29005	1
8568	1
7538	1
370	1
7073	1
26325090	1
6898	2
556589	1
13854242	1
7310	1
11595	1
6593	0
2441	1
56117	0
68676	1
6635	0
62265	3
20939	0
6828	0
6577	1
13104	1
21106570	0
18177	2
15755	0
67470	0
15756	0
15524	0
14995	0
14994	0
15475	0
15478	0
15476	0
15477	0
62484	1
29025	0
7851	0
7856	0
454638	0
1406720	0
21105998	0
61411	0
69177	0
10244	0
15855	1
24535	0
14678	0
13846663	0
69340	0
63863	0
63968	0
70660	2
62628	0
123860	0
4611	1
13885245	1
6745	1
13876103	0
7279	1
6592	0
3756	1
13850082	1
1266019	1
7850	0
541032	0
58234	0
218253	0
8912	0
2424	2
66656	0
71437	0
10831	0
10829	0
10851	0
10813	0
13677	0
10849	0
10850	0
10909	0
10918	0
10841	0
10908	0
642951	2
917	0
9824	1
1278	0
10437836	1
2206	3
7849	0
17558	0
13439	0
13402	0
76154	2
2915	0
6794	0
21106519	0
65750	0
12637	2
20198	2
7302	0
10903	0
13839012	0
6855	1
7315	1
13846658	0
26325182	2
10025	2
967	0
28993	0
15846	0
29029	1
7670	1
9976	1
12632	1
6287	1
23886	0
33421	0
67465	1
15753	1
79280	0
28973	0
7852	0
72551	2
24641	2
18410	0
8910	0
4366810	1
7848	0
14256731	3
6907	1
8860	0
62310	1
70988	1
86435	1
6840	0
10801842	0
11974	0
15461	0
10404	0
89258	3
192748	3
6835	0
11003	0
10756	0
2656	0
13837329	2
502855	2
34863	0
6753	1
14692	0
12456	0
10438331	1
8574	0
18336	3
59482	1
8935	0
60886	0
66675	0
15488	0
15489	0
558878	1
553578	1
55084	1
7509	1
7800	1
12954	1
13229	1
158870	0
157093	0
83374	0
457144	0
135925	0
457145	0
84188	0
136000	0
135983	0
136001	0
136002	0
136003	0
84235	0
457140	0
12674	0
64155	1
970	0
4590	1
8111	0
12013	1
12044	0
12045	0
12047	0
7299	0
21106140	0
25677	0
67991	0
15803	0
502245	2
10227261	4
44152	3
12809	0
15387	0
8470	1
5027	0
21106365	0
21106091	0
16804	0
55443	0
67653	0
2185	0
2991	1
137720	1
11919	0
26010	0
30600	0
33455	0
33934	0
33932	0
6600	1
2121	1
13849989	0
13849981	0
7506	1
18685	0
3741	0
8374	1
247721	1
15409	1
79969	1
13871489	2
23150	0
6807	0
15620	0
15621	0
26260	0
68437	0
15619	0
15861	0
12682	0
42330	3
15413	0
34866	0
34665	0
34664	0
37904	0
34864	0
34188	0
34865	0
14840	0
13448	0
14866	0
20132	1
10400	0
13835294	2
67360	0
12218	1
55075	0
9873	1
14349	0
6842	0
6066	1
512621	0
13090	1
15702	1
11369	0
12219	0
56793	0
454495	0
40191	0
56791	0
35581	0
15495	1
466305	1
65785	1
6916	1
70652	1
12133	0
17131	0
13487	0
7170	0
553649	0
8816	0
15473	0
17099	0
17098	0
33933	0
15474	0
82755	0
82712	0
157094	0
103011	0
102798	0
82762	0
27793	0
82754	0
457138	0
102897	0
457139	0
102947	0
97173	0
102720	0
102801	0
102833	0
102721	0
102856	0
102933	0
103066	0
97172	0
106355	0
15486	0
12220	0
7882	0
63518	1
707	0
8067	0
6827	0
5807	2
8800	0
29153	0
70682	0
11439687	0
56774	0
82765	0
7511	1
7872	1
14846	1
2863	1
7600	1
12699	0
8058	1
3918	1
24326358	0
3008	1
13835706	3
66655	0
34868	0
37905	0
34869	0
37918	0
37915	0
34867	0
25605	0
26011	0
34870	0
34666	0
21924	0
29117	2
8241	2
69371	0
70806	1
1710	2
12635	0
8576	0
25472	1
2169	0
453675	0
40130	2
2297441	0
34095	0
8329	2
60858	1
6610	1
34874	0
36972	0
56788	0
533188	0
35579	0
16182	0
46262	0
35580	0
82818	0
56790	0
56795	0
33458	0
82777	0
35584	0
56785	0
56792	0
34189	0
2283071	0
4932499	0
6453	2
13249	1
4450907	0
7964	4
13619	0
13303	0
13302	0
5004	2
15853	0
12972	1
7871	1
36973	0
37744	0
46894	0
45444	0
56769	0
56780	0
34847	0
39406	0
35081	0
56781	0
56771	0
56232	0
27749	1
8030	1
8093	1
13856959	1
8577	0
71876	1
34667	0
34871	0
34873	0
56784	0
34872	0
14620	0
102741	0
97055	0
97198	0
102834	0
102722	0
154865	0
96948	0
102743	0
102857	0
154866	0
106356	0
102787	0
97240	0
102742	0
68328	0
4268	2
4599	3
33416	0
13492	0
13837303	2
34859	0
84346	0
56760	0
56755	0
33666	0
6838	0
6270	0
7892	0
66887	1
89076	0
5026	2
36975	0
56778	0
56787	0
35583	0
82807	0
56794	0
33386	0
33457	0
47912	0
82817	0
46893	0
33280	0
35582	0
33304	0
46263	0
67594	1
3513	4
220998	1
17339596	0
8060	1
5233	4
14916	2
7891	0
10452	0
61266	0
20848	0
4768	0
43354	0
37779	0
45445	0
36974	0
35585	0
34848	0
84344	0
34850	0
82819	0
56772	0
82820	0
16415	0
56779	0
56768	0
56777	0
84345	0
34668	0
28552	0
3544	1
21361761	0
1262	1
4333	1
4575	3
2079	3
6193	4
82783	0
34852	0
37000	0
37019	0
56765	0
39198	0
82740	0
56761	0
56756	0
56766	0
83413	0
34851	0
36976	0
56767	0
56763	0
7890	0
12705	0
26325183	0
16387	0
6514	2
2457	1
15789876	5
3841535	2
16177	0
33281	0
56786	0
56789	0
33456	0
46264	0
13300034	0
21153	1
10106	1
1361549	1
32555	2
97257	0
97224	0
102923	0
96868	0
96864	0
97234	0
97233	0
154062	0
97142	0
5739	0
8817	0
56782	0
36977	0
83414	0
84348	0
82823	0
33617	0
4759	0
30881	0
3277	1
11632871	0
15747	0
4444100	1
10033	1
33282	0
46285	0
46284	0
82806	0
56776	0
47913	0
32952	0
45446	0
43353	0
56773	0
7901	0
66895	1
199342	1
6371	0
86007	4
12549	1
7757	1
7875	1
59483	0
34853	0
37745	0
36978	0
34190	0
34191	0
36771	0
36710	0
56757	0
549017	0
84347	0
56764	0
56758	0
47914	0
56762	0
33984	0
33983	0
91432	4
2700	2
16180	0
12933	0
7340	0
4445317	1
204209	0
4444102	1
72056	0
4437893	1
34860	0
82738	0
36982	0
36979	0
47915	0
56783	0
36981	0
37004	0
36980	0
5139	2
56775	0
56770	0
11882	0
96965	0
33198	0
12874	0
4760	0
11434292	0
8804	0
2246	0
8799	0
8788	0
26286843	2
11884	0
33407	0
36985	0
35205	0
15637	0
82821	0
13328	0
2654	0
3463	0
16388	1
9797	1
34854	0
46136	0
82736	0
56759	0
36984	0
4745	1
3693	2
64016	2
559096	0
4624	1
7915	0
10292746	0
21782117	0
33986	0
36983	0
36986	0
45447	0
35566	0
47916	0
46137	0
550258	0
33985	0
10801109	0
2003	0
4744	1
2925	1
75956	0
62060	1
13622	0
2975965	1
36990	0
35912	0
45448	0
36987	0
36988	0
26563	0
12071	1
11671339	0
69914	0
2927	0
69569	0
33316	0
3548	1
12586	1
15827	0
4575338	0
10169	0
2908	1
62964	1
82751	0
36989	0
11883	0
13850879	3
16736498	1
23977588	1
29282	0
18941	0
8763	0
65234	1
23101	0
26325085	0
26325087	0
26325088	0
35108	0
78998	0
6057	0
3322	3
9187483	0
16736486	0
21429023	0
34192	0
82822	0
5198	1
11283	0
9053802	0
7917	0
10035	1
12730	0
36029	1
4777	0
3210	0
7913	1
5660	1
35206	0
8101973	4
4471584	3
24142	0
5376	0
122090	0
5678	0
6528	2
5554	0
15484	0
4447447	0
2928	0
9219586	1
10652594	0
5768	0
2271976	1
106796	2
62632	0
4911	3
14688	0
4444107	3
8243	2
5553	0
14299946	0
4380	2
13837319	2
6524	2
11891	0
3534	1
78828	0
5557	2
4444553	3
10696	0
10540	0
509179	0
5791	1
76894	0
2075	0
2625	0
5113	1
2581	0
66896	1
8103122	2
960	1
5145918	2
13849665	3
2041618	0
8124942	4
9088156	0
4228778	0
6013	3
2699	0
3584	2
5162	3
31006	3
26325089	0
133166	2
14348	0
67414	0
1043	2
10784857	0
26824	0
8520	0
83191	2
5932	2
6002	2
11917	0
5633	3
24722	0
56559	0
7928	0
3216	2
3652	2
5091	1
20545	1
10756390	0
197564	2
5550	2
15016	0
193441	3
5552	2
68224	0
3438	1
5551	2
5774	2
10162	1
72522	0
11557190	0
5541	2
4343	3
7929	0
10451	0
92494	2
11898	0
2760	4
11897	0
5542	3
92468	2
11899	0
19232037	3
18019	0
8521	0
4444479	2
48085	2
4067	2
9786472	4
12017	0
75995	0
54833	2
10733068	0
14021447	0
49179	2
108106	0
15520	1
12072	0
5775	0
10449	0
19232038	3
21106059	3
196288	4
4470736	3
11900	0
18547147	3
75662	2
29400	3
11901	0
21105591	2
10481872	3
65272	0
58496	1
139025	4
11146	0
21587143	3
4444362	1
21105594	2
21106058	2
26325080	0
11902	0
21486195	3
21106077	2
4927801	0
10542	0
26325081	0
11906	0
26325082	0
6045	1
26325083	0
26325084	0
