Compound Id	KierHallSmarts [khs.ssCH2]
937	0
127983	0
217	0
692	0
763	0
748	0
23208	0
291	0
11148	0
391	0
274	0
923	0
6105	1
21106179	0
6086	0
864	0
8960	0
22814	0
6153	0
518	N/A
278	0
1087	0
16641	0
6085	0
6089	0
4514529	0
22408	0
9642	0
13571291	0
693	0
6087	0
11153	1
6084	0
6102	0
7568	1
172	0
6132	0
9243	1
2275	2
12066	3
10205670	1
10441	1
4937830	0
6111	1
6135	0
6083	0
6128	0
6123	0
9484	0
6095	0
7956	0
682	1
1019	0
9990	0
4514586	0
12577	1
9286	0
11727	0
16425	0
7577	0
171	0
1143	0
6098	0
9256	0
9994	3
7954	0
6101	1
654	0
6108	0
6104	1
8900	0
6191	0
21106169	1
21112738	1
7559	0
4481813	0
28994	0
173	0
6088	0
13835235	2
6130	0
6097	1
6314	0
11228	0
13836713	1
6151	0
6094	1
70850	0
11811	2
6145	0
6310	1
773	0
7738	0
5978	0
12197	0
7566	1
6093	1
512	1
13872989	1
175	0
2018165	1
6148	0
12640	0
8902	0
13835336	2
6103	1
1039	0
7030	2
6333	0
71390	0
6338	1
6092	1
2005981	0
21106015	2
19475	0
23730	1
7736	0
12442	2
16841	0
7557	0
7558	1
10772140	1
11154	1
13835977	1
1004	2
3644	0
13835550	2
13835316	0
553742	0
558928	0
1577	0
7790	3
2916	1
8899	0
6190	0
7734	1
1005	1
6335	0
5894	0
13836674	1
659	0
29008	4
11749	1
11910	0
7012	1
11065	1
6164	1
11239	0
5977	0
7330	1
62827	1
7546	2
7737	4
11756	1
4514549	0
3102535	0
363458	3
7556	1
56442	0
4449912	0
7957	0
7564	2
1114	0
7777	3
7606	2
8904	0
8903	0
6149	0
6125	0
29040	0
454215	0
7029	3
7739	0
9391	0
7733	0
394562	0
6322	0
60524	0
6330	1
6334	0
5993	0
6100	1
13837190	1
13835224	1
7728	2
13839553	3
558020	0
62808	0
124968	0
14829	0
21111820	0
10437	2
6121	0
558875	0
8544	3
7553	1
11526	0
592	0
10771217	0
10498	2
6119	0
81815	0
14694	1
30713	0
7555	2
6120	0
24043	1
19476	1
6177	0
8012	1
12957	2
13875283	0
1020	0
10340	0
12225	0
1348	0
844	1
29015	4
10018	4
7717	2
6311	0
7732	1
6321	1
13871721	1
62597	2
6313	0
256	2
9016	0
9254	0
14441700	1
61213	1
7727	2
13836021	2
8733	3
13863629	0
9363	0
61111	0
7560	2
11729	1
10606755	0
38403	0
7636	1
374462	2
3951	0
7616	0
552744	0
8896	5
7615	2
387	0
5439	1
13837650	2
13853215	0
9392	0
7552	2
6118	0
733	2
454209	1
66565	0
7817	3
7081	2
11809	3
13837280	0
236	0
11731	0
8141	4
29036	0
13837537	4
2340753	1
10325184	1
107412	1
11099	1
6309	0
558883	0
56020	0
11806	2
1095	4
8351654	0
3168	2
10709	2
6312	1
258	3
6320	1
6146	0
415	3
4444456	1
12229	0
9614	0
5730	0
7551	2
2282428	0
9251	0
3441	0
9461	1
8329688	1
61346	1
9095782	0
21171407	1
7782	2
11755	0
10653	1
8525	1
6341	0
259	2
23621376	2
7021	0
11244	0
1141	0
21111806	0
21108550	0
9325	0
7961	1
10251740	0
66021	0
10437074	0
66996	0
6042	0
6326	1
10325078	0
11117	2
2062437	0
13867413	1
10675065	1
7630	0
7026	4
8554	5
7028	3
13835459	4
29004	0
13634	0
6106	1
10765	0
7713	2
4483639	1
4483638	1
10113	0
7469	2
7472	1
6649	2
21943	3
84036	3
68152	0
25889	1
7018	2
7716	3
23255	1
11230	1
7730	2
13838404	0
971	0
10008	0
7688	0
1664	0
71089	0
8543	3
6316	1
62826	1
10197150	0
10488	4
21168808	0
13647	5
221117	4
7220	0
10364	0
7672	5
59674	2
11752	1
13816	1
29107	0
61707	0
10464	2
65936	0
2038738	0
31029	2
6122	0
13836589	2
13836591	3
10948	2
13835209	4
13861343	0
4489	0
11351244	3
577	0
9360	0
9350	0
9326	0
9253	0
83734	0
71312	0
2293678	0
23055	1
10054	0
7714	3
6315	1
13299573	1
7689	0
11784	0
11785	0
9411	1
3631	0
7788	4
21105795	0
7791	5
13866746	0
70714	0
70715	0
7514	4
11036	4
472932	1
105291	0
5976	1
6188	0
99596	0
7712	3
6308	1
9646	0
2056044	0
61149	0
5889	0
21106520	0
13874733	0
13839199	0
1078	2
13836549	0
1015	0
7770	3
11525	1
12626	3
7772	3
10777	0
7016	2
7607	2
73583	0
7241	0
7225	0
78	0
60329	3
1609	3
13854944	2
13835861	1
24099	4
12816	0
9943	0
10772050	0
13837760	0
4878	0
17443	0
120489	0
9349	0
11600	0
764	0
21106535	2
7721	3
9233	2
18607	2
13837281	0
66567	0
7676	0
156255	3
9547	0
6406	0
13862665	1
29001	1
7024	4
7787	6
15077490	0
63054	0
11799	3
7466	1
10053	0
6307	1
7711	3
18971812	0
10781	1
