Compound Id	KappaShapeIndices [Kier3]
937	0.0
127983	0.0
217	0.0
692	0.0
763	0.0
748	0.0
23208	0.0
291	0.0
11148	0.0
391	0.0
274	0.0
923	0.0
6105	0.0
21106179	N/A
6086	0.0
864	0.0
8960	0.0
22814	0.0
6153	N/A
518	0.0
278	0.0
1087	0.0
16641	0.0
6085	0.0
6089	0.0
4514529	0.0
22408	0.0
9642	0.0
13571291	4.0
693	0.0
6087	0.0
11153	0.0
6084	0.0
6102	0.0
7568	4.0
172	0.0
6132	N/A
9243	0.0
2275	0.444
12066	0.64
10205670	4.0
10441	4.0
4937830	4.0
6111	0.0
6135	N/A
6083	0.0
6128	N/A
6123	N/A
9484	N/A
6095	0.0
7956	0.0
682	0.0
1019	0.64
9990	4.0
4514586	0.0
12577	5.333
9286	3.0
11727	4.0
16425	N/A
7577	4.0
171	N/A
1143	N/A
6098	0.0
9256	2.667
9994	0.25
7954	0.0
6101	0.0
654	0.0
6108	0.0
6104	0.0
8900	0.64
6191	2.222
21106169	5.333
21112738	4.0
7559	4.0
4481813	4.0
28994	4.0
173	N/A
6088	0.0
13835235	4.0
6130	N/A
6097	0.0
6314	4.0
11228	4.0
13836713	4.0
6151	N/A
6094	0.0
70850	4.0
11811	4.0
6145	N/A
6310	4.0
773	0.64
7738	0.64
5978	N/A
12197	4.0
7566	4.0
6093	0.0
512	4.0
13872989	4.0
175	N/A
2018165	4.0
6148	N/A
12640	0.980
8902	1.333
13835336	4.0
6103	0.0
1039	0.0
7030	0.980
6333	4.0
71390	N/A
6338	4.0
6092	0.0
2005981	N/A
21106015	4.0
19475	3.0
23730	3.0
7736	0.64
12442	4.0
16841	2.667
7557	4.0
7558	4.0
10772140	4.0
11154	0.0
13835977	4.0
1004	4.0
3644	N/A
13835550	4.0
13835316	N/A
553742	4.0
558928	4.0
1577	0.980
7790	1.333
2916	0.0
8899	0.64
6190	2.222
7734	4.0
1005	4.0
6335	4.0
5894	4.0
13836674	4.0
659	N/A
29008	0.64
11749	5.333
11910	5.333
7012	3.0
11065	5.333
6164	5.333
11239	3.0
5977	N/A
7330	0.64
62827	2.222
7546	0.64
7737	0.64
11756	5.333
4514549	0.0
3102535	1.5
363458	1.5
7556	4.0
56442	4.0
4449912	4.0
7957	N/A
7564	4.0
1114	N/A
7777	5.333
7606	5.333
8904	1.333
8903	1.333
6149	N/A
6125	N/A
29040	2.667
454215	2.667
7029	0.980
7739	0.64
9391	2.667
7733	4.0
394562	4.0
6322	4.0
60524	4.0
6330	4.0
6334	4.0
5993	4.0
6100	0.0
13837190	4.0
13835224	4.0
7728	4.0
13839553	4.0
558020	1.5
62808	1.5
124968	1.5
14829	N/A
21111820	0.980
10437	4.0
6121	N/A
558875	4.0
8544	0.64
7553	4.0
11526	3.0
592	3.0
10771217	3.0
10498	4.0
6119	N/A
81815	1.488
14694	5.333
30713	3.0
7555	4.0
6120	N/A
24043	2.667
19476	3.84
6177	2.667
8012	2.667
12957	3.84
13875283	1.8
1020	1.333
10340	0.980
12225	0.980
1348	0.980
844	6.0
29015	1.333
10018	1.333
7717	4.0
6311	4.0
7732	4.0
6321	4.0
13871721	4.0
62597	4.0
6313	4.0
256	4.0
9016	2.667
9254	2.667
14441700	5.333
61213	5.333
7727	4.0
13836021	4.0
8733	4.0
13863629	1.185
9363	1.5
61111	1.5
7560	4.0
11729	4.0
10606755	1.991
38403	4.48
7636	1.185
374462	0.593
3951	3.0
7616	5.333
552744	5.333
8896	0.64
7615	5.333
387	3.0
5439	5.333
13837650	4.0
13853215	2.222
9392	2.222
7552	4.0
6118	N/A
733	3.0
454209	5.333
66565	1.8
7817	6.0
7081	2.667
11809	4.0
13837280	4.0
236	1.333
11731	4.0
8141	0.980
29036	N/A
13837537	1.333
2340753	5.333
10325184	5.333
107412	2.222
11099	4.0
6309	4.0
558883	4.0
56020	4.0
11806	4.0
1095	0.64
8351654	1.704
3168	4.0
10709	4.0
6312	4.0
258	4.0
6320	4.0
6146	N/A
415	4.0
4444456	4.0
12229	1.5
