Compound Id	BCUT [BCUTp-1l]
7676	5.8810
156255	5.5650
9547	4.0310
6406	4.1265
13862665	3.6642
29001	3.9973
7024	5.6590
7787	6.4538
15077490	4.7652
63054	3.8572
11799	3.1944
7466	3.7952
10053	6.6789
6307	5.8992
7711	5.1927
18971812	3.9321
10781	5.5986
11783	6.2990
7685	6.4657
13630	6.1055
63889	4.1894
9228	3.9614
1108	5.7682
10534	7.0861
7679	4.1999
12643	4.7507
7684	5.4950
12499	3.8003
24590970	4.5934
6950	5.5515
56144	4.0027
11110	5.0653
12209	4.2409
10124	5.8886
24041	3.1520
25886	3.3710
19477	3.2895
17784	3.4860
3973	4.0504
7224	4.0879
11833	4.2464
29000	3.9530
8398	4.1102
6040	3.8744
14672	4.6442
21011	4.4246
10947	4.5817
6165	4.8961
13837702	4.6680
235	3.7729
55091	4.8697
66809	4.5664
62489	4.6295
11080	4.7304
5596	4.8616
392	4.6568
13257	4.1458
12231	4.5571
2606	5.0219
8528	5.3702
8878	6.9880
19231	3.6982
7681	6.6192
11911	6.0832
6342	6.5680
18219	8.0245
7248	5.5577
11661	5.5184
7710	6.4703
768	4.4997
11125	3.0417
10492	3.0810
7463	3.8789
7706	3.6432
11680	3.8789
7701	3.6432
10001	3.7217
7627	3.7217
10571	4.0361
5708	3.1716
19953955	2.8884
13848341	3.9668
76394	4.1404
13835604	3.8393
7138	3.5936
7443	3.3363
913	4.0007
5709	4.0215
7673	6.6325
13875432	4.8387
13875219	4.7164
13837686	5.0832
7013	5.6586
92731	3.4203
13874867	3.9192
71787	3.9094
7745	3.9616
7678	4.6613
13255	5.4148
59447	5.7082
48024	5.6519
8868	5.9307
5593	6.2881
13835932	3.9944
28981	3.9068
4510484	3.9971
7534	4.5082
215929	4.3903
13662	3.5935
123207	4.2617
7090	3.4215
12201	5.1585
11109	5.0436
12446	5.1630
7769	4.6874
63631	5.5810
24263	6.2814
6364	6.7302
7221	5.4582
7240	5.3668
6186	4.9651
6187	5.4773
7238	4.6606
13835772	4.9036
13839082	4.6728
21105871	4.7461
13860335	4.2675
24533	5.3142
28992	5.5888
20843	5.8256
21106032	5.2032
6156	4.6851
789	3.8165
13836520	4.5910
10628694	4.3798
185	5.6832
21106036	3.5794
4444608	3.4939
13837797	4.8919
7794	5.7070
11795	3.9529
120621	4.0315
20119	3.9529
26765	4.1887
192642	4.3459
12821	4.17
12478	4.1553
7389	3.2728
10497	5.4806
109838	4.2023
16778	3.7169
7705	3.7562
13835293	4.3201
13839441	3.8814
13863618	3.8539
28682	4.3108
238	4.0423
123	3.8098
63908	4.1359
9581	3.9766
13875196	3.9079
2018460	3.9550
10512	5.0822
55090	5.6091
456015	6.3643
13869451	5.6517
13854248	5.8962
13869339	5.5294
1151	4.5466
9574	4.0365
11086	6.0211
11857	6.8953
7677	5.4794
11788	5.6729
62589	5.8194
7686	5.7566
776	6.6216
7478	3.6426
15802	5.1768
17976	5.8333
9579	3.9425
10664	3.6230
955	3.6083
13837787	3.5494
1266393	5.2061
13875441	4.9833
13842573	4.7887
6974	5.3724
10437239	3.4383
7767	5.0381
7604	5.1174
7010	5.2756
6163	5.4337
6340	5.7491
7234	5.2801
13854136	5.7162
13835151	5.4858
13860692	5.5644
21105905	5.4059
21106560	5.4267
7242	5.3562
11077	5.8352
11042	5.68
10940	5.9158
10937	5.9992
13842613	5.7576
21132380	5.7586
7223	5.0798
11582	3.6834
6774	4.7789
9218	4.1034
7236	4.0109
7480	4.2975
499714	4.2491
13857694	6.1297
13866817	6.0074
13837988	6.3707
12228	N/A
83866	4.7789
83850	4.7789
6621	4.26
7671	3.8789
7074	4.4409
62467	4.4743
30516	3.3681
10487	5.9584
11846	3.7807
7098	3.4560
61191	3.4413
73412	5.2759
6176	4.4296
10791	4.4296
10788	4.2724
7621	4.1152
11025	4.2724
11095	4.0367
5949	3.4352
63156	3.9242
10101	2.6894
68156	3.9085
9377	3.1587
5026296	5.5127
13648	4.3525
2241	4.3521
13644	4.4150
13856009	4.3942
11087	6.9187
8657	4.69
8665	4.6573
9564	4.7904
447	4.7194
2039535	4.8188
10384035	4.8104
4962	4.3324
10437135	4.8521
7776	5.1484
7180	6.2148
7182	6.2160
10669	6.1254
8531	5.5583
8335	5.6766
10253	6.2325
10979	6.2016
7181	6.2220
13875160	5.8904
13875281	6.1959
13875230	6.0127
13840690	5.56
4449	5.7467
744	4.6040
68832	4.0769
7674	5.8404
8908	6.8165
191367	3.2337
11695	3.9524
7766	5.1551
61487	5.8993
331	4.1012
7142	4.0717
132	4.0570
7145	3.6617
13846959	3.5042
13853943	3.7298
222538	4.2733
65523	4.2316
2849146	4.19
10437210	3.4044
21108548	4.1769
21106019	3.8562
21106014	4.0396
16159	5.8616
7786	6.3551
7219	5.4476
7521	5.84
7641	5.9189
6967	6.0765
9874	4.1964
13054	3.2518
15443	3.8312
10939	4.5142
6179	7.0603
21106470	6.3977
8855	6.2052
11861	4.5719
11845	4.3567
13839308	3.9227
10536	5.3275
7823	4.8792
7812	3.9062
11793	3.9530
7622	4.5817
7459	4.1888
11024	4.0316
11794	4.5032
11678	4.7340
10787	4.7389
7626	5.3539
11996	4.8790
55188	4.8026
11732	4.1102
10790	4.8961
11056	5.0533
11180	5.2063
13866593	4.7128
7703	4.7451
21106020	3.6547
13853953	3.8381
21106013	3.7158
256210	4.3950
7518	6.0807
13876539	3.6348
7132	4.4358
21106524	3.9523
21168826	3.8737
13865424	3.8344
71433	4.9001
455090	5.7354
503239	5.8024
13860775	4.7878
13869480	4.7287
13869414	4.6947
11849	4.6942
11083	5.0832
6988	4.9609
8140	5.2054
65	5.3277
10857	5.3277
6633	5.5683
21111822	5.9561
7239	6.6978
6550	4.6090
26325086	5.2694
71430	4.4770
21106173	5.2684
7765	6.4328
13859497	3.8664
6775	4.2721
11672	4.1340
11773	4.2294
12012	3.0613
7761	3.0810
8552	3.6824
62249	4.3505
7515	3.9575
7475	4.0361
29012	3.6824
11706	3.9575
7064	3.9575
11992	4.0361
10446	3.8789
7065	4.1933
11207996	3.6802
7747	3.7217
11193	4.1933
19956441	2.9084
11107	3.9084
11694	4.2621
11930	4.5765
9903	6.8228
4963	4.4109
953	4.0764
21106146	3.6722
21106144	3.7508
13863774	3.6329
73479	3.4149
58563	4.3668
299166	4.1951
13875320	6.5464
13875258	5.9627
13875392	6.1573
21112023	3.9671
13851576	6.5951
11769	5.2696
10432	4.9319
10328	5.9415
63310	4.6128
59573	4.0818
7161	4.9416
6720	4.9858
13850142	5.6247
390927	5.6283
206493	4.1491
11667	4.7217
21106018	4.8736
12823	4.3288
55205	3.9922
69982	4.0514
10710415	4.1007
13865426	4.0178
6780	6.5654
8098	6.3720
6658	6.8485
9970	4.8477
7528	5.7869
7530	5.7295
11489	5.5205
526	3.6375
6339	8.8829
7984	4.4378
21111817	4.1842
63906	3.8924
3350	4.1306
1446	4.1159
18	4.1306
71	4.0864
7146	4.1011
11121	5.0885
555074	5.1088
7811	4.7182
8562	5.0355
7624	5.6650
8158	5.3494
6079	4.1035
434	4.1646
8071	4.2868
21105959	4.8089
13865438	4.6999
21106135	4.7392
7391	4.8821
28982	4.7121
13839110	4.9086
13839151	5.0657
13865680	5.0611
11604	4.83
13839128	5.0657
13839174	5.2185
13839105	4.83
13839123	4.9872
11021	4.3129
20570	5.8191
7131	4.8977
5830	4.1066
24972	5.7468
10992	4.3522
553171	4.0511
13860817	6.0184
11778	5.8962
13860720	5.7739
136966	5.5850
13848793	3.9787
30572	3.7360
7866	3.7168
19957731	2.9260
10257	3.7248
7211	3.6302
7172	3.6679
13875356	7.4313
13875212	7.4098
13868640	7.2368
10864	3.9827
21181	4.2673
12445	4.1887
122446	4.6602
62534	3.2924
62408	3.3514
11830	5.2991
13835836	4.7395
13835376	4.6497
127750	4.2220
13836399	3.7282
13884973	4.6406
13839416	3.9135
21109330	5.3239
18707	5.2734
6883	4.3567
7189	4.4505
28969	3.8820
61765	4.1874
21111781	3.9117
5915	4.1080
68568	4.3862
64699	3.6353
7140	4.1209
8070	4.1995
7190	4.0816
10181341	3.8820
221226	4.1555
10526	5.0998
120464	5.7667
7150	4.4302
12259	6.4745
13860	6.5638
11563	4.38
7003	4.3834
7662	6.3742
13862559	6.2529
13864445	6.6187
13865630	4.1436
553642	7.0590
8876	6.8506
906	6.8662
13638	6.7369
6480	5.9076
11866	3.8003
13839109	3.6529
11591	3.8468
9454	3.8806
21106148	3.6075
6781	3.7310
206561	4.1902
13803	4.0422
8560	5.0778
11094	5.1174
11023	5.1966
11055	5.2757
10786	5.4337
7619	5.7491
10755	5.5915
11551	5.4335
221082	5.4467
7129	6.1198
8950	5.3188
15965	4.5925
13868660	6.2239
7092	6.7091
924	5.9027
13860641	5.5838
21106525	5.4816
10991	5.5084
13869434	5.8787
6630	6.0359
13840647	5.8787
13860491	5.6430
13869462	5.8001
63903	5.2769
62530	5.2369
13856352	4.9188
551	6.8377
14627	4.7228
191	3.6938
558917	4.2030
6301	5.6014
10616	3.8003
5882	3.6453
8183	3.6969
6646	4.0881
84971	4.0881
388391	4.0881
10980	4.1396
10972	4.2369
6674	4.4315
361	4.1159
13063	5.6115
10797	4.7440
28986	4.4296
7760	4.0759
7838	3.4548
230	4.1743
13842001	4.0615
18801	3.9307
21108576	4.4699
21106518	4.5040
62466	4.4307
62485	4.3914
11460	4.6665
10254	4.5093
21169510	4.9725
880	4.1918
7397	4.1918
8674	4.7197
62517	4.7709
11651	4.6771
10437215	4.9791
60121	4.9118
21105859	4.3079
13848467	3.8285
120548	4.2139
2923	4.6296
28947	3.7257
21105878	4.6939
11625	4.2891
7815	5.1329
7827	5.5176
11761	6.6255
14998	4.6247
21168831	5.4053
15482	5.1043
10975	3.6785
10870	3.7396
10837	3.7267
9120	3.6405
1448	3.6836
22191	4.1162
15438	5.26
14751	5.4837
8909	6.9979
10265264	5.9180
10179173	5.9180
21800	6.1493
15765	6.1493
11699	4.0310
7810	5.1363
12069	3.2533
13839575	4.2037
1253	3.9997
7176	4.3714
10181338	4.0571
21105848	3.9017
10892	4.1797
124	3.8894
87265	3.9639
13848808	4.4155
13860434	3.8572
11629	3.8588
73390	4.3888
10437335	4.3471
38364	6.7643
27488	6.9079
14227	4.5581
13835126	4.4970
17347	6.7928
7385	5.2788
7128	6.0753
11660	5.4869
11409	5.6048
7659	6.0764
6977	5.9978
10236	6.2341
11366	5.2054
21106172	5.6944
7001	5.4499
13029	5.8167
13030	5.5722
11422351	6.6227
6665	3.6020
8341	4.9170
6739	5.2498
7208	4.0930
992	4.2481
8182	4.1447
11038	7.3809
16791	4.8338
11864	4.3031
12161	3.9818
12061	3.9001
7837	3.9333
18717	5.2105
15954	4.8175
11029	4.8961
10511	4.5424
11819	4.5817
99440	4.7389
11543	5.0489
11739	5.1318
11194	5.5248
11216	5.2558
11210	5.5248
7202	3.6634
21168813	4.5144
6881	4.7502
8186	4.4751
21105870	4.1109
21106366	4.2755
15517	4.7529
25890	3.4271
13811	5.2052
7809	6.4141
7042	3.6920
6706	4.2957
68179	3.1027
5979	8.0360
55123	3.0712
7803	3.7021
18688	4.5077
7482	4.1147
10420	4.1147
11843	3.7021
7536	3.9968
55130	4.1933
10433	4.0361
7657	4.1933
22453	4.3505
11045	3.9968
29016	3.7217
14169248	3.0260
11632	3.3288
11265	3.4860
65763	3.7232
392447	3.8863
8097	6.9134
11585	4.3908
78467	4.1991
1906	4.1991
11488212	4.1368
14556	4.4931
7383	6.5622
6642	6.7850
589165	6.5244
11961	6.4433
21111772	6.2629
11954	6.2629
21106586	4.3322
6790	5.7350
8319	6.0628
21106581	3.6576
21106145	3.7215
6023	5.2141
11588	4.2112
6675	4.7177
8883	8.0512
68503	4.2272
10614293	5.9119
7833	5.1029
4516601	5.1179
4516599	5.1401
4512361	5.1179
4512642	5.1401
7835	4.7463
15093	3.9126
11286	3.9035
5142	5.6773
96749	3.6631
61538	5.1443
10246	4.9872
12244	5.2229
10248	5.3015
9911	5.1443
16119	5.3801
13871718	4.0262
25552	5.5511
13658	6.0620
12060	4.7317
11647	3.9001
61739	4.9514
8282	4.9808
6492	5.2747
21106571	6.4974
21106163	6.7377
21106540	6.7409
6737	6.5377
6789	6.2140
61001	3.5545
4446445	3.5490
71628	3.8777
59577	4.6602
11875	3.9295
12010	5.2083
455353	3.7464
205483	4.7005
7278	4.1964
11576	4.1602
6897	4.5139
6035	4.7417
13835344	4.4535
10181339	3.8019
11589	4.1013
30595	4.5139
7175	4.3960
7157	4.4353
8807	7.3633
11865	5.1086
20124	6.9129
17619	3.7781
2068	4.9239
5236	4.6489
4103087	3.7517
6736	6.4187
6788	6.0901
83962	4.1117
7044	3.9414
16359	3.7388
10986	4.1063
191058	4.1703
13835630	4.0908
2937774	4.20
11708	9.6699
86394	4.3094
10411	4.2224
349	5.0976
11035	5.1570
11104	5.7491
10795	6.0643
305	3.9325
10445	5.9119
71193	6.3793
67270	6.3084
6033	6.0383
21159695	5.3043
13853758	5.5644
18724	6.1093
15427	4.8383
10996	4.7979
6296	4.7588
11776	7.8204
17868	5.9441
13867714	6.4493
21105699	6.1047
376	3.7073
11586	3.6551
62472	3.7166
11584	4.4540
29026	3.8102
57726	5.7753
7802	4.0956
441	3.4381
9633	3.1882
11465	4.8236
10243171	4.2114
11332993	4.2311
11610	4.5062
11422	4.9808
194092	4.5062
7199	3.8684
26516	6.6480
27296	4.6924
72556	3.8871
19709	5.0262
391428	6.2814
14198	6.4401
6402	6.5773
14680	5.1252
6478	7.3212
8262	3.7082
8273	3.5443
7888	3.7205
6735	7.0935
6588	3.9214
7420	5.3251
10343	3.7622
19766	5.6944
13047	6.0612
11294	5.3720
75951	4.1358
72793	4.4306
7076	4.4016
10422	4.1096
11863	5.1269
13846749	4.5286
21108577	4.3911
7406	3.8992
21106008	3.8770
65701	4.6047
21105897	4.5727
11596	4.0865
21106900	4.5029
9965	3.8056
10410	5.91
7419	5.1982
8356	5.6017
6999	6.3127
7088	6.6363
7448	5.4991
7183	5.9190
7155	3.7713
11871	5.7567
13835351	3.3107
6773	3.3975
6852	4.8156
2157	3.9854
6604	6.2334
17880	4.3862
99681	4.1406
67460	3.8601
18920	4.5621
11841	5.5516
8569	5.0083
455420	4.3163
7533	4.4246
7434	4.3853
932	3.9358
123993	5.2105
62230	5.3348
9893	4.9074
10586285	3.4312
6688	3.7396
109705	3.5617
7151	3.9799
9724	6.3918
10265270	7.2101
10179239	7.2101
6586	4.3701
13872122	6.4821
11862	6.4047
440	4.1349
7694	4.1540
11716	4.0165
29005	4.1540
8568	3.7119
7538	4.0165
370	3.7119
7073	4.3505
26325090	2.9555
6898	4.2356
556589	3.6734
13854242	4.5480
7310	4.2699
11595	4.1157
6593	6.9925
2441	5.0462
56117	4.6432
68676	4.5401
6635	7.2734
62265	3.9037
20939	6.1896
6828	6.6369
6577	3.8066
13104	3.8427
21106570	6.9854
18177	4.1084
15755	6.4585
67470	6.2751
15756	6.2741
15524	6.2435
14995	6.6630
14994	6.6599
15475	6.7030
15478	6.6989
15476	6.3362
15477	6.7853
62484	4.5256
29025	5.1102
7851	4.7562
7856	5.0864
454638	6.9708
1406720	7.2441
21105998	5.3760
61411	5.3015
69177	5.4587
10244	5.5373
15855	4.9416
24535	5.9261
14678	4.7415
13846663	4.7855
69340	3.9931
63863	3.5448
63968	4.2644
70660	3.6705
62628	3.9375
123860	4.8891
4611	3.7618
13885245	4.3536
6745	4.3536
13876103	4.8622
7279	4.7368
6592	7.0344
3756	3.7211
13850082	4.1413
1266019	3.7843
7850	5.1130
541032	5.6846
58234	5.5127
218253	6.6752
8912	5.8802
2424	4.9632
66656	3.9858
71437	8.2244
10831	6.4973
10829	6.4973
10851	6.1353
10813	6.5760
13677	5.7754
10849	6.1746
10850	6.2532
10909	6.1097
10918	6.1294
10841	6.4103
10908	6.4051
642951	3.9611
917	6.2597
9824	5.2884
1278	6.7130
10437836	3.4556
2206	4.3487
7849	5.1075
17558	5.1174
13439	6.5367
13402	5.9067
76154	6.8621
2915	7.3814
6794	5.6683
21106519	5.2157
65750	5.1645
12637	3.0746
20198	4.4841
7302	6.4984
10903	4.9887
13839012	5.3832
6855	4.5997
7315	4.2776
13846658	4.7862
26325182	4.8769
10025	3.7140
967	6.1834
28993	5.5742
15846	3.8151
29029	3.4431
7670	4.7440
9976	4.5868
12632	4.1054
6287	3.1609
23886	6.7965
33421	6.7601
67465	4.2704
15753	4.3490
79280	4.8004
28973	4.6973
7852	5.1308
72551	4.1457
24641	4.5868
18410	5.1509
8910	7.2699
4366810	4.1096
7848	5.1222
14256731	4.4464
6907	4.6072
8860	6.9785
62310	4.6513
70988	3.9041
86435	3.8105
6840	6.8754
10801842	5.5224
11974	8.4041
15461	5.9160
10404	5.1578
89258	3.7927
192748	3.7909
6835	5.6044
11003	6.5759
10756	6.0429
2656	6.6271
13837329	4.6017
502855	3.9128
34863	6.9197
6753	5.3714
14692	5.1206
12456	4.3911
10438331	3.9151
8574	3.9407
18336	5.5371
59482	4.9860
8935	5.4128
60886	4.0922
66675	5.0972
15488	6.2807
15489	6.0834
558878	3.7245
553578	3.7245
55084	4.2326
7509	4.1737
7800	4.0263
12954	3.4074
13229	3.4860
158870	6.5807
157093	6.3362
83374	6.3668
457144	6.5196
135925	6.7863
457145	6.3974
84188	6.9085
136000	6.7251
135983	6.3057
136001	6.3974
136002	6.8252
136003	6.7251
84235	6.3057
457140	6.9475
12674	6.6469
64155	4.4301
970	6.9739
4590	4.2139
8111	7.0362
12013	3.7214
12044	6.5572
12045	6.1627
12047	5.9654
7299	6.5968
21106140	4.8694
25677	7.1604
67991	5.0225
15803	5.4523
502245	4.2225
10227261	4.1179
44152	4.3736
12809	5.1192
15387	4.7611
8470	4.7674
5027	5.2255
21106365	7.2489
21106091	4.8103
16804	5.6159
55443	3.9730
67653	5.2361
2185	6.5091
2991	5.3852
137720	4.2827
11919	5.3727
26010	6.7295
30600	6.3418
33455	6.3279
33934	6.1140
33932	6.4029
6600	4.3557
2121	5.0837
13849989	4.2030
13849981	5.6014
7506	3.6371
18685	3.9415
3741	5.3697
8374	4.6318
247721	4.0762
15409	4.2735
79969	4.1160
13871489	4.32
23150	4.8118
6807	5.2761
15620	6.5809
15621	6.2139
26260	6.2925
68437	6.5675
15619	6.1886
15861	6.4496
12682	6.1492
42330	4.3683
15413	4.6627
34866	6.8271
34665	6.3585
34664	6.4641
37904	6.7907
34864	6.4030
34188	6.5724
34865	6.1446
14840	5.1124
13448	6.4579
14866	5.5514
20132	3.6463
10400	6.5396
13835294	5.4778
67360	3.8175
12218	4.1103
55075	6.4619
9873	5.6884
14349	5.1289
6842	7.7281
6066	4.1297
512621	4.6133
13090	6.8829
15702	3.5757
11369	7.6334
12219	5.1198
56793	6.9495
454495	6.8883
40191	6.6030
56791	6.3891
35581	6.5252
15495	4.6906
466305	4.1062
65785	4.0939
6916	4.6465
70652	3.7661
12133	4.7176
17131	4.5169
13487	5.1376
7170	6.2281
553649	6.5979
8816	7.3897
15473	6.3103
17099	6.5724
17098	6.0987
33933	6.5242
15474	6.0901
82755	6.6103
82712	6.6418
157094	6.5502
103011	6.5797
102798	7.0298
82762	6.8464
27793	7.3965
82754	6.8474
457138	6.3668
102897	6.4279
457139	6.9696
102947	6.9696
97173	6.4279
102720	6.4585
102801	7.0298
102833	6.7907
102721	6.6418
102856	6.8474
102933	6.7937
103066	6.5502
97172	6.7937
106355	6.8854
15486	5.0336
12220	5.0653
7882	3.9505
63518	5.0253
707	7.5441
8067	7.4717
6827	6.9563
5807	4.1788
8800	7.2785
29153	7.4868
70682	6.3976
11439687	5.2647
56774	7.0107
82765	6.6336
7511	4.1835
7872	3.7193
14846	4.0312
2863	3.7193
7600	3.6354
12699	6.5877
8058	4.8902
3918	5.0674
24326358	6.4229
3008	4.8285
13835706	3.7607
66655	4.9119
34868	6.3724
37905	6.7448
34869	6.1293
37918	6.6474
37915	6.3432
34867	6.3724
25605	6.7448
26011	6.1293
34870	6.6030
34666	6.5853
21924	6.1216
29117	6.9117
8241	4.8670
69371	6.0819
70806	4.2868
1710	4.6803
12635	5.1156
8576	4.7635
25472	4.8176
2169	5.2355
453675	3.9630
40130	4.3273
2297441	3.7040
34095	3.9436
8329	5.3044
60858	5.2588
6610	5.1999
34874	6.8575
36972	6.8475
56788	6.3738
533188	6.7086
35579	6.4946
16182	6.3652
46262	6.8438
35580	6.3738
