Compound Id	Weight
937	18.010565
127983	29.997989
217	17.026549
692	30.010565
763	34.005479
748	27.010899
23208	47.984744
291	16.0313
11148	34.021878
391	33.987721
274	43.989829
923	44.001063
6105	52.012457
21106179	70.003035
6086	26.015650
864	32.026215
8960	32.037448
22814	33.997237
6153	87.993613
518	81.932171
278	46.005479
1087	63.9619
16641	64.966841
6085	28.0313
6089	31.042199
4514529	34.968853
22408	77.945072
9642	40.0313
13571291	52.018724
693	45.021464
6087	49.992328
11153	67.982906
6084	30.046950
6102	41.026549
7568	74.987577
172	44.026215
6132	85.973484
9243	48.037528
2275	72.021129
12066	74.036779
10205670	78.011708
10441	60.057515
4937830	56.026215
6111	42.046950
6135	61.016378
6083	93.941812
6128	66.028107
6123	59.073499
9484	84.018685
6095	40.0313
7956	46.041865
682	46.041865
1019	67.029623
9990	54.046950
4514586	78.918337
12577	102.009263
9286	102.009263
11727	57.021464
16425	145.962490
7577	60.021129
171	60.021129
1143	60.032363
6098	61.992328
9256	119.999841
9994	58.041865
7954	42.046950
6101	45.057849
654	45.057849
6108	75.944142
6104	83.953355
8900	68.024872
6191	137.990419
21106169	100.013599
21112738	73.992328
7559	56.026215
4481813	59.037114
28994	59.037114
173	59.037114
6088	141.927948
13835235	62.036779
6130	101.943934
6097	64.007978
6314	70.041865
11228	74.073165
13836713	74.019021
6151	119.934512
6094	44.0626
70850	73.089149
11811	73.089149
6145	73.089149
6310	73.089149
773	68.037448
7738	68.026215
5978	94.008850
12197	52.0313
7566	55.042199
6093	127.902840
512	58.041865
13872989	58.041865
175	58.041865
2018165	99.989134
6148	99.989134
12640	81.045273
8902	80.037448
13835336	61.052764
6103	62.019021
1039	62.019021
7030	88.016044
6333	72.021129
71390	145.893418
6338	75.032028
6092	107.957462
2005981	76.009519
21106015	80.002893
19475	86.048013
23730	88.063663
7736	67.042199
12442	125.948040
16841	135.970291
7557	54.046950
7558	54.046950
10772140	93.982157
11154	175.888976
13835977	57.057849
1004	60.057515
3644	60.057515
13835550	60.068748
13835316	95.953355
553742	95.953355
558928	95.953355
1577	83.035771
7790	90.031694
2916	171.852324
8899	84.998620
6190	153.960869
7734	74.036779
1005	74.036779
6335	74.036779
5894	74.048013
13836674	76.007978
659	78.013936
29008	71.073499
11749	88.088815
11910	86.073165
7012	86.073165
11065	86.073165
6164	88.088815
11239	88.088815
5977	117.914383
7330	66.046950
62827	134.015491
7546	72.057515
7737	72.057515
11756	91.026943
4514549	126.904473
3102535	96.044939
363458	101.084064
7556	56.0626
56442	56.0626
4449912	56.0626
7957	56.0626
7564	59.073499
1114	59.073499
7777	87.1048
7606	87.1048
8904	80.037448
8903	80.037448
6149	135.904961
6125	97.969006
29040	179.919775
454215	179.919775
7029	86.036779
7739	84.003371
9391	114.029249
7733	70.041865
394562	70.041865
6322	70.041865
60524	73.052764
6330	73.052764
6334	73.052764
5993	73.052764
6100	155.943598
13837190	76.052430
13835224	76.052430
7728	76.052430
13839553	76.052430
558020	98.028026
62808	98.028026
124968	98.028026
14829	115.959584
21111820	98.019021
10437	78.023628
6121	78.023628
558875	183.852324
8544	68.0626
7553	119.957462
11526	90.031694
592	90.031694
10771217	127.943185
10498	89.003227
6119	161.863868
81815	113.009950
14694	133.950162
30713	133.950162
7555	58.078250
6120	58.078250
24043	100.063663
19476	100.063663
6177	102.068080
8012	102.068080
12957	102.079313
13875283	110.053179
1020	79.042199
10340	82.041865
12225	81.045273
1348	82.053098
844	104.010959
29015	88.052430
10018	88.052430
7717	69.057849
6311	69.057849
7732	72.057515
6321	72.057515
13871721	72.057515
62597	72.057515
6313	72.057515
256	72.057515
9016	151.940740
9254	151.940740
14441700	114.004784
61213	114.004784
7727	75.068414
13836021	75.068414
8733	75.068414
13863629	96.021129
9363	97.032777
61111	97.032777
7560	76.034671
11729	76.034671
10606755	168.000984
38403	168.000984
7636	102.031694
374462	86.084398
3951	86.036779
7616	86.036779
552744	86.036779
8896	70.078250
7615	89.047679
387	89.047679
5439	89.047679
13837650	97.969006
13853215	169.931318
9392	169.931318
7552	121.973112
6118	121.973112
733	92.047344
454209	94.059407
66565	115.023356
7817	100.088815
7081	100.088815
11809	94.018543
13837280	129.914383
236	78.046950
11731	93.991092
8141	84.057515
29036	205.813352
13837537	87.068414
2340753	177.899646
10325184	177.899646
107412	149.985941
11099	68.0626
6309	68.0626
558883	68.0626
