Compound Id	FragmentComplexity
937	0.01
127983	1.02
217	0.01
692	1.01
763	1.02
748	1.01
23208	2.03
291	0.0
11148	1.01
391	0.01
274	2.02
923	2.03
6105	2.02
21106179	3.03
6086	1.0
864	1.01
8960	1.02
22814	0.01
6153	4.04
518	0.01
278	2.02
1087	2.03
16641	2.03
6085	1.0
6089	1.01
4514529	0.01
22408	0.01
9642	2.0
13571291	3.01
693	2.02
6087	1.01
11153	2.02
6084	1.0
6102	2.01
7568	3.02
172	2.01
6132	3.03
9243	2.01
2275	5.02
12066	5.02
10205670	4.03
10441	3.01
4937830	3.01
6111	3.0
6135	3.03
6083	1.01
6128	3.02
6123	3.01
9484	4.03
6095	2.0
7956	2.01
682	2.01
1019	5.02
9990	3.0
4514586	0.01
12577	5.04
9286	5.04
11727	3.02
16425	6.07
7577	3.02
171	3.02
1143	3.03
6098	2.01
9256	6.05
9994	4.01
7954	2.0
6101	2.01
654	2.01
6108	2.02
6104	2.02
8900	5.03
6191	7.06
21106169	5.04
21112738	3.01
7559	3.01
4481813	3.02
28994	3.02
173	3.02
6088	1.01
13835235	3.02
6130	3.03
6097	2.01
6314	4.01
11228	4.01
13836713	3.01
6151	4.04
6094	2.0
70850	4.01
11811	4.01
6145	4.01
6310	4.01
773	5.02
7738	5.01
5978	4.03
12197	3.0
7566	3.01
6093	2.02
512	3.01
13872989	3.01
175	3.01
2018165	4.03
6148	4.03
12640	6.02
8902	6.02
13835336	3.02
6103	2.01
1039	2.01
7030	6.03
6333	4.02
71390	3.03
6338	4.03
6092	2.01
2005981	3.03
21106015	3.02
19475	5.03
23730	5.03
7736	5.01
12442	3.02
16841	6.05
7557	3.0
7558	3.0
10772140	4.03
11154	2.02
13835977	3.01
1004	3.01
3644	3.01
13835550	3.02
13835316	3.02
553742	4.02
558928	4.02
1577	6.04
7790	6.03
2916	2.02
8899	5.02
6190	7.06
7734	4.02
1005	4.02
6335	4.02
5894	4.03
13836674	3.01
659	3.02
29008	5.01
11749	5.01
11910	5.01
7012	5.01
11065	5.01
6164	5.01
11239	5.01
5977	3.03
7330	5.0
62827	7.05
7546	5.01
7737	5.01
11756	5.04
4514549	0.01
3102535	7.02
363458	7.02
7556	3.0
56442	3.0
4449912	3.0
7957	3.0
7564	3.01
1114	3.01
7777	5.01
7606	5.01
8904	6.02
8903	6.02
6149	4.04
6125	3.02
29040	6.05
454215	6.05
7029	6.02
7739	5.01
9391	6.04
7733	4.01
394562	4.01
6322	4.01
60524	4.02
6330	4.02
6334	4.02
5993	4.02
6100	2.01
13837190	4.02
13835224	4.02
7728	4.02
13839553	4.02
558020	7.03
62808	7.03
124968	7.03
14829	4.03
21111820	6.01
10437	3.01
6121	3.01
558875	13.02
8544	5.0
7553	3.01
11526	5.03
592	5.03
10771217	5.04
10498	4.02
6119	3.03
81815	8.06
14694	5.04
30713	5.04
7555	3.0
6120	3.0
24043	6.03
19476	6.03
6177	6.02
8012	6.02
12957	6.03
13875283	8.01
1020	6.01
10340	6.01
12225	6.02
1348	6.02
844	6.04
29015	6.02
10018	6.02
7717	4.01
6311	4.01
7732	4.01
6321	4.01
13871721	4.01
62597	4.01
6313	4.01
256	4.01
9016	6.05
9254	6.05
14441700	5.03
61213	5.03
7727	4.02
13836021	4.02
8733	4.02
13863629	7.02
9363	7.02
61111	7.02
7560	3.01
11729	3.01
10606755	9.07
38403	9.07
7636	7.03
374462	6.02
3951	5.02
7616	5.02
552744	5.02
8896	5.0
7615	5.03
387	5.03
5439	5.03
13837650	3.02
13853215	7.06
9392	7.06
7552	3.01
6118	3.01
733	5.03
454209	5.02
66565	8.03
7817	6.01
7081	6.01
11809	4.02
13837280	4.03
236	6.0
11731	3.02
8141	6.01
29036	3.03
13837537	6.02
2340753	5.04
10325184	5.04
107412	7.05
11099	4.0
6309	4.0
558883	4.0
56020	4.0
11806	4.0
1095	5.01
8351654	9.07
3168	4.01
10709	4.01
6312	4.01
258	4.01
6320	4.01
6146	4.01
415	4.02
4444456	5.02
12229	7.02
9614	7.01
5730	4.04
7551	3.02
2282428	6.05
9251	6.05
3441	6.05
9461	7.04
8329688	5.03
61346	8.06
9095782	7.04
21171407	3.01
7782	5.02
11755	5.02
10653	5.02
8525	5.02
6341	5.02
259	5.02
23621376	5.03
7021	5.03
11244	5.03
1141	8.04
21111806	8.02
21108550	8.02
9325	8.02
7961	5.04
10251740	8.03
66021	7.03
10437074	7.03
66996	7.03
6042	4.03
6326	4.03
10325078	7.06
11117	6.0
2062437	6.04
13867413	6.03
10675065	8.05
7630	6.03
7026	6.01
8554	6.01
7028	6.01
13835459	6.02
29004	9.03
13634	8.01
6106	2.02
10765	4.0
7713	4.0
4483639	4.0
4483638	4.0
10113	4.0
7469	7.02
7472	7.02
6649	7.02
21943	7.03
84036	7.03
68152	7.03
25889	7.03
7018	5.03
7716	4.01
23255	4.01
11230	4.01
7730	4.01
13838404	3.03
971	7.01
10008	7.02
7688	7.02
1664	7.02
71089	7.02
8543	4.02
6316	4.02
62826	7.05
10197150	7.04
10488	7.02
21168808	6.01
13647	9.03
221117	44.0
7220	8.0
10364	8.0
7672	7.01
59674	5.01
11752	5.02
13816	5.02
29107	5.02
61707	5.02
10464	5.02
65936	8.03
2038738	8.03
31029	3.01
6122	3.01
13836589	5.02
13836591	5.02
10948	5.02
13835209	5.02
13861343	6.06
4489	8.02
11351244	22.0
577	8.04
9360	8.02
9350	8.02
9326	8.02
9253	6.05
83734	6.05
71312	6.05
2293678	6.05
23055	5.03
