Compound Id	BPol
13860641	11.365
21106525	11.365
10991	11.365
13869434	11.365
6630	11.365
13840647	11.365
13860491	11.365
13869462	11.365
63903	13.345
62530	13.345
13856352	11.365
551	10.662
14627	9.270
191	12.848
558917	19.678
6301	19.678
10616	7.680
5882	7.680
8183	7.680
6646	13.118
84971	13.118
388391	13.118
10980	7.714
10972	7.714
6674	7.714
361	7.517
13063	13.118
10797	16.263
28986	16.263
7760	16.263
7838	16.263
230	11.620
13842001	18.378
18801	15.738
21108576	10.137
21106518	10.137
62466	10.137
62485	10.137
11460	11.457
10254	10.137
21169510	9.6
880	11.457
7397	10.137
8674	14.764
62517	12.848
11651	12.848
10437215	15.488
60121	12.848
21105859	12.848
13848467	12.848
120548	14.530
2923	4.780
28947	11.620
21105878	14.764
11625	11.654
7815	17.585
7827	17.585
11761	17.585
14998	31.701
21168831	10.259
15482	25.804
10975	6.885
10870	6.885
10837	6.885
9120	6.885
1448	6.885
22191	15.034
15438	17.491
14751	17.491
8909	17.491
10265264	17.491
10179173	17.491
21800	17.491
15765	17.491
11699	17.746
7810	15.502
12069	15.468
13839575	21.053
1253	9.704
7176	11.620
10181338	11.620
21105848	11.620
10892	11.620
124	9.704
87265	10.014
13848808	11.620
13860434	11.620
11629	11.620
73390	14.260
10437335	14.260
38364	5.410
27488	5.410
14227	9.030
13835126	9.030
17347	15.222
7385	13.118
7128	13.118
11660	13.118
11409	13.118
7659	13.118
6977	13.118
10236	13.118
11366	4.540
21106172	4.540
7001	4.540
13029	4.540
13030	4.540
11422351	17.841
6665	9.238
8341	8.746
6739	8.746
7208	8.475
992	8.475
8182	8.475
11038	9.253
16791	15.305
11864	15.305
12161	35.262
12061	10.499
7837	17.491
18717	17.491
15954	17.491
11029	17.491
10511	17.491
11819	17.491
99440	17.491
11543	17.491
11739	17.491
11194	17.491
11216	17.491
11210	17.491
7202	8.235
21168813	11.890
6881	11.890
8186	11.890
21105870	10.932
21106366	11.890
15517	11.548
25890	23.482
13811	26.782
7809	13.512
7042	7.680
6706	7.714
68179	16.490
5979	2.520
55123	18.179
7803	16.263
18688	18.179
7482	18.179
10420	18.179
11843	18.179
7536	18.179
55130	18.179
10433	18.179
7657	18.179
22453	18.179
11045	18.179
29016	18.179
14169248	15.603
11632	16.923
11265	16.923
65763	7.007
392447	9.704
8097	13.118
11585	12.053
78467	10.137
1906	11.457
11488212	10.002
14556	14.033
7383	11.129
6642	19.678
589165	9.886
11961	4.973
21111772	4.973
11954	4.973
21106586	16.950
6790	9.179
8319	9.179
21106581	9.866
21106145	9.866
6023	9.9
11588	10.014
6675	10.014
8883	17.491
68503	33.346
10614293	18.585
7833	17.491
4516601	17.491
4516599	17.491
4512361	17.491
4512642	17.491
7835	17.925
15093	9.030
11286	8.205
5142	13.902
96749	14.076
61538	13.118
10246	13.118
12244	13.118
10248	13.118
9911	13.118
16119	13.118
13871718	13.118
25552	15.758
13658	15.758
12060	13.118
11647	18.179
61739	8.746
8282	8.746
6492	8.746
21106571	3.866
21106163	3.866
21106540	3.866
6737	8.072
6789	8.072
61001	12.219
4446445	16.263
71628	17.945
59577	19.336
11875	17.491
12010	17.802
455353	19.407
205483	11.890
7278	13.806
11576	11.890
6897	13.806
6035	11.890
13835344	13.806
10181339	11.890
11589	11.890
30595	13.806
7175	13.806
7157	13.806
8807	8.746
11865	16.818
20124	9.169
17619	46.181
2068	16.602
5236	16.602
4103087	7.318
6736	10.932
6788	10.932
83962	24.738
7044	7.007
16359	7.007
10986	10.662
191058	10.662
13835630	18.378
2937774	14.331
11708	11.553
86394	15.126
10411	10.784
349	19.678
11035	19.678
11104	19.678
10795	19.678
305	11.620
10445	19.678
71193	16.975
67270	15.655
6033	15.655
21159695	13.552
13853758	13.552
18724	15.532
15427	13.552
10996	16.043
6296	16.263
11776	7.150
17868	11.386
13867714	11.386
21105699	11.386
376	15.034
11586	11.782
62472	11.782
11584	11.816
29026	17.058
57726	17.491
7802	18.449
441	18.449
9633	19.788
11465	13.643
10243171	13.643
11332993	13.643
11610	13.643
11422	14.963
194092	12.323
7199	14.963
26516	13.429
27296	15.034
72556	15.034
19709	15.034
391428	17.491
14198	17.491
6402	17.491
14680	19.771
6478	10.932
8262	8.610
8273	8.610
7888	25.009
6735	8.942
6588	8.908
7420	12.445
10343	9.071
19766	3.866
13047	3.866
11294	8.072
75951	17.221
72793	17.221
7076	18.179
10422	19.932
11863	17.688
13846749	13.806
21108577	15.722
7406	13.806
21106008	15.722
65701	12.2
21105897	13.806
11596	13.806
21106900	13.806
9965	11.890
10410	15.305
7419	15.305
8356	15.305
6999	15.305
7088	15.305
7448	15.305
7183	15.305
7155	7.843
11871	17.585
13835351	11.115
6773	11.115
6852	12.848
2157	12.578
6604	7.626
17880	17.491
99681	24.738
67460	12.685
18920	19.678
11841	21.594
8569	21.594
455420	21.594
7533	19.678
7434	19.678
932	19.678
123993	19.678
62230	19.678
9893	14.076
10586285	13.106
6688	7.048
109705	14.107
7151	7.116
9724	19.678
10265270	19.678
10179239	19.678
6586	9.704
13872122	13.315
11862	15.698
440	15.305
7694	20.365
11716	20.365
29005	20.365
8568	20.365
7538	20.365
370	18.449
7073	20.365
26325090	19.109
6898	12.848
556589	13.806
13854242	14.239
7310	15.559
11595	14.963
6593	10.499
2441	18.449
56117	35.803
68676	10.273
6635	2.520
62265	8.638
20939	17.491
6828	10.932
6577	12.550
13104	25.669
21106570	3.193
18177	12.415
15755	7.399
67470	7.399
15756	7.399
15524	7.399
14995	7.399
14994	7.399
15475	7.399
15478	7.399
15476	7.399
15477	7.399
62484	14.116
29025	19.678
7851	20.111
7856	21.431
454638	26.237
1406720	26.237
21105998	15.305
61411	15.305
69177	15.305
10244	15.305
15855	16.263
24535	17.945
14678	15.305
13846663	15.305
69340	15.305
63863	46.181
63968	11.457
70660	18.704
62628	19.678
123860	23.510
4611	14.076
13885245	15.992
6745	14.076
13876103	15.034
7279	16.716
6592	10.932
3756	27.195
13850082	24.738
1266019	24.738
7850	19.005
541032	7.150
58234	19.678
218253	10.259
8912	25.155
2424	20.108
66656	48.367
71437	17.688
10831	13.118
10829	13.118
10851	13.118
10813	13.118
13677	13.118
10849	13.118
10850	13.118
10909	13.118
10918	13.118
10841	13.118
10908	13.118
642951	11.109
917	18.605
9824	9.704
1278	11.386
10437836	17.674
2206	17.312
7849	21.864
17558	21.864
13439	21.864
13402	21.864
76154	20.481
2915	11.026
6794	18.378
21106519	15.738
65750	17.718
12637	17.674
20198	19.407
7302	12.848
10903	10.932
13839012	10.932
6855	11.890
7315	15.722
13846658	10.932
26325182	11.965
10025	17.221
967	3.193
28993	17.491
15846	19.245
29029	20.636
7670	20.636
9976	20.636
12632	20.636
6287	30.584
23886	9.586
33421	9.586
67465	15.830
15753	15.830
79280	17.221
28973	17.221
7852	21.958
72551	19.407
24641	19.407
18410	21.864
8910	21.864
4366810	22.119
7848	19.875
14256731	22.552
6907	15.992
8860	11.159
62310	15.992
70988	15.992
86435	15.992
6840	12.848
10801842	21.271
11974	7.346
15461	17.491
10404	17.491
89258	10.029
192748	11.945
6835	11.365
11003	12.685
10756	19.678
2656	21.594
13837329	16.680
502855	16.680
34863	8.912
6753	11.620
14692	19.678
12456	19.678
10438331	8.807
8574	21.864
18336	18.366
59482	16.263
8935	17.058
60886	9.624
66675	41.398
15488	10.259
15489	10.259
558878	18.449
553578	18.449
55084	22.552
7509	22.552
7800	22.552
12954	21.296
13229	21.296
158870	6.726
157093	6.726
83374	6.726
457144	6.726
135925	6.726
457145	6.726
84188	6.726
136000	6.726
135983	6.726
136001	6.726
136002	6.726
136003	6.726
84235	6.726
457140	6.726
12674	17.491
64155	19.066
970	10.932
4590	17.746
8111	10.932
12013	29.381
12044	13.118
12045	13.118
12047	13.118
7299	13.118
21106140	19.137
25677	8.239
67991	43.154
15803	21.864
502245	16.517
10227261	23.510
44152	17.312
12809	21.864
15387	22.297
8470	16.043
5027	18.818
21106365	12.779
21106091	17.491
16804	17.491
55443	17.491
67653	18.331
2185	12.252
2991	11.890
137720	18.179
11919	36.344
26010	9.586
30600	9.586
33455	9.586
33934	9.586
33932	9.586
6600	12.323
2121	16.716
13849989	19.678
13849981	19.678
7506	20.636
18685	21.864
3741	9.812
8374	18.179
247721	18.179
15409	18.179
79969	16.263
13871489	21.053
23150	50.554
6807	10.259
15620	15.305
15621	15.305
26260	15.305
68437	15.305
15619	15.305
15861	15.305
12682	15.305
42330	19.499
15413	39.906
34866	8.912
34665	8.912
34664	8.912
37904	8.912
34864	8.912
34188	8.912
34865	8.912
14840	24.051
13448	24.051
14866	17.491
20132	16.923
10400	13.345
13835294	10.662
67360	21.431
12218	22.822
55075	7.346
9873	11.984
14349	24.144
6842	13.306
6066	14.076
512621	51.711
13090	15.310
15702	19.232
11369	14.050
12219	22.061
56793	8.239
454495	8.239
40191	8.239
56791	8.239
35581	8.239
15495	18.179
466305	18.179
65785	18.179
6916	18.179
70652	18.179
12133	23.594
17131	35.533
13487	19.678
7170	19.678
553649	13.118
8816	13.118
15473	9.586
17099	9.586
17098	9.586
33933	9.586
15474	9.586
82755	6.053
82712	6.053
157094	6.053
103011	6.053
102798	6.053
82762	6.053
27793	6.053
82754	6.053
457138	6.053
102897	6.053
457139	6.053
102947	6.053
97173	6.053
102720	6.053
102801	6.053
102833	6.053
102721	6.053
102856	6.053
102933	6.053
103066	6.053
97172	6.053
106355	6.053
15486	24.051
12220	25.967
7882	24.051
63518	18.449
707	9.079
8067	2.520
6827	24.051
5807	19.590
8800	10.932
29153	10.932
70682	20.071
11439687	19.698
56774	7.566
82765	7.566
7511	24.738
7872	24.738
14846	24.738
2863	22.822
7600	22.822
12699	13.118
8058	13.806
3918	27.811
24326358	11.025
3008	15.370
13835706	23.927
66655	50.554
34868	8.912
37905	8.912
34869	8.912
37918	8.912
37915	8.912
34867	8.912
25605	8.912
26011	8.912
34870	8.912
34666	8.912
21924	8.912
29117	17.408
8241	25.426
69371	46.358
70806	11.890
1710	16.354
12635	24.051
8576	24.484
25472	18.230
2169	21.005
453675	19.678
40130	22.574
2297441	19.585
34095	24.051
8329	12.848
60858	13.643
6610	13.643
34874	8.239
36972	8.239
56788	8.239
533188	8.239
35579	8.239
16182	8.239
46262	8.239
35580	8.239
82818	8.239
56790	8.239
56795	8.239
33458	8.239
82777	8.239
35584	8.239
56785	8.239
56792	8.239
34189	8.239
2283071	17.491
4932499	17.491
6453	9.988
13249	33.754
4450907	24.667
7964	30.443
13619	26.237
13303	23.958
13302	23.958
5004	21.594
15853	23.617
12972	25.009
7871	25.009
36973	7.566
37744	7.566
46894	7.566
45444	7.566
56769	7.566
56780	7.566
34847	7.566
39406	7.566
35081	7.566
56781	7.566
56771	7.566
56232	27.422
27749	20.146
8030	14.076
8093	14.076
13856959	15.992
8577	26.331
71876	24.738
34667	8.912
34871	8.912
34873	8.912
56784	8.912
34872	8.912
14620	25.781
102741	5.380
97055	5.380
97198	5.380
102834	5.380
102722	5.380
154865	5.380
96948	5.380
102743	5.380
102857	5.380
154866	5.380
106356	5.380
102787	5.380
97240	5.380
102742	5.380
68328	50.554
4268	18.334
4599	17.312
33416	31.444
13492	21.864
13837303	21.053
34859	6.893
84346	6.893
56760	6.893
56755	6.893
33666	6.893
6838	15.261
6270	44.008
7892	26.237
66887	20.636
89076	17.448
5026	20.048
36975	7.566
56778	7.566
56787	8.239
35583	8.239
82807	8.239
56794	8.239
33386	8.239
33457	8.239
47912	8.239
82817	8.239
46893	8.239
33280	8.239
35582	8.239
33304	8.239
46263	8.239
67594	22.650
3513	22.778
220998	25.669
17339596	19.033
8060	15.992
5233	17.404
14916	12.486
7891	26.237
10452	68.866
61266	12.030
20848	23.191
4768	23.191
43354	7.566
37779	7.566
45445	7.566
36974	7.566
35585	7.566
34848	7.566
84344	7.566
34850	7.566
82819	7.566
56772	7.566
82820	7.566
16415	7.566
56779	7.566
56768	7.566
56777	7.566
84345	7.566
34668	7.566
28552	20.572
3544	20.636
21361761	17.448
1262	18.179
4333	16.386
4575	23.872
2079	23.872
6193	32.630
82783	6.893
34852	6.893
37000	6.893
37019	6.893
56765	6.893
39198	6.893
82740	6.893
56761	6.893
56756	6.893
56766	6.893
83413	6.893
34851	6.893
36976	6.893
56767	6.893
56763	6.893
7890	28.423
12705	26.145
26325183	21.870
16387	45.924
6514	15.034
2457	15.396
15789876	28.841
3841535	13.806
16177	25.804
33281	8.239
56786	8.239
56789	8.239
33456	8.239
46264	8.239
13300034	10.426
21153	27.195
10106	37.143
1361549	20.636
32555	21.344
97257	4.706
97224	4.706
102923	4.706
96868	4.706
96864	4.706
97234	4.706
97233	4.706
154062	4.706
97142	4.706
5739	13.118
8817	13.118
56782	6.220
36977	6.220
83414	6.220
84348	6.220
82823	6.220
33617	27.967
4759	27.967
30881	27.967
3277	16.373
11632871	33.631
15747	24.051
4444100	13.806
10033	38.127
33282	7.566
46285	7.566
46284	7.566
82806	7.566
56776	7.566
47913	7.566
32952	7.566
45446	7.566
43353	7.566
56773	7.566
7901	28.423
66895	22.822
199342	22.822
6371	17.491
86007	25.155
12549	24.836
7757	29.111
7875	29.111
59483	68.377
34853	6.893
37745	6.893
36978	6.893
34190	6.893
34191	6.893
36771	6.893
36710	6.893
56757	6.893
549017	6.893
84347	6.893
56764	6.893
56758	6.893
47914	6.893
56762	6.893
33984	6.893
33983	6.893
91432	20.910
2700	15.546
16180	28.423
12933	44.712
7340	31.497
4445317	22.822
204209	20.791
4444102	13.806
72056	28.423
4437893	18.179
34860	6.220
82738	6.220
36982	6.220
36979	6.220
47915	6.220
56783	6.220
36981	6.220
37004	6.220
