Compound Id	AutocorrelationMass [ATSm1]
937	1.774
127983	3.134
217	1.360
692	2.774
763	3.549
748	2.360
23208	5.323
291	1.0
11148	3.502
391	7.128
274	4.549
923	4.494
6105	6.004
21106179	8.506
6086	2.0
864	2.774
8960	2.720
22814	6.650
6153	11.008
518	43.218
278	4.549
1087	10.677
16641	11.847
6085	2.0
6089	2.360
4514529	8.713
22408	38.911
9642	3.0
13571291	4.360
693	4.134
6087	9.713
11153	12.215
6084	2.0
6102	3.360
7568	12.073
172	3.774
6132	14.717
9243	4.502
2275	6.549
12066	6.549
10205670	8.051
10441	4.774
4937830	4.774
6111	3.0
6135	5.909
6083	45.258
6128	7.004
6123	4.360
9484	9.506
6095	3.0
7956	3.774
682	3.774
1019	5.720
9990	4.0
4514586	44.258
12577	12.008
9286	12.008
11727	5.134
16425	22.140
7577	5.549
171	5.549
1143	5.494
6098	10.713
9256	14.510
9994	4.774
7954	3.0
6101	3.360
654	3.360
6108	15.256
6104	18.426
8900	6.080
6191	17.012
21106169	11.281
21112738	11.713
7559	4.774
4481813	5.134
28994	5.134
173	5.134
6088	112.639
13835235	5.549
6130	20.928
6097	10.713
6314	5.774
11228	5.774
13836713	10.128
6151	23.430
6094	3.0
70850	5.360
11811	5.360
6145	5.360
6310	5.360
773	5.720
7738	5.774
5978	12.677
12197	4.0
7566	4.360
6093	53.971
512	4.774
13872989	4.774
175	4.774
2018165	15.717
6148	15.717
12640	6.720
8902	6.720
13835336	5.134
6103	9.128
1039	9.128
7030	8.323
6333	6.549
71390	56.473
6338	6.909
6092	46.258
2005981	10.848
21106015	12.487
19475	7.494
23730	7.494
7736	5.360
12442	48.760
16841	20.721
7557	4.0
7558	4.0
10772140	14.262
11154	121.351
13835977	4.360
1004	4.774
3644	4.774
13835550	4.720
13835316	19.426
553742	19.426
558928	19.426
1577	7.440
7790	8.323
2916	89.516
8899	11.488
6190	23.223
7734	6.549
1005	6.549
6335	6.549
5894	6.494
13836674	11.713
659	10.902
29008	5.360
11749	6.774
11910	6.774
7012	6.774
11065	6.774
6164	6.774
11239	6.774
5977	27.138
7330	5.0
62827	15.510
7546	5.774
7737	5.774
11756	8.683
4514549	111.639
3102535	8.134
363458	8.134
7556	4.0
56442	4.0
4449912	4.0
7957	4.0
7564	4.360
1114	4.360
7777	6.360
7606	6.360
8904	6.720
8903	6.720
6149	29.640
6125	19.426
29040	56.266
454215	56.266
7029	7.549
7739	11.128
9391	12.281
7733	5.774
394562	5.774
6322	5.774
60524	6.134
6330	6.134
6334	6.134
5993	6.134
6100	113.639
13837190	6.549
13835224	6.549
7728	6.549
13839553	6.549
558020	9.222
62808	9.222
124968	9.222
14829	21.928
21111820	12.128
10437	11.713
6121	11.713
558875	90.516
8544	5.0
7553	47.258
11526	8.323
592	8.323
10771217	22.974
10498	13.073
6119	62.684
81815	10.989
14694	24.430
30713	24.430
7555	4.0
6120	4.0
24043	8.494
19476	8.494
6177	8.549
8012	8.549
12957	8.494
13875283	9.502
1020	6.360
10340	6.774
12225	6.720
1348	6.720
844	10.098
29015	7.549
10018	7.549
7717	5.360
6311	5.360
7732	5.774
6321	5.774
13871721	5.774
62597	5.774
6313	5.774
256	5.774
9016	26.932
9254	26.932
14441700	16.717
61213	16.717
7727	6.134
13836021	6.134
8733	6.134
13863629	8.549
9363	8.862
61111	8.862
7560	10.128
11729	10.128
10606755	19.787
38403	19.787
7636	9.323
374462	6.720
3951	7.549
7616	7.549
552744	7.549
8896	5.0
7615	7.909
387	7.909
5439	7.909
13837650	19.426
13853215	29.434
9392	29.434
7552	47.258
6118	47.258
733	8.323
454209	9.004
66565	11.364
7817	7.774
7081	7.774
11809	13.487
13837280	28.138
236	6.0
11731	16.256
8141	6.774
29036	98.229
13837537	7.134
2340753	59.975
10325184	59.975
107412	21.721
11099	5.0
6309	5.0
558883	5.0
56020	5.0
11806	5.0
1095	11.128
8351654	12.763
3168	5.774
10709	5.774
6312	5.774
258	5.774
6320	5.774
6146	5.774
415	5.720
4444456	20.426
12229	8.134
9614	8.502
5730	35.851
7551	90.516
2282428	62.477
9251	62.477
3441	62.477
9461	13.281
8329688	52.262
61346	24.223
9095782	14.008
21171407	114.639
7782	7.549
11755	7.549
10653	7.549
8525	7.549
6341	7.549
259	7.549
23621376	7.494
7021	7.494
11244	7.494
1141	10.269
21111806	11.004
21108550	11.004
9325	11.004
7961	29.913
10251740	10.323
66021	15.433
10437074	15.433
66996	15.433
6042	28.138
6326	28.138
10325078	64.979
11117	6.0
2062437	54.764
13867413	8.909
10675065	16.510
7630	9.323
7026	6.774
8554	6.774
7028	6.774
13835459	6.720
29004	11.323
13634	8.360
6106	224.277
10765	5.0
7713	5.0
4483639	5.0
4483638	5.0
10113	5.0
7469	9.549
7472	9.549
6649	9.549
21943	9.494
84036	9.494
68152	9.494
25889	9.494
7018	15.262
7716	5.360
23255	5.360
11230	5.360
7730	5.360
13838404	133.774
971	7.774
10008	7.720
7688	7.720
1664	7.720
71089	7.720
8543	20.426
6316	20.426
62826	57.266
10197150	11.098
10488	8.549
21168808	12.128
13647	10.909
221117	8.0
