Compound Id	BCUT [BCUTw-1h]
937	15.995
127983	16.017
217	14.003
692	16.006
763	16.105
748	14.050
23208	16.205
291	12.0
11148	19.0
391	31.972
274	16.006
923	16.001
6105	19.001
21106179	19.001
6086	12.31
864	15.998
8960	14.113
22814	30.974
6153	19.002
518	N/A
278	15.998
1087	31.975
16641	34.969
6085	12.21
6089	14.009
4514529	34.969
22408	74.922
9642	12.210
13571291	14.050
693	15.995
6087	34.969
11153	34.969
6084	12.11
6102	14.050
7568	34.969
172	16.006
6132	34.969
9243	18.998
2275	15.996
12066	15.998
10205670	18.998
10441	15.998
4937830	15.995
6111	12.1
6135	16.001
6083	78.919
6128	18.999
6123	14.003
9484	19.0
6095	12.110
7956	15.998
682	15.998
1019	14.103
9990	12.110
4514586	78.918
12577	19.002
9286	19.002
11727	15.995
16425	31.973
7577	15.998
171	15.998
1143	15.995
6098	34.969
9256	19.003
9994	15.997
7954	12.210
6101	14.003
654	14.009
6108	31.975
6104	34.970
8900	14.009
6191	19.004
21106169	19.0
21112738	34.969
7559	16.006
4481813	15.995
28994	15.995
173	15.995
6088	126.905
13835235	15.998
6130	34.970
6097	34.969
6314	15.995
11228	15.998
13836713	31.973
6151	34.970
6094	12.110
70850	14.009
11811	14.009
6145	14.003
6310	14.003
773	14.014
7738	15.995
5978	31.973
12197	12.210
7566	14.050
6093	78.918
512	16.006
13872989	15.998
175	15.995
2018165	34.969
6148	34.969
12640	14.004
8902	14.004
13835336	15.995
6103	31.973
1039	31.973
7030	15.998
6333	15.998
71390	78.918
6338	16.001
6092	78.918
2005981	31.972
21106015	34.969
19475	15.995
23730	15.995
7736	14.003
12442	78.918
16841	34.969
7557	12.210
7558	12.110
10772140	34.969
11154	126.905
13835977	14.009
1004	15.998
3644	15.998
13835550	14.009
13835316	34.970
553742	34.970
558928	34.970
1577	14.010
7790	15.998
2916	78.919
8899	31.972
6190	34.969
7734	15.996
1005	15.998
6335	15.996
5894	15.995
13836674	34.969
659	31.973
29008	14.003
11749	15.998
11910	15.995
7012	15.995
11065	15.995
6164	15.995
11239	15.995
5977	34.971
7330	12.1
62827	19.003
7546	15.997
7737	15.995
11756	16.001
4514549	126.904
3102535	15.995
363458	15.997
7556	12.210
56442	12.110
4449912	12.110
7957	12.110
7564	14.009
1114	14.009
7777	14.009
7606	14.003
8904	14.014
8903	14.004
6149	34.971
6125	34.970
29040	78.918
454215	78.918
7029	15.996
7739	31.972
9391	19.0
7733	15.995
394562	15.995
6322	15.995
60524	15.995
6330	15.995
6334	15.995
5993	16.006
6100	126.904
13837190	15.998
13835224	15.998
7728	15.998
13839553	15.998
558020	19.0
62808	18.998
124968	19.0
14829	34.970
21111820	31.972
10437	34.969
6121	34.969
558875	78.919
8544	12.1
7553	78.919
11526	15.999
592	15.999
10771217	34.970
10498	34.969
6119	78.918
81815	15.996
14694	34.970
30713	34.970
7555	12.110
6120	12.110
24043	15.995
19476	15.995
6177	15.996
8012	15.996
12957	15.995
13875283	18.998
1020	14.003
10340	16.001
12225	14.004
1348	14.014
844	15.999
29015	15.998
10018	15.998
7717	14.050
6311	14.003
7732	15.995
6321	15.995
13871721	15.998
62597	15.995
6313	16.006
256	15.995
9016	34.970
9254	34.970
14441700	34.969
61213	34.969
7727	15.998
13836021	15.998
8733	15.995
13863629	16.006
9363	19.0
61111	19.0
7560	31.972
11729	31.973
10606755	19.004
38403	19.004
7636	15.998
374462	14.009
3951	15.998
7616	15.996
552744	15.996
8896	12.1
7615	15.996
387	16.001
5439	15.996
13837650	34.970
13853215	34.970
9392	34.970
7552	78.918
6118	78.918
733	15.999
454209	18.999
66565	19.001
7817	15.995
7081	15.995
11809	34.969
13837280	34.971
236	12.150
11731	31.973
8141	15.995
29036	78.919
13837537	15.997
2340753	78.918
10325184	78.918
107412	34.969
11099	12.210
6309	12.210
558883	12.110
56020	12.110
11806	12.110
1095	31.973
8351654	15.997
3168	15.995
10709	15.998
6312	15.998
258	15.998
6320	15.995
6146	15.998
415	14.009
4444456	34.970
