Compound Id	VAdjMa
13835459	3.585
29004	4.170
13634	4.0
6106	2.585
10765	3.322
7713	3.322
4483639	3.322
4483638	3.322
10113	3.322
7469	4.0
7472	4.0
6649	4.0
21943	4.0
84036	4.0
68152	4.0
25889	4.0
7018	3.585
7716	3.322
23255	3.322
11230	3.322
7730	3.322
13838404	3.0
971	3.807
10008	3.807
7688	3.807
1664	3.807
71089	3.807
8543	3.322
6316	3.322
62826	4.0
10197150	4.0
10488	3.807
21168808	3.585
13647	4.170
221117	4.0
7220	4.0
10364	4.0
7672	3.807
59674	3.585
11752	3.585
13816	3.585
29107	3.585
61707	3.585
10464	3.585
65936	4.0
2038738	4.0
31029	3.0
6122	3.0
13836589	3.585
13836591	3.585
10948	3.585
13835209	3.585
13861343	3.807
4489	4.0
11351244	3.807
577	4.0
9360	4.0
9350	4.0
9326	4.0
9253	3.807
83734	3.807
71312	3.807
2293678	3.807
23055	3.585
10054	3.322
7714	3.322
6315	3.322
13299573	4.170
7689	3.807
11784	3.807
11785	3.807
9411	4.170
3631	4.322
7788	3.585
21105795	4.170
7791	3.585
13866746	4.459
70714	3.807
70715	3.807
7514	4.0
11036	4.0
472932	4.170
105291	4.170
5976	4.170
6188	4.0
99596	3.807
7712	3.322
6308	3.322
9646	3.322
2056044	4.585
61149	4.585
5889	3.807
21106520	3.807
13874733	3.807
13839199	3.807
1078	4.0
13836549	4.585
1015	4.170
7770	3.585
11525	3.585
12626	3.585
7772	3.585
10777	3.585
7016	3.585
7607	3.585
73583	4.0
7241	4.0
7225	4.0
78	4.0
60329	3.585
1609	3.585
13854944	3.585
13835861	3.585
24099	3.585
12816	4.0
9943	4.0
10772050	3.807
13837760	4.0
4878	4.0
17443	4.0
120489	4.0
9349	4.0
11600	4.0
764	4.0
21106535	3.585
7721	3.322
9233	3.322
18607	3.322
13837281	3.585
66567	4.459
7676	3.807
156255	3.807
9547	4.322
6406	3.807
13862665	3.807
29001	3.807
7024	3.585
7787	3.585
15077490	3.807
63054	4.459
11799	3.807
7466	3.807
10053	3.322
6307	3.322
7711	3.322
18971812	4.0
10781	4.0
11783	3.807
7685	3.807
13630	3.807
63889	4.0
9228	4.0
1108	3.807
10534	3.807
7679	3.807
12643	3.807
7684	3.807
12499	4.585
24590970	3.807
6950	4.170
56144	4.322
11110	3.585
12209	3.585
10124	3.585
24041	4.170
25886	4.170
19477	4.170
17784	4.170
3973	4.0
7224	4.0
11833	3.585
29000	3.585
8398	3.585
6040	3.585
14672	3.585
21011	3.585
10947	3.585
6165	3.585
13837702	3.585
235	4.0
55091	3.807
66809	4.0
62489	4.0
11080	4.0
5596	4.0
392	4.0
13257	4.0
12231	4.0
2606	3.807
8528	4.0
8878	3.807
19231	4.0
7681	3.807
11911	3.585
6342	3.585
18219	3.322
7248	4.170
11661	4.170
7710	3.322
768	4.322
11125	3.807
10492	3.807
7463	3.807
7706	3.807
11680	3.807
7701	3.807
10001	3.807
7627	3.807
10571	3.807
5708	3.807
19953955	3.807
13848341	4.322
76394	4.170
13835604	3.807
7138	4.170
7443	4.170
913	4.170
5709	4.170
7673	3.807
13875432	4.0
13875219	4.0
13837686	4.0
7013	3.585
92731	4.170
13874867	4.0
71787	4.0
7745	4.0
7678	3.807
13255	3.807
59447	3.807
48024	3.807
8868	4.170
5593	4.170
13835932	4.0
28981	4.170
4510484	4.170
7534	4.170
215929	4.170
13662	4.322
123207	4.0
7090	4.322
12201	3.585
11109	3.585
12446	3.585
7769	3.585
63631	3.585
24263	4.322
6364	4.322
7221	4.0
7240	4.0
6186	4.0
6187	4.0
7238	4.0
13835772	4.0
13839082	4.0
21105871	4.0
13860335	4.0
24533	4.0
28992	4.0
20843	4.0
21106032	3.585
6156	3.322
789	4.170
13836520	4.0
10628694	4.322
185	4.322
21106036	4.459
4444608	3.807
13837797	3.807
7794	4.170
11795	3.807
120621	3.807
20119	3.807
26765	3.807
192642	3.807
12821	4.170
12478	4.170
7389	4.170
10497	3.322
109838	3.807
16778	3.807
7705	3.807
13835293	3.807
13839441	3.807
13863618	4.170
28682	4.170
238	4.170
123	4.170
63908	4.170
9581	4.170
13875196	4.170
2018460	4.0
10512	3.585
55090	3.585
456015	4.0
13869451	4.0
13854248	4.0
13869339	4.0
1151	4.459
9574	4.322
11086	3.807
11857	3.807
7677	3.807
11788	3.807
62589	3.807
7686	3.807
776	4.170
7478	4.0
15802	4.170
17976	4.170
9579	4.322
10664	4.322
955	4.322
13837787	4.322
1266393	3.807
13875441	4.0
13842573	4.0
6974	4.0
10437239	4.322
7767	3.585
7604	3.585
7010	3.585
6163	3.585
6340	3.585
7234	4.0
13854136	4.0
13835151	4.0
13860692	4.0
21105905	4.0
21106560	4.0
7242	4.0
11077	4.0
11042	4.0
10940	4.0
10937	4.0
13842613	4.0
21132380	4.0
7223	4.0
11582	4.459
6774	4.459
9218	4.459
7236	4.0
7480	4.0
499714	4.0
13857694	4.0
13866817	4.0
13837988	4.0
12228	3.807
83866	4.0
83850	4.0
6621	4.322
7671	4.322
7074	4.322
62467	4.322
30516	4.322
10487	3.807
11846	3.807
7098	4.459
61191	4.459
73412	3.585
6176	3.807
10791	3.807
10788	3.807
7621	3.807
11025	3.807
11095	3.807
5949	3.807
63156	3.807
10101	4.0
68156	3.807
9377	3.807
5026296	4.459
13648	4.170
2241	4.170
13644	4.170
13856009	4.170
11087	3.807
8657	4.170
8665	4.170
9564	4.170
447	4.170
2039535	4.170
10384035	4.170
4962	4.170
10437135	4.170
7776	3.585
7180	4.322
7182	4.322
10669	4.322
8531	4.322
8335	4.322
10253	4.322
10979	4.322
7181	4.322
13875160	4.0
13875281	4.0
13875230	4.0
13840690	4.0
4449	4.0
744	4.459
68832	4.0
7674	3.807
8908	3.807
191367	4.0
11695	4.0
7766	3.585
61487	3.585
331	4.322
7142	4.322
132	4.322
7145	4.322
13846959	4.322
13853943	4.322
222538	4.322
65523	4.322
2849146	4.322
10437210	4.322
21108548	4.0
21106019	4.170
21106014	4.170
16159	3.807
7786	3.585
7219	4.0
7521	4.0
7641	4.0
6967	4.0
9874	4.459
13054	4.459
15443	4.0
10939	4.0
6179	3.807
21106470	4.322
8855	4.322
11861	4.322
11845	3.807
13839308	4.170
10536	4.170
7823	3.807
7812	3.807
11793	3.807
7622	3.807
7459	3.807
11024	3.807
11794	3.807
11678	3.807
10787	3.807
7626	3.807
11996	3.807
55188	3.807
11732	3.807
10790	3.807
11056	3.807
11180	3.807
13866593	3.807
7703	3.807
21106020	4.322
13853953	4.322
21106013	4.322
256210	4.459
7518	4.0
13876539	4.170
7132	4.170
21106524	4.170
21168826	4.170
13865424	4.170
71433	3.585
455090	4.170
503239	4.170
13860775	4.170
13869480	4.170
13869414	4.170
11849	3.807
11083	4.170
6988	4.170
8140	4.170
65	4.170
10857	4.170
6633	4.170
21111822	4.0
7239	4.0
6550	4.459
26325086	4.170
71430	4.170
21106173	4.170
7765	3.585
13859497	4.459
6775	4.322
11672	4.322
11773	4.322
12012	4.0
7761	4.0
8552	4.0
62249	4.0
7515	4.0
7475	4.0
29012	4.0
11706	4.0
7064	4.0
11992	4.0
10446	4.0
7065	4.0
11207996	4.0
7747	4.0
11193	4.0
19956441	4.0
11107	4.0
11694	4.0
11930	4.0
9903	4.170
4963	4.322
953	4.322
21106146	4.322
21106144	4.322
13863774	4.322
73479	4.322
58563	4.322
299166	4.322
13875320	4.0
13875258	4.0
13875392	4.0
21112023	4.322
13851576	4.0
11769	4.0
10432	4.0
10328	4.0
63310	4.322
59573	3.807
7161	4.459
6720	4.459
13850142	4.459
390927	4.459
206493	4.585
11667	4.170
21106018	4.170
12823	4.170
55205	4.0
69982	4.585
10710415	4.170
13865426	4.170
6780	4.322
8098	4.322
6658	4.459
9970	4.0
7528	4.0
7530	4.0
11489	4.322
526	4.459
6339	3.585
7984	4.170
21111817	4.170
63906	4.170
3350	4.459
1446	4.459
18	4.459
71	4.459
7146	4.459
11121	3.807
555074	3.807
7811	3.807
8562	3.807
7624	3.807
8158	3.807
6079	4.322
434	4.322
8071	4.322
21105959	4.170
13865438	4.170
21106135	4.170
7391	4.170
28982	4.170
13839110	4.170
13839151	4.170
13865680	4.170
11604	4.170
13839128	4.170
13839174	4.170
13839105	4.170
13839123	4.170
11021	4.170
20570	4.170
7131	4.170
5830	4.170
24972	4.170
10992	4.170
553171	4.322
13860817	4.170
11778	4.170
13860720	4.170
136966	4.170
13848793	4.459
30572	4.322
7866	4.459
19957731	4.459
10257	4.585
7211	4.585
7172	4.585
13875356	4.0
13875212	4.0
13868640	4.0
10864	4.322
21181	4.0
12445	4.0
122446	4.0
62534	4.322
62408	4.322
11830	3.585
13835836	4.0
13835376	4.0
127750	4.0
13836399	4.0
13884973	4.0
13839416	4.0
21109330	4.0
18707	4.170
6883	4.322
7189	4.322
28969	4.322
61765	4.322
21111781	4.322
5915	4.322
68568	4.322
64699	4.170
7140	4.322
8070	4.322
7190	4.322
10181341	4.322
221226	4.322
10526	3.807
120464	3.807
7150	4.7
12259	4.459
13860	4.170
11563	4.322
7003	4.170
7662	4.170
13862559	4.170
13864445	4.170
13865630	4.585
553642	4.0
8876	4.322
906	4.322
13638	4.0
6480	4.322
11866	4.0
13839109	4.170
11591	4.459
9454	4.459
21106148	4.459
6781	4.459
206561	4.459
13803	4.0
8560	3.807
11094	3.807
11023	3.807
11055	3.807
10786	3.807
7619	3.807
10755	3.807
11551	3.807
221082	4.170
7129	4.170
8950	4.170
15965	4.585
13868660	4.0
7092	4.322
924	4.170
13860641	4.170
21106525	4.170
10991	4.170
13869434	4.170
6630	4.170
13840647	4.170
13860491	4.170
13869462	4.170
63903	4.170
62530	4.170
13856352	4.170
551	4.7
14627	4.459
191	4.322
558917	4.459
6301	4.459
10616	4.585
5882	4.585
8183	4.585
6646	4.322
84971	4.322
388391	4.322
10980	4.322
10972	4.322
6674	4.322
361	4.585
13063	4.585
10797	4.0
28986	4.0
7760	4.0
7838	4.0
230	4.585
13842001	4.0
18801	4.0
21108576	4.322
21106518	4.322
62466	4.322
62485	4.322
11460	4.322
10254	4.322
21169510	4.170
880	4.322
7397	4.322
8674	4.322
62517	4.322
11651	4.322
10437215	4.322
60121	4.322
21105859	4.322
13848467	4.322
120548	4.322
2923	4.322
28947	4.7
21105878	4.322
11625	4.459
7815	3.807
7827	3.807
11761	3.807
14998	3.807
21168831	4.170
15482	4.459
10975	4.7
10870	4.7
10837	4.7
9120	4.7
1448	4.7
22191	4.170
15438	4.0
14751	4.0
8909	4.0
10265264	4.0
10179173	4.0
21800	4.0
15765	4.0
11699	4.170
7810	3.807
12069	4.170
13839575	4.170
1253	4.459
7176	4.459
10181338	4.459
21105848	4.459
10892	4.459
124	4.459
87265	4.170
13848808	4.459
13860434	4.459
11629	4.459
73390	4.459
10437335	4.459
38364	4.170
27488	4.170
14227	4.322
13835126	4.322
17347	4.322
7385	4.170
7128	4.170
11660	4.170
11409	4.170
7659	4.170
6977	4.170
10236	4.170
11366	4.322
21106172	4.322
7001	4.322
13029	4.322
13030	4.322
11422351	4.585
6665	4.807
8341	4.459
6739	4.459
7208	4.585
992	4.585
8182	4.585
11038	4.0
16791	4.0
11864	4.0
12161	4.170
12061	4.322
7837	4.0
18717	4.0
15954	4.0
11029	4.0
10511	4.0
11819	4.0
99440	4.0
11543	4.0
11739	4.0
11194	4.0
11216	4.0
11210	4.0
7202	4.459
21168813	4.322
6881	4.322
8186	4.322
21105870	4.322
21106366	4.322
15517	4.585
25890	4.585
13811	4.585
7809	3.807
7042	4.7
6706	4.459
68179	4.170
5979	4.0
55123	4.170
7803	4.170
18688	4.170
7482	4.170
10420	4.170
11843	4.170
7536	4.170
55130	4.170
10433	4.170
7657	4.170
22453	4.170
11045	4.170
29016	4.170
14169248	4.170
11632	4.170
11265	4.170
65763	4.585
392447	4.459
8097	4.322
11585	4.459
78467	4.459
1906	4.459
11488212	4.459
14556	4.459
7383	4.170
6642	4.585
589165	4.322
11961	4.322
21111772	4.322
11954	4.322
21106586	4.322
6790	4.459
8319	4.459
21106581	4.585
21106145	4.585
6023	4.322
11588	4.322
6675	4.322
8883	4.322
68503	4.170
10614293	4.0
7833	4.0
4516601	4.0
4516599	4.0
4512361	4.0
4512642	4.0
7835	4.0
15093	4.459
11286	4.807
5142	4.459
96749	4.585
61538	4.322
10246	4.322
12244	4.322
10248	4.322
9911	4.322
16119	4.322
13871718	4.322
25552	4.322
13658	4.322
12060	4.322
11647	4.322
61739	4.585
8282	4.585
6492	4.585
21106571	4.322
21106163	4.322
21106540	4.322
6737	4.459
6789	4.459
61001	4.7
4446445	4.170
71628	4.170
59577	4.170
11875	4.170
12010	3.807
455353	4.170
205483	4.459
7278	4.459
11576	4.459
6897	4.459
6035	4.459
13835344	4.459
10181339	4.459
11589	4.459
30595	4.459
7175	4.459
7157	4.459
8807	4.585
11865	4.0
20124	4.459
17619	3.807
2068	4.7
5236	4.7
4103087	4.807
6736	4.459
6788	4.459
83962	4.807
7044	4.7
16359	4.7
10986	4.585
191058	4.585
13835630	4.322
2937774	4.585
11708	4.0
86394	4.585
10411	4.459
349	4.0
11035	4.0
11104	4.0
10795	4.0
305	4.7
10445	4.0
71193	4.459
67270	4.459
6033	4.459
21159695	4.322
13853758	4.322
18724	4.322
15427	4.322
10996	4.7
6296	4.322
11776	4.170
17868	4.585
13867714	4.585
21105699	4.585
376	4.459
11586	4.7
62472	4.7
11584	4.459
29026	4.170
57726	4.459
7802	4.170
441	4.170
9633	4.170
11465	4.459
10243171	4.459
11332993	4.459
11610	4.459
11422	4.459
194092	4.459
7199	4.459
26516	4.170
27296	4.459
72556	4.459
19709	4.459
391428	4.322
14198	4.322
6402	4.322
14680	4.0
6478	4.585
8262	4.7
8273	4.7
7888	4.7
6735	4.459
6588	4.7
7420	4.322
10343	4.807
19766	4.459
13047	4.459
11294	4.585
75951	4.322
72793	4.322
7076	4.322
10422	4.322
11863	4.0
13846749	4.585
21108577	4.585
7406	4.585
21106008	4.585
65701	4.322
21105897	4.585
11596	4.585
21106900	4.585
9965	4.585
10410	4.322
7419	4.322
8356	4.322
6999	4.322
7088	4.322
7448	4.322
7183	4.322
7155	4.907
11871	4.0
13835351	4.7
6773	4.7
6852	4.585
2157	4.7
6604	4.585
17880	4.170
99681	4.807
67460	4.459
18920	4.170
11841	4.170
8569	4.170
455420	4.170
7533	4.170
7434	4.170
932	4.170
123993	4.170
62230	4.170
9893	4.459
10586285	4.907
6688	5.0
109705	5.170
7151	4.585
9724	4.322
10265270	4.322
10179239	4.322
6586	4.7
13872122	4.322
11862	4.0
440	4.585
7694	4.322
11716	4.322
29005	4.322
8568	4.322
7538	4.322
370	4.322
7073	4.322
26325090	4.322
6898	4.585
556589	4.585
13854242	4.585
7310	4.585
11595	4.585
6593	4.7
2441	4.459
56117	4.170
68676	4.585
6635	4.322
62265	4.907
20939	4.322
6828	4.585
6577	4.907
13104	4.907
21106570	4.459
18177	4.7
15755	4.585
67470	4.585
15756	4.585
15524	4.585
14995	4.585
14994	4.585
15475	4.585
15478	4.585
15476	4.585
15477	4.585
62484	4.459
29025	4.170
7851	4.170
7856	4.170
454638	4.907
1406720	4.907
21105998	4.459
61411	4.459
69177	4.459
10244	4.459
15855	4.459
24535	4.459
14678	4.459
13846663	4.459
69340	4.459
63863	4.170
63968	4.7
70660	4.585
62628	4.322
123860	4.322
4611	4.585
13885245	4.585
6745	4.585
13876103	4.585
7279	4.585
6592	4.7
3756	4.807
13850082	4.807
1266019	4.807
7850	4.170
541032	4.459
58234	4.459
218253	4.7
8912	4.585
2424	4.807
66656	4.0
71437	4.459
10831	4.585
10829	4.585
10851	4.585
10813	4.585
13677	4.585
10849	4.585
10850	4.585
10909	4.585
10918	4.585
10841	4.585
10908	4.585
642951	4.807
917	4.585
9824	4.807
1278	4.807
10437836	4.7
2206	4.7
7849	4.170
17558	4.170
13439	4.170
13402	4.170
76154	4.585
2915	4.7
6794	4.459
21106519	4.459
65750	4.459
12637	4.585
20198	4.807
7302	4.7
10903	4.7
13839012	4.7
6855	4.7
7315	5.0
13846658	4.7
26325182	5.0
10025	4.585
967	4.585
28993	4.322
15846	4.322
29029	4.322
7670	4.322
9976	4.322
12632	4.322
6287	4.459
23886	4.807
33421	4.807
67465	4.585
15753	4.585
79280	4.585
28973	4.585
7852	4.170
72551	4.459
24641	4.459
18410	4.322
8910	4.322
4366810	4.459
7848	4.170
14256731	4.807
6907	4.7
8860	4.807
62310	4.7
70988	4.7
86435	4.7
6840	4.807
10801842	4.322
11974	4.322
15461	4.459
10404	4.459
89258	5.0
192748	5.0
6835	4.7
11003	4.7
10756	4.459
2656	4.459
13837329	4.807
502855	4.807
34863	4.907
6753	4.907
14692	4.322
12456	4.322
10438331	4.807
8574	4.322
18336	4.7
59482	4.585
8935	4.585
60886	5.170
66675	4.0
15488	4.7
15489	4.7
558878	4.459
553578	4.459
55084	4.459
7509	4.459
7800	4.459
12954	4.459
13229	4.459
158870	4.7
157093	4.7
83374	4.7
457144	4.7
135925	4.7
457145	4.7
84188	4.7
136000	4.7
135983	4.7
136001	4.7
136002	4.7
136003	4.7
84235	4.7
457140	4.7
12674	4.585
64155	4.7
970	4.807
4590	4.7
8111	4.807
12013	4.907
12044	4.7
12045	4.7
12047	4.7
7299	4.7
21106140	4.7
25677	5.0
67991	4.170
15803	4.459
502245	4.807
10227261	5.0
44152	4.807
12809	4.322
15387	4.322
8470	4.7
5027	4.7
21106365	4.807
21106091	4.585
16804	4.585
55443	4.585
67653	4.322
2185	4.807
2991	4.807
137720	5.087
11919	4.170
26010	4.807
30600	4.807
33455	4.807
33934	4.807
33932	4.807
6600	4.807
2121	4.807
13849989	4.459
13849981	4.459
7506	4.459
18685	4.459
3741	5.0
8374	4.7
247721	4.7
15409	4.7
79969	4.7
13871489	4.807
23150	4.170
6807	4.807
15620	4.7
15621	4.7
26260	4.7
68437	4.7
15619	4.7
15861	4.7
12682	4.7
42330	4.807
15413	4.459
34866	4.907
34665	4.907
34664	4.907
37904	4.907
34864	4.907
34188	4.907
34865	4.907
14840	4.322
13448	4.322
14866	4.585
20132	5.087
10400	4.807
13835294	5.0
67360	4.459
12218	4.459
55075	4.585
9873	4.907
14349	4.322
6842	4.807
6066	4.907
512621	4.170
13090	4.807
15702	5.0
11369	4.322
12219	4.322
56793	5.0
454495	5.0
40191	5.0
56791	5.0
35581	5.0
15495	4.807
466305	4.807
65785	4.807
6916	4.807
70652	4.807
12133	4.807
17131	4.7
13487	4.585
7170	4.585
553649	4.807
8816	5.170
15473	4.807
17099	4.807
17098	4.807
33933	4.807
15474	4.807
82755	4.807
82712	4.807
157094	4.807
103011	4.807
102798	4.807
82762	4.807
27793	4.807
82754	4.807
457138	4.807
102897	4.807
457139	4.807
102947	4.807
97173	4.807
102720	4.807
102801	4.807
102833	4.807
102721	4.807
102856	4.807
102933	4.807
103066	4.807
97172	4.807
106355	4.807
15486	4.459
12220	4.459
7882	4.459
63518	4.7
707	4.585
8067	4.585
6827	4.585
5807	5.087
8800	5.0
29153	5.0
70682	4.322
11439687	4.907
56774	5.087
82765	5.087
7511	4.585
7872	4.585
14846	4.585
2863	4.585
7600	4.585
12699	4.907
8058	5.0
3918	5.170
24326358	4.7
3008	4.807
13835706	4.907
66655	4.322
34868	4.907
37905	4.907
34869	4.907
37918	4.907
37915	4.907
34867	4.907
25605	4.907
26011	4.907
34870	4.907
34666	4.907
21924	4.907
29117	4.907
8241	5.170
69371	4.170
70806	5.0
1710	5.248
12635	4.459
8576	4.459
25472	4.807
2169	4.807
453675	4.7
40130	4.807
2297441	4.907
34095	4.585
8329	5.0
60858	5.0
6610	5.0
34874	5.0
36972	5.0
56788	5.0
533188	5.0
35579	5.0
16182	5.0
46262	5.0
35580	5.0
82818	5.0
56790	5.0
56795	5.0
33458	5.0
82777	5.0
35584	5.0
56785	5.0
56792	5.0
34189	5.0
2283071	4.807
4932499	4.807
6453	5.087
13249	5.087
4450907	5.392
7964	4.7
13619	4.459
13303	4.807
13302	4.807
5004	4.807
15853	4.585
12972	4.585
7871	4.585
36973	5.087
37744	5.087
46894	5.087
45444	5.087
56769	5.087
56780	5.087
34847	5.087
39406	5.087
35081	5.087
56781	5.087
56771	5.087
56232	4.585
27749	4.907
8030	5.0
8093	5.0
13856959	5.0
8577	4.459
71876	4.7
34667	4.907
34871	4.907
34873	4.907
56784	4.907
34872	4.907
14620	4.907
102741	4.907
97055	4.907
97198	4.907
102834	4.907
102722	4.907
154865	4.907
96948	4.907
102743	4.907
102857	4.907
154866	4.907
106356	4.907
102787	4.907
97240	4.907
102742	4.907
68328	4.459
4268	5.087
4599	5.087
33416	4.907
13492	4.7
13837303	5.0
34859	5.170
84346	5.170
56760	5.170
56755	5.170
33666	5.170
6838	5.087
6270	4.7
7892	4.585
66887	4.807
89076	5.0
5026	5.087
36975	5.087
56778	5.087
56787	5.0
35583	5.0
82807	5.0
56794	5.0
33386	5.0
33457	5.0
47912	5.0
82817	5.0
46893	5.0
33280	5.0
35582	5.0
33304	5.0
46263	5.0
67594	4.907
3513	5.087
220998	4.7
17339596	5.087
8060	5.087
5233	5.248
14916	5.170
7891	4.585
10452	4.585
61266	5.459
20848	4.907
4768	4.907
43354	5.087
37779	5.087
45445	5.087
36974	5.087
35585	5.087
34848	5.087
84344	5.087
34850	5.087
82819	5.087
56772	5.087
82820	5.087
16415	5.087
56779	5.087
56768	5.087
56777	5.087
84345	5.087
34668	5.087
28552	5.0
3544	4.907
21361761	5.087
1262	5.087
4333	5.322
4575	5.0
2079	5.0
6193	4.807
82783	5.170
34852	5.170
37000	5.170
37019	5.170
56765	5.170
39198	5.170
82740	5.170
56761	5.170
56756	5.170
56766	5.170
83413	5.170
34851	5.170
36976	5.170
56767	5.170
56763	5.170
7890	4.585
12705	4.907
26325183	5.392
16387	4.907
6514	5.170
2457	5.170
15789876	5.322
3841535	5.248
16177	4.7
33281	5.0
56786	5.0
56789	5.0
33456	5.0
46264	5.0
13300034	5.0
21153	4.7
10106	4.807
1361549	4.907
32555	5.248
97257	5.0
97224	5.0
102923	5.0
96868	5.0
96864	5.0
97234	5.0
97233	5.0
154062	5.0
97142	5.0
5739	5.170
8817	5.170
56782	5.248
36977	5.248
83414	5.248
84348	5.248
82823	5.248
33617	5.0
4759	5.0
30881	5.0
3277	5.170
11632871	5.0
15747	4.807
4444100	5.322
10033	5.248
33282	5.087
46285	5.087
46284	5.087
82806	5.087
56776	5.087
47913	5.087
32952	5.087
45446	5.087
43353	5.087
56773	5.087
7901	4.7
66895	4.907
199342	4.907
6371	5.087
86007	5.170
12549	5.322
7757	4.807
7875	4.807
59483	4.585
34853	5.170
37745	5.170
36978	5.170
34190	5.170
34191	5.170
36771	5.170
36710	5.170
56757	5.170
549017	5.170
84347	5.170
56764	5.170
56758	5.170
47914	5.170
56762	5.170
33984	5.170
33983	5.170
91432	5.322
2700	5.459
16180	4.7
12933	4.807
7340	4.7
4445317	4.807
204209	5.087
4444102	5.392
72056	4.807
4437893	5.170
34860	5.248
82738	5.248
36982	5.248
36979	5.248
47915	5.248
56783	5.248
36981	5.248
