Compound Id	AutocorrelationCharge [ATSc1]
937	0.0
127983	0.028
217	0.0
692	0.157
763	0.0
748	0.119
23208	0.0
291	0.0
11148	0.107
391	0.0
274	0.326
923	0.0
6105	0.221
21106179	0.318
6086	0.0
864	0.095
8960	0.0
22814	0.0
6153	0.393
518	0.0
278	0.234
1087	0.224
16641	0.024
6085	0.0
6089	0.034
4514529	0.0
22408	0.0
9642	0.0
13571291	0.098
693	0.176
6087	0.050
11153	0.162
6084	0.0
6102	0.103
7568	0.172
172	0.133
6132	0.254
9243	0.094
2275	0.279
12066	0.359
10205670	0.337
10441	0.175
4937830	0.037
6111	0.0
6135	0.088
6083	0.033
6128	0.187
6123	0.027
9484	0.258
6095	0.014
7956	0.182
682	0.084
1019	0.061
9990	0.032
4514586	0.0
12577	0.407
9286	0.442
11727	0.255
16425	0.218
7577	0.313
171	0.195
1143	0.185
6098	0.028
9256	0.534
9994	0.171
7954	0.002
6101	0.030
654	0.069
6108	0.011
6104	0.105
8900	0.136
6191	0.635
21106169	0.393
21112738	0.067
7559	0.138
4481813	0.028
28994	0.199
173	0.148
6088	0.011
13835235	0.190
6130	0.2
6097	0.044
6314	0.135
11228	0.171
13836713	0.015
6151	0.274
6094	0.0
70850	0.065
11811	0.067
6145	0.025
6310	0.030
773	0.134
7738	0.168
5978	0.172
12197	0.005
7566	0.099
6093	0.087
512	0.132
13872989	0.090
175	0.122
2018165	0.260
6148	0.211
12640	0.131
8902	0.059
13835336	0.127
6103	0.012
1039	0.029
7030	0.441
6333	0.197
71390	0.183
6338	0.075
6092	0.029
2005981	0.043
21106015	0.144
19475	0.053
23730	0.062
7736	0.064
12442	0.138
16841	0.470
7557	0.0
7558	0.012
10772140	0.271
11154	0.061
13835977	0.034
1004	0.083
3644	0.076
13835550	0.067
13835316	0.057
553742	0.063
558928	0.063
1577	0.163
7790	0.533
2916	0.070
8899	0.094
6190	0.570
7734	0.305
1005	0.192
6335	0.279
5894	0.065
13836674	0.049
659	0.091
29008	0.064
11749	0.175
11910	0.130
7012	0.131
11065	0.132
6164	0.083
11239	0.075
5977	0.146
7330	0.004
62827	0.546
7546	0.175
7737	0.168
11756	0.121
4514549	0.0
3102535	0.054
363458	0.243
7556	0.001
56442	0.004
4449912	0.004
7957	0.003
7564	0.030
1114	0.097
7777	0.067
7606	0.030
8904	0.139
8903	0.130
6149	0.223
6125	0.089
29040	0.449
454215	0.456
7029	0.270
7739	0.027
9391	0.373
7733	0.123
394562	0.139
6322	0.123
60524	0.024
6330	0.147
6334	0.176
5993	0.219
6100	0.009
13837190	0.359
13835224	0.179
7728	0.277
13839553	0.171
558020	0.234
62808	0.235
124968	0.215
14829	0.166
21111820	0.027
10437	0.044
6121	0.040
558875	0.037
8544	0.003
7553	0.034
11526	0.441
592	0.304
10771217	0.333
10498	0.153
6119	0.129
81815	0.233
14694	0.288
30713	0.323
7555	0.0
6120	0.0
24043	0.049
19476	0.066
6177	0.188
8012	0.190
12957	0.062
13875283	0.085
1020	0.064
10340	0.164
12225	0.127
1348	0.160
844	0.415
29015	0.363
10018	0.348
7717	0.098
6311	0.095
7732	0.146
6321	0.121
13871721	0.092
62597	0.088
6313	0.131
256	0.132
9016	0.406
9254	0.414
14441700	0.210
61213	0.233
7727	0.215
13836021	0.161
8733	0.116
13863629	0.315
9363	0.150
61111	0.159
7560	0.012
11729	0.028
10606755	0.742
38403	0.798
7636	0.432
374462	0.059
3951	0.193
7616	0.250
552744	0.198
8896	0.0
7615	0.075
387	0.066
5439	0.306
13837650	0.1
13853215	0.508
9392	0.513
7552	0.029
6118	0.027
733	0.285
454209	0.163
66565	0.238
7817	0.145
7081	0.131
11809	0.131
13837280	0.098
236	0.0
11731	0.026
8141	0.120
29036	0.114
13837537	0.249
2340753	0.267
10325184	0.272
107412	0.481
11099	0.004
6309	0.001
558883	0.002
56020	0.002
11806	0.012
1095	0.027
8351654	0.399
3168	0.168
10709	0.175
6312	0.083
258	0.083
6320	0.076
6146	0.071
415	0.061
4444456	0.077
12229	0.077
9614	0.085
5730	0.176
7551	0.066
2282428	0.394
9251	0.395
3441	0.385
9461	0.445
8329688	0.213
61346	0.496
9095782	0.374
21171407	0.013
7782	0.304
11755	0.299
10653	0.277
8525	0.271
6341	0.190
259	0.192
23621376	0.137
7021	0.230
11244	0.226
1141	0.348
21111806	0.175
21108550	0.171
9325	0.188
7961	0.239
10251740	0.381
66021	0.184
10437074	0.183
66996	0.168
6042	0.121
6326	0.153
10325078	0.494
11117	0.003
2062437	0.306
13867413	0.408
10675065	0.504
7630	0.378
7026	0.075
8554	0.168
7028	0.164
13835459	0.139
29004	0.464
13634	0.067
6106	0.023
10765	0.001
7713	0.001
4483639	0.003
4483638	0.003
10113	0.006
7469	0.192
7472	0.266
6649	0.190
21943	0.062
84036	0.058
68152	0.058
25889	0.056
7018	0.239
7716	0.030
23255	0.027
11230	0.095
7730	0.064
13838404	0.098
971	0.075
10008	0.090
7688	0.136
1664	0.094
71089	0.123
8543	0.090
6316	0.094
62826	0.461
10197150	0.396
10488	0.268
21168808	0.026
13647	0.065
221117	0.0
7220	0.001
10364	0.011
7672	0.027
59674	0.124
11752	0.173
13816	0.174
29107	0.199
61707	0.145
10464	0.147
65936	0.250
2038738	0.245
31029	0.009
6122	0.009
13836589	0.363
13836591	0.270
10948	0.178
13835209	0.167
13861343	0.242
4489	0.250
11351244	0.007
577	0.255
9360	0.165
9350	0.161
9326	0.177
9253	0.352
83734	0.362
71312	0.376
2293678	0.365
23055	0.165
10054	0.037
7714	0.044
6315	0.040
13299573	0.479
7689	0.103
11784	0.111
11785	0.107
9411	0.620
3631	0.733
7788	0.003
21105795	0.207
7791	0.064
13866746	0.515
70714	0.167
70715	0.154
7514	0.120
11036	0.075
472932	0.304
105291	0.262
5976	0.484
6188	0.453
99596	0.276
7712	0.0
6308	0.0
9646	0.0
2056044	0.814
61149	0.885
5889	0.027
21106520	0.064
13874733	0.064
13839199	0.062
1078	0.389
13836549	0.644
1015	0.264
7770	0.098
11525	0.080
12626	0.085
7772	0.132
10777	0.120
7016	0.120
7607	0.121
73583	0.382
7241	0.169
7225	0.162
78	0.166
60329	0.208
1609	0.207
13854944	0.188
13835861	0.118
24099	0.113
12816	0.196
9943	0.199
10772050	0.377
13837760	0.167
4878	0.155
17443	0.310
120489	0.291
9349	0.113
11600	0.311
764	0.152
21106535	0.194
7721	0.012
9233	0.027
18607	0.028
13837281	0.135
66567	0.673
7676	0.040
156255	0.059
9547	0.285
6406	0.277
13862665	0.276
29001	0.255
7024	0.0
7787	0.0
15077490	0.333
63054	0.503
11799	0.075
7466	0.326
10053	0.025
6307	0.029
7711	0.029
18971812	0.323
10781	0.0
11783	0.096
7685	0.090
13630	0.093
63889	0.121
9228	0.126
1108	0.0
10534	0.004
7679	0.120
12643	0.081
7684	0.275
12499	0.632
24590970	0.258
6950	0.053
56144	0.635
11110	0.003
12209	0.012
10124	0.003
24041	0.062
25886	0.067
19477	0.058
17784	0.055
3973	0.474
7224	0.095
11833	0.175
29000	0.083
8398	0.083
6040	0.083
14672	0.168
21011	0.076
10947	0.075
6165	0.071
13837702	0.059
235	0.131
55091	0.321
66809	0.228
62489	0.238
11080	0.105
5596	0.112
392	0.103
13257	0.077
12231	0.188
2606	0.342
8528	0.117
8878	0.0
19231	0.399
7681	0.011
11911	0.190
6342	0.209
18219	0.024
7248	0.001
11661	0.001
7710	0.060
768	0.388
11125	0.304
10492	0.304
7463	0.268
7706	0.271
11680	0.277
7701	0.192
10001	0.192
7627	0.266
10571	0.275
5708	0.059
19953955	0.137
13848341	0.558
76394	0.175
13835604	0.253
7138	0.065
7443	0.125
913	0.260
5709	0.256
7673	0.027
13875432	0.118
13875219	0.116
13837686	0.127
7013	0.149
92731	0.525
13874867	0.417
71787	0.323
7745	0.297
7678	0.075
13255	0.160
59447	0.136
48024	0.166
8868	0.163
5593	0.128
13835932	0.380
28981	0.131
4510484	0.136
7534	0.120
215929	0.120
13662	0.147
123207	0.107
7090	0.254
12201	0.001
11109	0.001
12446	0.003
7769	0.030
63631	0.094
24263	0.005
6364	0.003
7221	0.066
7240	0.064
6186	0.398
6187	0.401
7238	0.170
13835772	0.075
13839082	0.075
21105871	0.075
13860335	0.083
24533	0.136
28992	0.133
20843	0.133
21106032	0.088
6156	0.0
789	0.395
13836520	0.361
10628694	0.054
185	0.296
21106036	0.259
4444608	0.138
13837797	0.176
7794	0.064
11795	0.147
120621	0.171
20119	0.173
26765	0.174
192642	0.173
12821	0.173
12478	0.171
7389	0.245
10497	0.009
109838	0.357
16778	0.270
7705	0.266
13835293	0.170
13839441	0.167
13863618	0.213
28682	0.270
238	0.190
123	0.207
63908	0.252
9581	0.259
13875196	0.256
2018460	0.349
10512	0.044
55090	0.037
456015	0.147
13869451	0.068
13854248	0.074
13869339	0.067
1151	0.430
9574	0.276
11086	0.005
11857	0.003
7677	0.027
11788	0.093
62589	0.064
7686	0.062
776	0.062
7478	0.424
15802	0.0
17976	0.0
9579	0.275
10664	0.144
955	0.141
13837787	0.158
1266393	0.075
13875441	0.104
13842573	0.103
6974	0.111
10437239	0.259
7767	0.0
7604	0.0
7010	0.0
6163	0.0
6340	0.0
7234	0.065
13854136	0.027
13835151	0.027
13860692	0.027
21105905	0.064
21106560	0.064
7242	0.062
11077	0.064
11042	0.062
10940	0.062
10937	0.064
13842613	0.061
21132380	0.062
7223	0.030
11582	0.163
6774	0.443
9218	0.258
7236	0.023
7480	0.171
499714	0.145
13857694	0.082
13866817	0.080
13837988	0.088
12228	0.0
83866	0.167
83850	0.167
6621	0.267
7671	0.266
7074	0.269
62467	0.186
30516	0.058
10487	0.040
11846	0.098
7098	0.330
61191	0.329
73412	0.074
6176	0.119
10791	0.119
10788	0.120
7621	0.121
11025	0.120
11095	0.121
5949	0.132
63156	0.085
10101	0.577
68156	0.113
9377	0.094
5026296	0.075
13648	0.192
2241	0.145
13644	0.185
13856009	0.188
11087	0.009
8657	0.249
8665	0.247
9564	0.167
447	0.258
2039535	0.302
10384035	0.283
4962	0.162
10437135	0.308
7776	0.012
7180	0.005
7182	0.006
10669	0.003
8531	0.0
8335	0.0
10253	0.0
10979	0.013
7181	0.011
13875160	0.040
13875281	0.040
13875230	0.040
13840690	0.044
4449	0.059
744	0.416
68832	0.253
7674	0.0
8908	0.0
191367	0.075
11695	0.322
7766	0.029
61487	0.025
331	0.275
7142	0.267
132	0.265
7145	0.094
13846959	0.093
13853943	0.103
222538	0.415
65523	0.432
