Compound Id	ChiPath [VP-1]
937	0.0
127983	0.204
217	0.0
692	0.289
763	0.2
748	0.258
23208	0.258
291	0.0
11148	0.378
391	0.0
274	0.408
923	0.316
6105	0.535
21106179	0.655
6086	0.333
864	0.447
8960	0.333
22814	0.0
6153	0.756
518	N/A
278	0.494
1087	0.708
16641	0.690
6085	0.5
6089	0.577
4514529	0.0
22408	0.0
9642	0.707
13571291	0.921
693	0.569
6087	1.134
11153	1.069
6084	1.0
6102	0.724
7568	1.379
172	0.813
6132	1.091
9243	0.974
2275	1.550
12066	1.655
10205670	1.049
10441	1.404
4937830	0.974
6111	1.5
6135	0.996
6083	1.964
6128	1.014
6123	1.488
9484	1.067
6095	0.789
7956	0.816
682	1.023
1019	1.383
9990	1.25
4514586	0.0
12577	1.188
9286	1.206
11727	0.875
16425	2.777
7577	0.880
171	0.928
1143	0.781
6098	1.063
9256	1.292
9994	1.577
7954	0.986
6101	1.115
654	1.0
6108	1.225
6104	1.604
8900	1.233
6191	1.384
21106169	1.237
21112738	1.444
7559	0.977
4481813	1.036
28994	1.024
173	0.993
6088	2.535
13835235	1.132
6130	1.528
6097	1.509
6314	1.378
11228	1.799
13836713	1.765
6151	1.512
6094	1.414
70850	1.943
11811	2.061
6145	1.789
6310	1.971
773	1.427
7738	1.471
5978	2.442
12197	0.986
7566	1.284
6093	2.191
512	1.351
13872989	1.133
175	1.204
2018165	1.646
6148	1.445
12640	1.787
8902	1.716
13835336	1.224
6103	1.656
1039	2.449
7030	1.690
6333	1.125
71390	2.007
6338	1.496
6092	2.096
2005981	1.190
21106015	1.618
19475	1.496
23730	1.853
7736	1.577
12442	2.156
16841	1.728
7557	1.150
7558	1.349
10772140	1.583
11154	2.595
13835977	1.225
1004	1.523
3644	1.413
13835550	1.316
13835316	1.487
553742	1.643
558928	1.643
1577	1.452
7790	1.732
2916	2.777
8899	2.264
6190	1.762
7734	1.467
1005	1.488
6335	1.316
5894	1.277
13836674	1.618
659	2.088
29008	2.207
11749	2.260
