Compound Id	KappaShapeIndices [Kier2]
937	0.0
127983	0.0
217	0.0
692	0.0
763	0.0
748	0.0
23208	2.0
291	0.0
11148	0.0
391	0.0
274	2.0
923	2.0
6105	2.0
21106179	1.333
6086	0.0
864	0.0
8960	0.0
22814	0.0
6153	1.0
518	0.0
278	2.0
1087	2.0
16641	2.0
6085	0.0
6089	0.0
4514529	0.0
22408	0.0
9642	2.0
13571291	3.0
693	2.0
6087	0.0
11153	2.0
6084	0.0
6102	2.0
7568	3.0
172	2.0
6132	1.333
9243	2.0
2275	1.0
12066	1.44
10205670	2.25
10441	3.0
4937830	3.0
6111	0.222
6135	1.333
6083	0.0
6128	1.333
6123	1.333
9484	1.0
6095	2.0
7956	2.0
682	2.0
1019	1.44
9990	3.0
4514586	0.0
12577	1.633
9286	2.222
11727	3.0
16425	0.667
7577	3.0
171	1.333
1143	1.333
6098	2.0
9256	1.852
9994	0.75
7954	2.0
6101	2.0
654	2.0
6108	2.0
6104	2.0
8900	1.44
6191	1.75
21106169	1.633
21112738	3.0
7559	3.0
4481813	3.0
28994	3.0
173	1.333
6088	0.0
13835235	3.0
6130	1.333
6097	2.0
6314	2.25
11228	2.25
13836713	3.0
6151	1.0
6094	2.0
70850	2.25
11811	4.0
6145	1.0
6310	2.25
773	1.44
7738	1.44
5978	1.0
12197	3.0
7566	3.0
6093	2.0
512	3.0
13872989	3.0
175	1.333
2018165	2.25
6148	1.0
12640	1.633
8902	2.222
13835336	3.0
6103	2.0
1039	2.0
7030	1.633
6333	2.25
71390	1.333
6338	2.25
6092	2.0
2005981	1.333
21106015	3.0
19475	3.2
23730	3.2
7736	1.44
12442	3.0
16841	1.852
7557	3.0
7558	3.0
10772140	2.25
11154	2.0
13835977	3.0
1004	3.0
3644	1.333
13835550	3.0
13835316	1.333
553742	3.0
558928	3.0
1577	1.633
7790	2.222
2916	2.0
8899	1.44
6190	1.75
7734	4.0
1005	2.25
6335	2.25
5894	2.25
13836674	3.0
659	1.333
29008	1.44
11749	3.2
11910	1.633
7012	3.2
11065	3.2
6164	1.633
11239	2.222
5977	1.333
7330	1.44
62827	2.52
7546	1.0
7737	1.44
11756	3.2
4514549	0.0
3102535	2.344
363458	2.344
7556	3.0
56442	3.0
4449912	3.0
7957	1.333
7564	3.0
1114	1.333
7777	5.0
7606	3.2
8904	2.222
8903	2.222
6149	1.0
6125	1.333
29040	1.852
454215	1.852
7029	1.633
7739	1.44
9391	1.852
7733	4.0
394562	4.0
6322	2.25
60524	2.25
6330	2.25
6334	2.25
5993	2.25
6100	2.0
13837190	4.0
13835224	2.25
7728	4.0
13839553	4.0
558020	2.344
62808	2.344
124968	2.344
14829	1.0
21111820	1.633
10437	3.0
6121	1.333
558875	3.0
8544	1.44
7553	3.0
11526	3.2
592	2.222
10771217	2.222
10498	4.0
6119	1.333
81815	2.52
14694	1.633
30713	2.222
7555	3.0
6120	1.333
24043	4.167
19476	4.167
6177	1.852
8012	3.061
12957	4.167
13875283	2.52
1020	2.222
10340	1.633
12225	1.633
1348	1.633
844	3.061
29015	2.222
10018	2.222
7717	4.0
6311	2.25
7732	4.0
6321	2.25
13871721	4.0
62597	4.0
6313	2.25
256	4.0
9016	1.852
9254	1.852
14441700	1.633
61213	1.633
7727	4.0
13836021	4.0
8733	4.0
13863629	2.344
9363	2.344
61111	2.344
7560	3.0
11729	3.0
10606755	2.56
38403	3.408
7636	1.852
374462	1.25
3951	2.222
7616	3.2
552744	3.2
8896	1.44
7615	3.2
387	2.222
5439	3.2
13837650	3.0
13853215	1.75
9392	1.75
7552	3.0
6118	1.333
733	3.2
454209	1.633
66565	2.52
7817	6.0
7081	4.167
11809	4.0
13837280	2.25
236	2.222
11731	3.0
8141	1.633
29036	1.333
13837537	2.222
2340753	1.633
10325184	1.633
107412	2.52
11099	4.0
6309	2.25
558883	4.0
56020	4.0
11806	4.0
1095	1.44
8351654	2.722
3168	4.0
10709	4.0
6312	2.25
258	4.0
6320	2.25
6146	1.0
415	4.0
4444456	4.0
12229	2.344
