Compound Id	AromaticBondsCount
13630	6
63889	6
9228	6
1108	6
10534	0
7679	0
12643	0
7684	0
12499	6
24590970	0
6950	6
56144	0
11110	0
12209	0
10124	0
24041	0
25886	0
19477	0
17784	0
3973	0
7224	6
11833	0
29000	0
8398	0
6040	0
14672	0
21011	0
10947	0
6165	0
13837702	0
235	6
55091	0
66809	6
62489	6
11080	6
5596	6
392	6
13257	6
12231	0
2606	0
8528	6
8878	0
19231	0
7681	6
11911	0
6342	0
18219	0
7248	6
11661	6
7710	0
768	5
11125	0
10492	0
7463	0
7706	0
11680	0
7701	0
10001	0
7627	0
10571	0
5708	0
19953955	0
13848341	0
76394	6
13835604	0
7138	6
7443	6
913	6
5709	6
7673	6
13875432	6
13875219	6
13837686	6
7013	0
92731	0
13874867	0
71787	0
7745	0
7678	0
13255	0
59447	0
48024	0
8868	10
5593	10
13835932	0
28981	0
4510484	0
7534	0
215929	0
13662	6
123207	6
7090	6
12201	0
11109	0
12446	0
7769	0
63631	0
24263	0
6364	0
7221	6
7240	6
6186	0
6187	0
7238	6
13835772	6
13839082	6
21105871	6
13860335	6
24533	6
28992	6
20843	6
21106032	0
6156	0
789	0
13836520	0
10628694	10
185	10
21106036	6
4444608	0
13837797	0
7794	0
11795	0
120621	0
20119	0
26765	0
192642	0
12821	6
12478	6
7389	6
10497	0
109838	0
16778	0
7705	0
13835293	0
13839441	0
13863618	6
28682	6
238	6
123	6
63908	6
9581	6
13875196	6
2018460	0
10512	0
55090	0
456015	6
13869451	6
13854248	6
13869339	6
1151	10
9574	6
11086	0
11857	0
7677	0
11788	0
62589	0
7686	0
776	10
7478	0
15802	0
17976	0
9579	6
10664	6
955	6
13837787	6
1266393	0
13875441	6
13842573	6
6974	6
10437239	5
7767	0
7604	0
7010	0
6163	0
6340	0
7234	6
13854136	6
13835151	6
13860692	6
21105905	6
21106560	6
7242	6
11077	6
11042	6
10940	6
10937	6
13842613	6
21132380	6
7223	6
11582	6
6774	6
9218	6
7236	0
7480	0
499714	0
13857694	6
13866817	6
13837988	6
12228	6
83866	0
83850	0
6621	6
7671	0
7074	0
62467	6
30516	0
10487	0
11846	0
7098	6
61191	6
73412	0
6176	0
10791	0
10788	0
7621	0
11025	0
11095	0
5949	0
63156	0
10101	0
68156	0
9377	0
5026296	0
13648	6
2241	6
13644	6
13856009	6
11087	6
8657	6
8665	6
9564	6
447	6
2039535	6
10384035	6
4962	6
10437135	6
7776	0
7180	0
7182	0
10669	0
8531	6
8335	6
10253	6
10979	0
7181	0
13875160	6
13875281	6
13875230	6
13840690	6
4449	0
744	5
68832	0
7674	0
8908	0
191367	0
11695	0
7766	0
61487	0
331	6
7142	6
132	6
7145	6
13846959	6
13853943	6
222538	6
65523	6
2849146	6
10437210	6
21108548	6
21106019	6
21106014	6
16159	0
7786	0
7219	6
7521	6
7641	6
6967	6
9874	6
13054	6
15443	0
10939	0
6179	0
21106470	11
8855	11
11861	0
11845	0
13839308	6
10536	0
7823	0
7812	0
11793	0
7622	0
7459	0
11024	0
11794	0
11678	0
10787	0
7626	0
11996	0
55188	0
11732	0
10790	0
11056	0
11180	0
13866593	0
7703	0
21106020	6
13853953	6
21106013	6
256210	11
7518	6
13876539	6
7132	6
21106524	6
21168826	6
13865424	6
71433	0
455090	6
503239	6
13860775	6
13869480	6
13869414	6
11849	0
11083	6
6988	6
8140	6
65	6
10857	6
6633	6
21111822	6
7239	6
6550	6
26325086	0
71430	0
21106173	0
7765	0
13859497	6
6775	6
11672	6
11773	6
12012	0
7761	0
8552	0
62249	0
7515	0
7475	0
29012	0
11706	0
7064	0
11992	0
10446	0
7065	0
11207996	0
7747	0
11193	0
19956441	0
11107	0
11694	0
11930	0
9903	6
4963	6
953	6
21106146	6
21106144	6
13863774	6
73479	6
58563	6
299166	6
13875320	6
13875258	6
13875392	6
21112023	6
13851576	6
11769	6
10432	6
10328	6
63310	0
59573	0
7161	0
6720	0
13850142	0
390927	0
206493	6
11667	6
21106018	6
12823	6
55205	0
69982	0
10710415	0
13865426	0
6780	11
8098	11
6658	6
9970	0
7528	0
7530	0
11489	6
526	6
6339	0
7984	0
21111817	6
63906	6
3350	6
1446	6
18	6
71	6
7146	6
11121	0
555074	0
7811	0
8562	0
7624	0
8158	0
6079	6
434	6
8071	6
21105959	6
13865438	6
21106135	6
7391	6
28982	6
13839110	6
13839151	6
13865680	6
11604	6
13839128	6
13839174	6
13839105	6
13839123	6
11021	6
20570	6
7131	6
5830	6
24972	6
10992	6
553171	0
13860817	6
11778	6
13860720	6
136966	6
13848793	6
30572	0
7866	0
19957731	0
10257	6
7211	6
7172	6
13875356	6
13875212	6
13868640	6
10864	6
21181	0
12445	0
122446	0
62534	6
62408	6
11830	0
13835836	0
13835376	0
127750	0
13836399	0
13884973	0
13839416	0
21109330	0
18707	6
6883	6
7189	6
28969	6
61765	6
21111781	6
5915	6
68568	6
64699	0
7140	6
8070	6
7190	6
10181341	6
221226	6
10526	0
120464	0
7150	6
12259	6
13860	6
11563	6
7003	0
7662	6
13862559	6
13864445	6
13865630	0
553642	0
8876	10
906	11
13638	0
6480	6
11866	0
13839109	0
11591	6
9454	6
21106148	6
6781	6
206561	6
13803	0
8560	0
11094	0
11023	0
11055	0
10786	0
7619	0
10755	0
11551	0
221082	6
7129	6
8950	6
15965	6
13868660	6
7092	6
924	6
13860641	6
21106525	6
10991	6
13869434	6
6630	6
13840647	6
13860491	6
13869462	6
63903	6
62530	6
13856352	6
551	15
14627	11
191	0
558917	0
6301	0
10616	6
5882	6
8183	6
6646	0
84971	0
388391	0
10980	6
10972	6
6674	6
361	6
13063	11
10797	0
28986	0
7760	0
7838	0
230	0
13842001	0
18801	0
21108576	6
21106518	6
62466	6
62485	6
11460	6
10254	6
21169510	0
880	6
7397	6
8674	6
62517	6
11651	6
10437215	6
60121	6
21105859	6
13848467	6
120548	6
2923	6
28947	6
21105878	6
11625	6
7815	0
7827	0
11761	0
14998	0
21168831	6
15482	0
10975	6
10870	6
10837	6
9120	6
1448	6
22191	0
15438	0
14751	0
8909	0
10265264	0
10179173	0
21800	0
15765	0
11699	0
7810	0
12069	0
13839575	0
1253	6
7176	6
10181338	6
21105848	6
10892	6
124	6
87265	6
13848808	6
13860434	6
11629	6
73390	6
10437335	6
38364	6
27488	6
14227	6
13835126	6
17347	6
7385	6
7128	6
11660	6
11409	6
7659	6
6977	6
10236	6
11366	6
21106172	6
7001	6
13029	6
13030	6
11422351	6
6665	6
8341	11
6739	11
7208	6
992	6
8182	6
11038	6
16791	0
11864	0
12161	0
12061	6
7837	0
18717	0
15954	0
11029	0
10511	0
11819	0
99440	0
11543	0
11739	0
11194	0
11216	0
11210	0
7202	6
21168813	6
6881	6
8186	6
21105870	6
21106366	6
15517	6
25890	0
13811	0
7809	0
7042	6
6706	6
68179	0
5979	0
55123	0
7803	0
18688	0
7482	0
10420	0
11843	0
7536	0
55130	0
10433	0
7657	0
22453	0
11045	0
29016	0
14169248	0
11632	0
11265	0
65763	6
392447	6
8097	6
11585	6
78467	6
1906	6
11488212	6
14556	6
7383	6
6642	6
589165	6
11961	6
21111772	6
11954	6
21106586	0
6790	11
8319	11
21106581	6
21106145	6
6023	6
11588	6
6675	6
8883	0
68503	0
10614293	0
7833	0
4516601	0
4516599	0
4512361	0
4512642	0
7835	0
15093	6
11286	6
5142	6
96749	0
61538	6
10246	6
12244	6
10248	6
9911	6
16119	6
13871718	6
25552	6
13658	6
12060	6
11647	0
61739	11
8282	11
6492	11
21106571	6
21106163	6
21106540	6
6737	11
6789	11
61001	6
4446445	0
71628	0
59577	0
11875	0
12010	0
455353	0
205483	6
7278	6
11576	6
6897	6
6035	6
13835344	6
10181339	6
11589	6
30595	6
7175	6
7157	6
8807	11
11865	0
20124	11
17619	0
2068	5
5236	5
4103087	6
6736	11
6788	11
83962	0
7044	6
16359	6
10986	6
191058	6
13835630	0
2937774	6
11708	6
86394	0
10411	6
349	0
11035	0
11104	0
10795	0
305	0
10445	0
71193	6
67270	6
6033	6
21159695	6
13853758	6
18724	6
15427	6
10996	6
6296	0
11776	6
17868	12
13867714	12
21105699	12
376	0
11586	6
62472	6
11584	6
29026	0
57726	0
7802	0
441	0
9633	0
11465	6
10243171	6
11332993	6
11610	6
11422	6
194092	6
7199	6
26516	6
27296	6
72556	6
19709	6
391428	0
14198	0
6402	0
14680	0
6478	11
8262	11
8273	11
7888	0
6735	11
6588	11
7420	6
10343	6
19766	6
13047	6
11294	11
75951	0
72793	0
7076	0
10422	0
11863	0
13846749	6
21108577	6
7406	6
21106008	6
65701	6
21105897	6
11596	6
21106900	6
9965	6
10410	6
7419	6
8356	6
6999	6
7088	6
7448	6
7183	6
7155	6
11871	0
13835351	6
6773	6
6852	11
2157	6
6604	11
17880	0
99681	0
67460	6
18920	0
11841	0
8569	0
455420	0
7533	0
7434	0
932	0
123993	0
62230	0
9893	6
10586285	10
6688	6
109705	6
7151	6
9724	0
10265270	0
10179239	0
6586	11
13872122	6
11862	0
440	0
7694	0
11716	0
29005	0
8568	0
7538	0
370	0
7073	0
26325090	0
6898	6
556589	6
13854242	6
7310	6
11595	6
6593	15
2441	0
56117	0
68676	6
6635	0
62265	6
20939	0
6828	12
6577	12
13104	0
21106570	6
18177	6
15755	11
67470	11
15756	11
15524	11
14995	11
14994	11
15475	11
15478	11
15476	11
15477	11
62484	6
29025	0
7851	0
7856	0
454638	0
1406720	0
21105998	6
61411	6
69177	6
10244	6
15855	0
24535	6
14678	6
13846663	6
69340	6
63863	0
63968	12
70660	0
62628	0
123860	0
4611	6
13885245	6
6745	6
13876103	6
7279	6
6592	12
3756	0
13850082	0
1266019	0
7850	0
541032	6
58234	0
218253	12
8912	0
2424	5
66656	0
71437	0
10831	11
10829	11
10851	11
10813	11
13677	11
10849	11
10850	11
10909	11
10918	11
10841	11
10908	11
642951	6
917	6
9824	12
1278	16
10437836	5
2206	0
7849	0
17558	0
13439	0
13402	0
76154	6
2915	15
6794	6
21106519	6
65750	6
12637	0
20198	0
7302	12
10903	12
13839012	12
6855	11
7315	12
13846658	12
26325182	6
10025	0
967	6
28993	0
15846	0
29029	0
7670	0
9976	0
12632	0
6287	0
23886	12
33421	12
67465	6
15753	6
79280	6
28973	6
7852	0
72551	0
24641	0
18410	0
8910	0
4366810	0
7848	0
14256731	0
6907	6
8860	16
62310	6
70988	6
86435	6
6840	12
10801842	0
11974	6
15461	6
10404	6
89258	6
192748	6
6835	12
11003	12
10756	0
2656	0
13837329	6
502855	6
34863	12
6753	12
14692	0
12456	0
10438331	11
8574	0
18336	6
59482	6
8935	6
60886	11
66675	0
15488	12
15489	12
558878	0
553578	0
55084	0
7509	0
7800	0
12954	0
13229	0
158870	11
157093	11
83374	11
457144	11
135925	11
457145	11
84188	11
136000	11
135983	11
136001	11
136002	11
136003	11
84235	11
457140	11
12674	6
64155	6
970	16
4590	6
8111	16
12013	0
12044	12
12045	12
12047	12
7299	12
21106140	6
25677	12
67991	0
15803	0
502245	6
10227261	0
44152	0
12809	0
15387	0
8470	6
5027	6
21106365	12
21106091	6
16804	6
55443	6
67653	0
2185	12
2991	12
137720	11
11919	0
26010	12
30600	12
33455	12
33934	12
33932	12
6600	11
2121	6
13849989	0
13849981	0
7506	0
18685	0
3741	12
8374	6
247721	6
15409	6
79969	6
13871489	0
23150	0
6807	12
15620	11
15621	11
26260	11
68437	11
15619	11
15861	11
12682	11
42330	0
15413	0
34866	12
34665	12
34664	12
37904	12
34864	12
34188	12
34865	12
14840	0
13448	0
14866	6
20132	12
10400	12
13835294	12
67360	0
12218	0
55075	6
9873	12
14349	0
6842	12
6066	10
512621	0
13090	12
15702	6
11369	6
12219	0
56793	12
454495	12
40191	12
56791	12
35581	12
15495	6
466305	6
65785	6
6916	6
70652	6
12133	6
17131	6
13487	6
7170	6
553649	12
8816	21
15473	12
17099	12
17098	12
33933	12
15474	12
82755	11
82712	11
157094	11
103011	11
102798	11
82762	11
27793	11
82754	11
457138	11
102897	11
457139	11
102947	11
97173	11
102720	11
102801	11
102833	11
102721	11
102856	11
102933	11
103066	11
97172	11
106355	11
15486	0
12220	0
7882	0
63518	6
707	0
8067	6
6827	0
5807	0
8800	17
29153	19
70682	0
11439687	0
56774	12
82765	12
7511	0
7872	0
14846	0
2863	0
7600	0
12699	16
8058	12
3918	6
24326358	6
3008	6
13835706	0
66655	0
34868	12
37905	12
34869	12
37918	12
37915	12
34867	12
25605	12
26011	12
34870	12
34666	12
21924	12
29117	12
8241	6
69371	0
70806	16
1710	12
12635	0
8576	0
25472	6
2169	6
453675	6
40130	0
2297441	6
34095	0
8329	12
60858	12
6610	12
34874	12
36972	12
56788	12
533188	12
35579	12
16182	12
46262	12
35580	12
82818	12
56790	12
56795	12
33458	12
82777	12
35584	12
56785	12
56792	12
34189	12
2283071	11
4932499	11
6453	12
13249	0
4450907	6
7964	0
13619	0
13303	6
13302	6
5004	0
15853	0
12972	0
7871	0
36973	12
37744	12
46894	12
45444	12
56769	12
56780	12
34847	12
39406	12
35081	12
56781	12
56771	12
56232	0
27749	6
8030	12
8093	12
13856959	12
8577	0
71876	0
34667	12
34871	12
34873	12
56784	12
34872	12
14620	6
102741	11
97055	11
97198	11
102834	11
102722	11
154865	11
96948	11
102743	11
102857	11
154866	11
106356	11
102787	11
97240	11
102742	11
68328	0
4268	6
4599	6
33416	0
13492	6
13837303	6
34859	12
84346	12
56760	12
56755	12
33666	12
6838	17
6270	0
7892	0
66887	6
89076	12
5026	12
36975	12
56778	12
56787	12
35583	12
82807	12
56794	12
33386	12
33457	12
47912	12
82817	12
46893	12
33280	12
35582	12
33304	12
46263	12
67594	12
3513	6
220998	0
17339596	0
8060	12
5233	6
14916	12
7891	0
10452	0
61266	12
20848	6
4768	6
43354	12
37779	12
45445	12
36974	12
35585	12
34848	12
84344	12
34850	12
82819	12
56772	12
82820	12
16415	12
56779	12
56768	12
56777	12
84345	12
34668	12
28552	6
3544	6
21361761	12
1262	11
4333	12
4575	0
2079	0
6193	0
82783	12
34852	12
37000	12
37019	12
56765	12
39198	12
82740	12
56761	12
56756	12
56766	12
83413	12
34851	12
36976	12
56767	12
56763	12
7890	0
12705	6
26325183	20
16387	0
6514	12
2457	12
15789876	0
3841535	12
16177	0
33281	12
56786	12
56789	12
33456	12
46264	12
13300034	6
21153	0
10106	0
1361549	6
32555	0
97257	11
97224	11
102923	11
96868	11
96864	11
97234	11
97233	11
154062	11
97142	11
5739	21
8817	21
56782	12
36977	12
83414	12
84348	12
82823	12
33617	6
4759	6
30881	6
3277	12
11632871	0
15747	6
4444100	12
10033	0
33282	12
46285	12
46284	12
82806	12
56776	12
47913	12
32952	12
45446	12
43353	12
56773	12
7901	0
66895	6
199342	6
6371	12
86007	0
12549	18
7757	0
7875	0
59483	0
34853	12
37745	12
36978	12
34190	12
34191	12
36771	12
36710	12
56757	12
549017	12
84347	12
56764	12
56758	12
47914	12
56762	12
33984	12
33983	12
91432	6
2700	12
16180	0
12933	0
7340	0
4445317	0
204209	12
4444102	12
72056	0
4437893	12
34860	12
82738	12
36982	12
36979	12
47915	12
56783	12
36981	12
37004	12
36980	12
5139	12
56775	12
56770	12
11882	0
96965	11
33198	11
12874	6
4760	6
11434292	0
8804	22
2246	24
8799	22
8788	24
26286843	12
11884	0
33407	12
36985	12
35205	12
15637	12
82821	12
13328	0
2654	0
3463	0
16388	0
9797	10
34854	12
46136	12
82736	12
56759	12
36984	12
4745	6
3693	12
64016	12
559096	0
4624	12
7915	0
10292746	0
21782117	0
33986	12
36983	12
36986	12
45447	12
35566	12
47916	12
46137	12
550258	12
33985	12
10801109	0
2003	0
4744	6
2925	12
75956	6
62060	0
13622	0
2975965	12
36990	12
35912	12
45448	12
36987	12
36988	12
26563	0
12071	0
11671339	0
69914	0
2927	12
69569	0
33316	12
3548	6
12586	0
15827	11
4575338	6
10169	18
2908	12
62964	6
82751	12
36989	12
11883	0
13850879	0
16736498	0
23977588	0
29282	6
18941	6
8763	27
65234	12
23101	0
26325085	0
26325087	0
26325088	0
35108	12
78998	0
6057	12
3322	11
9187483	18
16736486	0
21429023	0
34192	12
82822	12
5198	12
11283	18
9053802	0
7917	0
10035	0
12730	6
36029	11
4777	11
3210	0
7913	0
5660	6
35206	12
8101973	6
4471584	11
24142	0
5376	12
122090	0
5678	26
6528	6
5554	6
15484	12
4447447	6
2928	12
9219586	19
10652594	0
5768	0
2271976	6
106796	17
62632	0
4911	12
14688	0
4444107	12
8243	6
5553	6
14299946	0
4380	6
13837319	6
6524	6
11891	0
3534	6
78828	0
5557	6
4444553	11
10696	0
10540	0
509179	6
5791	0
76894	0
2075	12
2625	12
5113	6
2581	0
66896	6
8103122	12
960	0
5145918	6
13849665	0
2041618	0
8124942	6
9088156	0
4228778	6
6013	6
2699	12
3584	16
5162	6
31006	6
26325089	12
133166	0
14348	0
67414	0
1043	6
10784857	0
26824	0
8520	0
83191	0
5932	0
6002	0
11917	24
5633	0
24722	12
56559	0
7928	0
3216	6
3652	10
5091	0
20545	0
10756390	0
197564	0
5550	0
15016	0
193441	0
5552	0
68224	0
3438	12
5551	0
5774	0
10162	12
72522	0
11557190	0
5541	0
4343	6
7929	0
10451	0
92494	0
11898	0
2760	0
11897	0
5542	0
92468	0
11899	0
19232037	0
18019	0
8521	0
4444479	0
48085	0
4067	12
9786472	0
12017	0
75995	12
54833	12
10733068	0
14021447	0
49179	0
108106	0
15520	18
12072	0
5775	0
10449	0
19232038	0
21106059	11
196288	0
4470736	6
11900	0
18547147	0
75662	12
29400	12
11901	0
21105591	22
10481872	11
65272	0
58496	0
139025	0
11146	0
21587143	0
4444362	12
21105594	27
21106058	16
26325080	0
11902	0
21486195	11
21106077	28
4927801	0
10542	0
26325081	0
11906	0
26325082	0
6045	0
26325083	0
26325084	0
