Compound Id	CarbonTypes [C1SP3]
937	0
127983	0
217	0
692	0
763	0
748	0
23208	0
291	0
11148	0
391	0
274	0
923	0
6105	0
21106179	0
6086	0
864	0
8960	0
22814	0
6153	0
518	0
278	0
1087	0
16641	0
6085	0
6089	0
4514529	0
22408	0
9642	0
13571291	0
693	0
6087	0
11153	0
6084	2
6102	1
7568	1
172	1
6132	0
9243	2
2275	1
12066	2
10205670	1
10441	2
4937830	1
6111	0
6135	0
6083	0
6128	2
6123	2
9484	2
6095	1
7956	0
682	2
1019	2
9990	2
4514586	0
12577	2
9286	2
11727	0
16425	0
7577	0
171	1
1143	0
6098	0
9256	2
9994	2
7954	1
6101	2
654	0
6108	0
6104	0
8900	0
6191	2
21106169	2
21112738	1
7559	0
4481813	1
28994	0
173	1
6088	0
13835235	2
6130	0
6097	2
6314	1
11228	2
13836713	1
6151	0
6094	2
70850	2
11811	2
6145	3
6310	3
773	2
7738	2
5978	0
12197	0
7566	1
6093	0
512	1
13872989	1
175	2
2018165	2
6148	2
12640	2
8902	2
13835336	2
6103	2
1039	0
7030	2
6333	0
71390	0
6338	2
6092	2
2005981	0
21106015	2
19475	0
23730	2
7736	2
12442	2
16841	2
7557	0
7558	1
10772140	1
11154	0
13835977	1
1004	2
3644	2
13835550	2
13835316	0
553742	0
558928	0
1577	0
7790	0
2916	0
8899	2
6190	2
7734	2
1005	1
6335	1
5894	0
13836674	1
659	0
29008	2
11749	3
11910	3
7012	2
11065	2
6164	4
11239	3
5977	0
7330	0
62827	2
7546	2
7737	2
11756	2
4514549	0
3102535	2
363458	4
7556	1
56442	2
4449912	2
7957	2
7564	2
1114	0
7777	2
7606	3
8904	4
8903	2
6149	0
6125	2
29040	2
454215	2
7029	1
7739	2
9391	2
7733	0
394562	1
6322	1
60524	2
6330	1
6334	1
5993	0
6100	2
13837190	0
13835224	2
7728	2
13839553	2
558020	4
62808	2
124968	2
14829	2
21111820	3
10437	2
6121	2
558875	0
8544	0
7553	1
11526	0
592	1
10771217	1
10498	1
6119	0
81815	0
14694	2
30713	2
7555	2
6120	3
24043	2
19476	1
6177	3
8012	2
12957	2
13875283	1
1020	2
10340	2
12225	4
1348	2
844	0
29015	4
10018	2
7717	1
6311	2
7732	2
6321	2
13871721	2
62597	1
6313	2
256	1
9016	2
9254	2
14441700	2
61213	2
7727	2
13836021	2
8733	2
13863629	1
9363	2
61111	2
7560	2
11729	2
10606755	2
38403	2
7636	2
374462	0
3951	1
7616	1
552744	1
8896	0
7615	2
387	2
5439	2
13837650	2
13853215	2
9392	2
7552	2
6118	2
733	2
454209	2
66565	2
7817	2
7081	2
11809	2
13837280	0
236	0
11731	0
8141	0
29036	0
13837537	4
2340753	2
10325184	2
107412	2
11099	0
6309	1
558883	1
56020	1
11806	1
1095	2
8351654	0
3168	4
10709	2
6312	3
258	2
6320	2
6146	3
415	2
4444456	1
12229	2
9614	0
5730	0
7551	2
2282428	2
9251	2
3441	2
9461	2
8329688	2
61346	2
9095782	2
21171407	1
7782	2
11755	2
10653	1
8525	3
6341	2
259	1
23621376	2
7021	0
11244	0
1141	1
21111806	0
21108550	0
9325	0
7961	2
10251740	1
66021	4
10437074	2
66996	2
6042	2
6326	2
10325078	2
11117	0
2062437	2
13867413	0
10675065	2
7630	2
7026	0
8554	2
7028	2
13835459	4
29004	6
13634	2
6106	0
10765	2
7713	1
4483639	2
4483638	2
10113	3
7469	2
7472	3
6649	2
21943	2
84036	4
68152	3
25889	4
7018	2
7716	2
23255	2
11230	2
7730	4
13838404	0
971	0
10008	2
7688	4
1664	2
71089	4
8543	2
6316	2
62826	2
10197150	0
10488	1
21168808	2
13647	0
221117	2
7220	0
10364	0
7672	0
59674	2
11752	3
13816	1
29107	1
61707	2
10464	1
65936	3
2038738	3
31029	2
6122	2
13836589	2
13836591	4
10948	2
13835209	2
13861343	0
4489	0
11351244	0
577	2
9360	0
9350	0
9326	0
9253	2
83734	2
71312	2
2293678	2
23055	2
10054	3
7714	2
6315	2
13299573	2
7689	2
11784	2
11785	2
9411	3
3631	2
7788	0
21105795	0
7791	2
13866746	0
70714	2
70715	2
7514	2
11036	2
472932	1
105291	0
5976	0
6188	2
99596	2
7712	2
6308	3
9646	4
2056044	2
61149	2
5889	0
21106520	3
13874733	3
13839199	2
1078	0
13836549	0
1015	2
7770	1
11525	1
12626	1
7772	1
10777	3
7016	2
7607	2
73583	2
7241	1
7225	2
78	2
60329	4
1609	2
13854944	2
13835861	3
24099	2
12816	2
9943	2
10772050	1
13837760	0
4878	0
17443	4
120489	2
9349	0
11600	1
764	0
21106535	2
7721	2
9233	4
18607	2
13837281	0
66567	3
7676	0
156255	0
9547	0
6406	1
13862665	2
29001	2
7024	1
7787	0
15077490	2
63054	0
11799	2
7466	2
10053	3
6307	3
7711	2
18971812	2
10781	5
11783	2
