Compound Id	BCUT [BCUTc-1h]
937	-0.4110002478484430
127983	0.0935993385440391
217	-0.3434356734618478
692	0.1945529043609282
763	-0.1436994342206037
748	0.2765208815572238
23208	0.2100095233776442
291	-0.0779229231460158
11148	0.1117242164280797
391	-0.1959765704209007
274	0.5243732299664295
923	0.11174856230268
6105	0.2548736002126162
21106179	0.400036118718936
6086	0.1869495913923076
864	0.0588735583589452
8960	-0.1636355045413527
22814	-0.1526225918111857
6153	0.577238453285589
518	N/A
278	0.2657096591759757
1087	0.4545437023338204
16641	0.2171042451915967
6085	0.1041808174127697
6089	0.0158874451178228
4514529	-0.1924718584376509
22408	9.212828167831981
9642	0.1496743746432781
13571291	0.3124604228543745
693	0.2090165070520489
6087	0.0840805261516033
11153	0.2165385451301285
6084	0.0422421801499768
6102	0.2866422797845886
7568	0.3071930533113041
172	0.2036337146674790
6132	0.3598977010964934
9243	0.151214125360871
2275	0.3042894302225478
12066	0.1666516230882740
10205670	0.3609533119094233
10441	0.0630780263354208
4937830	0.0781915440856584
6111	0.0472225538926394
6135	0.0885653763594842
6083	0.0754082107238191
6128	0.2788166156771353
6123	0.0872707004618754
9484	0.4179859371138596
6095	0.0660276393540706
7956	0.0625384394838675
682	0.0669408640131872
1019	0.0681881600355493
9990	0.0671132513918715
4514586	-0.1630035595262699
12577	0.4369485401178516
9286	0.3210446295000846
11727	0.3317001153706289
16425	0.4548800723070460
7577	0.2479001651366976
171	0.2756484390674825
1143	0.2886807491323531
6098	0.1910774246299636
9256	0.4690603907654385
9994	0.0714525293634621
7954	0.1115070759350915
6101	0.0808182983874559
654	0.0194188629356252
6108	0.2401625799501547
6104	0.1853546520637556
8900	0.1709219881228598
6191	0.5062455981674581
21106169	0.411742479147691
21112738	0.1488954456205587
7559	0.2260880601104059
4481813	0.1143367800453194
28994	0.1864642336746423
173	0.2451720153483694
6088	0.06574763459056
13835235	0.0917550922992106
6130	0.3210241098874003
6097	0.1193556218309021
6314	0.1448729471091185
11228	0.0636511073371290
13836713	0.0598670874854635
6151	0.4804684847896944
6094	0.0481317935790686
70850	0.0201296585491108
11811	0.0200280464015068
6145	0.0933383001877950
6310	0.0629442130638194
773	0.1056790090461858
7738	0.2003345490347318
5978	0.2137895426239943
12197	0.1581736741832845
7566	0.2890827603343885
6093	0.1701591538056712
512	0.2060818405644981
13872989	0.0868285748787254
175	0.1886656303621758
2018165	0.2817950104560231
6148	0.3792970119273309
12640	0.1411581543557138
8902	0.1820458371885521
13835336	0.0560860177581445
6103	0.0422777251242895
1039	0.0397129676932467
7030	0.4058654617226838
6333	0.3019530770070253
71390	0.3053784119961071
6338	0.0967320167619794
6092	0.1068681242216905
2005981	0.1279947279751176
21106015	0.0877914615969779
19475	0.0727405000171491
23730	0.0644890895912522
7736	0.1575176160281009
12442	0.1365499830595113
16841	0.4395713170250268
7557	0.1264670888760555
7558	0.0898550660184797
10772140	0.3514823839653004
11154	0.1560183168304593
13835977	0.0439562518250885
1004	0.0694008602126202
3644	0.0748660195155763
13835550	0.0384393024375526
13835316	0.2016578568761001
553742	0.1038983515294406
558928	0.1038983515294406
1577	0.2441158865534646
7790	0.1728253919048081
2916	0.1592151588142778
8899	0.1571001483047112
6190	0.4765782279589225
7734	0.2481658088597116
1005	0.2784287796315151
6335	0.3013485778862264
5894	0.06370927000658
13836674	0.1102764900833426
659	0.1233728816575034
29008	0.0799076057892212
11749	0.0631921788514284
11910	0.1250903658416566
7012	0.1225223328063828
11065	0.1199879505381002
6164	0.0758166883716111
11239	0.0712069800999206
5977	0.2865613753281981
7330	0.0569711183201461
62827	0.3348925138104691
7546	0.0952931934751049
7737	0.1166571037781462
11756	0.2114256432405561
4514549	-0.1057527423943782
3102535	0.1295479309285820
363458	0.0820461964742560
7556	0.1130976953795095
56442	0.0432005449156860
4449912	0.0432005449156860
7957	0.0481632530155617
7564	0.0268030291047613
1114	0.0225953927896469
7777	0.0200548845730076
7606	0.0563042481697458
8904	0.1263525761572438
8903	0.1773837240324097
6149	0.4369573158054450
6125	0.2088025593209494
29040	0.4357230808724386
454215	0.410839306504693
7029	0.2994537185760149
7739	0.1519209184673989
9391	0.4143181054256967
7733	0.1990598740534914
394562	0.1422241774757991
6322	0.1532085921907281
60524	0.1220381621454086
6330	0.1967479839585003
6334	0.2472151605338274
5993	0.2686150380054497
6100	0.0830825506217441
13837190	0.14643157700690
13835224	0.0995844255605976
7728	0.0705022311919699
13839553	0.0717217211469574
558020	0.2709912469852935
62808	0.2932723976143271
124968	0.3348944024044944
14829	0.3414778871349293
21111820	0.1586674011592706
10437	0.0606593658585232
6121	0.1259638054479335
558875	0.0903804061676920
8544	0.0598900552409929
7553	0.1007891700844991
11526	0.4051798449681025
592	0.2875344951145938
10771217	0.3737648696137044
10498	0.2906663211899344
6119	0.2716580811409778
81815	0.3567699076975675
14694	0.3883578784874108
30713	0.2737645679618035
7555	0.0496121245193455
6120	0.0542927952700771
24043	0.1038637908435581
19476	0.0655789751163933
6177	0.2642975886504464
8012	0.2617150134029138
12957	0.0645661123547941
13875283	0.1522603257536954
1020	0.1288118991009465
10340	0.1432339118004968
12225	0.1887723273331966
1348	0.1589079730764854
844	0.2883542534196028
29015	0.0921870472072055
10018	0.1663662257862935
7717	0.2893009074455647
6311	0.1216369403992062
7732	0.1236172517897071
6321	0.1908648221419050
13871721	0.0870722629452634
62597	0.1141582082861338
6313	0.2085256566719313
