Compound Id	AutocorrelationPolarizability [ATSp3]
937	0.0
127983	0.0
217	0.0
692	0.0
763	0.0
748	0.0
23208	1.695
291	0.0
11148	0.0
391	0.0
274	4.293
923	3.954
6105	3.591
21106179	10.262
6086	0.0
864	0.0
8960	0.0
22814	0.0
6153	19.526
518	N/A
278	6.975
1087	17.64
16641	9.589
6085	0.0
6089	0.0
4514529	0.0
22408	0.0
9642	19.4
13571291	38.347
693	10.120
6087	0.0
11153	11.505
6084	0.0
6102	11.606
7568	42.348
172	11.436
6132	30.643
9243	9.825
2275	77.180
12066	113.976
10205670	49.799
10441	40.250
4937830	34.124
6111	0.0
6135	27.837
6083	0.0
6128	25.441
6123	73.586
9484	46.179
6095	15.974
7956	13.773
682	13.645
1019	119.203
9990	45.772
4514586	0.0
12577	53.798
9286	47.936
11727	26.868
16425	269.155
7577	25.368
171	38.841
1143	45.862
6098	23.346
9256	66.916
9994	43.655
7954	21.140
6101	18.290
654	18.790
6108	44.183
6104	24.656
8900	111.150
6191	84.880
21106169	65.427
21112738	52.177
7559	38.671
4481813	35.218
28994	34.220
173	49.927
6088	0.0
13835235	31.495
6130	62.548
6097	22.377
6314	107.998
11228	105.107
13836713	82.223
6151	113.678
6094	20.234
70850	127.335
11811	94.775
6145	188.480
6310	129.422
773	149.910
7738	137.140
5978	247.449
12197	47.523
7566	36.895
6093	33.943
512	37.206
13872989	43.957
175	54.198
2018165	64.955
6148	98.791
12640	207.148
8902	195.582
13835336	39.517
6103	31.486
1039	39.028
7030	149.580
6333	78.841
71390	85.215
6338	59.399
6092	31.326
2005981	106.243
21106015	48.286
19475	135.073
23730	131.109
7736	166.963
12442	53.901
16841	127.273
7557	58.708
7558	45.974
10772140	86.871
11154	56.271
13835977	53.574
1004	42.446
3644	59.829
13835550	48.655
13835316	101.138
553742	72.096
558928	72.096
1577	186.184
7790	131.911
2916	44.903
8899	251.939
6190	167.046
7734	55.176
1005	76.107
6335	73.908
5894	79.250
13836674	64.014
659	122.281
29008	181.260
11749	159.598
11910	232.027
7012	163.690
11065	160.587
6164	246.812
11239	203.764
5977	105.976
7330	204.560
62827	127.748
7546	82.751
7737	150.035
11756	72.312
4514549	0.0
3102535	298.687
363458	308.485
7556	57.039
56442	57.657
4449912	57.657
7957	83.060
7564	51.966
1114	73.909
7777	144.471
7606	186.839
8904	195.759
8903	195.712
6149	190.609
6125	96.474
29040	169.496
454215	186.697
7029	195.787
7739	274.291
9391	129.348
7733	80.746
394562	79.138
6322	102.044
60524	99.342
6330	92.963
6334	92.537
5993	96.268
6100	52.984
13837190	58.624
13835224	88.085
7728	62.963
13839553	67.264
558020	233.616
62808	235.536
124968	231.647
14829	171.307
21111820	420.360
10437	62.290
6121	87.435
558875	115.192
8544	198.041
7553	82.741
11526	91.950
592	126.190
10771217	194.496
10498	83.877
6119	135.155
81815	242.190
14694	176.684
30713	161.111
7555	55.401
6120	78.858
24043	199.686
19476	190.515
6177	303.542
8012	225.106
12957	185.639
13875283	403.270
1020	214.338
10340	232.817
12225	206.013
1348	251.625
844	141.748
29015	169.142
10018	168.871
7717	75.301
6311	101.596
7732	78.157
6321	99.004
13871721	85.916
62597	85.536
6313	103.009
256	76.237
9016	207.009
9254	220.185
14441700	157.502
61213	155.354
7727	74.084
13836021	78.010
8733	78.919
13863629	260.798
9363	254.5
61111	256.524
7560	80.338
11729	89.723
10606755	203.631
38403	150.861
7636	242.996
374462	228.966
3951	163.172
7616	118.432
552744	126.368
8896	191.642
7615	100.688
387	130.738
5439	108.434
13837650	69.467
13853215	277.497
9392	276.973
7552	80.847
6118	114.185
733	119.196
454209	137.353
66565	293.999
7817	171.942
7081	236.180
11809	92.122
13837280	188.054
236	233.878
11731	131.869
8141	248.776
29036	168.017
13837537	200.532
2340753	217.576
10325184	230.505
107412	195.063
11099	106.071
6309	144.090
558883	106.390
56020	106.390
11806	87.742
1095	281.975
8351654	317.970
3168	75.601
10709	77.924
6312	112.388
258	82.955
6320	108.046
6146	159.967
415	91.545
4444456	125.042
