Compound Id	LargestChain
21168831	3
15482	11
10975	3
10870	3
10837	3
9120	3
1448	2
22191	9
15438	3
14751	2
8909	0
10265264	0
10179173	0
21800	0
15765	0
11699	9
7810	7
12069	9
13839575	9
1253	5
7176	4
10181338	2
21105848	1
10892	3
124	4
87265	2
13848808	4
13860434	1
11629	2
73390	5
10437335	5
38364	0
27488	0
14227	3
13835126	3
17347	4
7385	3
7128	3
11660	1
11409	1
7659	0
6977	0
10236	0
11366	0
21106172	0
7001	0
13029	0
13030	0
11422351	3
6665	3
8341	0
6739	0
7208	2
992	2
8182	3
11038	0
16791	8
11864	8
12161	9
12061	4
7837	8
18717	8
15954	8
11029	8
10511	8
11819	8
99440	8
11543	8
11739	8
11194	8
11216	8
11210	8
7202	2
21168813	3
6881	4
8186	2
21105870	4
21106366	4
15517	0
25890	12
13811	12
7809	7
7042	3
6706	2
68179	9
5979	8
55123	9
7803	9
18688	9
7482	9
10420	9
11843	9
7536	9
55130	9
10433	9
7657	9
22453	9
11045	9
29016	9
14169248	9
11632	9
11265	9
65763	2
392447	5
8097	0
11585	4
78467	4
1906	4
11488212	3
14556	5
7383	3
6642	0
589165	4
11961	0
21111772	0
11954	0
21106586	10
6790	0
8319	0
21106581	3
21106145	3
6023	4
11588	3
6675	3
8883	0
68503	9
10614293	8
7833	8
4516601	8
4516599	8
4512361	8
4512642	8
7835	8
15093	4
11286	3
5142	4
96749	12
61538	0
10246	0
12244	0
10248	0
9911	0
16119	0
13871718	4
25552	1
13658	0
12060	3
11647	4
61739	0
8282	0
6492	0
21106571	0
21106163	0
21106540	0
6737	0
6789	0
61001	4
4446445	9
71628	9
59577	9
11875	9
12010	7
455353	9
205483	4
7278	5
11576	3
6897	5
6035	4
13835344	2
10181339	5
11589	3
30595	4
7175	4
7157	4
8807	0
11865	8
20124	0
17619	7
2068	0
5236	0
4103087	2
6736	0
6788	0
83962	4
7044	3
16359	3
10986	3
191058	3
13835630	10
2937774	5
11708	0
86394	1
10411	4
349	8
11035	8
11104	8
10795	8
305	13
10445	8
71193	5
67270	4
6033	4
21159695	3
13853758	3
18724	3
15427	4
10996	6
6296	0
11776	0
17868	0
13867714	0
21105699	0
376	11
11586	4
62472	4
11584	4
29026	9
57726	0
7802	9
441	9
9633	9
11465	5
10243171	4
11332993	4
11610	5
11422	5
194092	5
7199	3
26516	3
27296	4
72556	5
19709	4
391428	0
14198	0
6402	0
14680	8
6478	0
8262	2
8273	2
7888	13
6735	0
6588	3
7420	4
10343	3
19766	0
13047	0
11294	0
75951	10
72793	10
7076	10
10422	10
11863	8
13846749	5
21108577	4
7406	4
21106008	2
65701	3
21105897	5
11596	3
21106900	2
9965	5
10410	4
7419	4
8356	4
6999	0
7088	3
7448	1
7183	2
7155	3
11871	8
13835351	3
6773	3
6852	1
2157	4
6604	0
17880	9
99681	7
67460	5
18920	9
11841	9
8569	9
455420	9
7533	9
7434	9
932	9
123993	9
62230	9
9893	5
10586285	6
6688	3
109705	4
7151	2
9724	0
10265270	0
10179239	0
6586	2
13872122	4
11862	8
440	12
7694	10
11716	10
29005	10
8568	10
7538	10
370	10
7073	10
26325090	10
6898	6
556589	4
13854242	5
7310	6
11595	3
6593	0
2441	0
56117	9
68676	4
6635	10
62265	3
20939	2
6828	0
6577	3
13104	3
21106570	0
18177	4
15755	0
67470	0
15756	0
15524	0
14995	0
14994	0
15475	0
15478	0
15476	0
15477	0
62484	4
29025	9
7851	9
7856	9
454638	0
1406720	0
21105998	3
61411	0
69177	0
10244	0
15855	2
24535	4
14678	4
13846663	4
69340	5
63863	9
63968	0
70660	12
62628	10
123860	10
4611	6
13885245	6
6745	6
13876103	3
7279	6
6592	0
3756	14
13850082	14
1266019	14
7850	9
541032	0
58234	0
218253	0
8912	0
2424	0
66656	8
71437	0
10831	0
10829	0
10851	0
10813	0
13677	2
10849	0
10850	0
10909	0
10918	0
10841	0
10908	0
642951	4
917	0
9824	0
1278	0
10437836	5
2206	2
7849	9
17558	9
13439	9
13402	9
76154	6
2915	0
6794	5
21106519	4
65750	5
12637	12
20198	3
7302	0
10903	0
13839012	0
6855	3
7315	4
13846658	0
26325182	0
10025	12
967	0
28993	10
15846	10
29029	10
7670	10
9976	10
12632	10
6287	11
23886	0
33421	0
67465	4
15753	4
79280	5
28973	5
7852	9
72551	11
24641	11
18410	5
8910	0
4366810	11
7848	9
14256731	14
6907	6
8860	0
62310	6
70988	4
86435	5
6840	0
10801842	10
11974	0
15461	5
10404	5
89258	3
192748	4
6835	0
11003	0
10756	2
2656	0
13837329	4
502855	4
34863	0
6753	0
14692	10
12456	10
10438331	1
8574	10
18336	7
59482	6
8935	6
60886	0
66675	8
15488	0
15489	0
558878	11
553578	11
55084	11
7509	11
7800	11
12954	11
13229	11
158870	0
157093	0
83374	0
457144	0
135925	0
457145	0
84188	0
136000	0
135983	0
136001	0
136002	0
136003	0
84235	0
457140	0
12674	0
64155	4
970	0
4590	4
8111	0
12013	15
12044	0
12045	0
12047	0
7299	0
21106140	3
25677	0
67991	9
15803	2
502245	4
10227261	16
44152	3
12809	10
15387	10
8470	6
5027	3
21106365	0
21106091	5
16804	0
55443	6
67653	10
2185	2
2991	2
137720	5
11919	9
26010	0
30600	0
33455	0
33934	0
33932	0
6600	4
2121	0
13849989	11
13849981	11
7506	11
18685	11
3741	0
8374	7
247721	7
15409	7
79969	4
13871489	14
23150	9
6807	0
15620	0
15621	0
26260	0
68437	0
15619	0
15861	0
12682	0
42330	3
15413	11
34866	0
34665	0
34664	0
37904	0
34864	0
34188	0
34865	0
14840	10
13448	10
14866	3
20132	5
10400	2
13835294	0
67360	11
12218	11
55075	0
9873	0
14349	10
6842	0
6066	6
512621	9
13090	2
15702	6
11369	0
12219	10
56793	0
454495	0
40191	0
56791	0
35581	0
15495	7
466305	5
65785	5
6916	7
70652	6
12133	3
17131	7
13487	6
7170	2
553649	2
8816	0
15473	0
17099	0
17098	0
33933	0
15474	0
82755	0
82712	0
157094	0
103011	0
102798	0
82762	0
27793	0
82754	0
457138	0
102897	0
457139	0
102947	0
97173	0
102720	0
102801	0
102833	0
102721	0
102856	0
102933	0
103066	0
97172	0
106355	0
15486	11
12220	11
7882	11
63518	7
707	0
8067	0
6827	0
5807	1
8800	0
29153	0
70682	10
11439687	0
56774	0
82765	0
7511	12
7872	12
14846	12
2863	12
7600	12
12699	0
8058	3
3918	5
24326358	4
3008	6
13835706	15
66655	10
34868	0
37905	0
34869	0
37918	0
37915	0
34867	0
25605	0
26011	0
34870	0
34666	0
21924	0
29117	3
8241	6
69371	9
70806	2
1710	0
12635	11
8576	11
25472	6
2169	4
453675	7
40130	6
2297441	4
34095	12
8329	4
60858	4
6610	3
34874	0
36972	0
56788	0
533188	0
35579	0
16182	0
46262	0
35580	0
82818	0
56790	0
56795	0
33458	0
82777	0
35584	0
56785	0
56792	0
34189	0
2283071	0
4932499	0
6453	0
13249	17
4450907	0
7964	13
13619	11
13303	3
13302	4
5004	14
15853	12
12972	12
7871	12
36973	0
37744	0
46894	0
45444	0
56769	0
56780	0
34847	0
39406	0
35081	0
56781	0
56771	0
56232	12
27749	6
8030	4
8093	4
13856959	4
8577	11
71876	13
34667	0
34871	0
34873	0
56784	0
34872	0
14620	4
102741	0
97055	0
97198	0
102834	0
102722	0
154865	0
96948	0
102743	0
102857	0
154866	0
106356	0
102787	0
97240	0
102742	0
68328	11
4268	2
4599	1
33416	0
13492	7
13837303	5
34859	0
84346	0
56760	0
56755	0
33666	0
6838	0
6270	13
7892	12
66887	8
89076	2
5026	4
36975	0
56778	0
56787	0
35583	0
82807	0
56794	0
33386	0
33457	0
47912	0
82817	0
46893	0
33280	0
35582	0
33304	0
46263	0
67594	3
3513	4
220998	13
17339596	4
8060	4
5233	0
14916	2
7891	12
10452	0
61266	0
20848	5
4768	4
43354	0
37779	0
45445	0
36974	0
35585	0
34848	0
84344	0
34850	0
82819	0
56772	0
82820	0
16415	0
56779	0
56768	0
56777	0
84345	0
34668	0
28552	6
3544	5
21361761	2
1262	5
4333	4
4575	5
2079	5
6193	14
82783	0
34852	0
37000	0
37019	0
56765	0
39198	0
82740	0
56761	0
56756	0
56766	0
83413	0
34851	0
36976	0
56767	0
56763	0
7890	12
12705	4
26325183	3
16387	12
6514	1
2457	2
15789876	20
3841535	4
16177	13
33281	0
56786	0
56789	0
33456	0
46264	0
13300034	0
21153	13
10106	14
1361549	9
32555	3
97257	0
97224	0
102923	0
96868	0
96864	0
97234	0
97233	0
154062	0
97142	0
5739	0
8817	0
56782	0
36977	0
83414	0
84348	0
82823	0
33617	5
4759	4
30881	5
3277	5
11632871	0
15747	8
4444100	0
10033	19
33282	0
46285	0
46284	0
82806	0
56776	0
47913	0
32952	0
45446	0
43353	0
56773	0
7901	13
66895	9
199342	5
6371	3
86007	5
12549	2
7757	14
7875	14
59483	0
34853	0
37745	0
36978	0
34190	0
34191	0
36771	0
36710	0
56757	0
549017	0
84347	0
56764	0
56758	0
47914	0
56762	0
33984	0
33983	0
91432	0
2700	3
16180	13
12933	14
7340	13
4445317	5
204209	3
4444102	0
72056	14
4437893	6
34860	0
82738	0
36982	0
36979	0
47915	0
56783	0
36981	0
37004	0
36980	0
5139	4
56775	0
56770	0
11882	13
96965	0
33198	0
12874	5
4760	4
11434292	12
8804	0
2246	0
8799	0
8788	0
26286843	4
11884	14
33407	0
36985	0
35205	0
15637	0
82821	0
13328	0
2654	11
3463	0
16388	16
9797	6
34854	0
46136	0
82736	0
56759	0
36984	0
4745	10
3693	5
64016	3
559096	0
4624	4
7915	14
10292746	0
21782117	0
33986	0
36983	0
36986	0
45447	0
35566	0
47916	0
46137	0
550258	0
33985	0
10801109	15
2003	0
4744	10
2925	4
75956	0
62060	0
13622	14
2975965	0
36990	0
35912	0
45448	0
36987	0
36988	0
26563	0
12071	21
11671339	1
69914	1
2927	4
69569	13
33316	0
3548	9
12586	14
15827	0
4575338	0
10169	0
2908	0
62964	3
82751	0
36989	0
11883	14
13850879	19
16736498	0
23977588	0
29282	6
18941	4
8763	0
65234	1
23101	13
26325085	15
26325087	15
26325088	15
35108	0
78998	16
6057	4
3322	4
9187483	0
16736486	0
21429023	0
34192	0
82822	0
5198	0
11283	0
9053802	15
7917	15
10035	22
12730	6
36029	8
4777	9
3210	16
7913	16
5660	0
35206	0
8101973	3
4471584	3
24142	15
5376	2
122090	14
5678	0
6528	9
5554	0
15484	0
4447447	1
2928	5
9219586	6
10652594	0
5768	1
2271976	6
106796	4
62632	17
4911	3
14688	16
4444107	3
8243	8
5553	0
14299946	0
4380	3
13837319	7
6524	7
11891	16
3534	6
78828	15
5557	4
4444553	3
10696	0
10540	16
509179	0
5791	0
76894	15
2075	6
2625	6
5113	0
2581	17
66896	13
8103122	3
960	18
5145918	1
13849665	21
2041618	16
8124942	5
9088156	16
4228778	8
6013	5
2699	6
3584	4
5162	4
31006	5
26325089	12
133166	3
14348	18
67414	1
1043	9
10784857	0
26824	17
8520	17
83191	4
5932	4
6002	2
11917	0
5633	4
24722	0
56559	19
7928	19
3216	5
3652	6
5091	20
20545	20
10756390	1
197564	4
5550	4
15016	19
193441	4
5552	4
68224	1
3438	5
5551	4
5774	5
10162	2
72522	20
11557190	19
5541	4
4343	7
7929	20
10451	0
92494	6
11898	21
2760	7
11897	21
5542	7
92468	7
11899	22
19232037	8
18019	21
8521	21
4444479	4
48085	7
4067	7
9786472	9
12017	23
75995	0
54833	15
10733068	2
14021447	23
49179	8
108106	1
15520	4
12072	24
5775	8
10449	0
19232038	10
21106059	21
196288	11
4470736	9
11900	25
18547147	11
75662	2
29400	4
11901	26
21105591	15
10481872	21
65272	3
58496	3
139025	13
11146	27
21587143	13
4444362	2
21105594	13
21106058	21
26325080	27
11902	28
21486195	21
21106077	13
4927801	1
10542	32
26325081	31
11906	36
26325082	35
6045	0
26325083	39
26325084	43
