Compound Id	BondCount
937	0
127983	1
217	0
692	1
763	1
748	1
23208	2
291	0
11148	1
391	0
274	2
923	2
6105	2
21106179	3
6086	1
864	1
8960	1
22814	0
6153	4
518	0
278	2
1087	2
16641	2
6085	1
6089	1
4514529	0
22408	0
9642	2
13571291	3
693	2
6087	1
11153	2
6084	1
6102	2
7568	3
172	2
6132	3
9243	2
2275	5
12066	5
10205670	4
10441	3
4937830	3
6111	3
6135	3
6083	1
6128	3
6123	3
9484	4
6095	2
7956	2
682	2
1019	5
9990	3
4514586	0
12577	5
9286	5
11727	3
16425	6
7577	3
171	3
1143	3
6098	2
9256	6
9994	4
7954	2
6101	2
654	2
6108	2
6104	2
8900	5
6191	7
21106169	5
21112738	3
7559	3
4481813	3
28994	3
173	3
6088	1
13835235	3
6130	3
6097	2
6314	4
11228	4
13836713	3
6151	4
6094	2
70850	4
11811	4
6145	4
6310	4
773	5
7738	5
5978	4
12197	3
7566	3
6093	2
512	3
13872989	3
175	3
2018165	4
6148	4
12640	6
8902	6
13835336	3
6103	2
1039	2
7030	6
6333	4
71390	3
6338	4
6092	2
2005981	3
21106015	3
19475	5
23730	5
7736	5
12442	3
16841	6
7557	3
7558	3
10772140	4
11154	2
13835977	3
1004	3
3644	3
13835550	3
13835316	3
553742	3
558928	3
1577	6
7790	6
2916	2
8899	5
6190	7
7734	4
1005	4
6335	4
5894	4
13836674	3
659	3
29008	5
11749	5
11910	5
7012	5
11065	5
6164	5
11239	5
5977	3
7330	5
62827	7
7546	5
7737	5
11756	5
4514549	0
3102535	7
363458	7
7556	3
56442	3
4449912	3
7957	3
7564	3
1114	3
7777	5
7606	5
8904	6
8903	6
6149	4
6125	3
29040	6
454215	6
7029	6
7739	5
9391	6
7733	4
394562	4
6322	4
60524	4
6330	4
6334	4
5993	4
6100	2
13837190	4
13835224	4
7728	4
13839553	4
558020	7
62808	7
124968	7
14829	4
21111820	6
10437	3
6121	3
558875	3
8544	5
7553	3
11526	5
592	5
10771217	5
10498	4
6119	3
81815	8
14694	5
30713	5
7555	3
6120	3
24043	6
19476	6
6177	6
8012	6
12957	6
13875283	8
1020	6
10340	6
12225	6
1348	6
844	6
29015	6
10018	6
7717	4
6311	4
7732	4
6321	4
13871721	4
62597	4
6313	4
256	4
9016	6
9254	6
14441700	5
61213	5
7727	4
13836021	4
8733	4
13863629	7
9363	7
61111	7
7560	3
11729	3
10606755	9
38403	9
7636	7
374462	6
3951	5
7616	5
552744	5
8896	5
7615	5
387	5
5439	5
13837650	3
13853215	7
9392	7
7552	3
6118	3
733	5
454209	5
66565	8
7817	6
7081	6
11809	4
13837280	4
236	6
11731	3
8141	6
29036	3
13837537	6
2340753	5
10325184	5
107412	7
11099	4
6309	4
558883	4
56020	4
11806	4
1095	5
8351654	9
3168	4
10709	4
6312	4
258	4
6320	4
6146	4
415	4
4444456	4
12229	7
9614	7
5730	4
7551	3
2282428	6
9251	6
3441	6
9461	7
8329688	5
61346	8
9095782	7
21171407	3
7782	5
11755	5
10653	5
8525	5
6341	5
259	5
23621376	5
7021	5
11244	5
1141	8
21111806	8
21108550	8
9325	8
7961	5
10251740	8
66021	7
10437074	7
66996	7
6042	4
6326	4
10325078	7
11117	6
2062437	6
13867413	6
10675065	8
7630	6
7026	6
8554	6
7028	6
13835459	6
29004	9
13634	8
6106	2
10765	4
7713	4
4483639	4
4483638	4
10113	4
7469	7
7472	7
6649	7
21943	7
84036	7
68152	7
25889	7
7018	5
7716	4
23255	4
11230	4
7730	4
13838404	3
971	7
10008	7
7688	7
1664	7
71089	7
8543	4
6316	4
62826	7
10197150	7
10488	7
21168808	6
13647	9
221117	8
7220	8
10364	8
7672	7
59674	5
11752	5
13816	5
29107	5
61707	5
10464	5
65936	8
2038738	8
31029	3
6122	3
13836589	5
13836591	5
10948	5
13835209	5
13861343	6
4489	8
11351244	8
577	8
9360	8
9350	8
9326	8
9253	6
83734	6
71312	6
2293678	6
23055	5
10054	4
7714	4
6315	4
13299573	8
7689	7
11784	7
11785	7
9411	8
3631	9
7788	6
21105795	9
7791	6
13866746	11
70714	7
70715	7
7514	7
11036	7
472932	9
105291	9
5976	9
6188	7
99596	6
7712	4
6308	4
9646	4
2056044	11
61149	11
5889	7
21106520	7
13874733	7
13839199	7
1078	7
13836549	12
1015	10
7770	5
11525	5
12626	5
7772	5
10777	5
7016	5
7607	5
73583	7
7241	8
7225	8
78	8
60329	5
1609	5
13854944	5
13835861	5
24099	5
12816	8
9943	8
10772050	6
13837760	8
4878	8
17443	8
120489	8
9349	8
11600	8
764	8
21106535	5
7721	4
9233	4
18607	4
13837281	5
66567	10
7676	7
156255	7
9547	10
6406	6
13862665	6
29001	6
7024	6
7787	6
15077490	6
63054	11
11799	6
7466	6
10053	4
6307	4
7711	4
18971812	7
10781	7
11783	7
7685	7
13630	7
63889	8
9228	8
1108	7
10534	7
7679	7
12643	7
7684	7
12499	12
24590970	6
6950	10
56144	9
11110	5
12209	5
10124	5
24041	8
25886	8
19477	8
17784	8
3973	7
7224	8
11833	5
29000	5
8398	5
6040	5
14672	5
21011	5
10947	5
6165	5
13837702	5
235	8
55091	6
66809	8
62489	8
11080	8
5596	8
392	8
13257	8
12231	8
2606	6
8528	8
8878	8
19231	8
7681	7
11911	5
6342	5
18219	4
7248	9
11661	9
7710	4
768	11
11125	6
10492	6
7463	6
7706	6
11680	6
7701	6
10001	6
7627	6
10571	6
5708	6
19953955	6
13848341	9
76394	9
13835604	6
7138	9
7443	9
913	9
5709	9
7673	7
13875432	8
13875219	8
13837686	8
7013	5
92731	8
13874867	7
71787	7
7745	7
7678	7
13255	7
59447	7
48024	7
8868	10
5593	10
13835932	7
28981	8
4510484	8
7534	8
215929	8
13662	10
123207	8
7090	10
12201	5
11109	5
12446	5
7769	5
63631	5
24263	11
6364	11
7221	8
7240	8
6186	7
6187	7
7238	8
13835772	8
13839082	8
21105871	8
13860335	8
24533	8
28992	8
20843	8
21106032	5
6156	4
789	8
13836520	8
10628694	11
185	11
21106036	11
4444608	6
13837797	6
7794	8
11795	6
120621	6
20119	6
26765	6
192642	6
12821	9
12478	9
7389	9
10497	4
109838	6
16778	6
7705	6
13835293	6
13839441	6
13863618	9
28682	9
238	9
123	9
63908	9
9581	9
13875196	9
2018460	7
10512	5
55090	5
456015	8
13869451	8
13854248	8
13869339	8
1151	12
9574	10
11086	7
11857	7
7677	7
11788	7
62589	7
7686	7
776	10
7478	7
15802	8
17976	8
9579	10
10664	10
955	10
13837787	10
1266393	6
13875441	8
13842573	8
6974	8
10437239	10
7767	5
7604	5
7010	5
6163	5
6340	5
7234	8
13854136	8
13835151	8
13860692	8
21105905	8
21106560	8
7242	8
11077	8
11042	8
10940	8
10937	8
13842613	8
21132380	8
7223	8
11582	11
6774	11
9218	11
7236	8
7480	8
499714	8
13857694	8
13866817	8
13837988	8
12228	7
83866	8
83850	8
6621	11
7671	9
7074	9
62467	10
30516	9
10487	7
11846	6
7098	11
61191	11
73412	5
6176	6
10791	6
10788	6
7621	6
11025	6
11095	6
5949	6
63156	6
10101	7
68156	6
9377	6
5026296	12
13648	9
2241	9
13644	9
13856009	9
11087	7
8657	9
8665	9
9564	9
447	9
2039535	9
10384035	9
4962	9
10437135	9
7776	5
7180	10
7182	10
10669	10
8531	10
8335	10
10253	10
10979	10
7181	10
13875160	8
13875281	8
13875230	8
13840690	8
4449	8
744	12
68832	7
7674	7
8908	7
191367	7
11695	7
7766	5
61487	5
331	10
7142	10
132	10
7145	10
13846959	10
13853943	10
222538	10
65523	10
2849146	10
10437210	10
21108548	8
21106019	9
21106014	9
16159	6
7786	5
7219	8
7521	8
7641	8
6967	8
9874	11
13054	11
15443	8
10939	8
6179	6
21106470	11
8855	11
11861	9
11845	6
13839308	9
10536	8
7823	6
7812	6
11793	6
7622	6
7459	6
11024	6
11794	6
11678	6
10787	6
7626	6
11996	6
55188	6
11732	6
10790	6
11056	6
11180	6
13866593	6
7703	6
21106020	10
13853953	10
21106013	10
256210	12
7518	8
13876539	9
7132	9
21106524	9
21168826	9
13865424	9
71433	5
455090	9
503239	9
13860775	9
13869480	9
13869414	9
11849	6
11083	9
6988	9
8140	9
65	9
10857	9
6633	9
21111822	8
7239	8
6550	12
26325086	9
71430	9
21106173	9
7765	5
13859497	12
6775	10
11672	10
11773	10
12012	7
7761	7
8552	7
62249	7
7515	7
7475	7
29012	7
11706	7
7064	7
11992	7
10446	7
7065	7
11207996	7
7747	7
11193	7
19956441	7
11107	7
11694	7
11930	7
9903	10
4963	10
953	10
21106146	10
21106144	10
13863774	10
73479	10
58563	10
299166	10
13875320	8
13875258	8
13875392	8
21112023	10
13851576	8
11769	8
10432	8
10328	8
63310	10
59573	6
7161	11
6720	11
13850142	11
390927	11
206493	13
11667	9
21106018	9
12823	9
55205	7
69982	11
10710415	8
13865426	8
6780	11
8098	11
6658	11
9970	8
7528	8
7530	8
11489	11
526	11
6339	5
7984	8
21111817	9
63906	9
3350	11
1446	11
18	11
71	11
7146	11
11121	6
555074	6
7811	6
8562	6
7624	6
8158	6
6079	10
434	10
8071	10
21105959	9
13865438	9
21106135	9
7391	9
28982	9
13839110	9
13839151	9
13865680	9
11604	9
13839128	9
13839174	9
13839105	9
13839123	9
11021	9
20570	9
7131	9
5830	9
24972	9
10992	9
553171	9
13860817	9
11778	9
13860720	9
136966	9
13848793	12
30572	9
7866	10
19957731	10
10257	12
7211	12
7172	12
13875356	8
13875212	8
13868640	8
10864	10
21181	7
12445	7
122446	7
62534	10
62408	10
11830	5
13835836	7
13835376	7
127750	7
13836399	7
13884973	7
13839416	7
21109330	7
18707	9
6883	10
7189	10
28969	10
61765	10
21111781	10
5915	10
68568	10
64699	8
7140	10
8070	10
7190	10
10181341	10
221226	10
10526	6
120464	6
7150	13
12259	11
13860	9
11563	10
7003	8
7662	9
13862559	9
13864445	9
13865630	11
553642	8
8876	11
906	11
13638	8
6480	11
11866	7
13839109	8
11591	11
9454	11
21106148	11
6781	11
206561	11
13803	7
8560	6
11094	6
11023	6
11055	6
10786	6
7619	6
10755	6
11551	6
221082	9
7129	9
8950	9
15965	12
13868660	8
7092	10
924	9
13860641	9
21106525	9
10991	9
13869434	9
6630	9
13840647	9
13860491	9
13869462	9
63903	9
62530	9
13856352	9
551	15
14627	12
191	9
558917	10
6301	10
10616	12
5882	12
8183	12
6646	9
84971	9
388391	9
10980	10
10972	10
6674	10
361	12
13063	13
10797	7
28986	7
7760	7
7838	7
230	12
13842001	7
18801	7
21108576	10
21106518	10
62466	10
62485	10
11460	10
10254	10
21169510	8
880	10
7397	10
8674	10
62517	10
11651	10
10437215	10
60121	10
21105859	10
13848467	10
120548	10
2923	10
28947	13
21105878	10
11625	11
7815	6
7827	6
11761	6
14998	6
21168831	9
