Compound Id	BondCount
15482	10
10975	13
10870	13
10837	13
9120	13
1448	13
22191	8
15438	8
14751	8
8909	8
10265264	8
10179173	8
21800	8
15765	8
11699	8
7810	6
12069	8
13839575	8
1253	11
7176	11
10181338	11
21105848	11
10892	11
124	11
87265	9
13848808	11
13860434	11
11629	11
73390	11
10437335	11
38364	9
27488	9
14227	10
13835126	10
17347	10
7385	9
7128	9
11660	9
11409	9
7659	9
6977	9
10236	9
11366	10
21106172	10
7001	10
13029	10
13030	10
11422351	12
6665	14
8341	12
6739	12
7208	12
992	12
8182	12
11038	8
16791	7
11864	7
12161	8
12061	10
7837	7
18717	7
15954	7
11029	7
10511	7
11819	7
99440	7
11543	7
11739	7
11194	7
11216	7
11210	7
7202	11
21168813	10
6881	10
8186	10
21105870	10
21106366	10
15517	13
25890	11
13811	11
7809	6
7042	13
6706	11
68179	8
5979	7
55123	8
7803	8
18688	8
7482	8
10420	8
11843	8
7536	8
55130	8
10433	8
7657	8
22453	8
11045	8
29016	8
14169248	8
11632	8
11265	8
65763	12
392447	11
8097	11
11585	11
78467	11
1906	11
11488212	11
14556	11
7383	9
6642	12
589165	10
11961	10
21111772	10
11954	10
21106586	9
6790	12
8319	12
21106581	12
21106145	12
6023	10
11588	10
6675	10
8883	12
68503	8
10614293	7
7833	7
4516601	7
4516599	7
4512361	7
4512642	7
7835	7
15093	11
11286	15
5142	11
96749	11
61538	10
10246	10
12244	10
10248	10
9911	10
16119	10
13871718	10
25552	10
13658	10
12060	10
11647	10
61739	13
8282	13
6492	13
21106571	10
21106163	10
21106540	10
6737	12
6789	12
61001	13
4446445	8
71628	8
59577	8
11875	8
12010	6
455353	8
205483	11
7278	11
11576	11
6897	11
6035	11
13835344	11
10181339	11
11589	11
30595	11
7175	11
7157	11
8807	14
11865	7
20124	12
17619	6
2068	14
5236	14
4103087	14
6736	12
6788	12
83962	15
7044	13
16359	13
10986	12
191058	12
13835630	9
2937774	12
11708	8
86394	12
10411	11
349	7
11035	7
11104	7
10795	7
305	12
10445	7
71193	11
67270	11
6033	11
21159695	10
13853758	10
18724	10
15427	10
10996	13
6296	10
11776	9
17868	13
13867714	13
21105699	13
376	10
11586	13
62472	13
11584	11
29026	8
57726	13
7802	8
441	8
9633	8
11465	11
10243171	11
11332993	11
11610	11
11422	11
194092	11
7199	11
26516	9
27296	11
72556	11
19709	11
391428	11
14198	11
6402	11
14680	7
6478	14
8262	14
8273	14
7888	12
6735	12
6588	14
7420	10
10343	14
19766	11
13047	11
11294	13
75951	9
72793	9
7076	9
10422	9
11863	7
13846749	12
21108577	12
7406	12
21106008	12
65701	10
21105897	12
11596	12
21106900	12
9965	12
10410	10
7419	10
8356	10
6999	10
7088	10
7448	10
7183	10
7155	15
11871	7
13835351	13
6773	13
6852	13
2157	13
6604	13
17880	8
99681	14
67460	11
18920	8
11841	8
8569	8
455420	8
7533	8
7434	8
932	8
123993	8
62230	8
9893	11
10586285	16
6688	16
109705	18
7151	12
9724	11
10265270	11
10179239	11
6586	14
13872122	10
11862	7
440	11
7694	9
11716	9
29005	9
8568	9
7538	9
370	9
7073	9
26325090	9
6898	12
556589	12
13854242	12
7310	12
11595	12
6593	15
2441	12
56117	8
68676	12
6635	9
62265	15
20939	10
6828	13
6577	16
13104	16
21106570	11
18177	13
15755	13
67470	13
15756	13
15524	13
14995	13
14994	13
15475	13
15478	13
15476	13
15477	13
62484	11
29025	8
7851	8
7856	8
454638	17
1406720	17
21105998	11
61411	11
69177	11
10244	11
15855	11
24535	11
14678	11
13846663	11
69340	11
63863	8
63968	14
70660	11
62628	9
123860	9
4611	12
13885245	12
6745	12
13876103	12
7279	12
6592	15
3756	13
13850082	13
1266019	13
7850	8
541032	11
58234	12
218253	14
8912	12
2424	15
66656	7
71437	13
10831	13
10829	13
10851	13
10813	13
13677	13
10849	13
10850	13
10909	13
10918	13
10841	13
10908	13
642951	14
917	13
9824	16
1278	16
10437836	13
2206	13
7849	8
17558	8
13439	8
13402	8
76154	12
2915	15
6794	11
21106519	11
65750	11
12637	11
20198	14
7302	14
10903	14
13839012	14
6855	14
7315	17
13846658	14
26325182	17
10025	11
967	12
28993	9
15846	9
29029	9
7670	9
9976	9
12632	9
6287	10
23886	15
33421	15
67465	12
15753	12
79280	12
28973	12
7852	8
72551	10
24641	10
18410	10
8910	10
4366810	10
7848	8
14256731	13
6907	13
8860	16
62310	13
70988	13
86435	13
6840	16
10801842	9
11974	10
15461	11
10404	11
89258	16
192748	16
6835	14
11003	14
10756	11
2656	12
13837329	14
502855	14
34863	16
6753	17
14692	9
12456	9
10438331	15
8574	9
18336	13
59482	12
8935	12
60886	19
66675	7
15488	14
15489	14
558878	10
553578	10
55084	10
7509	10
7800	10
12954	10
13229	10
158870	14
157093	14
83374	14
457144	14
135925	14
457145	14
84188	14
136000	14
135983	14
136001	14
136002	14
136003	14
84235	14
457140	14
12674	13
64155	13
970	16
4590	13
8111	16
12013	14
12044	14
12045	14
12047	14
7299	14
21106140	13
25677	17
67991	8
15803	11
502245	14
10227261	15
44152	14
12809	9
15387	9
8470	13
5027	13
21106365	16
21106091	12
16804	12
55443	12
67653	9
2185	15
2991	15
137720	18
11919	8
26010	15
30600	15
33455	15
33934	15
33932	15
6600	15
2121	15
13849989	10
13849981	10
7506	10
18685	10
3741	17
8374	13
247721	13
15409	13
79969	13
13871489	13
23150	8
6807	15
15620	14
15621	14
26260	14
68437	14
15619	14
15861	14
12682	14
42330	14
15413	10
34866	16
34665	16
34664	16
37904	16
34864	16
34188	16
34865	16
14840	9
13448	9
14866	12
20132	18
10400	15
13835294	18
67360	10
12218	10
55075	12
9873	17
14349	9
6842	16
6066	16
512621	8
13090	15
15702	16
11369	10
12219	9
56793	17
454495	17
40191	17
56791	17
35581	17
15495	14
466305	14
65785	14
6916	14
70652	14
12133	14
17131	13
13487	12
7170	12
553649	15
8816	21
15473	15
17099	15
17098	15
33933	15
15474	15
82755	15
82712	15
157094	15
103011	15
102798	15
82762	15
27793	15
82754	15
457138	15
102897	15
457139	15
102947	15
97173	15
102720	15
102801	15
102833	15
102721	15
102856	15
102933	15
103066	15
97172	15
106355	15
15486	10
12220	10
7882	10
63518	13
707	12
8067	12
6827	13
5807	18
8800	19
29153	19
70682	9
11439687	16
56774	18
82765	18
7511	11
7872	11
14846	11
2863	11
7600	11
12699	17
8058	17
3918	19
24326358	13
3008	14
13835706	14
66655	9
34868	16
37905	16
34869	16
37918	16
37915	16
34867	16
25605	16
26011	16
34870	16
34666	16
21924	16
29117	16
8241	18
69371	8
70806	18
1710	21
12635	10
8576	10
25472	14
2169	14
453675	13
40130	14
2297441	15
34095	11
8329	17
60858	17
6610	17
34874	17
36972	17
56788	17
533188	17
35579	17
16182	17
46262	17
35580	17
82818	17
56790	17
56795	17
33458	17
82777	17
35584	17
56785	17
56792	17
34189	17
2283071	15
4932499	15
6453	19
13249	16
4450907	25
7964	12
13619	10
13303	14
13302	14
5004	13
15853	11
12972	11
7871	11
36973	18
37744	18
46894	18
45444	18
56769	18
56780	18
34847	18
39406	18
35081	18
56781	18
56771	18
56232	11
27749	15
8030	17
8093	17
13856959	17
8577	10
71876	12
34667	16
34871	16
34873	16
56784	16
34872	16
14620	15
102741	16
97055	16
97198	16
102834	16
102722	16
154865	16
96948	16
102743	16
102857	16
154866	16
106356	16
102787	16
97240	16
102742	16
68328	10
4268	18
4599	18
33416	15
13492	13
13837303	16
34859	19
84346	19
56760	19
56755	19
33666	19
6838	19
6270	12
7892	11
66887	14
89076	17
5026	18
36975	18
56778	18
56787	17
35583	17
82807	17
56794	17
33386	17
33457	17
47912	17
82817	17
46893	17
33280	17
35582	17
33304	17
46263	17
67594	16
3513	18
220998	12
17339596	18
8060	18
5233	21
14916	19
7891	11
10452	12
61266	23
20848	15
4768	15
43354	18
37779	18
45445	18
36974	18
35585	18
34848	18
84344	18
34850	18
82819	18
56772	18
82820	18
16415	18
56779	18
56768	18
56777	18
84345	18
34668	18
28552	16
3544	15
21361761	18
1262	18
4333	21
4575	16
2079	16
6193	13
82783	19
34852	19
37000	19
37019	19
56765	19
39198	19
82740	19
56761	19
56756	19
56766	19
83413	19
34851	19
36976	19
56767	19
56763	19
7890	11
12705	15
26325183	24
16387	15
6514	20
2457	20
15789876	19
3841535	20
16177	12
33281	17
56786	17
56789	17
33456	17
46264	17
13300034	17
21153	12
10106	13
1361549	15
32555	20
97257	17
97224	17
102923	17
96868	17
96864	17
97234	17
97233	17
154062	17
97142	17
5739	21
8817	21
56782	20
36977	20
83414	20
84348	20
82823	20
33617	16
4759	16
30881	16
3277	19
11632871	16
15747	14
4444100	22
10033	18
33282	18
46285	18
46284	18
82806	18
56776	18
47913	18
32952	18
45446	18
43353	18
56773	18
7901	12
66895	15
199342	15
6371	18
86007	18
12549	22
7757	13
7875	13
59483	12
34853	19
37745	19
36978	19
34190	19
34191	19
36771	19
36710	19
56757	19
549017	19
84347	19
56764	19
56758	19
47914	19
56762	19
33984	19
33983	19
91432	22
2700	24
16180	12
12933	13
7340	12
4445317	14
204209	18
4444102	23
72056	13
4437893	19
34860	20
82738	20
36982	20
36979	20
47915	20
56783	20
36981	20
37004	20
36980	20
5139	20
56775	18
56770	18
11882	12
96965	18
33198	18
12874	16
4760	16
11434292	11
8804	24
2246	24
8799	24
8788	24
26286843	21
11884	13
33407	21
36985	21
35205	21
15637	21
82821	21
13328	21
2654	17
3463	19
16388	15
9797	22
34854	19
46136	19
82736	19
56759	19
36984	19
4745	17
3693	20
64016	20
559096	20
4624	21
7915	13
10292746	23
21782117	23
33986	20
36983	20
36986	20
45447	20
35566	20
47916	20
46137	20
550258	20
33985	20
10801109	14
2003	21
4744	17
2925	20
75956	20
62060	23
13622	13
2975965	21
36990	21
35912	21
45448	21
36987	21
36988	21
26563	18
12071	20
11671339	15
69914	15
2927	19
69569	12
33316	19
3548	17
12586	13
15827	19
4575338	25
10169	21
2908	22
62964	18
82751	22
36989	22
11883	13
13850879	18
16736498	21
23977588	21
29282	17
18941	17
8763	27
65234	24
23101	12
26325085	14
26325087	14
26325088	14
35108	20
78998	15
6057	19
3322	22
9187483	21
16736486	20
21429023	20
34192	21
82822	21
5198	23
11283	21
9053802	14
7917	14
10035	21
12730	18
36029	21
4777	20
3210	15
7913	15
5660	23
35206	22
8101973	24
4471584	24
24142	14
5376	22
122090	13
5678	26
6528	24
5554	23
15484	23
4447447	26
2928	20
9219586	25
10652594	15
5768	24
2271976	25
106796	24
62632	16
4911	24
14688	15
4444107	25
8243	22
5553	24
14299946	16
4380	25
13837319	20
6524	20
11891	15
3534	23
78828	14
5557	24
4444553	25
10696	16
10540	15
509179	23
5791	24
76894	14
2075	23
2625	23
5113	31
2581	16
66896	19
8103122	25
960	17
5145918	26
13849665	20
2041618	15
8124942	26
9088156	15
4228778	22
6013	26
2699	24
3584	27
5162	24
31006	27
26325089	29
133166	26
14348	17
67414	18
1043	29
10784857	18
26824	16
8520	16
83191	27
5932	27
6002	27
11917	28
5633	29
24722	28
56559	18
7928	18
3216	26
3652	29
5091	19
20545	19
10756390	20
197564	28
5550	28
15016	18
193441	29
5552	29
68224	20
3438	28
5551	29
5774	28
10162	34
72522	19
11557190	18
5541	31
4343	29
7929	19
10451	20
92494	29
11898	20
2760	32
11897	20
5542	32
92468	30
11899	21
19232037	33
18019	20
8521	20
4444479	35
48085	31
4067	34
9786472	34
12017	22
75995	34
54833	34
10733068	25
14021447	22
49179	32
108106	24
15520	38
12072	23
5775	31
10449	24
19232038	35
21106059	33
196288	36
4470736	34
11900	24
18547147	36
75662	42
29400	43
11901	25
21105591	38
10481872	38
65272	36
58496	37
139025	38
11146	26
21587143	38
4444362	47
21105594	42
21106058	37
26325080	26
11902	27
21486195	38
21106077	44
4927801	30
10542	31
26325081	30
11906	35
26325082	34
6045	61
26325083	38
26325084	42
