Compound Id	APol
937	2.136
127983	1.902
217	3.1
692	3.896
763	2.938
748	3.527
23208	2.406
291	4.427
11148	4.317
391	4.234
274	3.364
923	3.002
6105	4.208
21106179	4.098
6086	4.854
864	5.229
8960	4.867
22814	5.630
6153	3.988
518	5.104
278	4.698
1087	4.504
16641	4.082
6085	6.187
6089	6.194
4514529	2.18
22408	6.310
9642	7.947
13571291	7.714
693	5.662
6087	5.940
11153	5.831
6084	7.521
6102	6.620
7568	8.134
172	6.989
6132	5.721
9243	7.411
2275	9.551
12066	10.885
10205670	7.681
10441	11.416
4937830	8.749
6111	9.281
6135	6.464
6083	6.810
6128	7.301
6123	12.381
9484	7.191
6095	7.947
7956	8.323
682	8.323
1019	9.480
9990	11.041
4514586	3.05
12577	7.082
9286	7.082
11727	7.422
16425	6.242
7577	7.791
171	7.791
1143	7.429
6098	7.7
9256	6.972
9994	10.083
7954	9.281
6101	9.288
654	9.288
6108	7.560
6104	7.454
8900	8.154
6191	6.862
21106169	7.993
21112738	9.460
7559	8.749
4481813	8.756
28994	8.756
173	8.756
6088	9.110
13835235	9.125
6130	7.344
6097	9.034
6314	11.843
11228	14.510
13836713	12.181
6151	7.234
6094	10.614
70850	15.475
11811	15.475
6145	15.475
6310	15.475
773	10.147
7738	10.509
5978	12.025
12197	9.707
7566	9.714
6093	8.324
512	10.083
13872989	10.083
175	10.083
2018165	8.814
6148	8.814
12640	12.574
8902	11.907
13835336	10.090
6103	10.421
1039	10.421
7030	10.353
6333	9.551
71390	8.214
6338	9.558
6092	9.904
2005981	9.527
21106015	9.836
19475	12.283
23730	13.616
7736	11.474
12442	9.794
16841	8.595
7557	11.041
7558	11.041
10772140	9.304
11154	10.624
13835977	11.048
1004	11.416
3644	11.416
13835550	11.054
13835316	9.214
553742	9.214
558928	9.214
1577	9.920
7790	11.687
2916	9.194
8899	11.280
6190	8.485
7734	10.885
1005	10.885
6335	10.885
5894	10.523
13836674	10.794
659	11.223
29008	14.141
11749	17.604
11910	16.270
7012	16.270
11065	16.270
6164	17.604
11239	17.604
5977	8.967
7330	12.801
62827	10.065
7546	13.176
7737	13.176
11756	10.360
4514549	5.35
3102535	14.703
363458	18.037
7556	12.374
56442	12.374
4449912	12.374
7957	12.374
7564	12.381
1114	12.381
7777	18.568
7606	18.568
8904	11.907
8903	11.907
6149	8.857
6125	10.547
29040	9.465
454215	9.465
7029	12.645
7739	12.607
9391	11.087
7733	11.843
394562	11.843
6322	11.843
60524	11.850
6330	11.850
6334	11.850
5993	11.850
6100	12.204
13837190	12.218
13835224	12.218
7728	12.218
