Compound Id	ChiPath [SP-2]
937	0.0
127983	0.0
217	0.0
692	0.0
763	0.0
748	0.0
23208	0.707
291	0.0
11148	0.0
391	0.0
274	0.707
923	0.707
6105	0.707
21106179	1.732
6086	0.0
864	0.0
8960	0.0
22814	0.0
6153	3.0
518	N/A
278	0.707
1087	0.707
16641	0.707
6085	0.0
6089	0.0
4514529	0.0
22408	0.0
9642	0.707
13571291	1.0
693	0.707
6087	0.0
11153	0.707
6084	0.0
6102	0.707
7568	1.0
172	0.707
6132	1.732
9243	0.707
2275	2.036
12066	1.768
10205670	1.802
10441	1.0
4937830	1.0
6111	1.061
6135	1.732
6083	0.0
6128	1.732
6123	1.732
9484	3.0
6095	0.707
7956	0.707
682	0.707
1019	1.768
9990	1.0
4514586	0.0
12577	2.914
9286	2.488
11727	1.0
16425	6.124
7577	1.0
171	1.732
1143	1.732
6098	0.707
9256	3.521
9994	1.414
7954	0.707
6101	0.707
654	0.707
6108	0.707
6104	0.707
8900	1.768
6191	4.5
21106169	2.914
21112738	1.0
7559	1.0
4481813	1.0
28994	1.0
173	1.732
6088	0.0
13835235	1.0
6130	1.732
6097	0.707
6314	1.802
11228	1.802
13836713	1.0
6151	3.0
6094	0.707
70850	1.802
11811	1.354
6145	3.0
6310	1.802
773	1.768
7738	1.768
5978	3.0
12197	1.0
7566	1.0
6093	0.707
512	1.0
13872989	1.0
175	1.732
2018165	1.802
6148	3.0
12640	2.390
8902	2.121
13835336	1.0
6103	0.707
1039	0.707
7030	2.390
6333	1.802
71390	1.732
6338	1.802
6092	0.707
2005981	1.732
21106015	1.0
19475	1.922
23730	1.922
7736	1.768
12442	1.0
16841	3.521
7557	1.0
7558	1.0
10772140	1.802
11154	0.707
13835977	1.0
1004	1.0
3644	1.732
13835550	1.0
13835316	1.732
553742	1.0
558928	1.0
1577	2.390
7790	2.121
2916	0.707
8899	1.768
6190	4.5
7734	1.354
1005	1.802
6335	1.802
5894	1.802
13836674	1.0
659	1.732
29008	1.768
11749	2.183
11910	2.914
7012	1.922
11065	2.183
6164	2.914
11239	2.488
5977	1.732
7330	1.768
62827	3.497
7546	1.852
7737	1.768
11756	2.183
4514549	0.0
3102535	2.743
363458	2.743
7556	1.0
56442	1.0
4449912	1.0
7957	1.732
7564	1.0
1114	1.732
7777	1.707
7606	2.183
8904	2.121
8903	2.121
6149	3.0
6125	1.732
29040	3.521
454215	3.521
7029	2.390
7739	1.768
9391	3.521
7733	1.354
394562	1.354
6322	1.802
60524	1.802
6330	1.802
6334	1.802
5993	1.802
6100	0.707
13837190	1.354
13835224	1.802
7728	1.354
13839553	1.354
558020	2.743
62808	2.743
124968	2.743
14829	3.0
21111820	2.390
10437	1.0
6121	1.732
558875	1.0
8544	1.768
7553	1.0
11526	1.922
592	2.488
10771217	2.488
10498	1.354
6119	1.732
81815	3.289
14694	2.914
30713	2.488
7555	1.0
6120	1.732
24043	2.091
19476	2.302
6177	3.521
8012	2.630
12957	2.302
13875283	3.365
1020	2.121
10340	2.390
12225	2.390
1348	2.390
844	3.023
29015	2.121
10018	2.121
7717	1.354
6311	1.802
7732	1.354
6321	1.802
13871721	1.354
62597	1.354
6313	1.802
256	1.354
9016	3.521
9254	3.521
14441700	2.914
61213	2.914
7727	1.354
13836021	1.354
8733	1.354
13863629	2.559
9363	2.743
61111	2.743
7560	1.0
11729	1.0
10606755	5.126
38403	4.897
7636	3.023
374462	2.532
3951	2.488
7616	2.183
552744	2.183
8896	1.768
7615	2.183
387	2.488
5439	2.183
13837650	1.0
13853215	4.5
9392	4.5
7552	1.0
6118	1.732
733	1.922
454209	2.914
66565	3.377
7817	2.061
7081	2.091
11809	1.354
13837280	1.802
236	2.121
11731	1.0
8141	2.390
29036	1.732
13837537	2.121
2340753	2.914
10325184	2.914
107412	3.497
11099	1.354
6309	1.802
558883	1.354
56020	1.354
11806	1.354
1095	1.768
8351654	3.922
3168	1.354
10709	1.354
6312	1.802
258	1.354
6320	1.802
6146	3.0
415	1.354
4444456	1.354
12229	2.743
