Compound Id	AutocorrelationCharge [ATSc2]
13837650	-0.025
29015	-0.182
258	-0.034
7714	-0.018
7882	-0.034
7837	-0.034
7812	-0.034
932	-0.034
6040	-0.034
1004	-0.034
10445	0.0
6320	-0.023
6312	-0.034
6146	-0.016
21011	-0.023
3644	-0.023
29000	-0.034
175	-0.023
6102	-0.016
236	0.0
7224	-0.017
7673	-0.009
6321	-0.023
29012	-0.165
5730	-0.140
7676	-0.013
5977	-0.110
7787	0.0
7679	-0.024
14840	0.0
8569	-0.091
121365	-0.093
6104	-0.070
3168	-0.091
12181	-0.120
7890	0.0
682	-0.033
8525	-0.165
7219	0.0
9614	-0.027
8560	0.0
7767	0.0
864	-0.048
6335	-0.179
14672	-0.087
7674	0.0
7641	0.0
11752	-0.092
11815	-0.140
13014	-0.126
6334	-0.096
28994	-0.144
12814	-0.124
7849	0.0
349	0.0
6967	0.0
7712	0.0
7636	-0.380
7521	0.0
29080	-0.030
7737	-0.090
1108	0.0
13619	0.0
