Compound Id	ChiPath [SP-2]
13837650	1.0
29015	2.121
258	1.354
7714	1.354
7882	3.475
7837	2.414
7812	2.061
932	2.768
6040	1.707
1004	1.0
10445	4.159
6320	1.802
6312	1.802
6146	3.0
21011	2.183
3644	1.732
29000	2.183
175	1.732
6102	0.707
236	2.121
7224	2.912
7673	2.743
6321	1.802
29012	2.890
5730	3.0
7676	2.743
5977	1.732
7787	2.121
7679	2.743
14840	3.121
8569	2.768
121365	3.743
6104	0.707
3168	1.354
12181	2.821
7890	3.828
682	0.707
8525	2.183
7219	2.912
9614	2.743
8560	2.061
7767	1.707
864	0.0
6335	1.802
14672	2.914
7674	2.743
7641	3.377
11752	2.183
11815	1.354
13014	3.239
6334	1.802
28994	1.0
12814	2.885
7849	2.768
349	2.414
6967	3.239
7712	1.354
7636	3.023
7521	3.365
29080	3.371
7737	1.768
1108	2.743
13619	3.475
