Compound Id	WeightedPath [WTPT-2]
13837650	1.718
29015	1.969
258	1.770
7714	1.770
7882	1.894
7837	1.854
7812	1.833
932	1.870
6040	1.807
1004	1.718
10445	1.785
6320	1.739
6312	1.739
6146	1.7
21011	1.780
3644	1.683
29000	1.780
175	1.683
6102	1.638
236	1.969
7224	1.962
7673	1.954
6321	1.739
29012	1.833
5730	1.7
7676	1.954
5977	1.683
7787	1.969
7679	1.954
14840	1.883
8569	1.870
121365	1.877
6104	1.638
3168	1.770
12181	1.813
7890	1.902
682	1.638
8525	1.780
7219	1.962
9614	1.954
8560	1.833
7767	1.807
864	1.5
6335	1.739
14672	1.744
7674	1.954
7641	1.942
11752	1.780
11815	1.770
13014	1.942
6334	1.739
28994	1.718
12814	1.922
7849	1.870
349	1.854
6967	1.942
7712	1.770
7636	1.922
7521	1.942
29080	1.910
7737	1.938
1108	1.954
13619	1.894
