Compound Id	MDE [MDEC-23]
13837650	0.0
29015	0.0
258	0.0
7714	0.0
7882	0.0
7837	0.0
7812	0.0
932	0.0
6040	0.0
1004	0.0
10445	1.0
6320	1.0
6312	1.0
6146	0.0
21011	1.414
3644	0.0
29000	1.414
175	0.0
6102	0.0
236	0.0
7224	3.965
7673	3.042
6321	1.0
29012	1.040
5730	0.0
7676	3.042
5977	0.0
7787	0.0
7679	3.042
14840	0.0
8569	0.0
121365	2.621
6104	0.0
3168	0.0
12181	1.0
7890	0.0
682	0.0
8525	0.5
7219	3.965
9614	3.042
8560	0.0
7767	0.0
864	0.0
6335	0.0
14672	0.0
7674	3.042
7641	5.112
11752	0.5
11815	0.0
13014	2.149
6334	0.0
28994	0.0
12814	1.890
7849	0.0
349	0.0
6967	4.298
7712	0.0
7636	1.414
7521	5.657
29080	0.0
7737	0.0
1108	3.042
13619	0.0
