Compound Id	VAdjMa
13837650	3.0
29015	3.585
258	3.322
7714	3.322
7882	4.459
7837	4.0
7812	3.807
932	4.170
6040	3.585
1004	3.0
10445	4.0
6320	3.322
6312	3.322
6146	3.322
21011	3.585
3644	3.0
29000	3.585
175	3.0
6102	2.585
236	3.585
7224	4.0
7673	3.807
6321	3.322
29012	4.0
5730	3.322
7676	3.807
5977	3.0
7787	3.585
7679	3.807
14840	4.322
8569	4.170
121365	4.459
6104	2.585
3168	3.322
12181	4.0
7890	4.585
682	2.585
8525	3.585
7219	4.0
9614	3.807
8560	3.807
7767	3.585
864	2.0
6335	3.322
14672	3.585
7674	3.807
7641	4.0
11752	3.585
11815	3.322
13014	4.0
6334	3.322
28994	3.0
12814	3.807
7849	4.170
349	4.0
6967	4.0
7712	3.322
7636	3.807
7521	4.0
29080	3.807
7737	3.322
1108	3.807
13619	4.459
