ID,InchiCode
1,"InChI=1S/C20H34O4/c1-17(2,3)21-23-19(7,8)15-12-11-13-16(14-15)20(9,10)24-22-18(4,5)6/h11-14H,1-10H3"
2,"InChI=1S/C8H18O2/c1-7(2,3)9-10-8(4,5)6/h1-6H3"
3,"InChI=1S/C10H22O2/c1-7-9(3,4)11-12-10(5,6)8-2/h7-8H2,1-6H3"
4,"InChI=1S/C11H14O3/c1-11(2,3)14-13-10(12)9-7-5-4-6-8-9/h4-8H,1-3H3"
5,"InChI=1S/C30H58O6/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-33-29(31)35-36-30(32)34-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-28H2,1-2H3"
6,"InChI=1S/C34H66O6/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-37-33(35)39-40-34(36)38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-32H2,1-2H3"
7,"InChI=1S/C18H22O2/c1-17(2,15-11-7-5-8-12-15)19-20-18(3,4)16-13-9-6-10-14-16/h5-14H,1-4H3"
8,"InChI=1S/C12H22O5/c13-11(7-3-1-4-8-11)16-17-12(15-14)9-5-2-6-10-12/h13-14H,1-10H2"
9,"InChI=1S/C24H46O4/c1-3-5-7-9-11-13-15-17-19-21-23(25)27-28-24(26)22-20-18-16-14-12-10-8-6-4-2/h3-22H2,1-2H3"
10,"InChI=1S/C13H20O2/c1-12(2,3)14-15-13(4,5)11-9-7-6-8-10-11/h6-10H,1-5H3"
11,"InChI=1S/C14H28O3/c1-13(2,3)11-9-7-8-10-12(15)16-17-14(4,5)6/h7-11H2,1-6H3"
12,
13,"InChI=1S/C5H8O3/c1-4(6)3-8-5(2)7/h3H2,1-2H3"
14,"InChI=1S/C4H10O2/c1-4(2,3)6-5/h5H,1-3H3"
15,"InChI=1S/C6H12O3/c1-5(7)8-9-6(2,3)4/h1-4H3"
16,"InChI=1S/C10H14O6/c1-5(11)9(6(2)12)15-16-10(7(3)13)8(4)14/h9-10H,1-4H3"
17,
18,"InChI=1S/C9H18O3/c1-8(2,3)7(10)11-12-9(4,5)6/h1-6H3"
19,"InChI=1S/C22H26O6/c1-21(2,27-25-19(23)17-11-7-5-8-12-17)15-16-22(3,4)28-26-20(24)18-13-9-6-10-14-18/h5-14H,15-16H2,1-4H3"
20,"InChI=1S/C10H20O3/c1-7-10(5,6)13-12-8(11)9(2,3)4/h7H2,1-6H3"
21,"InChI=1S/C12H24O3/c1-6-8-9-10(7-2)11(13)14-15-12(3,4)5/h10H,6-9H2,1-5H3"
22,"InChI=1S/C17H34O4/c1-13-10-16(8,9)12-17(11-13,20-18-14(2,3)4)21-19-15(5,6)7/h13H,10-12H2,1-9H3"
23,"InChI=1S/C14H28O4/c1-12(2,3)15-17-14(10-8-7-9-11-14)18-16-13(4,5)6/h7-11H2,1-6H3"
24,"InChI=1S/C16H34O4/c1-13(2,3)17-19-15(7,8)11-12-16(9,10)20-18-14(4,5)6/h11-12H2,1-10H3"
25,"InChI=1S/C22H38O6/c1-21(2,3)15-7-11-17(12-8-15)25-19(23)27-28-20(24)26-18-13-9-16(10-14-18)22(4,5)6/h15-18H,7-14H2,1-6H3"
26,"InChI=1S/C18H34O6/c1-5-9-11-15(7-3)13-21-17(19)23-24-18(20)22-14-16(8-4)12-10-6-2/h15-16H,5-14H2,1-4H3"
27,"InChI=1S/C10H18O6/c1-3-5-7-13-9(11)15-16-10(12)14-8-6-4-2/h3-8H2,1-2H3"
28,"InChI=1S/C18H34O4/c1-13(11-17(3,4)5)9-15(19)21-22-16(20)10-14(2)12-18(6,7)8/h13-14H,9-12H2,1-8H3"
29,"InChI=1S/C24H46O6/c1-9-13-15-19(11-3)21(25)27-29-23(5,6)17-18-24(7,8)30-28-22(26)20(12-4)16-14-10-2/h19-20H,9-18H2,1-8H3"
30,"InChI=1S/C12H26O4/c1-9-12(8,15-13-10(2,3)4)16-14-11(5,6)7/h9H2,1-8H3"
31,"InChI=1S/C8H16O4/c1-6(2)10-7(9)11-12-8(3,4)5/h6H,1-5H3"
32,"InChI=1S/C13H26O4/c1-6-8-9-11(7-2)10-15-12(14)16-17-13(3,4)5/h11H,6-10H2,1-5H3"
33,
34,InChI=1S/C14H10O4/c15-13(11-7-3-1-4-8-11)17-18-14(16)12-9-5-2-6-10-12/h1-10H
35,"InChI=1S/C9H12O2/c1-9(2,11-10)8-6-4-3-5-7-8/h3-7,10H,1-2H3"
36,"InChI=1S/C15H30O3/c1-7-15(5,6)18-17-13(16)11-9-8-10-12-14(2,3)4/h7-12H2,1-6H3"
37,"InChI=1S/C10H20O2/c1-8-4-6-9(7-5-8)10(2,3)12-11/h8-9,11H,4-7H2,1-3H3"
38,"InChI=1S/C13H26O3/c1-6-9-10-11(7-2)12(14)15-16-13(4,5)8-3/h11H,6-10H2,1-5H3"
39,
40,"InChI=1S/C20H38O4/c1-3-5-7-9-11-13-15-17-19(21)23-24-20(22)18-16-14-12-10-8-6-4-2/h3-18H2,1-2H3"
41,"InChI=1S/C16H30O4/c1-13(2,3)17-19-15(7,8)11-12-16(9,10)20-18-14(4,5)6/h1-10H3"
