Compound Id	Total energy
PBN-38	-2189.98545
PBN-39	-2190.25165
PBN-40	-2190.0428
PBN-41	-2189.94358
PBN-42	-2190.34951
PBN-43	-2190.07588
PBN-44	-2190.32501
PBN-45	-2190.13749
PBN-46	-2189.74251
PBN-47	-2190.28535
PBN-48	-2190.29191
PBN-49	-2404.2356
PBN-50	-2404.54813
PBN-51	-2404.57646
PBN-52	-2404.64263
PBN-53	-2404.34242
PBN-54	-2404.61888
PBN-55	-2404.40515
PBN-56	-2404.30836
PBN-57	-2404.35175
PBN-58	-2404.44025
PBN-59	-2404.07944
PBN-60	-2404.65283
PBN-61	-2404.41824
PBN-62	-2404.32584
PBN-63	-2618.5881
PBN-64	-2618.67978
PBN-65	-2618.42564
PBN-66	-2618.92287
PBN-67	-2618.93129
PBN-68	-2618.70121
PBN-69	-2618.67518
PBN-70	-2618.66387
PBN-71	-2618.40911
PBN-72	-2618.5171
PBN-73	-2832.93155
PBN-74	-2832.62316
PBN-75	-3047.02681
PCB-000	-1604.36925
PCB-038	-2327.31073
PCB-049	-2568.6246
PCB-050	-2568.53093
PCB-057	-2568.49249
PCB-058	-2568.51145
PCB-059	-2568.45178
PCB-062	-2568.24602
PCB-068	-2568.65655
PCB-073	-2568.61907
PCB-089	-2809.31705
PCB-094	-2809.44938
PCB-096	-2809.40518
PCB-100	-2809.59232
PCB-104	-2809.5482
PCB-109	-2809.33172
PCB-111	-2809.54034
PCB-140	-3050.34603
PCB-142	-3050.01501
PCB-147	-3050.3277
PCB-150	-3050.43748
PCB-152	-3050.28192
PCB-159	-3050.28567
PCB-160	-3050.06999
PCB-161	-3050.38201
PCB-162	-3050.29315
PCB-164	-3050.26175
PCB-165	-3050.37643
PCB-166	-3050.07936
PCB-173	-3290.92065
PCB-184	-3291.31782
PCB-194	-3531.88622
PCB-209	-4013.51491
PCDD-03	-2641.1172
PCDD-04	-2641.24958
PCDD-05	-2641.16444
PCDD-06	-2641.18158
PCDD-07	-2641.26722
PCDD-08	-2641.26647
PCDD-09	-2641.17057
PCDD-13	-2881.99413
PCDD-15	-2882.07406
PCDD-16	-2882.15899
PCDD-17	-2882.1568
PCDD-18	-2882.06414
PCDD-19	-2882.20489
PCDD-20	-2882.28807
PCDD-21	-2882.28948
PCDD-22	-2882.19529
PCDD-23	-2882.11263
PCDD-24	-2882.20513
PCDD-25	-2882.1462
PCDD-26	-2882.23162
PCDD-28	-3122.94556
PCDD-29	-3123.0286
PCDD-30	-3123.02848
PCDD-31	-3122.93674
PCDD-32	-3122.98794
PCDD-33	-3123.0796
PCDD-34	-3123.07793
PCDD-35	-3122.9884
PCDD-36	-3122.96196
PCDD-37	-3123.09035
PCDD-38	-3123.0009
PCDD-39	-3123.03232
PCDD-40	-3123.08334
PCDD-41	-3122.95181
PCDD-43	-3123.13063
PCDD-44	-3123.16217
PCDD-45	-3123.21124
PCDD-46	-3123.04099
PCDD-47	-3123.07947
PCDD-49	-3363.72479
PCDD-50	-3363.8141
PCDD-51	-3363.82829
PCDD-52	-3363.95768
PCDD-53	-3363.8686
PCDD-54	-3363.89874
PCDD-55	-3363.94942
PCDD-56	-3363.82072
PCDD-57	-3363.87245
PCDD-58	-3363.99972
PCDD-59	-3363.91271
PCDD-60	-3363.94895
PCDD-61	-3364.00199
PCDD-62	-3363.87151
PCDD-63	-3604.60558
PCDD-64	-3604.73386
PCDD-65	-3604.64671
PCDD-67	-3604.69195
PCDD-68	-3604.73553
PCDD-69	-3604.73635
PCDD-70	-3604.68473
PCDD-71	-3604.78141
PCDD-72	-3604.77986
PCDD-74	-3845.51207
PCDE-004	-2377.40539
PCDE-006	-2377.53074
PCDE-011	-2377.64228
PCDE-016	-2618.34015
PCDE-018	-2618.48449
PCDE-019	-2618.35376
PCDE-020	-2618.45007
PCDE-026	-2618.58801
PCDE-027	-2618.49364
PCDE-034	-2618.58888
PCDE-036	-2618.6988
PCDE-040	-2859.25881
PCDE-043	-2859.39361
PCDE-044	-2859.38588
PCDE-045	-2859.26142
PCDE-046	-2859.28486
PCDE-050	-2859.37623
PCDE-051	-2859.39973
PCDE-052	-2859.52792
PCDE-053	-2859.42963
PCDE-054	-2859.30193
PCDE-057	-2859.48748
PCDE-058	-2859.49968
PCDE-059	-2859.38946
PCDE-069	-2859.50682
PCDE-072	-2859.63493
PCDE-073	-2859.55281
PCDE-076	-2859.34222
PCDE-078	-2859.4328
PCDE-080	-2859.74026
PCDE-083	-3100.30253
PCDE-084	-3100.18345
PCDE-086	-3100.12706
PCDE-088	-3100.13071
PCDE-092	-3100.43041
PCDE-093	-3100.15445
PCDE-094	-3100.33594
PCDE-095	-3100.31352
PCDE-096	-3100.20629
PCDE-098	-3100.29698
PCDE-103	-3100.42945
PCDE-104	-3100.32162
PCDE-106	-3100.21692
PCDE-107	-3100.36946
PCDE-111	-3100.52605
PCDE-112	-3100.27065
PCDE-113	-3100.44204
PCDE-121	-3100.56078
PCDE-122	-3100.23278
PCDE-124	-3100.36737
PCDE-125	-3100.28977
PCDE-127	-3100.47144
PCDE-129	-3341.03367
PCDE-131	-3341.04915
PCDE-133	-3341.3182
PCDE-134	-3341.06933
PCDE-135	-3341.22462
PCDE-136	-3341.10781
PCDE-141	-3341.16113
PCDE-142	-3340.88355
PCDE-143	-3341.06809
PCDE-144	-3341.17903
PCDE-145	-3341.07375
PCDE-148	-3341.34261
PCDE-150	-3341.22159
PCDE-151	-3341.19959
PCDE-152	-3341.09636
PCDE-155	-3341.33603
PCDE-158	-3341.14002
PCDE-159	-3341.25348
PCDE-160	-3340.99714
PCDE-161	-3341.30237
PCDE-162	-3341.25636
PCDE-164	-3341.17656
PCDE-165	-3341.31718
PCDE-168	-3341.29502
PCDE-169	-3341.20124
PCDE-171	-3581.92713
PCDE-172	-3582.04713
PCDE-173	-3581.79652
PCDE-175	-3582.0749
PCDE-176	-3581.97203
PCDE-178	-3582.09219
PCDE-179	-3581.99119
PCDE-182	-3582.07229
PCDE-183	-3582.04753
PCDE-184	-3582.08539
PCDE-185	-3581.92665
PCDE-186	-3581.82431
PCDE-188	-3582.10738
PCDE-191	-3582.03505
PCDE-192	-3582.04197
PCDE-193	-3582.04965
PCDE-196	-3822.81242
PCDE-197	-3822.83383
PCDE-198	-3822.81779
PCDE-200	-3822.71749
PCDE-201	-3822.85211
PCDE-202	-3822.86901
PCDE-204	-3822.833
PCDE-205	-3822.77328
PCDE-207	-4063.57765
PCDE-208	-4063.59418
PCDF-001	-2109.21107
PCDF-002	-2109.21807
PCDF-003	-2109.23179
PCDF-004	-2109.10323
PCDF-005	-2350.10885
PCDF-006	-2350.26346
PCDF-007	-2350.14098
PCDF-008	-2350.16155
PCDF-009	-2350.28755
PCDF-010	-2350.26986
PCDF-011	-2350.10143
PCDF-012	-2350.12417
PCDF-013	-2350.14799
PCDF-014	-2350.16347
PCDF-015	-2350.29201
PCDF-017	-2350.02706
PCDF-018	-2350.17806
PCDF-019	-2350.30435
PCDF-020	-2350.04471
PCDF-021	-2591.00357
PCDF-022	-2591.02075
PCDF-023	-2591.05147
PCDF-024	-2591.17796
PCDF-025	-2591.15747
PCDF-026	-2590.9941
PCDF-027	-2591.04147
PCDF-028	-2591.20562
PCDF-029	-2591.32958
PCDF-030	-2591.31385
PCDF-031	-2591.14742
PCDF-032	-2591.0781
PCDF-033	-2591.20885
PCDF-034	-2591.1906
PCDF-035	-2591.02799
PCDF-036	-2591.07942
PCDF-037	-2591.19555
PCDF-038	-2591.17107
PCDF-039	-2590.91195
PCDF-040	-2591.06316
PCDF-041	-2591.1899
PCDF-042	-2591.17361
PCDF-043	-2591.08067
PCDF-044	-2591.21397
PCDF-045	-2591.19498
PCDF-046	-2591.08015
PCDF-047	-2590.96268
PCDF-048	-2591.09342
PCDF-049	-2831.77757
PCDF-050	-2831.94043
PCDF-051	-2832.06519
PCDF-052	-2832.04683
PCDF-053	-2831.884
PCDF-054	-2831.95134
PCDF-055	-2832.08256
PCDF-056	-2832.06138
PCDF-057	-2831.90304
PCDF-058	-2831.9645
PCDF-059	-2832.07657
PCDF-060	-2831.91369
PCDF-061	-2832.05426
PCDF-062	-2832.03399
PCDF-063	-2831.87927
PCDF-064	-2831.97369
PCDF-065	-2832.10202
PCDF-066	-2832.0856
PCDF-067	-2831.92414
PCDF-068	-2832.1162
PCDF-069	-2832.23278
PCDF-070	-2832.06656
PCDF-071	-2832.2079
PCDF-072	-2832.18427
PCDF-073	-2831.99088
PCDF-074	-2832.10456
PCDF-075	-2831.94188
PCDF-076	-2832.08611
PCDF-077	-2831.95606
PCDF-078	-2831.84117
PCDF-079	-2831.97232
PCDF-080	-2831.95509
PCDF-081	-2831.97403
PCDF-082	-2832.08953
PCDF-084	-2831.99274
PCDF-085	-2832.10489
PCDF-086	-2831.87453
PCDF-087	-3072.70512
PCDF-088	-3072.83425
PCDF-089	-3072.8151
PCDF-090	-3072.65678
PCDF-091	-3072.84815
PCDF-092	-3072.9613
PCDF-093	-3072.79846
PCDF-094	-3072.93836
PCDF-095	-3072.91724
PCDF-096	-3072.76531
PCDF-097	-3072.86018
PCDF-098	-3072.96987
PCDF-099	-3072.8112
PCDF-100	-3072.9534
PCDF-101	-3072.93668
PCDF-102	-3072.78215
PCDF-103	-3072.8345
PCDF-104	-3072.80593
PCDF-105	-3072.88117
PCDF-106	-3072.99572
PCDF-107	-3072.83375
PCDF-108	-3072.97601
PCDF-109	-3072.95624
PCDF-110	-3072.98836
PCDF-111	-3072.86204
PCDF-112	-3072.7491
PCDF-113	-3072.86236
PCDF-115	-3313.61019
PCDF-116	-3313.72131
PCDF-117	-3313.56231
PCDF-119	-3313.68583
PCDF-120	-3313.53373
PCDF-121	-3313.71555
PCDF-122	-3313.68594
PCDF-123	-3313.66391
PCDF-124	-3313.64644
PCDF-125	-3313.72541
PCDF-126	-3313.69996
PCDF-127	-3313.67466
PCDF-128	-3313.74955
PCDF-129	-3313.7209
PCDF-130	-3313.6169
PCDF-132	-3554.44764
PCDF-133	-3554.42418
PCDF-134	-3554.41203
PCN-00	-1332.43317
PCN-04	-1814.58547
PCN-06	-1814.56855
PCN-07	-1814.60793
PCN-08	-1814.59504
PCN-09	-1814.36789
PCN-10	-1814.46203
PCN-11	-1814.63048
PCN-12	-1814.63309
PCN-14	-2055.45801
PCN-15	-2055.48532
PCN-16	-2055.51906
PCN-17	-2055.51064
PCN-18	-2055.27876
PCN-19	-2055.61631
PCN-20	-2055.66549
PCN-21	-2055.65069
PCN-22	-2055.42966
PCN-23	-2055.38321
PCN-24	-2055.62791
PCN-25	-2055.50784
PCN-26	-2055.54006
PCN-29	-2296.41713
PCN-30	-2296.40648
PCN-31	-2296.18004
PCN-32	-2296.27775
PCN-33	-2296.51629
PCN-35	-2296.27004
PCN-36	-2296.39199
PCN-37	-2296.52562
PCN-38	-2296.28715
PCN-39	-2296.41365
PCN-40	-2296.32882
PCN-41	-2296.18427
PCN-42	-2296.65118
PCN-43	-2296.42332
PCN-44	-2296.55471
PCN-45	-2296.47979
PCN-46	-2296.14831
PCN-47	-2296.5222
PCN-48	-2296.4405
PCN-49	-2537.02057
PCN-51	-2537.27611
PCN-54	-2537.30378
PCN-55	-2537.22235
PCN-56	-2537.07675
PCN-57	-2537.17301
PCN-58	-2537.31192
PCN-59	-2537.03075
PCN-60	-2537.40649
PCN-61	-2537.3005
PCN-62	-2537.16996
PCN-63	-2777.91398
PCN-64	-2778.04777
PCN-65	-2777.77135
PCN-68	-2778.05357
PCN-70	-2777.96425
PCN-72	-2777.91025
PCN-74	-3018.64512
PCN-75	-3259.38004
