Compound Id	Hydrophobicity
1	0.12
2	1.19
3	1.71
4	1.75
5	2.23
6	2.76
7	3.55
8	3.82
9	4.35
10	4.88
11	-0.16
12	0.19
13	0.94
14	0.96
15	1.11
16	1.76
17	2.28
18	2.44
19	2.80
20	3.32
21	-0.50
22	0.48
23	0.56
24	1.23
25	2.68
26	0.74
27	1.46
28	1.80
29	2.49
30	3.01
31	3.91
32	3.91
33	-0.13
34	0.93
35	3.25
