Compound Id	VABC
6191	79.553781054372
6153	50.122678727892
16425	68.743753261838
6190	88.697289974499
11919	182.433179833334
67991	187.970447696895
291	25.852443326667
6084	43.148427952533
6094	60.4444125784
7555	77.740397204267
6120	77.740397204267
7712	95.036381830134
6308	95.036381830134
9646	95.036381830134
10781	146.924335707734
15802	164.2203203336
17976	164.2203203336
7767	112.3323664560
7604	112.3323664560
7010	112.3323664560
6163	112.3323664560
6340	112.3323664560
8560	129.628351081867
11094	129.628351081867
11023	129.628351081867
11055	129.628351081867
10786	129.628351081867
7619	129.628351081867
10755	129.628351081867
11551	129.628351081867
349	146.924335707734
11035	146.924335707734
11104	146.924335707734
10795	146.924335707734
10445	146.924335707734
7849	164.2203203336
17558	164.2203203336
13439	164.2203203336
13402	164.2203203336
14840	181.516304959467
13448	181.516304959467
13619	198.812289585334
7890	216.108274211201
11882	233.404258837067
11883	250.700243462934
10540	285.292212714667
7929	354.476151218134
11897	371.772135844001
11899	389.068120469868
12017	406.364105095734
12072	423.660089721601
11900	440.956074347468
11901	458.252058973334
11146	475.548043599201
11902	492.844028225068
10542	562.027966728535
11906	631.211905232002
8878	104.915433680267
11585	141.699255813022
13837650	73.5705634934
13853215	97.840798894626
9392	97.840798894626
7674	117.271892381067
6156	113.249241329867
18410	169.159846258667
7024	99.9759077552
15438	134.567877006934
8896	82.679923129334
14751	134.567877006934
221117	134.567877006934
7787	99.9759077552
8908	117.271892381067
8909	134.567877006934
8910	169.159846258667
6188	106.984307814753
10265264	134.567877006934
10179173	134.567877006934
21800	134.567877006934
10325078	101.913350101759
6111	48.0879538776
10265270	156.803387557867
15765	134.567877006934
10179239	156.803387557867
69569	266.861487774789
5730	86.6967144084
13837281	101.356240333467
9724	156.803387557867
7662	126.7997349641
13862559	126.7997349641
7518	115.6612184008
21106571	142.010802734533
13864445	126.7997349641
21106163	142.010802734533
21106540	142.010802734533
6339	120.2829038628
38364	130.872286171234
27488	130.872286171234
11776	139.0173885855
25677	214.620875686534
158870	167.454297365167
157093	167.454297365167
83374	167.454297365167
457144	167.454297365167
135925	167.454297365167
457145	167.454297365167
84188	167.454297365167
136000	167.454297365167
135983	167.454297365167
136001	167.454297365167
136002	167.454297365167
136003	167.454297365167
84235	167.454297365167
82755	182.6653651356
82712	182.6653651356
157094	182.6653651356
103011	182.6653651356
102798	182.6653651356
82762	182.6653651356
11974	158.301007563067
56793	214.620875686534
454495	214.620875686534
40191	214.620875686534
56791	214.620875686534
35581	214.620875686534
56774	229.831943456967
82765	229.831943456967
27793	182.6653651356
82754	182.6653651356
457138	182.6653651356
102897	182.6653651356
457139	182.6653651356
102947	182.6653651356
97173	182.6653651356
102720	182.6653651356
102801	182.6653651356
102833	182.6653651356
102721	182.6653651356
102856	182.6653651356
102933	182.6653651356
103066	182.6653651356
97172	182.6653651356
106355	182.6653651356
102741	197.876432906034
97055	197.876432906033
97198	197.876432906034
34874	214.620875686534
36972	214.620875686534
56788	214.620875686534
533188	214.620875686534
35579	214.620875686534
16182	214.620875686534
46262	214.620875686534
35580	214.620875686534
82818	214.620875686534
56790	214.620875686534
56795	214.620875686534
33458	214.620875686534
82777	214.620875686534
35584	214.620875686534
56785	214.620875686534
56792	214.620875686534
34189	214.620875686534
34859	245.0430112274
84346	245.0430112274
56760	245.0430112274
56755	245.0430112274
33666	245.0430112274
36973	229.831943456967
37744	229.831943456967
46894	229.831943456967
45444	229.831943456967
56769	229.831943456967
56780	229.831943456967
34847	229.831943456967
39406	229.831943456967
35081	229.831943456967
56781	229.831943456967
56771	229.831943456967
102834	197.876432906034
102722	197.876432906034
154865	197.876432906034
96948	197.876432906034
102743	197.876432906034
102857	197.876432906034
154866	197.876432906034
106356	197.876432906033
102787	197.876432906033
97240	197.876432906034
102742	197.876432906034
97257	213.087500676467
97224	213.087500676467
102923	213.087500676467
96868	213.087500676467
96864	213.087500676467
97234	213.087500676467
97233	213.087500676467
154062	213.087500676467
97142	213.087500676467
56782	260.254078997834
36977	260.254078997834
83414	260.254078997834
84348	260.254078997834
82823	260.254078997834
36975	229.831943456967
56778	229.831943456967
43354	229.831943456967
37779	229.831943456967
45445	229.831943456967
36974	229.831943456967
35585	229.831943456967
34848	229.831943456967
84344	229.831943456967
34850	229.831943456967
82819	229.831943456967
56772	229.831943456967
82820	229.831943456967
16415	229.831943456967
56779	229.831943456967
56768	229.831943456967
56777	229.831943456967
84345	229.831943456967
34668	229.831943456967
96965	228.2985684469
33198	228.2985684469
82783	245.0430112274
34852	245.0430112274
37000	245.0430112274
37019	245.0430112274
56765	245.0430112274
39198	245.0430112274
82740	245.0430112274
56761	245.0430112274
56756	245.0430112274
56766	245.0430112274
83413	245.0430112274
34851	245.0430112274
36976	245.0430112274
56767	245.0430112274
56763	245.0430112274
56787	214.620875686534
35583	214.620875686534
82807	214.620875686534
56794	214.620875686534
33386	214.620875686534
33457	214.620875686534
47912	214.620875686534
82817	214.620875686534
46893	214.620875686534
33280	214.620875686534
35582	214.620875686534
33304	214.620875686534
46263	214.620875686534
15827	243.509636217333
33407	275.465146768267
36985	275.465146768267
35205	275.465146768267
15637	275.465146768267
82821	275.465146768267
34853	245.0430112274
37745	245.0430112274
36978	245.0430112274
34190	245.0430112274
34191	245.0430112274
36771	245.0430112274
36710	245.0430112274
56757	245.0430112274
549017	245.0430112274
84347	245.0430112274
56764	245.0430112274
56758	245.0430112274
47914	245.0430112274
56762	245.0430112274
33984	245.0430112274
33983	245.0430112274
34860	260.254078997834
82738	260.254078997834
36982	260.254078997834
36979	260.254078997834
47915	260.254078997834
56783	260.254078997834
36981	260.254078997834
37004	260.254078997834
36980	260.254078997834
82751	290.6762145387
36989	290.6762145387
33282	229.831943456967
46285	229.831943456967
46284	229.831943456967
82806	229.831943456967
56776	229.831943456967
47913	229.831943456967
32952	229.831943456967
45446	229.831943456967
43353	229.831943456967
56773	229.831943456967
33281	214.620875686534
56786	214.620875686534
56789	214.620875686534
33456	214.620875686534
46264	214.620875686534
36990	275.465146768267
35912	275.465146768267
45448	275.465146768267
36987	275.465146768267
36988	275.465146768267
33986	260.254078997834
36983	260.254078997834
36986	260.254078997834
45447	260.254078997834
35566	260.254078997834
47916	260.254078997834
46137	260.254078997834
550258	260.254078997834
33985	260.254078997834
15484	305.887282309134
34854	245.0430112274
46136	245.0430112274
82736	245.0430112274
56759	245.0430112274
36984	245.0430112274
56775	229.831943456967
56770	229.831943456967
35206	290.6762145387
34192	275.465146768267
82822	275.465146768267
35108	260.254078997834
33316	245.0430112274
21106570	157.221870504967
23208	32.290680101683
4514529	23.767526471233
6132	53.198628797713
9016	91.773240044319
4514586	27.840077678367
4514549	33.833260371066
11083	120.378893894228
6988	120.378893894228
11366	135.589961664661
1253	139.492722305417
3102535	84.975763286061
6186	116.127816734879
13836549	117.571884754639
13868660	121.654401093499
457140	167.454297365167
107412	99.925715750059
12197	69.831021101867
61346	105.993274600365
6187	116.127816734879
13866746	111.504325904332
13857694	111.588667193667
13866817	111.588667193667
9253	100.916748964446
83734	100.916748964446
5977	71.485646637967
29040	86.702282331326
6108	57.597574040267
10054	92.9514649747
16841	82.629731124192
13837280	86.145172563033
9254	91.773240044319
21106179	44.055119877586
692	32.006211326428
12201	109.6959077552
6151	68.409696568146
62827	90.782206829932
8883	144.446928857067
13837988	111.588667193667
13875356	119.733769607934
13875212	119.733769607934
11038	125.726952300632
2282428	95.845791251453
9251	95.845791251453
71312	99.918342458586
11153	47.131069947406
454215	86.702282331326
15077490	104.989300171579
2018165	70.494613423580
6119	75.5581978451
2293678	99.918342458586
109705	187.662515183158
10765	92.399923129334
56442	75.103938503467
4449912	75.103938503467
22814	28.3837121088
99596	103.001665819879
13835316	70.9341047926
6098	55.723037022167
14694	85.705681194013
13836674	73.019021648033
13875160	113.6735840491
23055	96.934106969573
14829	79.638122343706
6105	37.987561027280
553742	70.9341047926
6104	56.274578867533
558928	70.9341047926
6086	37.875510550933
2056044	126.280868006718
3441	95.845791251453
6130	62.342137717840
12577	67.418663353759
34863	199.4098079161
34866	199.4098079161
34665	199.4098079161
34664	199.4098079161
37904	199.4098079161
34864	199.4098079161
34188	199.4098079161
34865	199.4098079161
34868	199.4098079161
37905	199.4098079161
34869	199.4098079161
37918	199.4098079161
37915	199.4098079161
34867	199.4098079161
25605	199.4098079161
26011	199.4098079161
34870	199.4098079161
34666	199.4098079161
21924	199.4098079161
34667	199.4098079161
34871	199.4098079161
34873	199.4098079161
56784	199.4098079161
34872	199.4098079161
8351654	90.603855382883
22408	30.476536379167
73583	109.069224670186
2340753	89.778232401146
10325184	89.778232401146
21111806	93.301649353413
21108550	93.301649353413
9325	93.301649353413
9228	102.445158273540
4444456	88.230089418467
11708	131.720134993331
6093	60.347130074667
6148	70.494613423580
13838404	83.703300259367
6179	119.2037668047
748	31.576286133233
9256	73.486222204065
10614293	146.924335707734
11109	109.6959077552
24142	265.359769388001
13622	248.063784762134
16180	230.767800136267
7891	213.4718155104
29025	161.5838616328
12635	196.175830884534
11121	126.991892381067
7713	92.399923129334
12809	178.879846258667
7833	144.287877006934
7556	75.103938503467
7954	57.8079538776
555074	126.991892381067
4516601	144.287877006934
4483639	92.399923129334
4516599	144.287877006934
4512361	144.287877006934
4483638	92.399923129334
4512642	144.287877006934
6085	40.511969251733
8544	80.043464428534
7788	97.3394490544
6149	77.553205488273
10053	97.024016181834
11117	94.7029903536
6827	191.3953568096
7676	96.377599423233
13875281	113.6735840491
13875230	113.6735840491
6128	55.283545653146
391	27.0654827584
71390	66.414688924973
2916	64.4196812818
558875	79.079207206867
12446	109.6959077552
7957	75.103938503467
10113	92.399923129334
6087	41.0635110971
18971812	111.154141525619
13299573	110.065825807499
3631	114.783501300926
15755	152.243229594734
67470	152.243229594734
15756	152.243229594734
15524	152.243229594734
14441700	87.790598049446
2062437	97.930708106886
11911	103.992699034267
