Compound Id	BCUT [BCUTc-1h]
6191	0.5062455981674581
6153	0.577238453285589
16425	0.4548800723070460
6190	0.4765782279589225
11919	0.0540505044235485
67991	0.2271782518269199
291	-0.0779229231460158
6084	0.0422421801499768
6094	0.0481317935790686
7555	0.0496121245193455
6120	0.0542927952700771
7712	0.0497542851804206
6308	0.0511029992268946
9646	0.0600725243369881
10781	0.0633171833152953
15802	0.0498480593895498
17976	0.0618151098087015
7767	0.0497785064788475
7604	0.0498987009023627
7010	0.0512470071756718
6163	0.0524085940222614
6340	0.0573219950290272
8560	0.0497995534097178
11094	0.0498043563204255
11023	0.0499236097527756
11055	0.0498640417729832
10786	0.0513933022316773
7619	0.056093614941176
10755	0.05256179699690
11551	0.0513916383419398
349	0.0498209888207684
11035	0.0498261149649392
11104	0.0559952458652052
10795	0.0576168752598520
10445	0.0619229723014853
7849	0.0498428571094977
17558	0.0498440972900389
13439	0.0620813900793910
13402	0.0528701837009359
14840	0.0498651712172756
13448	0.0618414828943251
13619	0.0498879445940481
7890	0.0499111912225732
11882	0.0499349256443306
11883	0.0499591629869139
10540	0.0500092100509910
7929	0.0501160770412581
11897	0.0501443141660356
11899	0.0501732001904857
12017	0.0502027570473736
12072	0.0502330076357923
11900	0.0502639758729511
11901	0.0502956867491782
11146	0.0503281663863650
11902	0.0503614421000893
10542	0.0505030976304199
11906	0.0506600348045034
8878	0.0564006457903329
11585	0.2691746781775016
13837650	0.1108704833199559
13853215	0.4518296451008734
9392	0.4655853363908855
7674	0.0533239259691998
6156	0.0534753172643856
18410	0.0498733460637447
7024	0.0533036530306628
15438	0.0549222849603906
8896	0.0472637441791845
14751	0.0548001206991409
221117	0.0591434130962009
7787	0.0472849621131451
8908	0.0473066117742630
8909	0.0473287061711604
8910	0.0473742838072734
6188	0.4222213371005584
10265264	0.0534637359778633
10179173	0.0534637359778633
21800	0.0591434130962009
10325078	0.4614043342995689
6111	0.0472225538926394
10265270	0.0490523248824237
15765	0.0591434130962009
10179239	0.0490523248824237
69569	0.2274776709040259
5730	0.3993128942154615
13837281	0.2461899611410597
9724	0.0593556050524748
7662	0.2199538318150216
13862559	0.2105284443338371
7518	0.2089314526619638
21106571	0.2208736645653809
13864445	0.1887261148282401
21106163	0.1676102997257889
21106540	0.1907449133484822
6339	0.1989697936699812
38364	0.1848797845973272
27488	0.1740413533451986
11776	0.2038375697233192
25677	0.1482223273915029
158870	0.1612584764868423
157093	0.1481876759707002
83374	0.1472081168078269
457144	0.1482145695031038
135925	0.1829833151450171
457145	0.1612203041337779
84188	0.2221210861187498
136000	0.2111466971005523
135983	0.2087034062360433
136001	0.2106584785124108
136002	0.2301282383040885
136003	0.1612416134234881
84235	0.1483836705435438
82755	0.1613820289034749
82712	0.1624515564627036
157094	0.1613655434402687
103011	0.1493326758716347
102798	0.1963769107541096
82762	0.1624081765108379
11974	0.2175806429498312
56793	0.1660795752747937
454495	0.1659465885015643
40191	0.1499269477647370
56791	0.1508751308883212
35581	0.1624387308937387
56774	0.1661189688306147
82765	0.1482823644820784
27793	0.1910922865424320
82754	0.1890930033698871
457138	0.1890896402701198
102897	0.1890907432837897
457139	0.1891617632482709
102947	0.2234938474697297
97173	0.2221847377652509
102720	0.2221401714687318
102801	0.2221877114872646
102833	0.1659733751685518
102721	0.2213135155373689
102856	0.2119380185684467
102933	0.1625200987706139
103066	0.2190055080121746
97172	0.1486728774619773
106355	0.1711349848568303
102741	0.223513857899681
97055	0.1636989462237405
97198	0.2222525212644688
34874	0.1659846141659343
36972	0.1890989342076437
56788	0.1659423732460708
533188	0.1677968457578066
35579	0.1659402762813028
16182	0.1496575017772383
46262	0.1675208811128283
35580	0.1612919438991788
82818	0.1660758285737592
56790	0.1545952662731790
56795	0.1660755931678083
33458	0.1679814435802485
82777	0.136069129784246
35584	0.1659259512875679
56785	0.1493537483488109
56792	0.1359318306543512
34189	0.1613261992591018
34859	0.1662041587722689
84346	0.1548851987951368
56760	0.1661582694404788
56755	0.1680588281849444
33666	0.1501700015294881
36973	0.1661581533480510
37744	0.1547534815531952
46894	0.1891245075850737
45444	0.1661143240076402
56769	0.1680178151832727
56780	0.1678342181947112
34847	0.1661121567094676
39406	0.165984340561291
35081	0.1509452592094041
56781	0.1675572656483719
56771	0.1624902301934728
102834	0.1911859046516351
102722	0.1911147858604077
154865	0.1891317201142705
96948	0.1891167210269152
102743	0.1891866937180429
102857	0.1891284001057041
154866	0.1891844319634457
106356	0.1892023436793447
102787	0.2235692907259201
97240	0.2235612994815257
102742	0.2222161021405850
97257	0.1912269992433409
97224	0.1912093519093301
102923	0.1912139630986714
96868	0.1911531181490923
96864	0.1891885194419662
97234	0.1892284825407524
97233	0.1892303177232926
154062	0.1892582371648806
97142	0.2236382655994269
56782	0.1714274380560798
36977	0.1681446350313223
83414	0.1550811644580230
84348	0.1602782679764738
82823	0.1680996770136305
36975	0.1891383550215262
56778	0.1678698228057719
43354	0.1891218220689993
37779	0.1578024016629423
45445	0.1678300891650105
36974	0.1678280635548654
35585	0.1660190828014495
34848	0.1675542081667738
84344	0.1549330309284895
34850	0.1661496104414768
82819	0.1680139253730505
56772	0.1661105868130845
82820	0.1546376103023581
16415	0.1599256138504912
56779	0.1680136828538141
56768	0.1659634408209614
56777	0.1494271685996262
84345	0.1888453409063013
34668	0.1675521611876052
96965	0.1912827390765318
33198	0.1912582454798286
82783	0.1695370713939338
34852	0.1891659403020964
37000	0.1680971561896765
37019	0.167913011010078
56765	0.1548771114395076
39198	0.189149507421595
82740	0.160114356811964
56761	0.1579452564264181
56756	0.1547998383580402
56766	0.1680540183357552
83413	0.1678716668609979
34851	0.1661939732957060
36976	0.1680518288232038
56767	0.1675948246799356
56763	0.1888703878447413
56787	0.1890966487824749
35583	0.1659766693481846
82807	0.1677934915573871
56794	0.1659389693598631
33386	0.1890965223706492
33457	0.1576195130235030
47912	0.1677932772967094
82817	0.1675185842290249
46893	0.1482790441980575
33280	0.1659200256097302
35582	0.1483083018024196
33304	0.1675183763009683
46263	0.1888208830397899
15827	0.1913550620500459
33407	0.1734914532509868
36985	0.1717880917211152
35205	0.1716525725670572
15637	0.1682459708953116
82821	0.1604706697582710
34853	0.1891948495244262
37745	0.1696233735293785
36978	0.1891631601192471
34190	0.1679082155613844
34191	0.1579363886515351
36771	0.1578690128826353
36710	0.1679041751305309
56757	0.1551786056131599
549017	0.1603290544020606
84347	0.1550751347639436
56764	0.1680886907983987
56758	0.1888869074749212
47914	0.1680501431111255
56762	0.1600124418334854
33984	0.18916192793586
33983	0.1676287925236636
34860	0.1714894290586387
82738	0.1697091217702965
36982	0.1892120481773434
36979	0.1681390582266971
47915	0.1602663019799290
56783	0.1581248178694517
36981	0.1550310939557912
37004	0.1602003796145530
36980	0.1681345930615554
82751	0.1738281721690768
36989	0.1720375437372053
33282	0.1891347833367731
46285	0.1579484558742947
46284	0.1678623489046824
82806	0.1891195882102181
56776	0.1678267545793102
47913	0.15768427493252
32952	0.1675878877993171
45446	0.1675519243480926
43353	0.1888438122206701
56773	0.1888427543478436
33281	0.1659565274201107
56786	0.1888197140765420
56789	0.1659190317705555
33456	0.2188622184342968
46264	0.1888195977913242
36990	0.1719905461396210
35912	0.1735438264685058
45448	0.1701417415233759
36987	0.1717227716622920
36988	0.1605034034965996
33986	0.1716757198282372
36983	0.1716030258614276
36986	0.1697986437059272
45447	0.1699599509057105
35566	0.1606235219056937
47916	0.1567462035111630
46137	0.1604876233283063
550258	0.1889331847766471
33985	0.1581317623648944
15484	0.1743812721409646
34854	0.1581928002938054
46136	0.1891908720124442
82736	0.1580776568499395
56759	0.1888852808692986
36984	0.1888840699901766
56775	0.1888580021043559
56770	0.1888426875117535
35206	0.172371988045108
34192	0.1720228303579107
82822	0.1615202674887122
35108	0.159167380240831
33316	0.1889144678100487
21106570	0.1909414237523022
23208	0.2100095233776442
4514529	-0.1924718584376509
6132	0.3598977010964934
9016	0.4492975791111429
4514586	-0.1630035595262699
4514549	-0.1057527423943782
11083	0.2203759995160604
6988	0.1679749361746405
11366	0.1889325592977679
1253	0.2884536867951383
3102535	0.1295479309285820
6186	0.4320453252331389
13836549	0.2568865680343394
13868660	0.1672412817667475
457140	0.1890688857467162
107412	0.3267011722808281
12197	0.1581736741832845
61346	0.3968798835290299
6187	0.4036734185154137
13866746	0.2536520385344631
13857694	0.2185672268273292
13866817	0.2090680474704041
9253	0.4094666247137023
83734	0.3799021001202165
5977	0.2865613753281981
29040	0.4357230808724386
6108	0.2401625799501547
10054	0.1325141261060938
16841	0.4395713170250268
13837280	0.2234582320836607
9254	0.3983183357970056
21106179	0.400036118718936
692	0.1945529043609282
12201	0.0576358121087880
6151	0.4804684847896944
62827	0.3348925138104691
8883	0.0567212256136882
13837988	0.1655187063864177
13875356	0.2027151723990184
13875212	0.1477368800721596
11038	0.1670770421324387
2282428	0.394665487902695
9251	0.3808044678978911
71312	0.3771721711552245
11153	0.2165385451301285
454215	0.410839306504693
15077490	0.4061790094818667
2018165	0.2817950104560231
6119	0.2716580811409778
2293678	0.4424500189520334
109705	0.4169927869054746
10765	0.0670673761382779
56442	0.0432005449156860
4449912	0.0432005449156860
22814	-0.1526225918111857
99596	0.3907899011739203
13835316	0.2016578568761001
6098	0.1910774246299636
14694	0.3883578784874108
13836674	0.1102764900833426
13875160	0.1425434661446808
23055	0.3074831550020042
14829	0.3414778871349293
6105	0.2548736002126162
553742	0.1038983515294406
6104	0.1853546520637556
558928	0.1038983515294406
6086	0.1869495913923076
2056044	0.4426219125277372
3441	0.4259784355131311
6130	0.3210241098874003
12577	0.4369485401178516
34863	0.1498581529830343
34866	0.1659089652646778
34665	0.1486325725035511
34664	0.1486673702871630
37904	0.1660447160151221
34864	0.1359522953723478
34188	0.1348246031076746
34865	0.1358142429977184
34868	0.1659055489098445
37905	0.1890755194300811
34869	0.1659053302395335
37918	0.1677636313824384
37915	0.1347959638972648
34867	0.1348214012000855
25605	0.1674886673289166
26011	0.1346953499931174
34870	0.1658889256630311
34666	0.1482149365452933
21924	0.1346704528641831
34667	0.1658858243265769
34871	0.2188430456438831
34873	0.1658856150877636
56784	0.1887985588989779
34872	0.2188429629308031
8351654	0.3891048624985944
22408	9.212828167831981
73583	0.4520766423346854
2340753	0.3849655219269549
10325184	0.3496945836116068
21111806	0.2592325012612296
21108550	0.246957592605628
9325	0.2155525549206189
9228	0.2466309748016373
4444456	0.1118904063387602
11708	0.1668215172007239
6093	0.1701591538056712
6148	0.3792970119273309
13838404	0.2439778681715397
6179	0.3345196436725513
748	0.2765208815572238
9256	0.4690603907654385
10614293	0.0619229723014853
11109	0.1132596441896095
24142	0.0497834084402276
13622	0.0497587808139084
16180	0.0497346677768203
7891	0.1133378283878282
29025	0.0496430591184154
12635	0.0496879237594306
11121	0.0496047923292554
7713	0.1132427177144438
12809	0.1133111419141353
7833	0.0496213585652898
7556	0.1130976953795095
7954	0.1115070759350915
555074	0.0433775976986527
4516601	0.0434003382689182
4483639	0.0433295367006181
4516599	0.0515610837288221
4512361	0.0434003382689182
4483638	0.0433295367006181
4512642	0.0515610837288221
6085	0.1041808174127697
8544	0.0598900552409929
7788	0.0582897233717732
6149	0.4369573158054450
10053	0.1199344202283188
11117	0.0461156580755325
6827	0.0566129506693267
7676	0.1425158624867812
13875281	0.1452513133252279
13875230	0.1275482615620524
6128	0.2788166156771353
391	-0.1959765704209007
71390	0.3053784119961071
2916	0.1592151588142778
558875	0.0903804061676920
12446	0.0516475761720855
7957	0.0481632530155617
10113	0.0445450187856139
6087	0.0840805261516033
18971812	0.2979078142627210
13299573	0.3964719828701765
3631	0.4346932578295893
15755	0.2212208220207541
67470	0.1470385005348267
15756	0.1470273437296165
15524	0.1460512510318919
14441700	0.3700220092334537
2062437	0.426986136200107
11911	0.3139791135995980
11154	0.1560183168304593
30713	0.2737645679618035
21106172	0.1529969135352656
127983	0.0935993385440391
11148	0.1117242164280797
10512	0.0507505342162452
10526	0.0507643961862022
24590970	0.3660568182060427
11865	0.0507948016763406
6042	0.3046464138304352
13875320	0.1318080283167434
7673	0.1291619491826313
13875258	0.1272712455761627
13875392	0.1273153013849834
21108548	0.2462998475688336
14995	0.2118361352058686
14994	0.1461772125698637
15475	0.1487410771641705
15478	0.1658473245933622
518	N/A
967	0.1932297431842669
12499	0.2512907071533745
71433	0.1171250632181667
9484	0.4179859371138596
11099	0.1153053368156518
11110	0.1134101860837803
11086	0.0482919049880556
14692	0.1133087211607715
24263	0.0513735987581716
11857	0.0422363411433692
391428	0.0513735987581716
6309	0.1281612414954709
7557	0.1264670888760555
558883	0.0450814325695870
56020	0.0450814325695870
553642	0.0489423198247129
16791	0.0672757842791118
454209	0.2453386904396547
9633	0.0896778595738952
9377	0.0896614719700856
9243	0.151214125360871
923	0.11174856230268
7850	0.0508260513073020
7714	0.0512382142044450
10437	0.0606593658585232
6097	0.1193556218309021
6083	0.0754082107238191
10487	0.1244770458134129
9614	0.2459344726481713
13861343	0.422120997854539
11756	0.2114256432405561
15476	0.1600461725799468
274	0.5243732299664295
56144	0.4156279489705454
11864	0.1972144937667510
11845	0.0495467064218544
6125	0.2088025593209494
12456	0.0495974856044852
17880	0.0495747487523773
7558	0.0898550660184797
29036	0.2562859366141403
1087	0.4545437023338204
7001	0.1676628833792286
10606755	0.4541679178113057
55075	0.1708390031924447
13868640	0.1944233233333033
11351244	0.1363236730735683
7090	0.4167993399783793
7553	0.1007891700844991
61213	0.3040081682081245
23886	0.1485721435829697
