Compound Id	AutocorrelationMass [ATSm2]
6191	10.491
6153	6.327
16425	25.338
6190	11.861
11919	13.353
67991	29.388
291	0.0
6084	1.0
6094	2.0
7555	3.0
6120	3.0
7712	4.0
6308	4.0
9646	4.0
10781	7.0
15802	8.0
17976	8.0
7767	5.0
7604	5.0
7010	5.0
6163	5.0
6340	5.0
8560	6.0
11094	6.0
11023	6.0
11055	6.0
10786	6.0
7619	6.0
10755	6.0
11551	6.0
349	7.0
11035	7.0
11104	7.0
10795	7.0
10445	7.0
7849	8.0
17558	8.0
13439	8.0
13402	8.0
14840	9.0
13448	9.0
13619	10.0
7890	11.0
11882	12.0
11883	13.0
10540	15.0
7929	19.0
11897	20.0
11899	21.0
12017	22.0
12072	23.0
11900	24.0
11901	25.0
11146	26.0
11902	27.0
10542	31.0
11906	35.0
8878	8.0
11585	12.162
13837650	6.903
13853215	13.231
9392	13.231
7674	7.0
6156	9.353
18410	10.0
7024	6.0
15438	8.0
8896	5.0
14751	8.0
221117	8.0
7787	6.0
8908	7.0
8909	8.0
8910	10.0
6188	14.601
10265264	8.0
10179173	8.0
21800	8.0
10325078	16.932
6111	3.0
10265270	11.0
15765	8.0
10179239	11.0
69569	40.294
5730	11.807
13837281	12.807
9724	11.0
7662	14.855
13862559	14.855
7518	15.604
21106571	17.807
13864445	14.855
21106163	17.807
21106540	17.807
6339	27.611
38364	18.556
27488	18.556
11776	25.958
25677	24.807
158870	19.855
157093	19.855
83374	19.855
457144	19.855
135925	19.855
457145	19.855
84188	19.855
136000	19.855
135983	19.855
136001	19.855
136002	19.855
136003	19.855
84235	19.855
82755	22.807
82712	22.807
157094	22.807
103011	22.807
102798	22.807
82762	22.807
11974	32.611
56793	24.807
454495	24.807
40191	24.807
56791	24.807
35581	24.807
56774	27.759
82765	27.759
27793	22.807
82754	22.807
457138	22.807
102897	22.807
457139	22.807
102947	22.807
97173	22.807
102720	22.807
102801	22.807
102833	22.807
102721	22.807
102856	22.807
102933	22.807
103066	22.807
97172	22.807
106355	22.807
102741	25.759
97055	25.759
97198	25.759
34874	24.807
36972	24.807
56788	24.807
533188	24.807
35579	24.807
16182	24.807
46262	24.807
35580	24.807
82818	24.807
56790	24.807
56795	24.807
33458	24.807
82777	24.807
35584	24.807
56785	24.807
56792	24.807
34189	24.807
34859	30.710
84346	30.710
56760	30.710
56755	30.710
33666	30.710
36973	27.759
37744	27.759
46894	27.759
45444	27.759
56769	27.759
56780	27.759
34847	27.759
39406	27.759
35081	27.759
56781	27.759
56771	27.759
102834	25.759
102722	25.759
154865	25.759
96948	25.759
102743	25.759
102857	25.759
154866	25.759
106356	25.759
102787	25.759
97240	25.759
102742	25.759
97257	28.710
97224	28.710
102923	28.710
96868	28.710
96864	28.710
97234	28.710
97233	28.710
154062	28.710
97142	28.710
56782	33.662
36977	33.662
83414	33.662
84348	33.662
82823	33.662
36975	27.759
56778	27.759
43354	27.759
37779	27.759
45445	27.759
36974	27.759
35585	27.759
34848	27.759
84344	27.759
34850	27.759
82819	27.759
56772	27.759
82820	27.759
16415	27.759
56779	27.759
56768	27.759
56777	27.759
84345	27.759
34668	27.759
96965	31.662
33198	31.662
82783	30.710
34852	30.710
37000	30.710
37019	30.710
56765	30.710
39198	30.710
82740	30.710
56761	30.710
56756	30.710
56766	30.710
83413	30.710
34851	30.710
36976	30.710
56767	30.710
56763	30.710
56787	24.807
35583	24.807
82807	24.807
56794	24.807
33386	24.807
33457	24.807
47912	24.807
82817	24.807
46893	24.807
33280	24.807
35582	24.807
33304	24.807
46263	24.807
15827	34.614
33407	36.614
36985	36.614
35205	36.614
15637	36.614
82821	36.614
34853	30.710
37745	30.710
36978	30.710
34190	30.710
34191	30.710
36771	30.710
36710	30.710
56757	30.710
549017	30.710
84347	30.710
56764	30.710
56758	30.710
47914	30.710
56762	30.710
33984	30.710
33983	30.710
34860	33.662
82738	33.662
36982	33.662
36979	33.662
47915	33.662
56783	33.662
36981	33.662
37004	33.662
36980	33.662
82751	39.566
36989	39.566
33282	27.759
46285	27.759
46284	27.759
82806	27.759
56776	27.759
47913	27.759
32952	27.759
45446	27.759
43353	27.759
56773	27.759
33281	24.807
56786	24.807
56789	24.807
33456	24.807
46264	24.807
36990	36.614
35912	36.614
45448	36.614
36987	36.614
36988	36.614
33986	33.662
36983	33.662
36986	33.662
45447	33.662
35566	33.662
47916	33.662
46137	33.662
550258	33.662
33985	33.662
15484	42.517
34854	30.710
46136	30.710
82736	30.710
56759	30.710
36984	30.710
56775	27.759
56770	27.759
35206	39.566
34192	36.614
82822	36.614
35108	33.662
33316	30.710
21106570	20.759
23208	3.549
4514529	0.0
6132	6.115
9016	11.649
4514586	0.0
4514549	0.0
11083	13.236
6988	13.236
11366	16.187
1253	11.996
3102535	7.886
6186	15.971
13836549	15.491
13868660	19.518
457140	19.855
107412	11.279
12197	3.0
61346	12.861
6187	15.971
13866746	13.909
13857694	11.903
13866817	11.903
9253	13.019
83734	13.019
5977	8.855
29040	13.980
6108	5.340
10054	5.952
16841	10.279
13837280	9.855
9254	11.649
21106179	4.745
692	1.332
12201	5.0
6151	9.067
62827	9.909
8883	12.0
13837988	11.903
13875356	19.305
13875212	19.305
11038	23.219
2282428	15.350
9251	15.350
71312	19.051
11153	4.534
454215	13.980
15077490	16.720
2018165	7.115
6119	12.556
2293678	19.051
109705	23.236
10765	4.0
56442	3.0
4449912	3.0
22814	0.0
99596	11.067
13835316	6.903
6098	3.952
14694	10.067
13836674	4.952
13875160	9.952
23055	9.485
14829	8.485
6105	3.164
553742	6.903
6104	5.903
558928	6.903
6086	1.0
2056044	15.654
3441	15.350
6130	7.485
12577	7.327
34863	21.855
34866	21.855
34665	21.855
34664	21.855
37904	21.855
34864	21.855
34188	21.855
34865	21.855
34868	21.855
37905	21.855
34869	21.855
37918	21.855
37915	21.855
34867	21.855
25605	21.855
26011	21.855
34870	21.855
34666	21.855
21924	21.855
34667	21.855
34871	21.855
34873	21.855
56784	21.855
34872	21.855
8351654	11.630
22408	0.0
73583	12.649
2340753	13.768
10325184	13.768
21111806	9.164
21108550	9.164
9325	9.164
9228	10.534
4444456	7.903
11708	27.132
6093	9.604
6148	7.115
13838404	19.958
6179	15.759
748	1.166
9256	8.909
10614293	7.0
11109	5.0
24142	14.0
13622	13.0
16180	12.0
7891	11.0
29025	8.0
12635	10.0
11121	6.0
7713	4.0
12809	9.0
7833	7.0
7556	3.0
7954	2.0
555074	6.0
4516601	7.0
4483639	4.0
4516599	7.0
4512361	7.0
4483638	4.0
4512642	7.0
6085	1.0
8544	5.0
7788	6.0
6149	10.437
10053	9.653
11117	6.0
6827	13.0
7676	8.952
13875281	9.952
13875230	9.952
6128	4.164
391	0.0
71390	11.186
2916	13.305
558875	14.305
12446	5.0
7957	3.0
10113	4.0
6087	2.952
18971812	10.697
13299573	16.562
3631	14.525
15755	16.903
67470	16.903
15756	16.903
15524	16.903
14441700	8.115
2062437	13.398
