Compound Id	FragmentComplexity
47914	55.06
56762	55.06
33984	55.06
33983	55.06
34860	58.07
82738	58.07
36982	58.07
36979	58.07
47915	58.07
56783	58.07
36981	58.07
37004	58.07
36980	58.07
82751	64.09
36989	64.09
33282	52.05
46285	52.05
46284	52.05
82806	52.05
56776	52.05
47913	52.05
32952	52.05
45446	52.05
43353	52.05
56773	52.05
33281	49.04
56786	49.04
56789	49.04
33456	49.04
46264	49.04
36990	61.08
35912	61.08
45448	61.08
36987	61.08
36988	61.08
33986	58.07
36983	58.07
36986	58.07
45447	58.07
35566	58.07
47916	58.07
46137	58.07
550258	58.07
33985	58.07
15484	67.1
34854	55.06
46136	55.06
82736	55.06
56759	55.06
36984	55.06
56775	52.05
56770	52.05
35206	64.09
34192	61.08
82822	61.08
35108	58.07
33316	55.06
21106570	11.05
23208	2.03
4514529	0.01
6132	3.03
9016	6.05
4514586	0.01
4514549	0.01
11083	9.03
6988	9.03
11366	10.04
1253	11.03
3102535	7.02
6186	7.06
13836549	12.06
13868660	8.02
457140	40.03
107412	7.05
12197	3.0
61346	8.06
6187	7.06
13866746	11.05
13857694	8.02
13866817	8.02
9253	6.05
83734	6.05
5977	3.03
29040	6.05
6108	2.02
10054	4.01
16841	6.05
13837280	4.03
9254	6.05
21106179	3.03
692	1.01
12201	5.0
6151	4.04
62827	7.05
8883	54.0
13837988	8.02
13875356	8.02
13875212	8.02
11038	8.02
2282428	6.05
9251	6.05
71312	6.05
11153	2.02
454215	6.05
15077490	6.05
2018165	4.03
6119	3.03
2293678	6.05
109705	18.09
10765	4.0
56442	3.0
4449912	3.0
22814	0.01
99596	6.04
13835316	3.02
6098	2.01
14694	5.04
13836674	3.01
13875160	8.01
23055	5.03
14829	4.03
6105	2.02
553742	4.02
6104	2.02
558928	4.02
6086	1.0
2056044	11.08
3441	6.05
6130	3.03
12577	5.04
34863	46.03
34866	46.03
34665	46.03
34664	46.03
37904	46.03
34864	46.03
34188	46.03
34865	46.03
34868	46.03
37905	46.03
34869	46.03
37918	46.03
37915	46.03
34867	46.03
25605	46.03
26011	46.03
34870	46.03
34666	46.03
21924	46.03
34667	46.03
34871	46.03
34873	46.03
56784	46.03
34872	46.03
8351654	9.07
22408	0.01
73583	7.05
2340753	5.04
10325184	5.04
21111806	8.02
21108550	8.02
9325	8.02
9228	8.02
4444456	5.02
11708	8.02
6093	2.02
6148	4.03
13838404	3.03
6179	6.05
748	1.01
9256	6.05
10614293	7.0
11109	5.0
24142	14.0
13622	13.0
16180	12.0
7891	11.0
29025	8.0
12635	10.0
11121	6.0
7713	4.0
12809	9.0
7833	7.0
7556	3.0
7954	2.0
555074	6.0
4516601	7.0
4483639	4.0
4516599	7.0
4512361	7.0
4483638	4.0
4512642	7.0
6085	1.0
8544	5.0
7788	6.0
6149	4.04
10053	4.01
11117	6.0
6827	37.0
7676	7.01
13875281	8.01
13875230	8.01
6128	3.02
391	0.01
71390	3.03
2916	2.02
558875	13.02
12446	5.0
7957	3.0
10113	4.0
6087	1.01
18971812	7.04
13299573	8.06
3631	9.07
15755	37.02
67470	37.02
15756	37.02
15524	37.02
14441700	5.03
2062437	6.04
11911	5.04
11154	2.02
30713	5.04
21106172	10.04
127983	1.02
11148	1.01
10512	5.01
10526	6.01
24590970	6.04
11865	7.01
6042	4.03
13875320	8.01
7673	7.01
13875258	8.01
13875392	8.01
21108548	8.02
14995	37.02
14994	37.02
15475	37.02
15478	37.02
518	0.01
967	12.06
12499	12.06
71433	5.01
9484	4.03
11099	4.0
11110	5.0
11086	7.0
14692	9.0
24263	31.0
11857	7.0
391428	79.0
6309	4.0
7557	3.0
558883	4.0
56020	4.0
553642	8.0
16791	7.0
454209	5.02
9633	8.01
9377	6.01
9243	2.01
923	2.03
7850	8.01
7714	4.01
10437	3.01
6097	2.01
6083	1.01
10487	7.01
9614	7.01
13861343	6.06
11756	5.04
15476	37.02
274	2.02
56144	9.07
11864	7.0
11845	6.0
6125	3.02
12456	9.0
17880	8.0
7558	3.0
29036	3.03
1087	2.03
7001	10.04
10606755	9.07
55075	12.06
13868640	8.02
11351244	22.0
7090	10.03
7553	3.01
61213	5.03
23886	43.02
33421	43.02
15477	37.02
26010	43.02
30600	43.02
33455	43.02
33934	43.02
33932	43.02
15473	43.02
17099	43.02
17098	43.02
33933	43.02
15474	43.02
63863	8.05
454638	79.0
6121	3.01
6315	4.01
7330	5.0
6307	4.01
12219	9.01
7848	8.01
11863	7.01
7810	6.01
7766	5.01
7711	4.01
7552	3.01
6092	2.01
6088	1.01
26516	9.01
11087	7.01
8543	4.02
12209	5.0
9286	5.04
11806	4.0
6342	5.04
120464	6.01
7733	4.01
7738	5.01
21111820	6.01
8329688	5.03
6735	34.01
92731	8.06
6326	4.03
19766	11.05
6665	14.07
512621	8.03
9642	2.0
10124	5.0
6118	3.01
12010	6.01
11830	5.01
10497	4.01
31029	3.01
10340	6.01
1108	7.0
236	6.0
13875283	8.01
13840690	8.01
6737	34.01
6789	34.01
15620	40.0
2927	55.04
3973	7.05
12442	3.02
6095	2.0
10675065	8.05
11961	10.04
21111772	10.04
12228	7.01
1406720	79.0
6364	31.0
7180	10.0
7182	10.0
10669	10.0
55090	5.01
61487	5.01
6100	2.01
10410	10.0
13492	13.0
15747	14.0
13487	12.0
7385	9.0
10404	11.0
7419	10.0
7219	8.0
7739	5.01
9903	28.0
8868	28.01
16159	6.03
13300034	49.04
2018460	7.05
61149	11.08
11954	10.04
13029	10.04
13875432	8.02
7151	12.06
63054	11.05
7098	11.04
9095782	7.04
6635	9.06
8356	10.0
7128	9.0
15461	11.0
7521	8.0
7641	8.0
7672	7.01
6967	8.0
21168808	6.01
7220	8.0
8876	31.0
2928	58.05
13030	10.04
13875441	8.02
10975	13.07
10870	13.07
218253	40.01
15488	40.01
6122	3.01
11727	3.02
6316	4.02
12674	37.0
8097	31.0
21106032	5.02
551	69.01
15621	40.0
6106	2.02
38403	9.07
7551	3.02
21111822	8.01
7681	7.01
8140	9.03
9360	8.02
61191	11.04
66675	7.02
20939	10.0
6999	10.0
7088	10.0
8531	10.0
7448	10.0
11660	9.0
8335	10.0
11409	9.0
7248	9.0
11661	9.0
221082	9.0
67653	9.02
10831	37.0
26260	40.0
2283071	43.0
21112738	3.01
66567	10.07
65	9.03
11769	8.02
15489	40.01
6828	37.0
7183	10.0
7659	9.0
10253	10.0
6977	9.0
10236	9.0
7129	9.0
10829	37.0
68437	40.0
906	31.0
8067	12.06
14198	31.0
10979	10.0
7181	10.0
13836713	3.01
6103	2.01
7170	12.0
10534	7.0
21171407	3.01
71437	59.01
13063	37.0
13851576	8.01
7302	40.01
2915	69.01
62826	7.05
11369	10.04
10857	9.03
13875219	8.02
13842573	8.02
10432	8.02
541032	11.05
17619	6.03
4611	12.02
9990	3.0
28993	9.0
7815	6.01
7560	3.01
7721	4.01
12259	11.0
11667	9.02
10851	37.0
10813	37.0
8807	64.0
16641	2.03
11731	3.02
8950	9.0
13677	37.0
6736	34.0
10849	37.0
15619	40.0
4932499	43.0
6057	55.04
13860817	9.03
11778	9.03
12640	6.02
6480	31.01
776	28.01
13047	11.05
18707	9.03
21106018	9.02
6402	31.0
68179	8.02
10850	37.0
9350	8.02
10664	10.04
8577	10.01
14349	9.01
7852	8.01
14680	7.01
7776	5.01
7420	10.01
66565	8.03
6592	69.0
21106020	10.04
13853953	10.04
10364	8.0
13860720	9.03
6633	9.03
69371	8.03
6478	64.0
6788	34.0
73412	5.02
10909	37.0
10918	37.0
21168831	9.01
10841	37.0
15861	40.0
21106146	10.03
21106013	10.04
21106036	11.05
9187483	99.01
7736	5.01
21106169	5.04
12821	9.02
10400	43.01
1095	5.01
70682	9.02
11862	7.02
12044	40.0
12045	40.0
12047	40.0
12699	79.0
10864	10.04
7568	3.02
9326	8.02
10980	10.03
955	10.04
10772050	6.05
6079	10.03
9461	7.04
7817	6.01
7732	4.01
1039	2.01
11871	7.02
7786	5.02
9581	9.02
7710	4.02
7809	6.02
7765	5.02
13872122	10.01
2923	10.03
9574	10.03
10972	10.03
11294	37.02
6588	40.03
6642	12.0
13875196	9.02
10908	37.0
12682	40.0
21106144	10.03
13863774	10.03
7138	9.03
66655	9.03
24326358	13.05
7238	8.01
12069	8.03
191367	7.03
11799	6.03
21106014	9.02
12478	9.02
7315	49.03
23150	8.03
11729	3.01
14866	12.0
21105959	9.01
13865438	9.01
21106135	9.01
7383	9.01
62534	10.02
62408	10.02
7389	9.02
13869451	8.02
6974	8.02
7961	5.04
13835772	8.01
971	7.01
11588	10.03
8800	121.0
66656	7.03
21106019	9.02
7615	5.03
13647	9.03
7013	5.03
6135	3.03
13854248	8.02
13869339	8.02
13837686	8.02
13839082	8.01
553649	43.0
10536	8.01
7239	8.01
7391	9.01
21111817	9.02
6102	2.01
4444102	109.06
69982	11.06
9233	4.01
387	5.03
7299	40.0
7224	8.01
5739	135.0
8804	196.0
6338	4.03
13863618	9.02
278	2.02
29153	121.0
5979	7.06
7827	6.01
18607	4.01
18219	4.03
11783	7.02
10586285	46.05
21105871	8.01
6739	34.01
434	10.03
10205670	4.03
24043	6.03
68676	12.04
6852	37.01
7546	5.01
15495	14.03
10328	8.02
7145	10.04
13846959	10.04
937	0.01
9363	7.02
62632	16.01
78998	15.01
11884	13.01
16177	12.01
15853	11.01
67360	10.01
11866	7.01
15846	9.01
29026	8.01
11846	6.01
7770	5.01
7717	4.01
19475	5.03
7685	7.02
87265	9.02
21106148	11.04
8817	135.0
7566	3.01
13853943	10.04
15486	10.01
18920	8.01
9391	6.04
28982	9.01
13839110	9.01
9824	74.01
11434292	11.05
65763	12.05
68328	10.03
331	10.03
21169510	8.05
7689	7.02
63906	9.02
2246	196.0
13837787	10.04
13839151	9.01
13865680	9.01
11604	9.01
12060	10.01
14678	11.01
11489	31.02
2991	43.01
21106365	74.02
23101	12.05
55123	8.02
12012	7.02
11125	6.02
7782	5.02
7734	4.02
7577	3.02
13630	7.02
7278	11.02
6781	11.04
13839128	9.01
7202	11.04
235	8.01
11584	11.03
13571291	3.01
6807	43.02
13839174	9.01
13839105	9.01
13846663	11.01
8657	9.02
11589	11.02
9579	10.03
11755	5.02
7761	7.02
10492	6.02
11784	7.02
11785	7.02
6311	4.01
21106524	9.01
89076	49.02
14227	10.02
19476	6.03
2185	43.02
62484	11.03
6838	89.02
10257	12.06
8799	196.0
10498	4.02
9349	8.02
13839123	9.01
11576	11.02
8071	10.03
21105795	9.02
8374	13.02
11761	6.01
7956	2.01
6794	11.01
924	9.01
12637	11.04
6775	10.02
5889	7.01
21106091	12.01
3951	5.02
763	1.02
5882	12.05
7140	10.02
238	9.02
9994	4.01
61001	13.04
2003	135.06
21168826	9.01
20124	34.02
8816	135.0
8788	196.0
11672	10.02
29008	5.01
6550	34.03
6688	16.1
61538	10.01
10246	10.01
79969	13.02
15093	11.03
7176	11.03
6840	74.01
7616	5.02
61111	7.02
4446445	8.01
4444608	6.01
394562	4.01
30595	11.02
8899	5.02
13876539	9.01
62310	13.03
7234	8.01
16804	12.01
21105998	11.01
12244	10.01
61411	11.01
6333	4.02
6706	11.04
8060	52.03
8341	34.01
10441	3.01
11833	5.01
6406	6.02
13835126	10.02
65701	10.02
6023	10.02
5678	214.0
10248	10.01
69177	11.01
10244	11.01
9911	10.01
1005	4.02
8552	7.02
7803	8.02
171	3.02
122090	13.05
8070	10.02
13846749	12.03
13859497	34.03
10652594	15.1
11841	8.01
11749	5.01
8569	8.01
12220	10.01
7823	6.01
11849	6.01
3168	4.01
455420	8.01
10709	4.01
13837797	6.01
71876	12.02
18688	8.02
62249	7.02
55084	10.02
7694	9.02
7482	8.02
11716	9.02
7515	7.02
7076	9.02
7757	13.02
7511	11.02
7509	10.02
29005	9.02
10420	8.02
7475	7.02
7463	6.02
11910	5.01
7872	11.02
7875	13.02
7913	15.02
8568	9.02
14846	11.02
7800	10.02
11843	8.02
29012	7.02
7538	9.02
7536	8.02
7706	6.02
11680	6.02
11706	7.02
10653	5.02
7012	5.01
11065	5.01
28981	8.01
8525	5.02
7081	6.01
6313	4.01
6335	4.02
441	8.01
7838	7.01
5949	6.01
29029	9.01
7772	5.01
256	4.01
512	3.01
172	2.01
15443	8.01
66021	7.03
8674	10.02
13863629	7.02
13835351	13.04
6773	13.04
16736486	270.08
6621	31.02
13860641	9.01
21106525	9.01
13854136	8.01
13835151	8.01
10991	9.01
13860692	8.01
1019	5.02
62517	10.02
10903	40.01
6177	6.02
7064	7.02
6341	5.02
259	5.02
13249	16.02
7701	6.02
7888	12.02
12013	14.02
2863	11.02
7866	10.02
10033	18.02
370	9.02
12071	20.02
10035	21.02
4963	10.03
6907	13.03
553171	9.04
2041618	15.07
9411	8.05
7559	3.01
15965	12.02
6897	11.02
6883	10.02
7211	12.06
21105897	12.03
5439	5.03
7190	10.02
7469	7.02
10001	6.02
11625	11.03
6586	40.02
6675	10.03
472932	9.06
7073	9.02
8554	6.01
55130	8.02
10433	8.02
11992	7.02
7671	9.02
10446	7.02
7657	8.02
22453	8.02
7065	7.02
11045	8.02
7472	7.02
11207996	7.02
29016	8.02
7747	7.02
7627	6.02
10571	6.02
11647	10.02
66809	8.02
13865424	9.01
7175	11.02
7157	11.02
21112023	10.02
11582	11.04
7172	12.06
16119	10.01
864	1.01
79280	12.02
28947	13.05
7042	13.06
13837760	8.02
76894	14.07
205483	11.03
7737	5.01
6322	4.01
7132	9.01
8763	267.0
13848808	11.03
10837	13.07
13869434	9.01
21159695	10.01
6835	40.01
21108576	10.02
7533	8.01
56559	18.01
9053802	14.01
29000	5.01
7434	8.01
6312	4.01
8398	5.01
11898	20.01
72522	19.01
7928	18.01
14348	17.01
2581	16.01
11891	15.01
7917	14.01
7915	13.01
7901	12.01
7892	11.01
7882	10.01
8574	9.01
932	8.01
7812	6.01
7837	7.01
6040	5.01
258	4.01
1004	3.01
682	2.01
13872989	3.01
8665	9.02
6950	28.03
552744	5.02
70806	84.01
11671339	15.06
10251740	8.03
69914	15.06
13862665	6.02
21168813	10.01
175	3.01
6630	9.01
13840647	9.01
13860491	9.01
13839012	40.01
20545	19.02
8012	6.02
9564	9.02
7044	13.06
11003	40.01
10452	12.06
6314	4.01
4510484	8.01
66896	19.01
10437074	7.03
21105878	10.02
13839308	9.01
6753	79.02
374462	6.02
13869462	9.01
21106519	11.01
13860775	9.02
21106015	3.02
11809	4.02
12823	9.02
6649	7.02
6035	11.02
61739	37.02
392447	11.02
7142	10.03
66895	15.01
66887	14.01
9893	11.01
63518	13.01
59482	12.01
10696	16.08
67414	18.06
7074	9.02
7670	9.01
10797	7.01
6176	6.01
7534	8.01
10791	6.01
28986	7.01
10788	6.01
7621	6.01
10777	5.01
12972	11.01
9976	9.01
7514	7.01
215929	8.01
11025	6.01
7016	5.01
7871	11.01
21153	12.01
7802	8.01
12218	10.01
12632	9.01
7760	7.01
11095	6.01
7607	5.01
6321	4.01
558020	7.03
7790	6.03
6881	10.01
12061	10.01
67460	11.01
6790	34.01
8319	34.01
62964	18.04
62467	10.03
11193	7.02
11591	11.03
10411	11.03
10181338	11.03
59573	6.03
14998	6.02
13837190	4.02
1020	6.01
8141	6.01
8186	10.01
11600	8.02
10169	99.0
10343	14.07
447	9.02
12643	7.01
13846658	40.01
11596	12.03
28973	12.02
27296	11.02
11651	10.02
466305	14.03
9218	11.03
8183	12.05
7189	10.02
4878	8.02
13848793	34.02
21108577	12.03
123	9.02
26824	16.07
7028	6.01
7478	7.03
62489	8.02
21429023	94.08
2275	5.02
13835344	11.02
11793	6.01
13871721	4.01
6164	5.01
65785	14.03
6674	10.03
10616	12.05
526	11.04
11228	4.01
7003	8.02
21106520	7.01
13874733	7.01
6780	31.01
8098	31.01
70714	7.03
28969	10.02
7241	8.02
6577	46.03
9120	13.07
13853758	10.01
11525	5.01
4481813	3.02
13876103	12.02
8058	49.03
6593	69.01
14672	5.01
13850082	13.02
63903	9.01
17443	8.03
62808	7.03
6855	40.01
13638	8.01
18717	7.01
15954	7.01
7622	6.01
7310	12.03
63156	6.01
12626	5.01
28994	3.02
61765	10.02
10772140	4.03
13860335	8.01
10939	8.01
3463	89.07
7679	7.01
6296	10.01
5894	4.03
11586	13.05
1448	13.07
217	0.01
7459	6.01
11024	6.01
7026	6.01
11239	5.01
11861	9.01
11036	7.01
11029	7.01
11794	6.01
10511	7.01
21011	5.01
11678	6.01
3644	3.01
6320	4.01
10947	5.01
10787	6.01
60524	4.02
55091	6.05
2606	6.05
7208	12.04
1446	11.04
8520	16.07
7626	6.01
11526	5.03
124968	7.03
21105905	8.01
21106560	8.01
10437215	10.03
2039535	9.03
7161	11.01
13885245	12.02
62472	13.05
7678	7.01
11819	7.01
99440	7.01
123993	8.01
12225	6.02
693	2.02
11080	8.02
10197150	7.04
13255	7.01
83962	43.02
13839199	7.01
13634	8.01
7221	8.01
456015	8.03
7030	6.03
8860	74.01
642951	14.06
11773	10.02
6898	12.02
8262	40.03
6089	1.01
13835977	3.01
7677	7.01
60121	10.02
21106518	10.02
9970	8.01
8273	40.03
73479	10.03
7443	9.03
86394	12.05
9454	11.03
8282	37.02
13856959	49.02
6453	89.03
78828	14.05
62530	9.01
7242	8.01
65750	11.01
24041	8.03
5708	6.03
23730	5.03
23621376	5.03
21111781	10.02
7225	8.02
21106470	31.02
247721	13.02
7029	6.02
21106581	12.04
11283	99.01
156255	7.02
13869480	9.02
11488212	11.03
10992	9.01
62597	4.01
4937830	3.01
844	6.04
21105870	10.01
2005981	3.03
199342	15.01
6745	12.02
6916	14.03
11996	6.01
55188	6.01
11077	8.01
7240	8.01
66996	7.03
25886	8.03
12957	6.03
19953955	6.03
21943	7.03
19956441	7.03
19957731	10.03
7636	7.03
6146	4.01
62230	8.01
59674	5.01
11021	9.01
21106535	5.03
10181339	11.02
5596	8.02
13849989	10.01
132	10.03
70715	7.03
15855	34.01
84036	7.03
13328	135.08
10784857	18.12
22191	8.02
6123	3.01
8576	10.01
7851	8.01
15387	9.01
7811	6.01
7835	7.01
7769	5.01
7716	4.01
7564	3.01
6101	2.01
7466	6.03
11732	6.01
15803	86.01
7236	8.02
4437893	55.02
4489	8.02
12066	5.02
13835836	7.02
6720	11.01
11042	8.01
10940	8.01
10937	8.01
20570	9.02
19477	8.03
14169248	8.03
13648	9.02
15409	13.02
78	8.02
17868	37.02
4449	8.02
75951	9.02
72551	10.02
72793	9.02
11543	7.01
18	11.04
21105848	11.03
556589	12.02
880	10.02
7155	15.08
16359	13.06
8329	49.02
13842613	8.01
21132380	8.01
29001	6.02
11632	8.03
30516	9.03
26325090	9.03
21106145	12.04
10488	7.02
10292746	499.07
68832	7.02
23255	4.01
11699	8.03
11695	7.03
11739	7.01
11194	7.01
6165	5.01
10008	7.02
10790	6.01
62466	10.02
11595	12.03
6492	37.02
10451	20.1
2975965	99.03
8900	5.03
11230	4.01
99681	14.02
29015	6.02
8904	6.02
10018	6.02
12954	10.03
13867413	6.03
13054	11.03
24641	10.02
11056	6.01
11216	7.01
11210	7.01
11795	6.02
789	8.04
7131	9.01
13854242	12.03
1266019	13.02
558878	10.01
25890	11.03
68152	7.03
65936	8.03
11180	6.01
5830	9.01
6610	49.03
62485	10.02
10756	11.01
10181341	10.02
58234	34.01
5142	11.05
136966	9.03
64155	13.03
553578	10.01
18724	10.01
7688	7.02
220998	12.03
654	2.01
4366810	10.03
10422	9.03
558917	10.01
57726	59.01
6330	4.02
61707	5.02
10892	11.03
89258	16.08
18019	20.09
13860434	11.03
60886	55.08
13871718	10.01
1114	3.01
68224	20.08
68503	8.04
24533	8.02
8903	6.02
11265	8.03
120489	8.03
13869414	9.02
6301	10.01
19709	11.02
1664	7.02
2241	9.02
11107	7.03
10986	12.03
2441	34.01
137720	89.03
5593	28.02
4599	52.05
13836589	5.02
21106173	9.03
707	12.06
10384035	9.03
8855	31.02
5026296	34.01
10464	5.02
59483	12.06
17131	13.04
12161	8.05
26325086	9.03
7856	8.01
8562	6.01
7730	4.01
173	3.02
191058	12.03
9219586	163.02
65234	163.06
56117	8.03
21106366	10.01
25889	7.03
192748	16.08
13850142	11.01
390927	34.01
69340	11.01
81815	8.06
1577	6.04
71	11.04
6514	94.02
4445317	14.01
14556	11.03
20132	52.03
21782117	187.07
6774	11.03
11752	5.02
8960	1.02
6334	4.02
11460	10.02
10438331	43.04
10628694	31.04
6604	37.03
10756390	20.08
13803	7.04
63631	5.01
11788	7.01
455090	9.03
7223	8.01
11629	11.03
13856352	9.01
55443	12.01
453675	13.01
11465	11.02
120621	6.02
20119	6.02
55205	7.02
13816	5.02
26765	6.02
21181	7.02
10254	10.02
4962	9.02
592	5.03
7146	11.04
8521	20.09
29117	46.03
78467	11.03
28682	9.03
222538	10.04
7630	6.03
15427	10.01
11286	43.06
67465	12.02
10243171	11.02
11332993	11.02
392	8.02
206493	37.04
1361549	15.01
109838	6.02
28992	8.02
20843	8.02
13229	10.03
17784	8.03
12816	8.02
13104	46.03
5993	4.02
62589	7.01
7686	7.01
7624	6.01
7406	12.03
192642	6.02
70988	13.03
7018	5.03
3350	11.04
21361761	52.03
13849981	10.01
71089	7.02
10437135	9.03
65523	10.04
21106900	12.03
58563	10.03
86435	13.03
15413	10.04
10449	24.12
6842	74.02
7506	10.01
2656	34.01
13836520	8.02
9943	8.02
5978	4.03
17347	10.03
12445	7.02
3008	14.05
3277	55.03
9965	12.03
6270	12.05
13848341	9.04
26325182	49.06
105291	9.06
7791	6.01
71193	11.04
2925	58.05
70652	14.03
2424	43.06
21105859	10.02
502245	14.04
123860	9.02
73390	11.04
9088156	15.06
13848467	10.02
72556	11.02
122446	7.02
773	5.02
13835235	3.02
21106140	13.02
7480	8.02
108106	24.08
21106008	12.03
14299946	16.09
502855	14.04
7340	12.01
8158	6.01
13835376	7.02
127750	7.02
13839109	8.03
25552	10.02
13865630	11.04
256210	34.02
15702	16.06
589165	10.03
64699	8.06
5915	10.03
764	8.02
953	10.03
2157	13.04
3544	15.02
2038738	8.03
10710415	8.03
1348	6.02
13867714	37.02
59577	8.02
29107	5.02
15517	37.03
4103087	14.08
10996	13.04
194092	11.02
7092	10.04
13835224	4.02
1078	7.04
499714	8.02
11557190	18.07
970	74.0
24972	9.02
24535	11.02
8902	6.02
10437836	13.06
10437239	10.06
14627	34.02
25472	14.04
8470	13.04
3210	15.01
76154	12.04
13836591	5.02
455353	8.02
6658	11.04
26325085	14.03
124	11.03
13662	10.05
62265	15.07
13836399	7.02
16778	6.02
7705	6.02
11694	7.03
123207	8.03
67594	46.02
992	12.04
11930	7.03
13644	9.02
60329	5.02
7727	4.02
7728	4.02
7021	5.03
10948	5.02
1143	3.03
376	10.04
10801109	14.05
8030	49.02
8093	49.02
13658	10.02
21106586	9.03
21105699	37.02
13865426	8.03
71628	8.02
13837329	14.04
13837319	20.04
8241	18.04
11422351	12.04
1609	5.02
83866	44.02
67270	11.04
20198	14.04
361	12.05
7199	11.02
14916	55.05
10733068	25.1
16736498	187.1
6528	24.04
2297441	15.08
6033	11.04
13839553	4.02
10025	11.04
6524	20.04
8243	22.04
13860	9.02
1015	28.04
204209	52.02
61266	67.1
13874867	7.03
71430	9.03
13837303	16.04
7397	10.02
26325087	14.03
1906	11.03
363458	7.02
7684	7.02
13856009	9.02
1278	74.02
76394	9.03
7279	12.03
71787	7.04
11244	5.03
63889	8.03
13835336	3.02
83850	44.02
13835209	5.02
5004	13.04
7150	13.05
15016	18.01
503239	9.03
13837537	6.02
20848	15.06
13835293	6.02
6371	52.02
9873	79.02
11610	11.02
13839441	6.02
72056	13.02
34095	11.02
18685	10.02
62628	9.02
11875	8.02
40130	74.05
191	9.04
8528	8.03
10101	7.05
2849146	10.04
185	31.05
4590	13.03
18177	13.04
13854944	5.02
13836021	4.02
13884973	7.02
68568	10.03
13842001	7.02
15753	12.02
8733	4.02
1266393	6.03
6600	43.02
3693	58.03
4333	61.07
13090	43.02
13839416	7.02
16387	15.06
659	3.02
10437210	10.04
13835861	5.02
