Compound Id	ChiPath [VP-3]
6191	0.321
6153	0.0
16425	0.0
6190	0.536
11919	9.0
67991	5.757
291	0.0
6084	0.0
6094	0.0
7555	0.5
6120	0.0
7712	0.707
6308	0.816
9646	0.0
10781	2.091
15802	1.832
17976	1.472
7767	0.957
7604	0.866
7010	1.394
6163	1.061
6340	1.333
8560	1.207
11094	1.135
11023	1.478
11055	1.0
10786	1.782
7619	0.943
10755	1.914
11551	1.732
349	1.457
11035	1.747
11104	1.321
10795	2.103
10445	1.021
7849	1.707
17558	1.635
13439	1.061
13402	3.0
14840	1.957
13448	1.625
13619	2.207
7890	2.457
11882	2.707
11883	2.957
10540	3.457
7929	4.457
11897	4.707
11899	4.957
12017	5.207
12072	5.457
11900	5.707
11901	5.957
11146	6.207
11902	6.457
10542	7.457
11906	8.457
8878	2.633
11585	1.332
13837650	0.643
13853215	0.893
9392	0.750
7674	1.894
6156	0.0
18410	2.691
7024	1.644
15438	2.172
8896	1.25
14751	2.302
221117	2.540
7787	1.5
8908	1.75
8909	2.0
8910	2.5
6188	1.250
10265264	2.305
10179173	2.305
21800	2.540
10325078	0.985
6111	0.0
10265270	3.466
15765	2.540
10179239	3.466
69569	10.182
5730	0.0
13837281	1.286
9724	4.204
7662	1.482
13862559	1.856
7518	1.584
21106571	2.364
13864445	2.135
21106163	2.408
21106540	2.693
6339	5.143
38364	2.612
27488	2.845
11776	2.201
25677	3.435
158870	2.718
157093	2.595
83374	2.597
457144	2.674
135925	2.845
457145	2.766
84188	2.999
136000	3.044
135983	2.923
136001	2.925
136002	3.003
136003	2.920
84235	2.799
82755	2.960
82712	3.088
157094	3.161
103011	2.915
102798	3.217
82762	3.332
11974	4.652
56793	3.636
454495	3.633
40191	3.294
56791	3.341
35581	3.355
56774	4.006
82765	3.664
27793	3.809
82754	3.569
457138	3.447
102897	3.448
457139	3.527
102947	3.367
97173	3.288
102720	3.288
102801	3.369
102833	3.613
102721	3.287
102856	3.416
102933	3.489
103066	3.244
97172	3.363
106355	3.574
102741	3.610
97055	3.854
97198	3.611
34874	3.831
36972	3.822
56788	3.540
533188	3.507
35579	3.554
16182	3.248
46262	3.538
35580	3.262
82818	3.512
56790	3.737
56795	3.548
33458	3.749
82777	3.170
35584	3.540
56785	3.180
56792	3.206
34189	3.276
34859	4.576
84346	4.517
56760	4.235
56755	4.529
33666	3.893
36973	4.203
37744	4.147
46894	4.191
45444	3.912
56769	4.159
56780	3.875
34847	3.926
39406	3.861
35081	3.570
56781	3.907
56771	3.584
102834	4.179
102722	4.099
154865	4.138
96948	3.812
102743	3.941
102857	4.012
154866	3.768
106356	4.098
102787	3.938
97240	3.741
102742	3.939
97257	4.750
97224	4.422
102923	4.553
96868	4.665
96864	4.663
97234	4.463
97233	4.464
154062	4.621
97142	4.264
56782	5.088
36977	5.1
83414	4.746
84348	5.329
82823	4.758
36975	4.389
56778	4.074
43354	4.098
37779	4.348
45445	3.782
36974	3.796
35585	4.105
34848	3.814
84344	4.023
34850	4.111
82819	4.035
56772	3.751
82820	4.059
16415	4.549
56779	4.071
