Compound Id	KappaShapeIndices [Kier3]
6191	2.222
6153	N/A
16425	N/A
6190	2.222
11919	2.0
67991	8.0
291	0.0
6084	0.0
6094	0.0
7555	4.0
6120	N/A
7712	4.0
6308	4.0
9646	N/A
10781	2.813
15802	5.878
17976	8.0
7767	5.333
7604	5.333
7010	3.0
6163	5.333
6340	3.0
8560	6.0
11094	6.0
11023	3.84
11055	6.0
10786	2.667
7619	6.0
10755	2.667
11551	2.667
349	7.2
11035	5.0
11104	7.2
10795	2.813
10445	7.2
7849	8.0
17558	8.0
13439	8.0
13402	2.0
14840	9.143
13448	9.143
13619	10.0
7890	11.111
11882	12.0
11883	13.091
10540	15.077
7929	19.059
11897	20.0
11899	21.053
12017	22.0
12072	23.048
11900	24.0
11901	25.043
11146	26.0
11902	27.04
10542	31.034
11906	35.030
8878	0.490
11585	2.5
13837650	4.0
13853215	2.222
9392	2.222
7674	1.5
6156	N/A
18410	3.111
7024	0.980
15438	1.8
8896	0.64
14751	1.8
221117	1.488
7787	1.333
8908	1.959
8909	2.813
8910	4.48
6188	2.222
10265264	1.8
10179173	1.8
21800	1.488
10325078	2.222
6111	0.0
10265270	1.383
15765	1.488
10179239	1.383
69569	8.333
5730	N/A
13837281	3.0
9724	0.717
7662	2.0
13862559	1.704
7518	1.8
21106571	1.75
13864445	1.469
21106163	1.75
21106540	1.550
6339	3.0
38364	1.469
27488	1.469
11776	2.0
25677	2.488
158870	1.775
157093	1.92
83374	1.92
457144	1.775
135925	1.646
457145	1.775
84188	1.646
136000	1.646
135983	1.775
136001	1.775
136002	1.646
136003	1.775
84235	1.92
82755	2.020
82712	1.883
157094	2.020
103011	2.020
102798	1.76
82762	1.883
11974	1.75
56793	2.488
454495	2.488
40191	2.651
56791	2.651
35581	2.651
56774	2.56
82765	2.713
27793	1.648
82754	1.76
457138	1.883
102897	1.883
457139	1.76
102947	1.76
97173	1.883
102720	1.883
102801	1.76
102833	1.76
102721	1.883
102856	1.76
102933	1.883
103066	1.883
97172	2.020
106355	1.76
102741	1.969
97055	1.969
97198	1.969
34874	2.488
36972	2.488
56788	2.651
533188	2.651
35579	2.651
16182	2.831
46262	2.651
35580	2.831
82818	2.651
56790	2.488
56795	2.651
33458	2.488
82777	2.831
35584	2.651
56785	2.831
56792	2.831
34189	2.831
34859	2.659
84346	2.659
56760	2.805
56755	2.659
33666	2.963
36973	2.56
37744	2.56
46894	2.56
45444	2.713
56769	2.56
56780	2.713
34847	2.713
39406	2.713
35081	2.880
56781	2.713
56771	2.880
102834	1.744
102722	1.851
154865	1.851
96948	1.969
102743	1.851
102857	1.969
154866	1.969
106356	1.851
102787	1.851
97240	1.851
102742	1.851
97257	1.861
97224	1.966
102923	1.861
96868	1.966
96864	1.966
97234	1.966
97233	1.966
154062	1.966
97142	1.966
56782	2.741
36977	2.741
83414	2.88
84348	2.612
82823	2.88
36975	2.56
56778	2.713
43354	2.713
37779	2.56
45445	2.880
36974	2.880
35585	2.713
34848	2.880
84344	2.713
34850	2.713
82819	2.713
56772	2.880
82820	2.713
16415	2.420
56779	2.713
56768	2.880
56777	3.063
84345	2.713
34668	2.880
96965	1.96
33198	1.96
82783	2.659
34852	2.659
37000	2.659
37019	2.805
56765	2.805
39198	2.805
82740	2.525
56761	2.659
56756	2.805
56766	2.805
83413	2.963
34851	2.805
36976	2.805
56767	2.963
56763	2.963
56787	2.651
35583	2.651
82807	2.831
56794	2.831
33386	2.651
33457	2.488
47912	2.831
82817	2.831
46893	3.030
33280	2.831
35582	3.030
33304	2.831
46263	2.651
15827	1.983
33407	2.845
36985	2.72
35205	2.845
15637	2.845
82821	2.845
34853	2.659
37745	2.659
36978	2.805
34190	2.963
34191	2.805
36771	2.805
36710	2.963
56757	2.805
549017	2.659
84347	2.963
56764	2.805
56758	2.805
47914	2.963
56762	2.659
33984	2.805
33983	2.963
34860	2.741
82738	2.88
36982	2.741
36979	2.88
47915	2.741
56783	2.88
36981	2.88
37004	2.741
36980	2.88
82751	2.813
36989	2.813
33282	2.713
46285	2.713
46284	2.880
82806	2.880
56776	3.063
47913	2.713
32952	2.880
45446	3.063
43353	2.880
56773	2.880
33281	2.831
56786	2.831
56789	3.030
33456	3.25
