Compound Id	ChiCluster [VC-3]
6191	0.268
6153	0.108
16425	1.323
6190	0.465
11919	2.121
67991	7.404
291	0.0
6084	0.0
6094	0.0
7555	0.0
6120	0.577
7712	0.0
6308	0.408
9646	2.0
10781	1.570
15802	0.289
17976	1.969
7767	0.0
7604	0.408
7010	0.289
6163	1.561
6340	0.667
8560	0.0
11094	0.408
11023	0.289
11055	1.561
10786	0.569
7619	0.816
10755	1.207
11551	0.204
349	0.0
11035	0.289
11104	0.816
10795	0.859
10445	1.969
7849	0.0
17558	0.408
13439	3.121
13402	0.707
14840	0.0
13448	3.121
13619	0.0
7890	0.0
11882	0.0
11883	0.0
10540	0.0
7929	0.0
11897	0.0
11899	0.0
12017	0.0
12072	0.0
11900	0.0
11901	0.0
11146	0.0
11902	0.0
10542	0.0
11906	0.0
8878	0.408
11585	0.221
13837650	0.0
13853215	0.662
9392	0.913
7674	0.289
6156	6.0
18410	0.204
7024	0.289
15438	0.204
8896	0.0
14751	0.204
221117	0.471
7787	0.0
8908	0.0
8909	0.0
8910	0.0
6188	1.110
10265264	0.577
10179173	0.577
21800	0.471
10325078	1.404
6111	0.0
10265270	0.333
15765	0.471
10179239	0.333
69569	9.129
5730	2.916
13837281	0.643
9724	1.409
7662	0.567
13862559	0.516
7518	0.516
21106571	0.658
13864445	0.469
21106163	0.655
21106540	0.611
6339	2.571
38364	0.589
27488	0.573
11776	0.982
25677	0.780
158870	0.661
157093	0.697
83374	0.697
457144	0.662
135925	0.626
457145	0.661
84188	0.613
136000	0.613
135983	0.650
136001	0.650
136002	0.615
136003	0.646
84235	0.683
82755	0.850
82712	0.815
157094	0.835
103011	0.851
102798	0.780
82762	0.799
11974	1.134
56793	0.767
454495	0.767
40191	0.815
56791	0.815
35581	0.815
56774	0.921
82765	0.969
27793	0.711
82754	0.755
457138	0.792
102897	0.792
457139	0.757
102947	0.767
97173	0.802
102720	0.802
102801	0.767
102833	0.755
102721	0.802
102856	0.767
102933	0.788
103066	0.804
97172	0.821
106355	0.757
102741	0.956
97055	0.941
97198	0.956
34874	0.755
36972	0.755
56788	0.802
533188	0.802
35579	0.802
16182	0.850
46262	0.799
35580	0.850
82818	0.804
56790	0.757
56795	0.804
33458	0.757
82777	0.851
35584	0.8
56785	0.851
56792	0.851
34189	0.850
34859	1.063
84346	1.063
56760	1.110
56755	1.063
33666	1.158
36973	0.909
37744	0.909
46894	0.909
45444	0.956
56769	0.909
56780	0.956
34847	0.956
39406	0.956
35081	1.004
56781	0.953
56771	1.004
102834	0.865
102722	0.9
154865	0.897
96948	0.944
102743	0.909
102857	0.930
154866	0.946
106356	0.898
102787	0.909
97240	0.921
102742	0.909
97257	1.007
97224	1.054
102923	1.019
96868	1.039
96864	1.039
97234	1.051
97233	1.051
154062	1.040
97142	1.063
56782	1.205
36977	1.205
83414	1.252
84348	1.161
82823	1.252
36975	0.897
56778	0.944
43354	0.944
37779	0.897
45445	0.991
36974	0.991
35585	0.941
34848	0.988
84344	0.946
34850	0.942
82819	0.946
56772	0.993
82820	0.946
16415	0.855
56779	0.946
56768	0.989
56777	1.040
84345	0.942
34668	0.988
96965	1.149
33198	1.161
82783	1.051
34852	1.051
37000	1.051
37019	1.098
56765	1.098
39198	1.098
82740	1.007
56761	1.051
56756	1.098
56766	1.098
83413	1.145
34851	1.095
36976	1.098
56767	1.142
56763	1.131
56787	0.792
35583	0.788
82807	0.839
56794	0.839
33386	0.792
33457	0.744
47912	0.839
82817	0.835
46893	0.886
33280	0.835
35582	0.886
33304	0.835
46263	0.788
15827	1.259
33407	1.347
36985	1.303
35205	1.347
15637	1.347
82821	1.350
34853	1.039
37745	1.039
36978	1.086
34190	1.133
34191	1.086
36771	1.086
36710	1.130
56757	1.084
549017	1.043
84347	1.135
56764	1.084
56758	1.084
47914	1.135
56762	1.043
33984	1.082
33983	1.126
34860	1.193
82738	1.240
36982	1.193
36979	1.240
47915	1.196
56783	1.240
36981	1.236
37004	1.196
36980	1.236
82751	1.444
36989	1.444
33282	0.930
46285	0.933
46284	0.977
82806	0.981
56776	1.028
47913	0.933
32952	0.974
45446	1.024
43353	0.977
56773	0.977
33281	0.821
56786	0.825
56789	0.872
33456	0.923
46264	0.825
36990	1.290
35912	1.334
45448	1.338
36987	1.334
36988	1.334
33986	1.180
36983	1.193
36986	1.228
45447	1.149
35566	1.182
47916	1.226
46137	1.232
550258	1.226
33985	1.224
15484	1.542
34854	1.072
46136	1.072
82736	1.122
56759	1.119
36984	1.116
56775	0.963
56770	1.014
35206	1.432
34192	1.322
82822	1.324
35108	1.213
33316	1.105
21106570	0.753
23208	0.0
4514529	0.0
6132	0.094
9016	0.522
4514586	0.0
4514549	0.0
11083	0.453
6988	0.402
11366	0.544
1253	0.213
3102535	0.105
6186	2.024
13836549	0.283
13868660	0.612
457140	0.603
107412	0.287
12197	0.0
61346	0.613
6187	1.557
13866746	0.251
13857694	0.378
13866817	0.378
9253	0.741
83734	0.985
5977	0.842
29040	0.365
6108	0.0
10054	2.201
16841	0.274
13837280	0.371
9254	0.493
21106179	0.031
692	0.0
12201	0.408
6151	0.648
62827	0.287
8883	0.816
13837988	0.327
13875356	0.655
13875212	0.567
11038	0.750
2282428	0.584
9251	0.734
71312	0.824
11153	0.0
454215	0.651
15077490	1.013
2018165	0.058
6119	1.458
2293678	1.264
109705	0.652
10765	0.333
56442	0.0
4449912	0.0
22814	0.0
99596	0.697
13835316	0.455
6098	0.0
14694	0.435
13836674	0.0
13875160	0.356
23055	1.001
14829	1.314
6105	0.0
553742	0.0
6104	0.0
558928	0.0
6086	0.0
2056044	0.427
3441	0.794
6130	0.281
12577	0.179
34863	0.626
34866	0.613
34665	0.661
34664	0.661
37904	0.615
34864	0.662
34188	0.662
34865	0.662
34868	0.650
37905	0.603
34869	0.650
37918	0.650
37915	0.697
34867	0.697
25605	0.646
26011	0.697
34870	0.646
34666	0.697
21924	0.697
34667	0.683
34871	0.734
34873	0.683
56784	0.636
34872	0.734
8351654	0.112
22408	0.0
73583	1.665
2340753	0.435
10325184	0.716
21111806	0.126
21108550	0.126
9325	0.109
9228	0.252
4444456	0.0
11708	0.845
6093	0.0
6148	0.581
13838404	4.374
6179	2.214
748	0.0
9256	0.192
10614293	1.969
11109	0.0
24142	0.0
13622	0.0
16180	0.0
7891	0.0
29025	0.0
12635	0.0
11121	0.0
7713	0.0
12809	0.0
7833	0.0
7556	0.0
7954	0.0
555074	0.0
4516601	0.0
4483639	0.0
4516599	0.0
4512361	0.0
4483638	0.0
4512642	0.0
6085	0.0
8544	0.0
7788	0.0
6149	1.458
10053	3.446
11117	0.0
6827	0.333
7676	0.189
13875281	0.308
13875230	0.356
6128	0.082
391	0.0
71390	0.486
2916	0.0
558875	0.0
